word,tokens_babel_9b,token_num_babel_9b,tokens_gemma_12b,token_num_gemma_12b,tokens_llama_2_7b,token_num_llama_2_7b,avg_token_num,same_token_num,avg_token_num_rounded,avg_token_num2,same_token_num2,avg_token_num2_rounded,any_token_num_is_1,freq,word_len,freq_quantile
직업학교,"['ì§ģ', 'ìĹħ', 'íķĻêµĲ']",3,"['직', '업', '학교']",3,"['▁', '<0xEC>', '<0xA7>', '<0x81>', '<0xEC>', '<0x97>', '<0x85>', '학', '교']",9,5.0,False,5,3.0,True,3,False,4,4,0
부갱빌,"['ë¶Ģ', 'ê°±', 'ë¹Į']",3,"['부', '갱', '빌']",3,"['▁', '부', '<0xEA>', '<0xB0>', '<0xB1>', '<0xEB>', '<0xB9>', '<0x8C>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
존귀,"['ì¡´', 'ê·Ģ']",2,"['존', '귀']",2,"['▁', '<0xEC>', '<0xA1>', '<0xB4>', '<0xEA>', '<0xB7>', '<0x80>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
첸니,"['ì²¸', 'ëĭĪ']",2,"['첸', '니']",2,"['▁', '<0xEC>', '<0xB2>', '<0xB8>', '니']",5,3.0,False,3,2.0,True,2,False,4,2,0
별똥,"['ë³Ħ', 'ëĺ¥']",2,"['별', '똥']",2,"['▁', '<0xEB>', '<0xB3>', '<0x84>', '<0xEB>', '<0x98>', '<0xA5>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
배색,"['ë°°', 'ìĥī']",2,"['배', '색']",2,"['▁', '<0xEB>', '<0xB0>', '<0xB0>', '<0xEC>', '<0x83>', '<0x89>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
바이네베르크,"['ë°Ķ', 'ìĿ´', 'ëĦ¤', 'ë²ł', 'ë¥´', 'íģ¬']",6,"['바이', '네', '베', '르', '크']",5,"['▁', '바', '이', '<0xEB>', '<0x84>', '<0xA4>', '<0xEB>', '<0xB2>', '<0xA0>', '<0xEB>', '<0xA5>', '<0xB4>', '<0xED>', '<0x81>', '<0xAC>']",15,8.666666666666666,False,9,5.5,False,6,False,4,6,0
안전지대,"['ìķĪ', 'ìłĦ', 'ì§Ģ', 'ëĮĢ']",4,"['안', '전', '지', '대']",4,"['▁', '안', '전', '지', '대']",5,4.333333333333333,False,4,4.0,True,4,False,4,4,0
반값,"['ë°ĺ', 'ê°Ĵ']",2,"['반', '값']",2,"['▁', '<0xEB>', '<0xB0>', '<0x98>', '<0xEA>', '<0xB0>', '<0x92>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
발명자,"['ë°ľ', 'ëªħ', 'ìŀĲ']",3,"['발', '명', '자']",3,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '명', '자']",6,4.0,False,4,3.0,True,3,False,5,3,0
톰스쌀쥐,"['íĨ°', 'ìĬ¤', 'ìĮĢ', 'ì¥Ĳ']",4,"['톰', '스', '쌀', '쥐']",4,"['▁', '<0xED>', '<0x86>', '<0xB0>', '스', '<0xEC>', '<0x8C>', '<0x80>', '<0xEC>', '<0xA5>', '<0x90>']",11,6.333333333333333,False,6,4.0,True,4,False,5,4,0
승부처,"['ìĬ¹', 'ë¶Ģ', 'ì²ĺ']",3,"['승', '부', '처']",3,"['▁', '<0xEC>', '<0x8A>', '<0xB9>', '부', '<0xEC>', '<0xB2>', '<0x98>']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
전화망,"['ìłĦ', 'íĻĶ', 'ë§Ŀ']",3,"['전', '화', '망']",3,"['▁', '전', '화', '<0xEB>', '<0xA7>', '<0x9D>']",6,4.0,False,4,3.0,True,3,False,5,3,0
유트인,"['ìľł', 'íĬ¸', 'ìĿ¸']",3,"['유', '트', '인']",3,"['▁', '유', '트', '인']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
원혼,"['ìĽĲ', 'íĺ¼']",2,"['원', '혼']",2,"['▁', '원', '<0xED>', '<0x98>', '<0xBC>']",5,3.0,False,3,2.0,True,2,False,5,2,0
편람,"['íİ¸', 'ëŀĮ']",2,"['편', '람']",2,"['▁', '<0xED>', '<0x8E>', '<0xB8>', '<0xEB>', '<0x9E>', '<0x8C>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
잽이,"['ìŀ½', 'ìĿ´']",2,"['잽', '이']",2,"['▁', '<0xEC>', '<0x9E>', '<0xBD>', '이']",5,3.0,False,3,2.0,True,2,False,5,2,0
푸쉬,"['íĳ¸', 'ìī¬']",2,"['푸', '쉬']",2,"['▁', '<0xED>', '<0x91>', '<0xB8>', '<0xEC>', '<0x89>', '<0xAC>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
프로스페,"['íĶĦ', 'ë¡ľ', 'ìĬ¤', 'íİĺ']",4,"['프로', '스', '페']",3,"['▁', '<0xED>', '<0x94>', '<0x84>', '로', '스', '<0xED>', '<0x8E>', '<0x98>']",9,5.333333333333333,False,5,3.5,False,4,False,5,4,0
초병,"['ì´Ī', 'ë³ĳ']",2,"['초', '병']",2,"['▁', '<0xEC>', '<0xB4>', '<0x88>', '<0xEB>', '<0xB3>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
정회,"['ìłķ', 'íļĮ']",2,"['정', '회']",2,"['▁', '정', '회']",3,2.333333333333333,False,2,2.0,True,2,False,5,2,0
미등,"['ë¯¸', 'ëĵ±']",2,"['미', '등']",2,"['▁', '미', '<0xEB>', '<0x93>', '<0xB1>']",5,3.0,False,3,2.0,True,2,False,4,2,0
에로틱,"['ìĹĲ', 'ë¡ľ', 'íĭ±']",3,"['에', '로', '틱']",3,"['▁', '에', '로', '<0xED>', '<0x8B>', '<0xB1>']",6,4.0,False,4,3.0,True,3,False,6,3,0
나약,"['ëĤĺ', 'ìķ½']",2,"['나', '약']",2,"['▁', '나', '<0xEC>', '<0x95>', '<0xBD>']",5,3.0,False,3,2.0,True,2,False,5,2,0
데빌,"['ëį°', 'ë¹Į']",2,"['데', '빌']",2,"['▁', '<0xEB>', '<0x8D>', '<0xB0>', '<0xEB>', '<0xB9>', '<0x8C>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
드미트,"['ëĵľ', 'ë¯¸', 'íĬ¸']",3,"['드', '미', '트']",3,"['▁', '드', '미', '트']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
낙오,"['ëĤĻ', 'ìĺ¤']",2,"['낙', '오']",2,"['▁', '<0xEB>', '<0x82>', '<0x99>', '오']",5,3.0,False,3,2.0,True,2,False,6,2,0
인파,"['ìĿ¸', 'íĮĮ']",2,"['인', '파']",2,"['▁', '인', '<0xED>', '<0x8C>', '<0x8C>']",5,3.0,False,3,2.0,True,2,False,4,2,0
개강,"['ê°ľ', 'ê°ķ']",2,"['개', '강']",2,"['▁', '개', '강']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
차상위,"['ì°¨', 'ìĥģ', 'ìľĦ']",3,"['차', '상', '위']",3,"['▁', '차', '상', '위']",4,3.333333333333333,False,3,3.0,True,3,False,5,3,0
최후통첩,"['ìµľ', 'íĽĦ', 'íĨµ', 'ì²©']",4,"['최', '후', '통', '첩']",4,"['▁', '<0xEC>', '<0xB5>', '<0x9C>', '<0xED>', '<0x9B>', '<0x84>', '<0xED>', '<0x86>', '<0xB5>', '<0xEC>', '<0xB2>', '<0xA9>']",13,7.0,False,7,4.0,True,4,False,6,4,0
인간문화재,"['ìĿ¸', 'ê°Ħ', 'ë¬¸íĻĶ', 'ìŀ¬']",4,"['인', '간', '문화', '재']",4,"['▁', '인', '<0xEA>', '<0xB0>', '<0x84>', '문', '화', '재']",8,5.333333333333333,False,5,4.0,True,4,False,4,5,0
보검,"['ë³´', 'ê²Ģ']",2,"['보', '검']",2,"['▁', '보', '<0xEA>', '<0xB2>', '<0x80>']",5,3.0,False,3,2.0,True,2,False,5,2,0
라켓보이즈,"['ëĿ¼', 'ì¼ĵ', 'ë³´', 'ìĿ´', 'ì¦Ī']",5,"['라', '켓', '보', '이', '즈']",5,"['▁', '라', '<0xEC>', '<0xBC>', '<0x93>', '보', '이', '<0xEC>', '<0xA6>', '<0x88>']",10,6.666666666666667,False,7,5.0,True,5,False,4,5,0
트릴,"['íĬ¸', 'ë¦´']",2,"['트', '릴']",2,"['▁', '트', '<0xEB>', '<0xA6>', '<0xB4>']",5,3.0,False,3,2.0,True,2,False,6,2,0
다회,"['ëĭ¤', 'íļĮ']",2,"['다', '회']",2,"['▁', '다', '회']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
노믹스,"['ëħ¸', 'ë¯¹', 'ìĬ¤']",3,"['노', '믹', '스']",3,"['▁', '<0xEB>', '<0x85>', '<0xB8>', '<0xEB>', '<0xAF>', '<0xB9>', '스']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
억새,"['ìĸµ', 'ìĥĪ']",2,"['억', '새']",2,"['▁', '<0xEC>', '<0x96>', '<0xB5>', '<0xEC>', '<0x83>', '<0x88>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
토벌대,"['íĨł', 'ë²Į', 'ëĮĢ']",3,"['토', '벌', '대']",3,"['▁', '<0xED>', '<0x86>', '<0xA0>', '<0xEB>', '<0xB2>', '<0x8C>', '대']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
곡절,"['ê³¡', 'ìłĪ']",2,"['곡', '절']",2,"['▁', '<0xEA>', '<0xB3>', '<0xA1>', '<0xEC>', '<0xA0>', '<0x88>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
워터밴더,"['ìĽĮ', 'íĦ°', 'ë°´', 'ëįĶ']",4,"['워', '터', '밴', '더']",4,"['▁', '<0xEC>', '<0x9B>', '<0x8C>', '터', '<0xEB>', '<0xB0>', '<0xB4>', '<0xEB>', '<0x8D>', '<0x94>']",11,6.333333333333333,False,6,4.0,True,4,False,5,4,0
돌방무덤,"['ëıĮ', 'ë°©', 'ë¬´', 'ëį¤']",4,"['돌', '방', '무', '덤']",4,"['▁', '<0xEB>', '<0x8F>', '<0x8C>', '방', '무', '<0xEB>', '<0x8D>', '<0xA4>']",9,5.666666666666667,False,6,4.0,True,4,False,4,4,0
단풍나무,"['ëĭ¨', 'íĴį', 'ëĤĺ', 'ë¬´']",4,"['단', '풍', '나무']",3,"['▁', '단', '<0xED>', '<0x92>', '<0x8D>', '나', '무']",7,4.666666666666667,False,5,3.5,False,4,False,5,4,0
파도타기,"['íĮĮ', 'ëıĦ', 'íĥĢ', 'ê¸°']",4,"['파', '도', '타', '기']",4,"['▁', '<0xED>', '<0x8C>', '<0x8C>', '도', '타', '기']",7,5.0,False,5,4.0,True,4,False,5,4,0
창립총회,"['ì°½', 'ë¦½', 'ì´Ŀ', 'íļĮ']",4,"['창', '립', '총', '회']",4,"['▁', '<0xEC>', '<0xB0>', '<0xBD>', '<0xEB>', '<0xA6>', '<0xBD>', '<0xEC>', '<0xB4>', '<0x9D>', '회']",11,6.333333333333333,False,6,4.0,True,4,False,4,4,0
영화과,"['ìĺģ', 'íĻĶ', 'ê³¼']",3,"['영화', '과']",2,"['▁', '영', '화', '과']",4,3.0,False,3,2.5,False,3,False,6,3,0
비빔밥,"['ë¹Ħ', 'ë¹Ķ', 'ë°¥']",3,"['비', '빔', '밥']",3,"['▁', '비', '<0xEB>', '<0xB9>', '<0x94>', '<0xEB>', '<0xB0>', '<0xA5>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
비대위원장,"['ë¹Ħ', 'ëĮĢ', 'ìľĦìĽĲìŀ¥']",3,"['비', '대', '위원', '장']",4,"['▁', '비', '대', '위', '원', '장']",6,4.333333333333333,False,4,3.5,False,4,False,5,5,0
수조,"['ìĪĺ', 'ì¡°']",2,"['수', '조']",2,"['▁', '수', '조']",3,2.333333333333333,False,2,2.0,True,2,False,5,2,0
통행증,"['íĨµ', 'íĸī', 'ì¦Ŀ']",3,"['통', '행', '증']",3,"['▁', '<0xED>', '<0x86>', '<0xB5>', '<0xED>', '<0x96>', '<0x89>', '<0xEC>', '<0xA6>', '<0x9D>']",10,5.333333333333333,False,5,3.0,True,3,False,5,3,0
계산서,"['ê³Ħ', 'ìĤ°', 'ìĦľ']",3,"['계', '산', '서']",3,"['▁', '<0xEA>', '<0xB3>', '<0x84>', '산', '서']",6,4.0,False,4,3.0,True,3,False,6,3,0
천신,"['ì²ľ', 'ìĭł']",2,"['천', '신']",2,"['▁', '천', '신']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
샹들리에,"['ìĥ¹', 'ëĵ¤', 'ë¦¬', 'ìĹĲ']",4,"['샹', '들', '리에']",3,"['▁', '<0xEC>', '<0x83>', '<0xB9>', '들', '리', '에']",7,4.666666666666667,False,5,3.5,False,4,False,4,4,0
백일,"['ë°±', 'ìĿ¼']",2,"['백', '일']",2,"['▁', '백', '일']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
출판업자,"['ì¶ľ', 'íĮĲ', 'ìĹħ', 'ìŀĲ']",4,"['출', '판', '업', '자']",4,"['▁', '<0xEC>', '<0xB6>', '<0x9C>', '<0xED>', '<0x8C>', '<0x90>', '<0xEC>', '<0x97>', '<0x85>', '자']",11,6.333333333333333,False,6,4.0,True,4,False,5,4,0
유탄,"['ìľ', 'łí', 'ĥ', 'Ħ']",4,"['유', '탄']",2,"['▁', '유', '<0xED>', '<0x83>', '<0x84>']",5,3.6666666666666665,False,4,3.0,False,3,False,6,2,0
모병제,"['ëª¨', 'ë³ĳ', 'ìłľ']",3,"['모', '병', '제']",3,"['▁', '모', '<0xEB>', '<0xB3>', '<0x91>', '제']",6,4.0,False,4,3.0,True,3,False,4,3,0
동학군,"['ëıĻ', 'íķĻ', 'êµ°']",3,"['동', '학', '군']",3,"['▁', '동', '학', '군']",4,3.333333333333333,False,3,3.0,True,3,False,5,3,0
강제금,"['ê°ķ', 'ìłľ', 'ê¸Ī']",3,"['강', '제', '금']",3,"['▁', '강', '제', '<0xEA>', '<0xB8>', '<0x88>']",6,4.0,False,4,3.0,True,3,False,4,3,0
뒷자리,"['ëĴ·', 'ìŀĲ', 'ë¦¬']",3,"['뒷', '자리']",2,"['▁', '<0xEB>', '<0x92>', '<0xB7>', '자', '리']",6,3.6666666666666665,False,4,2.5,False,3,False,4,3,0
리토나비르,"['ë¦¬', 'íĨł', 'ëĤĺ', 'ë¹Ħ', 'ë¥´']",5,"['리', '토', '나', '비', '르']",5,"['▁', '리', '<0xED>', '<0x86>', '<0xA0>', '나', '비', '<0xEB>', '<0xA5>', '<0xB4>']",10,6.666666666666667,False,7,5.0,True,5,False,6,5,0
권모술수,"['ê¶Į', 'ëª¨', 'ìĪł', 'ìĪĺ']",4,"['권', '모', '술', '수']",4,"['▁', '<0xEA>', '<0xB6>', '<0x8C>', '모', '<0xEC>', '<0x88>', '<0xA0>', '수']",9,5.666666666666667,False,6,4.0,True,4,False,5,4,0
간병인,"['ê°Ħ', 'ë³ĳ', 'ìĿ¸']",3,"['간', '병', '인']",3,"['▁', '<0xEA>', '<0xB0>', '<0x84>', '<0xEB>', '<0xB3>', '<0x91>', '인']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
산란기,"['ìĤ°', 'ëŀĢ', 'ê¸°']",3,"['산', '란', '기']",3,"['▁', '산', '<0xEB>', '<0x9E>', '<0x80>', '기']",6,4.0,False,4,3.0,True,3,False,6,3,0
웃음소리,"['ìĽĥ', 'ìĿĮ', 'ìĨĮ', 'ë¦¬']",4,"['웃', '음', '소', '리']",4,"['▁', '<0xEC>', '<0x9B>', '<0x83>', '음', '소', '리']",7,5.0,False,5,4.0,True,4,False,6,4,0
지대석,"['ì§Ģ', 'ëĮĢ', 'ìĦĿ']",3,"['지', '대', '석']",3,"['▁', '지', '대', '<0xEC>', '<0x84>', '<0x9D>']",6,4.0,False,4,3.0,True,3,False,4,3,0
검사관,"['ê²Ģ', 'ìĤ¬', 'ê´Ģ']",3,"['검', '사', '관']",3,"['▁', '<0xEA>', '<0xB2>', '<0x80>', '사', '<0xEA>', '<0xB4>', '<0x80>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
설촉,"['ìĦ¤', 'ì´ī']",2,"['설', '촉']",2,"['▁', '<0xEC>', '<0x84>', '<0xA4>', '<0xEC>', '<0xB4>', '<0x89>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
레일즈,"['ëłĪ', 'ìĿ¼', 'ì¦Ī']",3,"['레', '일', '즈']",3,"['▁', '<0xEB>', '<0xA0>', '<0x88>', '일', '<0xEC>', '<0xA6>', '<0x88>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
아끄로쉬까,"['ìķĦ', 'ëģĦ', 'ë¡ľ', 'ìī¬', 'ê¹Į']",5,"['아', '끄', '로', '쉬', '까']",5,"['▁', '아', '<0xEB>', '<0x81>', '<0x84>', '로', '<0xEC>', '<0x89>', '<0xAC>', '<0xEA>', '<0xB9>', '<0x8C>']",12,7.333333333333333,False,7,5.0,True,5,False,6,5,0
모래톱,"['ëª¨', 'ëŀĺ', 'íĨ±']",3,"['모', '래', '톱']",3,"['▁', '모', '<0xEB>', '<0x9E>', '<0x98>', '<0xED>', '<0x86>', '<0xB1>']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
새장,"['ìĥĪ', 'ìŀ¥']",2,"['새', '장']",2,"['▁', '<0xEC>', '<0x83>', '<0x88>', '장']",5,3.0,False,3,2.0,True,2,False,6,2,0
철물,"['ì²ł', 'ë¬¼']",2,"['철', '물']",2,"['▁', '<0xEC>', '<0xB2>', '<0xA0>', '<0xEB>', '<0xAC>', '<0xBC>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
하루하루,"['íķĺ', 'ë£¨', 'íķĺ', 'ë£¨']",4,"['하루', '하루']",2,"['▁', '하', '<0xEB>', '<0xA3>', '<0xA8>', '하', '<0xEB>', '<0xA3>', '<0xA8>']",9,5.0,False,5,3.0,False,3,False,6,4,0
눈매,"['ëĪĪ', 'ë§¤']",2,"['눈', '매']",2,"['▁', '<0xEB>', '<0x88>', '<0x88>', '<0xEB>', '<0xA7>', '<0xA4>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
미치광이,"['ë¯¸', 'ì¹ĺ', 'ê´ĳ', 'ìĿ´']",4,"['미', '치', '광', '이']",4,"['▁', '미', '<0xEC>', '<0xB9>', '<0x98>', '<0xEA>', '<0xB4>', '<0x91>', '이']",9,5.666666666666667,False,6,4.0,True,4,False,5,4,0
응집,"['ìĿĳ', 'ì§ĳ']",2,"['응', '집']",2,"['▁', '<0xEC>', '<0x9D>', '<0x91>', '<0xEC>', '<0xA7>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
상념,"['ìĥģ', 'ëħĲ']",2,"['상', '념']",2,"['▁', '상', '<0xEB>', '<0x85>', '<0x90>']",5,3.0,False,3,2.0,True,2,False,4,2,0
병중,"['ë³ĳ', 'ì¤ĳ']",2,"['병', '중']",2,"['▁', '<0xEB>', '<0xB3>', '<0x91>', '중']",5,3.0,False,3,2.0,True,2,False,4,2,0
철구,"['ì²ł', 'êµ¬']",2,"['철', '구']",2,"['▁', '<0xEC>', '<0xB2>', '<0xA0>', '구']",5,3.0,False,3,2.0,True,2,False,5,2,0
후우카,"['íĽĦ', 'ìļ°', 'ì¹´']",3,"['후', '우', '카']",3,"['▁', '<0xED>', '<0x9B>', '<0x84>', '우', '<0xEC>', '<0xB9>', '<0xB4>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
꿀단지,"['ê¿Ģ', 'ëĭ¨', 'ì§Ģ']",3,"['꿀', '단', '지']",3,"['▁', '<0xEA>', '<0xBF>', '<0x80>', '단', '지']",6,4.0,False,4,3.0,True,3,False,4,3,0
자쿠,"['ìŀĲ', 'ì¿ł']",2,"['자', '쿠']",2,"['▁', '자', '<0xEC>', '<0xBF>', '<0xA0>']",5,3.0,False,3,2.0,True,2,False,4,2,0
에피네프린,"['ìĹĲ', 'íĶ¼', 'ëĦ', '¤í', 'ĶĦ', 'ë¦°']",6,"['에', '피', '네', '프', '린']",5,"['▁', '에', '<0xED>', '<0x94>', '<0xBC>', '<0xEB>', '<0x84>', '<0xA4>', '<0xED>', '<0x94>', '<0x84>', '<0xEB>', '<0xA6>', '<0xB0>']",14,8.333333333333334,False,8,5.5,False,6,False,6,5,0
자연현상,"['ìŀĲ', 'ìĹ°', 'íĺĦ', 'ìĥģ']",4,"['자', '연', '현', '상']",4,"['▁', '자', '연', '현', '상']",5,4.333333333333333,False,4,4.0,True,4,False,4,4,0
인륜,"['ìĿ¸', 'ë¥ľ']",2,"['인', '륜']",2,"['▁', '인', '<0xEB>', '<0xA5>', '<0x9C>']",5,3.0,False,3,2.0,True,2,False,5,2,0
인텔리전트,"['ìĿ¸', 'íħĶ', 'ë¦¬', 'ìłĦ', 'íĬ¸']",5,"['인', '텔', '리', '전', '트']",5,"['▁', '인', '<0xED>', '<0x85>', '<0x94>', '리', '전', '트']",8,6.0,False,6,5.0,True,5,False,4,5,0
첼리스트,"['ì²¼', 'ë¦¬', 'ìĬ¤íĬ¸']",3,"['첼', '리', '스트']",3,"['▁', '<0xEC>', '<0xB2>', '<0xBC>', '리', '스', '트']",7,4.333333333333333,False,4,3.0,True,3,False,5,4,0
카시와기,"['ì¹´', 'ìĭľ', 'ìĻĢ', 'ê¸°']",4,"['카', '시', '와', '기']",4,"['▁', '<0xEC>', '<0xB9>', '<0xB4>', '시', '<0xEC>', '<0x99>', '<0x80>', '기']",9,5.666666666666667,False,6,4.0,True,4,False,6,4,0
운집,"['ìļ´', 'ì§ĳ']",2,"['운', '집']",2,"['▁', '<0xEC>', '<0x9A>', '<0xB4>', '<0xEC>', '<0xA7>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
고조부,"['ê³ł', 'ì¡°', 'ë¶Ģ']",3,"['고', '조', '부']",3,"['▁', '고', '조', '부']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
면식,"['ë©´', 'ìĭĿ']",2,"['면', '식']",2,"['▁', '면', '식']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
수석실,"['ìĪĺ', 'ìĦĿ', 'ìĭ¤']",3,"['수', '석', '실']",3,"['▁', '수', '<0xEC>', '<0x84>', '<0x9D>', '<0xEC>', '<0x8B>', '<0xA4>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
착란,"['ì°©', 'ëŀĢ']",2,"['착', '란']",2,"['▁', '<0xEC>', '<0xB0>', '<0xA9>', '<0xEB>', '<0x9E>', '<0x80>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
걸음걸이,"['ê±¸', 'ìĿĮ', 'ê±¸', 'ìĿ´']",4,"['걸', '음', '걸', '이']",4,"['▁', '<0xEA>', '<0xB1>', '<0xB8>', '음', '<0xEA>', '<0xB1>', '<0xB8>', '이']",9,5.666666666666667,False,6,4.0,True,4,False,4,4,0
오소,"['ìĺ¤', 'ìĨĮ']",2,"['오', '소']",2,"['▁', '오', '소']",3,2.333333333333333,False,2,2.0,True,2,False,5,2,0
청기,"['ì²Ń', 'ê¸°']",2,"['청', '기']",2,"['▁', '<0xEC>', '<0xB2>', '<0xAD>', '기']",5,3.0,False,3,2.0,True,2,False,5,2,0
이민국,"['ìĿ´', 'ë¯¼', 'êµŃ']",3,"['이', '민국']",2,"['▁', '이', '민', '국']",4,3.0,False,3,2.5,False,3,False,4,3,0
핵전쟁,"['íķµ', 'ìłĦ', 'ìŁģ']",3,"['핵', '전', '쟁']",3,"['▁', '<0xED>', '<0x95>', '<0xB5>', '전', '<0xEC>', '<0x9F>', '<0x81>']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
참여국,"['ì°¸', 'ìĹ¬', 'êµŃ']",3,"['참', '여', '국']",3,"['▁', '<0xEC>', '<0xB0>', '<0xB8>', '여', '국']",6,4.0,False,4,3.0,True,3,False,4,3,0
피체,"['íĶ¼', 'ì²´']",2,"['피', '체']",2,"['▁', '<0xED>', '<0x94>', '<0xBC>', '<0xEC>', '<0xB2>', '<0xB4>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
전광,"['ìłĦ', 'ê´ĳ']",2,"['전', '광']",2,"['▁', '전', '<0xEA>', '<0xB4>', '<0x91>']",5,3.0,False,3,2.0,True,2,False,4,2,0
음성학,"['ìĿĮ', 'ìĦ±', 'íķĻ']",3,"['음', '성', '학']",3,"['▁', '음', '성', '학']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
인권법,"['ìĿ¸', 'ê¶Į', 'ë²ķ']",3,"['인', '권', '법']",3,"['▁', '인', '<0xEA>', '<0xB6>', '<0x8C>', '<0xEB>', '<0xB2>', '<0x95>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
성배,"['ìĦ±', 'ë°°']",2,"['성', '배']",2,"['▁', '성', '<0xEB>', '<0xB0>', '<0xB0>']",5,3.0,False,3,2.0,True,2,False,6,2,0
