word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
fig,fi,"['f', 'i']",deletion,True,True,12,0,3,2
decide,detide,"['de', 'ti', 'de']",substitution,False,True,4,0,6,6
mujer,mujev,"['mu', 'jev']",substitution,False,False,7,0,5,5
sing,simng,"['sim', 'ng']",insertion,True,True,10,0,4,5
traverse,travers,"['tr', 'aver', 's']",deletion,False,False,5,0,8,7
upper,unper,"['un', 'per']",substitution,True,True,10,0,5,5
evident,emident,"['emi', 'de', 'n', 't']",substitution,False,False,12,0,7,7
daily,dfaily,"['df', 'a', 'ily']",insertion,True,True,9,0,5,6
max,mnx,"['m', 'nx']",substitution,True,True,8,0,3,3
driven,drivn,"['dri', 'vn']",deletion,False,False,6,0,6,5
rapport,raport,"['ra', 'por', 't']",deletion,False,False,9,0,7,6
rewrite,rewritd,"['re', 'wr', 'it', 'd']",substitution,True,True,7,0,7,7
mai,mani,"['man', 'i']",insertion,True,True,5,0,3,4
vital,vita,"['vi', 'ta']",deletion,False,False,4,0,5,4
dim,dib,"['di', 'b']",substitution,True,True,4,0,3,3
inter,ister,"['ist', 'er']",substitution,True,True,9,0,5,5
farther,farthe,"['f', 'arth', 'e']",deletion,False,True,6,0,7,6
besides,beshides,"['bes', 'h', 'id', 'es']",insertion,False,False,9,0,7,8
argent,argrnt,"['arg', 'rn', 't']",substitution,True,True,11,0,6,6
directeur,dibrecteur,"['di', 'br', 'e', 'ct', 'eur']",insertion,False,True,4,0,9,10
your,yor,"['yo', 'r']",deletion,True,True,4,0,4,3
appoint,appopnt,"['app', 'o', 'pn', 't']",substitution,True,True,4,0,7,7
understand,undersand,"['un', 'der', 'sa', 'n', 'd']",deletion,False,False,5,0,10,9
slower,slowea,"['sl', 'owe', 'a']",substitution,False,True,4,0,6,6
selects,srlects,"['sr', 'lect', 's']",substitution,False,True,4,0,7,7
distant,distdant,"['dis', 't', 'd', 'an', 't']",insertion,False,False,5,0,7,8
fir,fia,"['fi', 'a']",substitution,True,True,9,0,3,3
better,betfer,"['bet', 'fer']",substitution,True,True,7,0,6,6
dello,delgo,"['del', 'go']",substitution,False,True,5,0,5,5
give,giv,"['gi', 'v']",deletion,True,True,4,0,4,3
guess,gues,"['gu', 'es']",deletion,True,True,6,0,5,4
moderne,moderje,"['mo', 'der', 'j', 'e']",substitution,False,True,4,0,7,7
mig,mg,"['m', 'g']",deletion,False,False,5,0,3,2
miss,misfs,"['mis', 'fs']",insertion,True,True,11,0,4,5
maxim,maxiu,"['max', 'iu']",substitution,False,False,11,0,5,5
dell,del,"['d', 'el']",deletion,False,False,9,0,4,3
coupling,cohpling,"['c', 'oh', 'p', 'lin', 'g']",substitution,False,False,11,0,8,8
femme,feymme,"['fe', 'ym', 'me']",insertion,False,True,8,0,5,6
extends,extendxs,"['ex', 'ten', 'd', 'x', 's']",insertion,True,True,11,0,7,8
abandon,abandn,"['a', 'ban', 'dn']",deletion,False,False,7,0,7,6
inline,inlinr,"['in', 'li', 'nr']",substitution,True,True,7,0,6,6
doesn,duoesn,"['du', 'oe', 'sn']",insertion,True,True,8,0,5,6
cal,cl,"['c', 'l']",deletion,True,True,5,0,3,2
western,wesltern,"['we', 's', 'l', 'tern']",insertion,True,True,7,0,7,8
seine,seinh,"['sein', 'h']",substitution,False,True,6,0,5,5
smart,smat,"['s', 'mat']",deletion,True,True,4,0,5,4
lang,lan,"['l', 'an']",deletion,True,True,4,0,4,3
thereby,tihereby,"['ti', 'here', 'by']",insertion,False,True,9,0,7,8
grab,gra,"['gr', 'a']",deletion,True,True,5,0,4,3
grasp,gasp,"['g', 'asp']",deletion,False,False,12,0,5,4
gegen,gfegen,"['g', 'f', 'egen']",insertion,False,False,5,0,5,6
avait,aait,"['aa', 'it']",deletion,False,False,4,0,5,4
recursion,recursio,"['re', 'c', 'urs', 'i', 'o']",deletion,False,False,5,0,9,8
faire,fire,"['fi', 're']",deletion,False,False,5,0,5,4
dare,dkre,"['dk', 're']",substitution,False,False,6,0,4,4
separate,separatt,"['se', 'pa', 'ra', 'tt']",substitution,False,False,9,0,8,8
beyond,beyonhd,"['bey', 'on', 'hd']",insertion,False,False,12,0,6,7
eager,eacer,"['ea', 'cer']",substitution,False,True,5,0,5,5
snippet,snappet,"['s', 'na', 'p', 'pet']",substitution,True,True,10,0,7,7
rust,rusht,"['rus', 'ht']",insertion,True,True,6,0,4,5
inverse,invlerse,"['inv', 'l', 'e', 'r', 'se']",insertion,True,True,22,1,7,8
spacing,spacig,"['sp', 'aci', 'g']",deletion,True,True,15,1,7,6
rolling,rowling,"['ro', 'w', 'li', 'ng']",substitution,True,True,14,1,7,7
above,aove,"['ao', 've']",deletion,True,True,27,1,5,4
wonder,wonfer,"['won', 'fer']",substitution,False,False,27,1,6,6
permanent,permannt,"['p', 'erm', 'an', 'nt']",deletion,True,True,24,1,9,8
welcome,welcuome,"['wel', 'c', 'u', 'o', 'me']",insertion,True,True,15,1,7,8
posting,piosting,"['pio', 's', 't', 'in', 'g']",insertion,True,True,37,1,7,8
manifold,manifolhd,"['man', 'i', 'f', 'ol', 'hd']",insertion,False,False,32,1,8,9
later,late,"['la', 'te']",deletion,True,True,35,1,5,4
corresponds,corxresponds,"['cor', 'x', 'res', 'p', 'onds']",insertion,False,False,15,1,11,12
brut,but,"['bu', 't']",deletion,False,True,18,1,4,3
proxy,prxy,"['pr', 'xy']",deletion,True,True,43,1,5,4
unique,ujnique,"['uj', 'ni', 'que']",insertion,True,True,32,1,6,7
want,wanjt,"['wan', 'jt']",insertion,True,True,14,1,4,5
overlap,overleap,"['o', 've', 'r', 'lea', 'p']",insertion,True,True,19,1,7,8
delight,deligrht,"['de', 'l', 'ig', 'rh', 't']",insertion,False,True,36,1,7,8
han,hvn,"['h', 'vn']",substitution,True,True,15,1,3,3
avail,avai,"['ava', 'i']",deletion,True,True,21,1,5,4
bef,be,"['b', 'e']",deletion,True,True,30,1,3,2
dig,dipg,"['di', 'pg']",insertion,True,True,27,1,3,4
pale,palue,"['pal', 'ue']",insertion,False,False,27,1,4,5
void,voi,"['vo', 'i']",deletion,True,True,40,1,4,3
intercept,intercekt,"['int', 'er', 'ce', 'kt']",substitution,False,False,26,1,9,9
rue,rule,"['ru', 'le']",insertion,False,False,16,1,3,4
understood,upderstood,"['up', 'd', 'erst', 'ood']",substitution,False,False,18,1,10,10
offset,offseb,"['offs', 'e', 'b']",substitution,True,True,34,1,6,6
intern,intrn,"['int', 'rn']",deletion,True,True,18,1,6,5
lever,lejver,"['lej', 'v', 'er']",insertion,True,True,37,1,5,6
operate,ovperate,"['ov', 'pe', 'r', 'at', 'e']",insertion,True,True,27,1,7,8
prime,prgime,"['p', 'rg', 'ime']",insertion,True,True,17,1,5,6
found,fowund,"['fo', 'w', 'und']",insertion,True,True,14,1,5,6
abstract,abltract,"['a', 'b', 'lt', 'ra', 'ct']",substitution,True,True,26,1,8,8
dei,daei,"['da', 'ei']",insertion,False,True,35,1,3,4
boost,booyst,"['bo', 'oy', 'st']",insertion,True,True,36,1,5,6
knock,kndock,"['kn', 'd', 'ock']",insertion,False,False,17,1,5,6
encoding,encocding,"['en', 'c', 'o', 'c', 'ding']",insertion,True,True,23,1,8,9
apart,apcart,"['ap', 'cart']",insertion,False,False,15,1,5,6
rev,roev,"['ro', 'ev']",insertion,True,True,13,1,3,4
refuse,reflse,"['ref', 'ls', 'e']",substitution,False,True,23,1,6,6
saying,sayinl,"['sa', 'yi', 'nl']",substitution,False,True,21,1,6,6
low,lol,"['lo', 'l']",substitution,True,True,41,1,3,3
serve,sesrve,"['se', 'sr', 've']",insertion,True,True,32,1,5,6
unknown,unknowcn,"['u', 'n', 'know', 'c', 'n']",insertion,True,True,38,1,7,8
rig,rfig,"['r', 'fig']",insertion,True,True,40,1,3,4
finishing,finzishing,"['fi', 'n', 'z', 'ishi', 'ng']",insertion,False,True,29,1,9,10
differ,diffecr,"['di', 'ffe', 'c', 'r']",insertion,False,False,23,1,6,7
copying,copyinvg,"['cop', 'yi', 'n', 'v', 'g']",insertion,False,True,20,1,7,8
main,mai,"['m', 'ai']",deletion,True,True,18,1,4,3
fog,fo,"['f', 'o']",deletion,False,False,25,1,3,2
longitude,lonitude,"['lo', 'n', 'itu', 'de']",deletion,True,True,39,1,9,8
pie,pize,"['pi', 'ze']",insertion,True,True,21,1,3,4
divide,dividf,"['div', 'i', 'df']",substitution,True,True,34,1,6,6
stern,sern,"['s', 'ern']",deletion,False,False,24,1,5,4
mom,moy,"['m', 'oy']",substitution,True,True,41,1,3,3
sick,sdick,"['sd', 'ick']",insertion,False,False,16,1,4,5
dump,dmp,"['dm', 'p']",deletion,True,True,21,1,4,3
taking,tking,"['t', 'king']",deletion,True,True,24,1,6,5
fare,fari,"['fa', 'ri']",substitution,True,True,45,1,4,4
switching,swiching,"['s', 'w', 'ich', 'in', 'g']",deletion,False,False,15,1,9,8
cruel,ciruel,"['cir', 'uel']",insertion,False,False,19,1,5,6
milieu,miclieu,"['m', 'i', 'cli', 'eu']",insertion,False,True,16,1,6,7
seven,seve,"['se', 've']",deletion,True,True,18,1,5,4
depends,dpends,"['d', 'p', 'ends']",deletion,True,True,17,1,7,6
franc,frsanc,"['fr', 'sa', 'nc']",insertion,False,False,24,1,5,6
forty,fort,"['fo', 'rt']",deletion,False,True,39,1,5,4
directory,direcory,"['di', 're', 'co', 'ry']",deletion,True,True,39,1,9,8
excitement,excittement,"['ex', 'cit', 'tem', 'en', 't']",insertion,False,False,34,1,10,11
twice,tzwice,"['t', 'zw', 'ice']",insertion,False,False,37,1,5,6
closest,closet,"['cl', 'os', 'et']",deletion,True,True,14,1,7,6
python,paython,"['pay', 't', 'h', 'on']",insertion,True,True,14,1,6,7
logging,loguing,"['lo', 'g', 'u', 'ing']",substitution,True,True,27,1,7,7
min,mtn,"['m', 'tn']",substitution,True,True,40,1,3,3
conscience,consciece,"['con', 's', 'c', 'iec', 'e']",deletion,False,True,46,1,10,9
horizontal,hohrizontal,"['ho', 'hr', 'izontal']",insertion,True,True,15,1,10,11
scar,sfcar,"['sf', 'car']",insertion,True,True,23,1,4,5
mat,ma,"['m', 'a']",deletion,True,True,15,1,3,2
tin,tnn,"['tn', 'n']",substitution,True,True,39,1,3,3
correct,corfrect,"['cor', 'fre', 'ct']",insertion,True,True,14,1,7,8
are,ark,"['ar', 'k']",substitution,True,True,25,1,3,3
becomes,becmes,"['be', 'c', 'mes']",deletion,False,False,39,1,7,6
vary,vcary,"['vc', 'ary']",insertion,True,True,13,1,4,5
ordering,orderig,"['orde', 'ri', 'g']",deletion,True,True,21,1,8,7
terra,trra,"['tr', 'ra']",deletion,True,True,14,1,5,4
ale,alf,"['al', 'f']",substitution,True,True,14,1,3,3
listening,listeding,"['list', 'eding']",substitution,True,True,21,1,9,9
eleven,elezen,"['e', 'lez', 'en']",substitution,False,True,26,1,6,6
stag,stad,"['sta', 'd']",substitution,True,True,21,1,4,4
nut,nuet,"['nu', 'et']",insertion,True,True,34,1,3,4
reduces,resduces,"['r', 'e', 'sd', 'uce', 's']",insertion,False,False,18,1,7,8
fiddle,fidlle,"['fi', 'dl', 'le']",substitution,False,False,16,1,6,6
fix,fi,"['f', 'i']",deletion,True,True,27,1,3,2
cool,chool,"['cho', 'ol']",insertion,True,True,22,1,4,5
slice,skice,"['sk', 'ice']",substitution,True,True,34,1,5,5
overhead,ovierhead,"['o', 'vie', 'rh', 'ead']",insertion,False,False,20,1,8,9
earnest,eaenest,"['ea', 'en', 'est']",substitution,False,True,16,1,7,7
friendly,frfiendly,"['fr', 'f', 'ie', 'nd', 'ly']",insertion,True,True,43,1,8,9
receiving,recepving,"['r', 'ec', 'e', 'p', 'ving']",substitution,False,False,41,1,9,9
secure,secune,"['sec', 'une']",substitution,True,True,30,1,6,6
find,fin,"['f', 'in']",deletion,True,True,43,1,4,3
joy,jwy,"['j', 'wy']",substitution,True,True,42,1,3,3
solving,slving,"['sl', 'ving']",deletion,False,False,36,1,7,6
ell,etl,"['e', 'tl']",substitution,True,True,16,1,3,3
fitting,fittcing,"['fi', 'tt', 'ci', 'ng']",insertion,False,False,30,1,7,8
increment,inrement,"['i', 'n', 'r', 'eme', 'nt']",deletion,True,True,26,1,9,8
implies,impliis,"['im', 'p', 'li', 'is']",substitution,False,False,21,1,7,7
pull,pul,"['p', 'ul']",deletion,True,True,15,1,4,3
benchmark,bencghmark,"['b', 'enc', 'g', 'h', 'mark']",insertion,True,True,14,1,9,10
annotation,annotztion,"['annot', 'z', 'ti', 'on']",substitution,True,True,24,1,10,10
respond,reppond,"['re', 'p', 'p', 'ond']",substitution,True,True,19,1,7,7
persona,persoona,"['pers', 'oon', 'a']",insertion,True,True,46,1,7,8
perform,peform,"['p', 'e', 'form']",deletion,True,True,27,1,7,6
drove,drve,"['dr', 've']",deletion,False,True,17,1,5,4
hitting,hittling,"['h', 'i', 't', 'tl', 'ing']",insertion,False,False,24,1,7,8
shame,sihame,"['si', 'ha', 'me']",insertion,False,True,34,1,5,6
dealing,dfaling,"['d', 'f', 'a', 'ling']",substitution,False,False,32,1,7,7
schema,schea,"['sche', 'a']",deletion,True,True,31,1,6,5
shed,sheid,"['s', 'heid']",insertion,True,True,21,1,4,5
argue,arvue,"['ar', 'vue']",substitution,False,False,19,1,5,5
alongside,ajongside,"['ajo', 'ng', 's', 'id', 'e']",substitution,False,True,44,1,9,9
struck,stuuck,"['st', 'u', 'uck']",substitution,False,False,14,1,6,6
burning,bmurning,"['bm', 'u', 'r', 'ni', 'ng']",insertion,False,False,40,1,7,8
crack,crwack,"['cr', 'wa', 'ck']",insertion,False,False,32,1,5,6
bean,beab,"['be', 'ab']",substitution,True,True,43,1,4,4
delle,dehlle,"['d', 'eh', 'lle']",insertion,False,True,19,1,5,6
heaven,heoaven,"['he', 'o', 'av', 'en']",insertion,False,False,46,1,6,7
locale,locae,"['loc', 'ae']",deletion,True,True,24,1,6,5
cold,cxld,"['cx', 'ld']",substitution,True,True,41,1,4,4
brig,brg,"['br', 'g']",deletion,True,True,37,1,4,3
setup,seqtup,"['seq', 'tu', 'p']",insertion,True,True,46,1,5,6
initial,iniial,"['in', 'i', 'ial']",deletion,True,True,18,1,7,6
redundant,redundat,"['re', 'du', 'nd', 'at']",deletion,False,False,13,1,9,8
alert,alrt,"['al', 'rt']",deletion,True,True,28,1,5,4
edit,edia,"['edi', 'a']",substitution,True,True,35,1,4,4
still,stijll,"['st', 'ij', 'll']",insertion,True,True,13,1,5,6
therefore,thereforj,"['the', 're', 'f', 'or', 'j']",substitution,False,False,25,1,9,9
worthy,worhy,"['wor', 'hy']",deletion,True,True,22,1,6,5
gram,grfm,"['gr', 'fm']",substitution,True,True,21,1,4,4
remote,relote,"['re', 'lo', 'te']",substitution,True,True,17,1,6,6
router,rouoer,"['rou', 'oe', 'r']",substitution,True,True,18,1,6,6
terror,terro,"['ter', 'ro']",deletion,True,True,65,2,6,5
minor,mignor,"['m', 'ig', 'nor']",insertion,True,True,136,2,5,6
permit,permt,"['perm', 't']",deletion,True,True,117,2,6,5
alternate,alteonate,"['al', 'te', 'o', 'na', 'te']",substitution,True,True,84,2,9,9
reach,reac,"['rea', 'c']",deletion,True,True,112,2,5,4
spin,spio,"['sp', 'io']",substitution,True,True,59,2,4,4
canal,cajnal,"['ca', 'jna', 'l']",insertion,False,False,135,2,5,6
suggestion,sugestion,"['s', 'uge', 's', 'tion']",deletion,False,False,142,2,10,9
fraction,fracton,"['fra', 'ct', 'o', 'n']",deletion,True,True,80,2,8,7
gravity,graavity,"['gra', 'av', 'ity']",insertion,True,True,78,2,7,8
fur,fr,"['f', 'r']",deletion,True,True,78,2,3,2
advent,avent,"['a', 'vent']",deletion,False,True,53,2,6,5
inequality,ineqality,"['in', 'eq', 'al', 'it', 'y']",deletion,False,True,54,2,10,9
clothes,cvlothes,"['cv', 'l', 'ot', 'hes']",insertion,False,False,124,2,7,8
pleasure,plnasure,"['pl', 'n', 'asure']",substitution,False,True,92,2,8,8
atom,ato,"['a', 'to']",deletion,True,True,139,2,4,3
pill,pmll,"['pm', 'll']",substitution,True,True,58,2,4,4
see,sede,"['se', 'de']",insertion,True,True,97,2,3,4
attribute,attribdte,"['at', 't', 'rib', 'd', 'te']",substitution,True,True,96,2,9,9
artifact,artifct,"['a', 'rt', 'if', 'ct']",deletion,True,True,133,2,8,7
divine,divne,"['div', 'ne']",deletion,False,True,70,2,6,5
proposition,poposition,"['pop', 'os', 'i', 'tion']",deletion,False,False,64,2,11,10
happiness,happineso,"['h', 'app', 'ine', 'so']",substitution,False,False,59,2,9,9
fly,fey,"['fe', 'y']",substitution,True,True,125,2,3,3
slide,slise,"['sl', 'ise']",substitution,True,True,82,2,5,5
read,reaj,"['re', 'aj']",substitution,True,True,69,2,4,4
notion,notio,"['not', 'io']",deletion,False,True,131,2,6,5
texture,tegture,"['t', 'eg', 't', 'ure']",substitution,True,True,67,2,7,7
tell,tel,"['te', 'l']",deletion,True,True,57,2,4,3
dynamic,dyncmic,"['d', 'ync', 'mi', 'c']",substitution,True,True,111,2,7,7
payload,paylad,"['pay', 'lad']",deletion,True,True,74,2,7,6
enters,ednters,"['ed', 'nt', 'ers']",insertion,False,False,69,2,6,7
pipe,phipe,"['phi', 'pe']",insertion,True,True,135,2,4,5
exam,exax,"['ex', 'ax']",substitution,True,True,123,2,4,4
inference,infesrence,"['in', 'fe', 's', 'r', 'ence']",insertion,False,False,49,2,9,10
shadow,shado,"['sh', 'ado']",deletion,True,True,67,2,6,5
gentleman,gentlemvn,"['gent', 'lem', 'v', 'n']",substitution,False,False,63,2,9,9
indicator,inndicator,"['i', 'nn', 'dic', 'at', 'or']",insertion,True,True,102,2,9,10
defect,dgfect,"['dg', 'fect']",substitution,False,False,56,2,6,6
tongue,tonvue,"['ton', 'vue']",substitution,False,False,68,2,6,6
rap,ra,"['r', 'a']",deletion,True,True,84,2,3,2
virus,viru,"['vir', 'u']",deletion,False,False,128,2,5,4
consist,cynsist,"['cy', 'ns', 'is', 't']",substitution,False,True,73,2,7,7
ban,bfn,"['b', 'fn']",substitution,True,True,148,2,3,3
ear,er,"['e', 'r']",deletion,True,True,121,2,3,2
acting,actin,"['act', 'in']",deletion,True,True,68,2,6,5
rescue,resce,"['res', 'ce']",deletion,False,False,116,2,6,5
clause,cklause,"['ck', 'l', 'a', 'use']",insertion,True,True,97,2,6,7
monitoring,monzitoring,"['mon', 'zi', 't', 'oring']",insertion,False,False,86,2,10,11
grave,gravi,"['gra', 'vi']",substitution,True,True,130,2,5,5
dialect,diialect,"['d', 'i', 'i', 'a', 'lect']",insertion,False,False,143,2,7,8
taught,tauht,"['tau', 'ht']",deletion,False,False,49,2,6,5
della,dclla,"['dc', 'lla']",substitution,False,True,101,2,5,5
exponent,exponen,"['e', 'x', 'p', 'onen']",deletion,False,False,55,2,8,7
current,currennt,"['cur', 'r', 'e', 'n', 'nt']",insertion,True,True,82,2,7,8
imagination,imaginatiun,"['ima', 'gin', 'ati', 'u', 'n']",substitution,False,True,64,2,11,11
tile,til,"['ti', 'l']",deletion,True,True,78,2,4,3
consists,cnsists,"['c', 'ns', 'ists']",deletion,False,True,67,2,8,7
pot,pt,"['p', 't']",deletion,True,True,72,2,3,2
flash,flah,"['f', 'lah']",deletion,True,True,53,2,5,4
mail,mpail,"['mp', 'ail']",insertion,True,True,122,2,4,5
revision,revisioan,"['r', 'ev', 'isi', 'oa', 'n']",insertion,True,True,122,2,8,9
roll,rodll,"['ro', 'dll']",insertion,True,True,155,2,4,5
concrete,cocrete,"['co', 'cret', 'e']",deletion,False,False,112,2,8,7
update,updaote,"['up', 'd', 'a', 'ote']",insertion,True,True,75,2,6,7
migration,migratio,"['migr', 'atio']",deletion,True,True,139,2,9,8
processor,proessor,"['pr', 'o', 'e', 'ss', 'or']",deletion,True,True,86,2,9,8
burst,bubst,"['bu', 'bst']",substitution,True,True,65,2,5,5
tent,tet,"['t', 'et']",deletion,True,True,64,2,4,3
desert,descert,"['de', 's', 'ce', 'rt']",insertion,False,False,134,2,6,7
scroll,scrbll,"['scr', 'bl', 'l']",substitution,True,True,74,2,6,6
kid,khid,"['kh', 'id']",insertion,True,True,126,2,3,4
drag,daag,"['da', 'ag']",substitution,True,True,62,2,4,4
yellow,yrllow,"['y', 'rl', 'low']",substitution,True,True,54,2,6,6
backup,backun,"['ba', 'ck', 'un']",substitution,True,True,64,2,6,6
cave,care,"['c', 'are']",substitution,False,False,135,2,4,4
lab,lak,"['la', 'k']",substitution,True,True,162,2,3,3
principal,principa,"['p', 'r', 'inc', 'ip', 'a']",deletion,True,True,135,2,9,8
hold,holcd,"['hol', 'cd']",insertion,True,True,115,2,4,5
upgrade,upgrbde,"['up', 'gr', 'b', 'de']",substitution,True,True,87,2,7,7
snow,snob,"['sn', 'ob']",substitution,True,True,58,2,4,4
holding,holditg,"['hol', 'd', 'it', 'g']",substitution,True,True,85,2,7,7
remark,reark,"['re', 'ark']",deletion,True,True,80,2,6,5
premier,premievr,"['p', 'rem', 'ie', 'v', 'r']",insertion,False,False,89,2,7,8
filter,flter,"['fl', 'ter']",deletion,True,True,101,2,6,5
hierarchy,hirarchy,"['h', 'ir', 'archy']",deletion,False,False,81,2,9,8
bear,bwar,"['b', 'war']",substitution,True,True,123,2,4,4
sleep,slep,"['sl', 'ep']",deletion,True,True,92,2,5,4
throw,thro,"['th', 'ro']",deletion,True,True,75,2,5,4
milk,mil,"['mi', 'l']",deletion,False,False,96,2,4,3
working,workin,"['work', 'in']",deletion,True,True,65,2,7,6
