word,tokens_babel_9b,token_num_babel_9b,tokens_gemma_12b,token_num_gemma_12b,tokens_llama_2_7b,token_num_llama_2_7b,avg_token_num,same_token_num,avg_token_num_rounded,avg_token_num2,same_token_num2,avg_token_num2_rounded,any_token_num_is_1,freq,word_len,freq_quantile
tights,"['t', 'ights']",2,"['t', 'ights']",2,"['▁t', 'ights']",2,2.0,True,2,2.0,True,2,False,5,6,0
offside,"['off', 'side']",2,"['off', 'side']",2,"['▁off', 'side']",2,2.0,True,2,2.0,True,2,False,4,7,0
coriander,"['cor', 'i', 'ander']",3,"['cor', 'i', 'ander']",3,"['▁cor', 'i', 'ander']",3,3.0,True,3,3.0,True,3,False,4,9,0
pecan,"['pec', 'an']",2,"['pec', 'an']",2,"['▁pec', 'an']",2,2.0,True,2,2.0,True,2,False,5,5,0
furtherance,"['f', 'urther', 'ance']",3,"['further', 'ance']",2,"['▁further', 'ance']",2,2.333333333333333,False,2,2.5,False,3,False,5,11,0
tetanus,"['tet', 'anus']",2,"['tet', 'anus']",2,"['▁t', 'et', 'anus']",3,2.333333333333333,False,2,2.0,True,2,False,4,7,0
hanja,"['han', 'ja']",2,"['han', 'ja']",2,"['▁han', 'ja']",2,2.0,True,2,2.0,True,2,False,4,5,0
bistro,"['b', 'istro']",2,"['b', 'istro']",2,"['▁b', 'istro']",2,2.0,True,2,2.0,True,2,False,4,6,0
generates,"['gener', 'ates']",2,"['gener', 'ates']",2,['▁generates'],1,1.6666666666666667,False,2,2.0,True,2,True,5,9,0
debriefing,"['de', 'brief', 'ing']",3,"['de', 'brief', 'ing']",3,"['▁de', 'br', 'ief', 'ing']",4,3.333333333333333,False,3,3.0,True,3,False,4,10,0
micrantha,"['mic', 'ran', 'tha']",3,"['mic', 'ran', 'tha']",3,"['▁mic', 'ran', 'tha']",3,3.0,True,3,3.0,True,3,False,5,9,0
glazing,"['gl', 'azing']",2,"['gl', 'azing']",2,"['▁gla', 'zing']",2,2.0,True,2,2.0,True,2,False,4,7,0
fabricator,"['fabric', 'ator']",2,"['fabric', 'ator']",2,"['▁fabric', 'ator']",2,2.0,True,2,2.0,True,2,False,5,10,0
candida,"['c', 'andid', 'a']",3,"['cand', 'ida']",2,"['▁cand', 'ida']",2,2.333333333333333,False,2,2.5,False,3,False,5,7,0
nivea,"['n', 'ive', 'a']",3,"['n', 'ive', 'a']",3,"['▁n', 'ive', 'a']",3,3.0,True,3,3.0,True,3,False,5,5,0
leishmaniasis,"['le', 'ish', 'man', 'ias', 'is']",5,"['le', 'ishman', 'iasis']",3,"['▁le', 'ish', 'man', 'ias', 'is']",5,4.333333333333333,False,4,4.0,False,4,False,5,13,0
supercup,"['sup', 'erc', 'up']",3,"['super', 'cup']",2,"['▁super', 'cup']",2,2.333333333333333,False,2,2.5,False,3,False,4,8,0
heirloom,"['he', 'ir', 'loom']",3,"['he', 'ir', 'loom']",3,"['▁he', 'ir', 'lo', 'om']",4,3.333333333333333,False,3,3.0,True,3,False,4,8,0
tenuis,"['t', 'enu', 'is']",3,"['ten', 'uis']",2,"['▁ten', 'uis']",2,2.333333333333333,False,2,2.5,False,3,False,5,6,0
cryptocurrencies,"['crypt', 'oc', 'urrencies']",3,"['crypt', 'ocurrencies']",2,"['▁crypt', 'oc', 'urr', 'encies']",4,3.0,False,3,2.5,False,3,False,4,16,0
corons,"['cor', 'ons']",2,"['cor', 'ons']",2,"['▁cor', 'ons']",2,2.0,True,2,2.0,True,2,False,4,6,0
infomercial,"['inf', 'om', 'ercial']",3,"['inf', 'om', 'erc', 'ial']",4,"['▁inf', 'omer', 'cial']",3,3.333333333333333,False,3,3.5,False,4,False,5,11,0
participatory,"['part', 'icip', 'atory']",3,"['particip', 'atory']",2,"['▁particip', 'atory']",2,2.333333333333333,False,2,2.5,False,3,False,5,13,0
admits,"['ad', 'mits']",2,"['adm', 'its']",2,"['▁adm', 'its']",2,2.0,True,2,2.0,True,2,False,5,6,0
obbligato,"['ob', 'bl', 'ig', 'ato']",4,"['ob', 'bl', 'ig', 'ato']",4,"['▁ob', 'bl', 'ig', 'ato']",4,4.0,True,4,4.0,True,4,False,5,9,0
alike,"['al', 'ike']",2,['alike'],1,"['▁al', 'ike']",2,1.6666666666666667,False,2,1.5,False,2,True,4,5,0
wurlitzer,"['w', 'url', 'itzer']",3,"['w', 'url', 'itzer']",3,"['▁wur', 'l', 'itzer']",3,3.0,True,3,3.0,True,3,False,5,9,0
fluidity,"['fluid', 'ity']",2,"['fluid', 'ity']",2,"['▁fluid', 'ity']",2,2.0,True,2,2.0,True,2,False,4,8,0
voyeurism,"['voy', 'eur', 'ism']",3,"['voy', 'eur', 'ism']",3,"['▁vo', 'ye', 'ur', 'ism']",4,3.333333333333333,False,3,3.0,True,3,False,5,9,0
jihadis,"['j', 'ihad', 'is']",3,"['j', 'ihad', 'is']",3,"['▁j', 'ih', 'ad', 'is']",4,3.333333333333333,False,3,3.0,True,3,False,5,7,0
hinduism,"['hind', 'u', 'ism']",3,"['hind', 'u', 'ism']",3,"['▁h', 'indu', 'ism']",3,3.0,True,3,3.0,True,3,False,4,8,0
rascal,"['r', 'ascal']",2,"['ras', 'cal']",2,"['▁ras', 'cal']",2,2.0,True,2,2.0,True,2,False,5,6,0
israelite,"['is', 'rael', 'ite']",3,"['is', 'rael', 'ite']",3,"['▁is', 'rael', 'ite']",3,3.0,True,3,3.0,True,3,False,4,9,0
acuminata,"['ac', 'umin', 'ata']",3,"['ac', 'umin', 'ata']",3,"['▁ac', 'umin', 'ata']",3,3.0,True,3,3.0,True,3,False,5,9,0
keratoderma,"['ker', 'at', 'oder', 'ma']",4,"['ker', 'at', 'oderma']",3,"['▁ker', 'at', 'oder', 'ma']",4,3.6666666666666665,False,4,3.5,False,4,False,5,11,0
aspera,"['asper', 'a']",2,"['asper', 'a']",2,"['▁as', 'per', 'a']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
waltz,"['w', 'alt', 'z']",3,"['walt', 'z']",2,"['▁w', 'alt', 'z']",3,2.6666666666666665,False,3,2.5,False,3,False,5,5,0
maheshwari,"['mah', 'esh', 'w', 'ari']",4,"['ma', 'hesh', 'wari']",3,"['▁ma', 'h', 'esh', 'w', 'ari']",5,4.0,False,4,3.5,False,4,False,4,10,0
lowering,"['lower', 'ing']",2,"['low', 'ering']",2,"['▁lower', 'ing']",2,2.0,True,2,2.0,True,2,False,4,8,0
smits,"['sm', 'its']",2,"['sm', 'its']",2,"['▁sm', 'its']",2,2.0,True,2,2.0,True,2,False,4,5,0
shocking,"['sh', 'ocking']",2,"['shock', 'ing']",2,"['▁shock', 'ing']",2,2.0,True,2,2.0,True,2,False,4,8,0
hoodlum,"['hood', 'l', 'um']",3,"['hood', 'lum']",2,"['▁h', 'ood', 'l', 'um']",4,3.0,False,3,2.5,False,3,False,4,7,0
accompanist,"['ac', 'compan', 'ist']",3,"['accompan', 'ist']",2,"['▁accompan', 'ist']",2,2.333333333333333,False,2,2.5,False,3,False,5,11,0
woodgnome,"['wood', 'gn', 'ome']",3,"['wood', 'gn', 'ome']",3,"['▁wood', 'gn', 'ome']",3,3.0,True,3,3.0,True,3,False,4,9,0
avait,"['av', 'ait']",2,['avait'],1,['▁avait'],1,1.3333333333333333,False,1,1.5,False,2,True,4,5,0
dhoani,"['d', 'ho', 'ani']",3,"['d', 'ho', 'ani']",3,"['▁d', 'ho', 'ani']",3,3.0,True,3,3.0,True,3,False,4,6,0
menace,"['men', 'ace']",2,"['men', 'ace']",2,"['▁men', 'ace']",2,2.0,True,2,2.0,True,2,False,5,6,0
quirky,"['quir', 'ky']",2,"['quir', 'ky']",2,"['▁qu', 'ir', 'ky']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
incumbency,"['inc', 'umb', 'ency']",3,"['inc', 'umb', 'ency']",3,"['▁inc', 'um', 'ben', 'cy']",4,3.333333333333333,False,3,3.0,True,3,False,5,10,0
starlet,"['star', 'let']",2,"['star', 'let']",2,"['▁star', 'let']",2,2.0,True,2,2.0,True,2,False,4,7,0
appellant,"['app', 'ellant']",2,"['app', 'ellant']",2,"['▁app', 'ell', 'ant']",3,2.333333333333333,False,2,2.0,True,2,False,4,9,0
subtext,"['sub', 'text']",2,"['sub', 'text']",2,"['▁sub', 'text']",2,2.0,True,2,2.0,True,2,False,5,7,0
transcriptase,"['trans', 'cript', 'ase']",3,"['transcript', 'ase']",2,"['▁trans', 'cript', 'ase']",3,2.6666666666666665,False,3,2.5,False,3,False,4,13,0
berserk,"['bers', 'erk']",2,"['bers', 'erk']",2,"['▁b', 'ers', 'erk']",3,2.333333333333333,False,2,2.0,True,2,False,5,7,0
mushaira,"['m', 'ush', 'aira']",3,"['m', 'ush', 'aira']",3,"['▁m', 'ush', 'ai', 'ra']",4,3.333333333333333,False,3,3.0,True,3,False,4,8,0
recantation,"['rec', 'ant', 'ation']",3,"['rec', 'antation']",2,"['▁rec', 'ant', 'ation']",3,2.6666666666666665,False,3,2.5,False,3,False,4,11,0
hearsay,"['he', 'ars', 'ay']",3,"['hears', 'ay']",2,"['▁he', 'ars', 'ay']",3,2.6666666666666665,False,3,2.5,False,3,False,4,7,0
refitting,"['ref', 'itting']",2,"['ref', 'itting']",2,"['▁ref', 'itting']",2,2.0,True,2,2.0,True,2,False,4,9,0
insolvency,"['ins', 'olvency']",2,"['insol', 'vency']",2,"['▁ins', 'ol', 'ven', 'cy']",4,2.6666666666666665,False,3,2.0,True,2,False,4,10,0
mestizo,"['m', 'est', 'izo']",3,"['mest', 'izo']",2,"['▁mest', 'izo']",2,2.333333333333333,False,2,2.5,False,3,False,4,7,0
helpless,"['help', 'less']",2,"['hel', 'pless']",2,"['▁hel', 'pl', 'ess']",3,2.333333333333333,False,2,2.0,True,2,False,5,8,0
flamingo,"['fl', 'aming', 'o']",3,['flamingo'],1,"['▁fl', 'aming', 'o']",3,2.333333333333333,False,2,2.0,False,2,True,5,8,0
shifting,"['sh', 'ifting']",2,['shifting'],1,"['▁sh', 'ifting']",2,1.6666666666666667,False,2,1.5,False,2,True,5,8,0
sabbatical,"['s', 'abb', 'atical']",3,"['s', 'abbat', 'ical']",3,"['▁s', 'abb', 'at', 'ical']",4,3.333333333333333,False,3,3.0,True,3,False,4,10,0
zygote,"['zy', 'g', 'ote']",3,"['zyg', 'ote']",2,"['▁z', 'yg', 'ote']",3,2.6666666666666665,False,3,2.5,False,3,False,5,6,0
daze,"['d', 'aze']",2,"['d', 'aze']",2,"['▁d', 'aze']",2,2.0,True,2,2.0,True,2,False,4,4,0
triangular,"['tri', 'angular']",2,"['tri', 'angular']",2,"['▁tri', 'angular']",2,2.0,True,2,2.0,True,2,False,5,10,0
contemporain,"['cont', 'empor', 'ain']",3,"['cont', 'empor', 'ain']",3,"['▁contempor', 'ain']",2,2.6666666666666665,False,3,3.0,True,3,False,5,12,0
cytotoxicity,"['cy', 't', 'otoxic', 'ity']",4,"['cyt', 'otoxicity']",2,"['▁c', 'yt', 'ot', 'ox', 'icity']",5,3.6666666666666665,False,4,3.0,False,3,False,5,12,0
mitosis,"['mit', 'osis']",2,"['mit', 'osis']",2,"['▁mit', 'osis']",2,2.0,True,2,2.0,True,2,False,4,7,0
stoneware,"['ston', 'eware']",2,"['ston', 'eware']",2,"['▁stone', 'ware']",2,2.0,True,2,2.0,True,2,False,5,9,0
nana,"['n', 'ana']",2,"['n', 'ana']",2,"['▁n', 'ana']",2,2.0,True,2,2.0,True,2,False,4,4,0
amyloid,"['amy', 'loid']",2,"['amy', 'loid']",2,"['▁am', 'y', 'lo', 'id']",4,2.6666666666666665,False,3,2.0,True,2,False,4,7,0
symbiont,"['s', 'ymb', 'ion', 't']",4,"['sym', 'b', 'ion', 't']",4,"['▁sym', 'b', 'ion', 't']",4,4.0,True,4,4.0,True,4,False,4,8,0
faeces,"['fa', 'ec', 'es']",3,"['fa', 'eces']",2,"['▁fa', 'ec', 'es']",3,2.6666666666666665,False,3,2.5,False,3,False,4,6,0
motorboat,"['motor', 'boat']",2,"['motor', 'boat']",2,"['▁motor', 'bo', 'at']",3,2.333333333333333,False,2,2.0,True,2,False,5,9,0
tourer,"['tour', 'er']",2,"['tour', 'er']",2,"['▁tour', 'er']",2,2.0,True,2,2.0,True,2,False,4,6,0
palmitate,"['pal', 'mit', 'ate']",3,"['pal', 'mit', 'ate']",3,"['▁pal', 'mit', 'ate']",3,3.0,True,3,3.0,True,3,False,4,9,0
citri,"['cit', 'ri']",2,"['cit', 'ri']",2,"['▁cit', 'ri']",2,2.0,True,2,2.0,True,2,False,4,5,0
ubiquinone,"['ub', 'iqu', 'in', 'one']",4,"['ub', 'iqu', 'in', 'one']",4,"['▁u', 'bi', 'quin', 'one']",4,4.0,True,4,4.0,True,4,False,5,10,0
eclogue,"['ec', 'logue']",2,"['e', 'cl', 'ogue']",3,"['▁ec', 'log', 'ue']",3,2.6666666666666665,False,3,2.5,False,3,False,4,7,0
ulysses,"['uly', 'ss', 'es']",3,"['ul', 'ys', 'ses']",3,"['▁u', 'ly', 'ss', 'es']",4,3.333333333333333,False,3,3.0,True,3,False,5,7,0
ruckman,"['r', 'uck', 'man']",3,"['ruck', 'man']",2,"['▁r', 'uck', 'man']",3,2.6666666666666665,False,3,2.5,False,3,False,5,7,0
flexuosa,"['flex', 'u', 'osa']",3,"['flex', 'uosa']",2,"['▁flex', 'u', 'osa']",3,2.6666666666666665,False,3,2.5,False,3,False,5,8,0
cucur,"['c', 'uc', 'ur']",3,"['c', 'uc', 'ur']",3,"['▁c', 'uc', 'ur']",3,3.0,True,3,3.0,True,3,False,5,5,0
atrium,"['atri', 'um']",2,"['at', 'rium']",2,"['▁at', 'rium']",2,2.0,True,2,2.0,True,2,False,5,6,0
storyboard,"['story', 'board']",2,"['story', 'board']",2,"['▁story', 'board']",2,2.0,True,2,2.0,True,2,False,5,10,0
saul,"['s', 'aul']",2,"['sa', 'ul']",2,"['▁sa', 'ul']",2,2.0,True,2,2.0,True,2,False,5,4,0
flatworm,"['flat', 'worm']",2,"['flat', 'worm']",2,"['▁flat', 'w', 'orm']",3,2.333333333333333,False,2,2.0,True,2,False,5,8,0
lifeguard,"['l', 'if', 'eguard']",3,"['lif', 'egu', 'ard']",3,"['▁lif', 'egu', 'ard']",3,3.0,True,3,3.0,True,3,False,5,9,0
hispidus,"['his', 'pid', 'us']",3,"['his', 'pid', 'us']",3,"['▁his', 'pid', 'us']",3,3.0,True,3,3.0,True,3,False,4,8,0
ipod,"['ip', 'od']",2,"['ip', 'od']",2,"['▁ip', 'od']",2,2.0,True,2,2.0,True,2,False,5,4,0
stabbing,"['stab', 'bing']",2,"['st', 'abbing']",2,"['▁st', 'abb', 'ing']",3,2.333333333333333,False,2,2.0,True,2,False,5,8,0
siglum,"['sig', 'l', 'um']",3,"['sig', 'lum']",2,"['▁sig', 'l', 'um']",3,2.6666666666666665,False,3,2.5,False,3,False,5,6,0
lesbianism,"['les', 'bian', 'ism']",3,"['les', 'bian', 'ism']",3,"['▁les', 'bian', 'ism']",3,3.0,True,3,3.0,True,3,False,5,10,0
tutti,"['t', 'ut', 'ti']",3,"['t', 'utti']",2,['▁tutti'],1,2.0,False,2,2.5,False,3,True,5,5,0
discarding,"['disc', 'arding']",2,"['discard', 'ing']",2,"['▁disc', 'arding']",2,2.0,True,2,2.0,True,2,False,4,10,0
libertarian,"['lib', 'ert', 'arian']",3,"['lib', 'ert', 'arian']",3,"['▁libert', 'arian']",2,2.6666666666666665,False,3,3.0,True,3,False,4,11,0
stockholm,"['stock', 'holm']",2,"['stock', 'holm']",2,"['▁stock', 'holm']",2,2.0,True,2,2.0,True,2,False,4,9,0
espresso,"['es', 'presso']",2,['espresso'],1,"['▁es', 'press', 'o']",3,2.0,False,2,1.5,False,2,True,4,8,0
ambulatory,"['amb', 'ulatory']",2,"['amb', 'ulatory']",2,"['▁amb', 'ul', 'atory']",3,2.333333333333333,False,2,2.0,True,2,False,4,10,0
middling,"['midd', 'ling']",2,"['midd', 'ling']",2,"['▁m', 'idd', 'ling']",3,2.333333333333333,False,2,2.0,True,2,False,4,8,0
vasculature,"['vas', 'cul', 'ature']",3,"['vas', 'cul', 'ature']",3,"['▁vas', 'cul', 'ature']",3,3.0,True,3,3.0,True,3,False,4,11,0
trimaran,"['trim', 'aran']",2,"['trim', 'aran']",2,"['▁trim', 'aran']",2,2.0,True,2,2.0,True,2,False,5,8,0
jurgens,"['j', 'urg', 'ens']",3,"['j', 'urg', 'ens']",3,"['▁j', 'urg', 'ens']",3,3.0,True,3,3.0,True,3,False,4,7,0
drupa,"['dr', 'upa']",2,"['dru', 'pa']",2,"['▁dru', 'pa']",2,2.0,True,2,2.0,True,2,False,5,5,0
calcutta,"['cal', 'cut', 'ta']",3,"['cal', 'cutta']",2,"['▁cal', 'cut', 'ta']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
traveling,"['travel', 'ing']",2,"['travel', 'ing']",2,"['▁travel', 'ing']",2,2.0,True,2,2.0,True,2,False,5,9,0
shia,"['sh', 'ia']",2,"['sh', 'ia']",2,"['▁sh', 'ia']",2,2.0,True,2,2.0,True,2,False,4,4,0
fractionation,"['fraction', 'ation']",2,"['fraction', 'ation']",2,"['▁fraction', 'ation']",2,2.0,True,2,2.0,True,2,False,4,13,0
biosphere,"['bios', 'phere']",2,"['bios', 'phere']",2,"['▁b', 'ios', 'phere']",3,2.333333333333333,False,2,2.0,True,2,False,5,9,0
shouting,"['sh', 'outing']",2,"['sh', 'outing']",2,"['▁shout', 'ing']",2,2.0,True,2,2.0,True,2,False,4,8,0
frail,"['fr', 'ail']",2,"['fra', 'il']",2,"['▁fra', 'il']",2,2.0,True,2,2.0,True,2,False,4,5,0
cocoon,"['coc', 'oon']",2,"['coc', 'oon']",2,"['▁c', 'oc', 'oon']",3,2.333333333333333,False,2,2.0,True,2,False,5,6,0
tegulae,"['te', 'g', 'ula', 'e']",4,"['teg', 'ulae']",2,"['▁t', 'eg', 'ula', 'e']",4,3.333333333333333,False,3,3.0,False,3,False,4,7,0
nomarchs,"['nom', 'archs']",2,"['nom', 'arch', 's']",3,"['▁nom', 'arch', 's']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
distant,"['d', 'istant']",2,['distant'],1,['▁distant'],1,1.3333333333333333,False,1,1.5,False,2,True,5,7,0
envy,"['env', 'y']",2,"['env', 'y']",2,"['▁env', 'y']",2,2.0,True,2,2.0,True,2,False,5,4,0
strung,"['str', 'ung']",2,"['str', 'ung']",2,"['▁str', 'ung']",2,2.0,True,2,2.0,True,2,False,4,6,0
concertmaster,"['concert', 'master']",2,"['concert', 'master']",2,"['▁concert', 'master']",2,2.0,True,2,2.0,True,2,False,4,13,0
hep,"['he', 'p']",2,['hep'],1,"['▁he', 'p']",2,1.6666666666666667,False,2,1.5,False,2,True,5,3,0
pruni,"['pr', 'uni']",2,"['pr', 'uni']",2,"['▁pr', 'uni']",2,2.0,True,2,2.0,True,2,False,4,5,0
heartless,"['heart', 'less']",2,"['heart', 'less']",2,"['▁heart', 'less']",2,2.0,True,2,2.0,True,2,False,4,9,0
hazel,"['h', 'azel']",2,"['haz', 'el']",2,"['▁ha', 'zel']",2,2.0,True,2,2.0,True,2,False,5,5,0
blockading,"['block', 'ading']",2,"['block', 'ading']",2,"['▁block', 'ading']",2,2.0,True,2,2.0,True,2,False,4,10,0
nanomaterials,"['nan', 'om', 'aterial', 's']",4,"['nan', 'om', 'aterials']",3,"['▁nan', 'om', 'aterial', 's']",4,3.6666666666666665,False,4,3.5,False,4,False,5,13,0
sedimentation,"['sed', 'iment', 'ation']",3,"['sed', 'iment', 'ation']",3,"['▁sed', 'iment', 'ation']",3,3.0,True,3,3.0,True,3,False,4,13,0
complies,"['com', 'plies']",2,"['compl', 'ies']",2,"['▁comp', 'lies']",2,2.0,True,2,2.0,True,2,False,5,8,0
clotting,"['cl', 'ot', 'ting']",3,"['cl', 'ot', 'ting']",3,"['▁cl', 'ot', 'ting']",3,3.0,True,3,3.0,True,3,False,5,8,0
troglodyte,"['tro', 'gl', 'ody', 'te']",4,"['tro', 'gl', 'ody', 'te']",4,"['▁tro', 'gl', 'ody', 'te']",4,4.0,True,4,4.0,True,4,False,4,10,0
faire,"['fa', 'ire']",2,['faire'],1,['▁faire'],1,1.3333333333333333,False,1,1.5,False,2,True,5,5,0
acuity,"['ac', 'uity']",2,"['ac', 'uity']",2,"['▁ac', 'u', 'ity']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
daniel,"['d', 'aniel']",2,['daniel'],1,"['▁dan', 'iel']",2,1.6666666666666667,False,2,1.5,False,2,True,5,6,0
pinguis,"['ping', 'uis']",2,"['p', 'ingu', 'is']",3,"['▁ping', 'uis']",2,2.333333333333333,False,2,2.5,False,3,False,4,7,0
trevor,"['t', 'rev', 'or']",3,"['tre', 'vor']",2,"['▁tre', 'vor']",2,2.333333333333333,False,2,2.5,False,3,False,4,6,0
ruse,"['r', 'use']",2,"['ru', 'se']",2,"['▁r', 'use']",2,2.0,True,2,2.0,True,2,False,4,4,0
ddibenion,"['dd', 'iben', 'ion']",3,"['dd', 'iben', 'ion']",3,"['▁dd', 'iben', 'ion']",3,3.0,True,3,3.0,True,3,False,4,9,0
mfa,"['m', 'fa']",2,"['m', 'fa']",2,"['▁m', 'fa']",2,2.0,True,2,2.0,True,2,False,4,3,0
marginata,"['margin', 'ata']",2,"['margin', 'ata']",2,"['▁margin', 'ata']",2,2.0,True,2,2.0,True,2,False,5,9,0
prolongation,"['pro', 'long', 'ation']",3,"['pro', 'long', 'ation']",3,"['▁prolong', 'ation']",2,2.6666666666666665,False,3,3.0,True,3,False,4,12,0
piling,"['p', 'iling']",2,"['p', 'iling']",2,"['▁p', 'iling']",2,2.0,True,2,2.0,True,2,False,5,6,0
leedsi,"['le', 'ed', 'si']",3,"['le', 'ed', 'si']",3,"['▁le', 'ed', 'si']",3,3.0,True,3,3.0,True,3,False,4,6,0
maltreatment,"['m', 'alt', 'reatment']",3,"['malt', 'reatment']",2,"['▁m', 'alt', 're', 'at', 'ment']",5,3.333333333333333,False,3,2.5,False,3,False,4,12,0
drapery,"['dr', 'ap', 'ery']",3,"['d', 'raper', 'y']",3,"['▁dra', 'per', 'y']",3,3.0,True,3,3.0,True,3,False,4,7,0
stuccoed,"['st', 'ucc', 'o', 'ed']",4,"['st', 'ucco', 'ed']",3,"['▁st', 'u', 'cco', 'ed']",4,3.6666666666666665,False,4,3.5,False,4,False,4,8,0
