word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
Inspector,Ivnspector,"['I', 'vn', 'spec', 'to', 'r']",insertion,False,True,4,0,9,10
Initial,Initjal,"['I', 'ni', 't', 'jal']",substitution,True,True,4,0,7,7
Metro,Metrgo,"['Me', 'tr', 'go']",insertion,True,True,4,0,5,6
Still,Sitill,"['S', 'it', 'ill']",insertion,True,True,4,0,5,6
Van,Ven,"['Ve', 'n']",substitution,True,True,4,0,3,3
rot,rt,"['r', 't']",deletion,True,True,6,0,3,2
Subsystem,Subaystem,"['Su', 'b', 'a', 'ystem']",substitution,False,False,4,0,9,9
Convention,Conviention,"['Co', 'nv', 'ien', 'tion']",insertion,True,True,4,0,10,11
Collect,Colloct,"['Co', 'll', 'oct']",substitution,True,True,5,0,7,7
mol,moy,"['m', 'oy']",substitution,True,True,4,0,3,3
Spider,Spiduer,"['Spi', 'due', 'r']",insertion,True,True,4,0,6,7
Bridge,Bzridge,"['B', 'z', 'ridge']",insertion,True,True,4,0,6,7
Quarter,Quirter,"['Qu', 'ir', 'ter']",substitution,False,True,4,0,7,7
techn,tecchn,"['tec', 'ch', 'n']",insertion,True,True,5,0,5,6
inner,innewr,"['inn', 'ew', 'r']",insertion,True,True,6,0,5,6
Offline,Oqfline,"['O', 'q', 'fl', 'ine']",substitution,False,True,6,0,7,7
online,onlibne,"['on', 'lib', 'n', 'e']",insertion,True,True,4,0,6,7
Wire,Wir,"['W', 'ir']",deletion,False,True,6,0,4,3
Reload,Reoad,"['Re', 'oad']",deletion,False,True,5,0,6,5
Debugger,Debugmger,"['Debug', 'm', 'ger']",insertion,False,True,4,0,8,9
Ich,Ih,"['I', 'h']",deletion,True,True,5,0,3,2
Base,Baise,"['Ba', 'ise']",insertion,True,True,6,0,4,5
dit,dist,"['dis', 't']",insertion,True,True,4,0,3,4
Cast,Cas,"['C', 'as']",deletion,True,True,6,0,4,3
Setup,Sethup,"['Set', 'h', 'up']",insertion,False,True,6,0,5,6
Horizontal,Hortzontal,"['Hor', 't', 'z', 'on', 'tal']",substitution,False,True,6,0,10,10
National,Natonal,"['N', 'aton', 'a', 'l']",deletion,True,True,6,0,8,7
Buy,Buw,"['B', 'uw']",substitution,False,True,6,0,3,3
Feed,Fqed,"['F', 'qed']",substitution,False,True,6,0,4,4
Remote,Remoae,"['R', 'emo', 'ae']",substitution,False,True,6,0,6,6
Half,Haf,"['H', 'af']",deletion,True,True,6,0,4,3
Skill,Skll,"['Sk', 'll']",deletion,False,True,4,0,5,4
post,pot,"['p', 'ot']",deletion,True,True,4,0,4,3
Time,Timle,"['Tim', 'le']",insertion,True,True,6,0,4,5
Put,Puf,"['P', 'uf']",substitution,True,True,4,0,3,3
Pro,Pjo,"['P', 'jo']",substitution,True,True,4,0,3,3
Memo,Memgo,"['Mem', 'go']",insertion,False,True,5,0,4,5
Race,Rce,"['R', 'ce']",deletion,True,True,4,0,4,3
Coming,Comdng,"['Com', 'dn', 'g']",substitution,False,True,4,0,6,6
Joint,Jpoint,"['J', 'point']",insertion,False,True,5,0,5,6
Thai,Tha,"['Th', 'a']",deletion,False,True,4,0,4,3
Triple,Tripe,"['Trip', 'e']",deletion,False,True,4,0,6,5
Content,Contnt,"['Cont', 'nt']",deletion,True,True,5,0,7,6
Span,Spn,"['S', 'pn']",deletion,True,True,6,0,4,3
Polit,Polil,"['Pol', 'il']",substitution,True,True,5,0,5,5
down,dwn,"['d', 'wn']",deletion,True,True,4,0,4,3
Quad,Qxad,"['Q', 'xad']",substitution,False,True,5,0,4,4
acht,achc,"['ach', 'c']",substitution,True,True,5,0,4,4
Location,Lomation,"['Lo', 'ma', 'ti', 'on']",substitution,True,True,4,0,8,8
PIN,PIj,"['PI', 'j']",substitution,False,True,4,0,3,3
international,internayional,"['intern', 'ay', 'io', 'na', 'l']",substitution,True,True,4,0,13,13
Hot,Ht,"['H', 't']",deletion,True,True,6,0,3,2
Die,De,"['D', 'e']",deletion,True,True,4,0,3,2
Storyboard,Stoyboard,"['S', 't', 'oy', 'bo', 'ard']",deletion,False,True,5,0,10,9
queen,queeun,"['quee', 'un']",insertion,True,True,4,0,5,6
City,Cit,"['Ci', 't']",deletion,True,True,5,0,4,3
Commerce,Commerc,"['C', 'om', 'm', 'erc']",deletion,False,True,4,0,8,7
Side,Sidl,"['Sid', 'l']",substitution,True,True,4,0,4,4
Loader,Locder,"['L', 'oc', 'der']",substitution,False,True,4,0,6,6
Sure,Suze,"['Su', 'ze']",substitution,True,True,4,0,4,4
Icon,Icou,"['I', 'cou']",substitution,True,True,5,0,4,4
Combo,Combjo,"['Com', 'bj', 'o']",insertion,False,True,6,0,5,6
Death,Deatgh,"['D', 'eat', 'gh']",insertion,True,True,5,0,5,6
Channel,Chahnel,"['Ch', 'a', 'h', 'nel']",substitution,True,True,6,0,7,7
Altern,Alvtern,"['Al', 'v', 't', 'ern']",insertion,True,True,4,0,6,7
Este,Esste,"['Es', 'ste']",insertion,True,True,5,0,4,5
Hosting,Hostin,"['H', 'osti', 'n']",deletion,False,True,4,0,7,6
Dealer,Deajler,"['De', 'aj', 'ler']",insertion,False,True,5,0,6,7
Posting,Postin,"['Post', 'i', 'n']",deletion,False,True,4,0,7,6
Titan,Tita,"['T', 'ita']",deletion,False,True,4,0,5,4
Mob,Mjob,"['M', 'job']",insertion,False,True,6,0,3,4
Professional,Profxssional,"['Pro', 'fx', 's', 's', 'ional']",substitution,True,True,4,0,12,12
Bot,Boe,"['Bo', 'e']",substitution,True,True,5,0,3,3
Automation,Auomation,"['A', 'uo', 'ma', 'tion']",deletion,False,True,4,0,10,9
Commission,Cgmmission,"['C', 'g', 'm', 'm', 'ission']",substitution,True,True,6,0,10,10
Tester,Testekr,"['Te', 's', 'te', 'kr']",insertion,False,True,5,0,6,7
LEM,LEo,"['LE', 'o']",substitution,False,True,4,0,3,3
Spinner,Sinner,"['Sin', 'ne', 'r']",deletion,False,True,6,0,7,6
Patterns,Patternns,"['Pat', 'te', 'rn', 'ns']",insertion,False,True,6,0,8,9
Dock,Docd,"['Do', 'cd']",substitution,False,True,6,0,4,4
Output,Outpt,"['Out', 'pt']",deletion,True,True,6,0,6,5
Character,Characlter,"['Cha', 'ra', 'c', 'l', 'ter']",insertion,True,True,4,0,9,10
Replacement,Replhacement,"['Rep', 'lh', 'ac', 'ement']",insertion,False,True,6,0,11,12
Moder,Mode,"['Mo', 'de']",deletion,False,True,6,0,5,4
Tower,Toweor,"['To', 'we', 'or']",insertion,True,True,4,0,5,6
state,stahe,"['sta', 'he']",substitution,True,True,5,0,5,5
ver,vter,"['vt', 'er']",insertion,True,True,6,0,3,4
Reset,Rsset,"['Rs', 'set']",substitution,False,True,4,0,5,5
national,natioqnal,"['n', 'atio', 'qn', 'al']",insertion,True,True,4,0,8,9
Hell,Helj,"['He', 'lj']",substitution,True,True,4,0,4,4
Paper,Pper,"['P', 'per']",deletion,False,True,5,0,5,4
ups,usps,"['us', 'ps']",insertion,True,True,11,1,3,4
Private,Privste,"['Pri', 'v', 'ste']",substitution,True,True,8,1,7,7
Look,Lok,"['Lo', 'k']",deletion,True,True,8,1,4,3
Equipment,Equipmlnt,"['Equip', 'm', 'ln', 't']",substitution,False,True,11,1,9,9
sein,sen,"['s', 'en']",deletion,True,True,12,1,4,3
std,stxd,"['st', 'xd']",insertion,True,True,10,1,3,4
Button,Boutton,"['Bo', 'ut', 'ton']",insertion,True,True,11,1,6,7
Porno,Pono,"['P', 'ono']",deletion,False,False,7,1,5,4
Captain,Captin,"['Cap', 'tin']",deletion,True,True,10,1,7,6
Food,Fooe,"['Foo', 'e']",substitution,True,True,10,1,4,4
Median,Medin,"['M', 'edin']",deletion,False,True,9,1,6,5
Delta,Detlta,"['Det', 'l', 'ta']",insertion,False,True,12,1,5,6
Score,Sgcore,"['S', 'g', 'core']",insertion,False,True,11,1,5,6
Navigator,Naigator,"['N', 'a', 'ig', 'at', 'or']",deletion,False,True,8,1,9,8
Background,Bakground,"['B', 'ak', 'gro', 'und']",deletion,True,True,10,1,10,9
Acts,Aots,"['A', 'ots']",substitution,False,True,8,1,4,4
Tracking,Trackinqg,"['T', 'rac', 'k', 'inq', 'g']",insertion,False,True,11,1,8,9
Bob,Boe,"['B', 'oe']",substitution,True,True,8,1,3,3
Spot,Sot,"['S', 'ot']",deletion,False,True,8,1,4,3
First,Fqrst,"['F', 'qrst']",substitution,True,True,9,1,5,5
Broker,Brokner,"['Bro', 'k', 'n', 'er']",insertion,False,True,9,1,6,7
Award,Awarod,"['Aw', 'ar', 'od']",insertion,True,True,7,1,5,6
Digital,Dgital,"['D', 'gi', 'tal']",deletion,True,True,9,1,7,6
Israeli,Israeti,"['Is', 'ra', 'e', 'ti']",substitution,False,True,7,1,7,7
Con,Cown,"['Cow', 'n']",insertion,True,True,7,1,3,4
Wiki,Wik,"['Wi', 'k']",deletion,False,True,7,1,4,3
Hack,Hac,"['H', 'ac']",deletion,False,True,12,1,4,3
Real,Rea,"['R', 'ea']",deletion,True,True,12,1,4,3
mph,mnh,"['m', 'nh']",substitution,False,True,10,1,3,3
Mess,Mes,"['M', 'es']",deletion,True,True,11,1,4,3
Reality,Reaylity,"['R', 'ea', 'yl', 'it', 'y']",insertion,False,True,10,1,7,8
Town,Tow,"['To', 'w']",deletion,True,True,9,1,4,3
Implementation,Impleentation,"['Impl', 'een', 'tat', 'io', 'n']",deletion,False,True,7,1,14,13
stop,sto,"['st', 'o']",deletion,True,True,10,1,4,3
Prime,Prive,"['P', 'rive']",substitution,True,True,12,1,5,5
Premium,Prsmium,"['Pr', 'sm', 'ium']",substitution,False,True,11,1,7,7
Gender,Gendher,"['G', 'en', 'dh', 'er']",insertion,False,True,12,1,6,7
west,wrest,"['wr', 'est']",insertion,True,True,8,1,4,5
Call,Cafl,"['Ca', 'fl']",substitution,True,True,10,1,4,4
Air,Ar,"['A', 'r']",deletion,True,True,7,1,3,2
String,Steing,"['St', 'ei', 'ng']",substitution,True,True,8,1,6,6
Minus,Minui,"['Min', 'ui']",substitution,False,True,8,1,5,5
Sold,Somld,"['Som', 'ld']",insertion,True,True,11,1,4,5
Strip,Stri,"['S', 'tri']",deletion,False,True,12,1,5,4
Scan,Sncan,"['Sn', 'can']",insertion,False,True,9,1,4,5
Meteor,Meteol,"['M', 'ete', 'ol']",substitution,True,True,11,1,6,6
Future,Futurwe,"['Fu', 't', 'ur', 'we']",insertion,True,True,12,1,6,7
Ether,Ethr,"['Eth', 'r']",deletion,False,True,7,1,5,4
Gap,Gkap,"['G', 'kap']",insertion,False,True,7,1,3,4
Linux,Lnux,"['Ln', 'ux']",deletion,True,True,7,1,5,4
Statement,Statemet,"['State', 'met']",deletion,False,True,9,1,9,8
Plane,Pwlane,"['P', 'wl', 'ane']",insertion,False,True,7,1,5,6
Limit,Limi,"['L', 'imi']",deletion,False,True,10,1,5,4
Speaker,Spexaker,"['Spe', 'x', 'aker']",insertion,False,True,12,1,7,8
Line,Lfine,"['Lf', 'ine']",insertion,True,True,7,1,4,5
End,Ed,"['E', 'd']",deletion,True,True,8,1,3,2
Science,Sience,"['S', 'ience']",deletion,True,True,12,1,7,6
Pol,Pot,"['P', 'ot']",substitution,True,True,9,1,3,3
Mono,Mogo,"['Mo', 'go']",substitution,False,True,7,1,4,4
Print,Prnt,"['Pr', 'nt']",deletion,True,True,9,1,5,4
Framework,Frwamework,"['F', 'rw', 'am', 'ew', 'ork']",insertion,True,True,12,1,9,10
Slave,Slav,"['S', 'lav']",deletion,False,True,9,1,5,4
Bluetooth,Bluetpoth,"['Blue', 't', 'pot', 'h']",substitution,False,True,8,1,9,9
Email,Emil,"['E', 'mil']",deletion,True,True,9,1,5,4
Learning,Learngng,"['Learn', 'g', 'n', 'g']",substitution,True,True,7,1,8,8
arten,arwten,"['ar', 'w', 'ten']",insertion,False,True,9,1,5,6
plus,pous,"['po', 'us']",substitution,True,True,10,1,4,4
Date,Dat,"['Da', 't']",deletion,True,True,11,1,4,3
JavaScript,JavaSczipt,"['Java', 'Sc', 'z', 'ip', 't']",substitution,True,True,9,1,10,10
Ethernet,Etbhernet,"['Et', 'bh', 'er', 'net']",insertion,False,False,7,1,8,9
Assembler,Asmsembler,"['A', 's', 'm', 'semble', 'r']",insertion,False,False,9,1,9,10
Shell,Shelz,"['She', 'lz']",substitution,False,True,11,1,5,5
Screenshot,Screnshot,"['S', 'cre', 'n', 'sh', 'ot']",deletion,False,True,9,1,10,9
kind,kin,"['ki', 'n']",deletion,True,True,8,1,4,3
Offset,Otffset,"['Ot', 'ffset']",insertion,False,True,9,1,6,7
Expression,Exsression,"['Ex', 'sr', 'ess', 'io', 'n']",substitution,True,True,11,1,10,10
Mini,Minu,"['Min', 'u']",substitution,False,True,12,1,4,4
system,sytem,"['sy', 'tem']",deletion,True,True,11,1,6,5
Interpreter,Intrpreter,"['Int', 'rp', 'ret', 'er']",deletion,False,True,9,1,11,10
Muslim,Muilim,"['Mui', 'lim']",substitution,True,True,11,1,6,6
Benchmark,Benchmrk,"['B', 'ench', 'mr', 'k']",deletion,False,True,7,1,9,8
Audit,Audi,"['A', 'udi']",deletion,False,True,12,1,5,4
Patch,Patc,"['Pat', 'c']",deletion,False,True,9,1,5,4
trans,tans,"['ta', 'ns']",deletion,True,True,10,1,5,4
Sub,Su,"['S', 'u']",deletion,True,True,8,1,3,2
Pick,Pieck,"['Pie', 'ck']",insertion,True,True,11,1,4,5
Non,Nopn,"['No', 'pn']",insertion,True,True,7,1,3,4
Safe,Ssafe,"['S', 'safe']",insertion,False,True,7,1,4,5
Hall,Hal,"['Ha', 'l']",deletion,True,True,9,1,4,3
Ent,En,"['E', 'n']",deletion,True,True,9,1,3,2
Credits,Creditl,"['Cre', 'dit', 'l']",substitution,False,True,8,1,7,7
engineering,engineeing,"['engine', 'eing']",deletion,True,True,7,1,11,10
Sphere,Spherqe,"['S', 'p', 'her', 'qe']",insertion,False,True,9,1,6,7
Transmission,Ttansmission,"['T', 'tan', 's', 'miss', 'ion']",substitution,False,True,7,1,12,12
Rail,Rai,"['R', 'ai']",deletion,True,True,8,1,4,3
ins,in,"['i', 'n']",deletion,True,True,7,1,3,2
Facebook,Facenbook,"['Fa', 'cen', 'b', 'o', 'ok']",insertion,True,True,9,1,8,9
Store,Stsore,"['St', 's', 'ore']",insertion,True,True,9,1,5,6
Handling,Handüing,"['Hand', 'ü', 'ing']",substitution,False,True,7,1,8,8
Aura,Auca,"['Au', 'ca']",substitution,False,False,8,1,4,4
CEO,CE,"['C', 'E']",deletion,False,True,10,1,3,2
Movie,Movi,"['Mov', 'i']",deletion,True,True,11,1,5,4
her,heg,"['h', 'eg']",substitution,True,True,7,1,3,3
Tutorial,Tutoial,"['T', 'uto', 'ial']",deletion,False,True,8,1,8,7
Ess,Esns,"['E', 'sns']",insertion,True,True,7,1,3,4
Operand,Opernd,"['Oper', 'nd']",deletion,False,True,10,1,7,6
Twitter,Twittr,"['Tw', 'it', 'tr']",deletion,True,True,9,1,7,6
Lemma,Lemima,"['L', 'em', 'ima']",insertion,True,True,8,1,5,6
Dur,Durr,"['Du', 'rr']",insertion,True,True,10,1,3,4
spiel,spie,"['s', 'pie']",deletion,True,True,11,1,5,4
Pub,Pu,"['P', 'u']",deletion,True,True,8,1,3,2
Site,Sie,"['S', 'ie']",deletion,True,True,10,1,4,3
Eigen,Eigern,"['E', 'ig', 'ern']",insertion,False,True,8,1,5,6
User,Usier,"['Us', 'ier']",insertion,True,True,12,1,4,5
Los,Lols,"['L', 'ols']",insertion,True,True,11,1,3,4
Kit,Kiu,"['Ki', 'u']",substitution,True,True,9,1,3,3
Angel,Angen,"['An', 'gen']",substitution,True,True,11,1,5,5
Massage,Massae,"['Mass', 'ae']",deletion,False,True,8,1,7,6
Kate,Kpte,"['K', 'pte']",substitution,True,True,7,1,4,4
inch,incö,"['inc', 'ö']",substitution,False,True,10,1,4,4
Kernel,Kenel,"['Ken', 'el']",deletion,False,True,9,1,6,5
Lang,Lapg,"['La', 'pg']",substitution,True,True,7,1,4,4
Leader,Leade,"['Lead', 'e']",deletion,False,True,9,1,6,5
Jet,Jt,"['J', 't']",deletion,True,True,11,1,3,2
Luke,Luwe,"['Lu', 'we']",substitution,True,True,11,1,4,4
Array,Aray,"['A', 'ray']",deletion,True,True,8,1,5,4
Concern,Cöoncern,"['C', 'ö', 'on', 'ce', 'rn']",insertion,False,True,12,1,7,8
Leg,Lg,"['L', 'g']",deletion,True,True,7,1,3,2
Setting,Settinß,"['Set', 'tin', 'ß']",substitution,True,True,9,1,7,7
Panel,Panl,"['Pa', 'nl']",deletion,False,True,8,1,5,4
Persona,Pershona,"['Pers', 'hon', 'a']",insertion,False,True,8,1,7,8
Plugin,Plugiün,"['Plug', 'i', 'ü', 'n']",insertion,False,True,10,1,6,7
GPS,GP,"['G', 'P']",deletion,False,True,8,1,3,2
ober,obrer,"['ob', 'rer']",insertion,True,True,12,1,4,5
Split,Splic,"['Spl', 'ic']",substitution,True,True,11,1,5,5
Stop,Ston,"['St', 'on']",substitution,True,True,9,1,4,4
Order,Ordr,"['Ord', 'r']",deletion,True,True,9,1,5,4
statt,stahtt,"['sta', 'ht', 't']",insertion,True,True,8,1,5,6
Startup,Startp,"['Start', 'p']",deletion,False,True,9,1,7,6
Roll,Roall,"['Ro', 'all']",insertion,True,True,32,2,4,5
Adapter,Adpter,"['Ad', 'pter']",deletion,False,True,13,2,7,6
Hard,Harsd,"['Har', 'sd']",insertion,True,True,13,2,4,5
Backup,Backuö,"['Back', 'u', 'ö']",substitution,False,True,14,2,6,6
Lord,Lrd,"['L', 'rd']",deletion,True,True,32,2,4,3
Beta,Bta,"['B', 'ta']",deletion,False,True,15,2,4,3
Sounds,Soznds,"['So', 'z', 'nds']",substitution,False,True,27,2,6,6
Portrait,Portwait,"['Por', 'tw', 'a', 'i', 't']",substitution,False,True,22,2,8,8
Layer,Lyer,"['Ly', 'er']",deletion,False,True,15,2,5,4
Desktop,Desktoä,"['D', 'esk', 'to', 'ä']",substitution,False,True,32,2,7,7
Grand,Grad,"['Gr', 'ad']",deletion,True,True,14,2,5,4
House,Hozuse,"['Ho', 'zu', 'se']",insertion,True,True,17,2,5,6
Double,Doble,"['D', 'oble']",deletion,True,True,28,2,6,5
Paragraph,Pargraph,"['Par', 'gr', 'aph']",deletion,False,True,15,2,9,8
Distribution,Distriution,"['Di', 'st', 'r', 'iu', 'tion']",deletion,True,True,24,2,12,11
Administration,Aaministration,"['A', 'amin', 'istra', 'ti', 'on']",substitution,True,True,28,2,14,14
Manual,Manua,"['Man', 'ua']",deletion,False,True,32,2,6,5
Volt,Vlt,"['V', 'lt']",deletion,False,True,23,2,4,3
Tip,Tiip,"['Ti', 'ip']",insertion,False,True,18,2,3,4
recht,rcht,"['rc', 'ht']",deletion,True,True,13,2,5,4
Camp,Cami,"['Ca', 'mi']",substitution,True,True,28,2,4,4
All,Al,"['A', 'l']",deletion,True,True,19,2,3,2
List,Lis,"['L', 'is']",deletion,True,True,23,2,4,3
Final,Finfl,"['Fin', 'fl']",substitution,True,True,32,2,5,5
Center,Chnter,"['Ch', 'nt', 'er']",substitution,True,True,23,2,6,6
nah,nad,"['na', 'd']",substitution,True,True,22,2,3,3
Pipeline,Püpeline,"['P', 'ü', 'pel', 'i', 'ne']",substitution,False,True,28,2,8,8
Meeting,Meetinf,"['M', 'ee', 'tin', 'f']",substitution,False,True,15,2,7,7
Qual,Quapl,"['Qu', 'apl']",insertion,True,True,15,2,4,5
Chief,Chie,"['Ch', 'ie']",deletion,True,True,15,2,5,4
Power,Päower,"['P', 'ä', 'ower']",insertion,True,True,14,2,5,6
Poster,Postter,"['Po', 'st', 't', 'er']",insertion,False,True,15,2,6,7
Routine,Routinö,"['R', 'ou', 'tin', 'ö']",substitution,False,True,16,2,7,7
Analysis,Aqalysis,"['A', 'q', 'a', 'l', 'ysis']",substitution,True,True,22,2,8,8
bit,biyt,"['bi', 'yt']",insertion,True,True,15,2,3,4
Wal,Wl,"['W', 'l']",deletion,True,True,18,2,3,2
Super,Supvr,"['Sup', 'vr']",substitution,True,True,14,2,5,5
Translation,Translatwon,"['T', 'ran', 's', 'lat', 'won']",substitution,False,True,16,2,11,11
Interface,Interfae,"['I', 'nt', 'er', 'fa', 'e']",deletion,True,True,25,2,9,8
Monitor,Monftor,"['Mo', 'n', 'ft', 'or']",substitution,False,True,31,2,7,7
Account,Accout,"['Acc', 'out']",deletion,True,True,17,2,7,6
Maximum,Maoimum,"['Ma', 'o', 'imum']",substitution,False,True,27,2,7,7
Syntax,Sygtax,"['S', 'yg', 'tax']",substitution,True,True,22,2,6,6
Intro,Intr,"['Int', 'r']",deletion,False,True,17,2,5,4
Highlight,Highligtt,"['High', 'lig', 't', 't']",substitution,False,True,17,2,9,9
Stick,Stuck,"['St', 'uck']",substitution,False,True,13,2,5,5
RNA,RN,"['R', 'N']",deletion,False,True,32,2,3,2
Monitoring,Mnitoring,"['M', 'n', 'it', 'oring']",deletion,False,True,22,2,10,9
Country,Coutry,"['C', 'ou', 'try']",deletion,True,True,32,2,7,6
Reader,Rader,"['R', 'ader']",deletion,False,True,16,2,6,5
Balance,Btalance,"['B', 'tal', 'a', 'n', 'ce']",insertion,False,True,14,2,7,8
Trip,Trpip,"['Tr', 'pip']",insertion,False,True,13,2,4,5
Photon,Phiton,"['Ph', 'iton']",substitution,False,True,18,2,6,6
Source,Sourc,"['Sou', 'rc']",deletion,True,True,14,2,6,5
Matching,Maching,"['M', 'ach', 'i', 'ng']",deletion,False,True,27,2,8,7
Journal,Joußnal,"['J', 'ou', 'ß', 'nal']",substitution,True,True,30,2,7,7
Beat,Bat,"['Ba', 't']",deletion,True,True,23,2,4,3
Alarm,Aolarm,"['Ao', 'la', 'rm']",insertion,False,True,13,2,5,6
mittel,mitteql,"['m', 'it', 'te', 'ql']",insertion,False,True,16,2,6,7
innen,inen,"['i', 'nen']",deletion,False,True,27,2,5,4
Cluster,Custer,"['C', 'uster']",deletion,False,True,30,2,7,6
Feedback,Feedbck,"['Feed', 'b', 'ck']",deletion,False,True,18,2,8,7
Domain,Dumain,"['Du', 'ma', 'in']",substitution,True,True,18,2,6,6
Rotor,Rotohr,"['Rot', 'oh', 'r']",insertion,False,False,13,2,5,6
Review,Revie,"['Rev', 'ie']",deletion,True,True,20,2,6,5
Evaluation,Evalfation,"['Ev', 'alf', 'atio', 'n']",substitution,False,True,16,2,10,10
Arena,Area,"['Are', 'a']",deletion,True,True,25,2,5,4
Release,Relhease,"['Rel', 'hea', 's', 'e']",insertion,True,True,20,2,7,8
Term,Trm,"['Tr', 'm']",deletion,True,True,15,2,4,3
offs,offis,"['off', 'is']",insertion,False,True,20,2,4,5
Clip,Clivp,"['Cli', 'vp']",insertion,False,True,15,2,4,5
Animator,Animatoo,"['An', 'i', 'mat', 'oo']",substitution,False,True,16,2,8,8
Gradient,Graeient,"['Gr', 'a', 'ei', 'en', 't']",substitution,False,True,30,2,8,8
Atlas,Alas,"['Al', 'as']",deletion,True,True,17,2,5,4
Fitness,Fitnesß,"['Fit', 'ne', 's', 'ß']",substitution,False,True,21,2,7,7
Drink,Drvink,"['D', 'rv', 'ink']",insertion,False,True,13,2,5,6
Draft,Dyraft,"['D', 'y', 'raft']",insertion,False,True,18,2,5,6
Regression,Regrssion,"['Re', 'g', 'rss', 'io', 'n']",deletion,False,True,17,2,10,9
Player,Pdayer,"['P', 'day', 'er']",substitution,True,True,13,2,6,6
Type,Typ,"['T', 'yp']",deletion,True,True,18,2,4,3
parallel,parzllel,"['pa', 'r', 'z', 'll', 'el']",substitution,True,True,25,2,8,8
Terrain,Terraßn,"['Terr', 'a', 'ß', 'n']",substitution,False,True,27,2,7,7
Integral,Integal,"['In', 't', 'ega', 'l']",deletion,False,True,19,2,8,7
