word,tokens_babel_9b,token_num_babel_9b,tokens_gemma_12b,token_num_gemma_12b,tokens_llama_2_7b,token_num_llama_2_7b,avg_token_num,same_token_num,avg_token_num_rounded,avg_token_num2,same_token_num2,avg_token_num2_rounded,any_token_num_is_1,freq,word_len,freq_quantile
milkweed,"['m', 'ilk', 'weed']",3,"['milk', 'weed']",2,"['▁milk', 'we', 'ed']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
iser,['iser'],1,['iser'],1,"['▁is', 'er']",2,1.3333333333333333,False,1,1.0,True,1,True,5,4,0
kingfish,"['king', 'fish']",2,"['king', 'fish']",2,"['▁king', 'fish']",2,2.0,True,2,2.0,True,2,False,5,8,0
antebellum,"['ant', 'eb', 'ell', 'um']",4,"['ant', 'eb', 'ellum']",3,"['▁ante', 'bell', 'um']",3,3.333333333333333,False,3,3.5,False,4,False,4,10,0
bickering,"['b', 'ick', 'ering']",3,"['b', 'ick', 'ering']",3,"['▁b', 'ick', 'ering']",3,3.0,True,3,3.0,True,3,False,4,9,0
unhappiness,"['un', 'h', 'appiness']",3,"['un', 'happiness']",2,"['▁unh', 'app', 'iness']",3,2.6666666666666665,False,3,2.5,False,3,False,5,11,0
telepathy,"['tele', 'path', 'y']",3,"['tele', 'pathy']",2,"['▁tele', 'path', 'y']",3,2.6666666666666665,False,3,2.5,False,3,False,5,9,0
minutus,"['min', 'ut', 'us']",3,"['min', 'utus']",2,"['▁min', 'ut', 'us']",3,2.6666666666666665,False,3,2.5,False,3,False,4,7,0
pictorial,"['p', 'ict', 'orial']",3,"['pict', 'orial']",2,"['▁p', 'ict', 'orial']",3,2.6666666666666665,False,3,2.5,False,3,False,5,9,0
abductor,"['ab', 'ductor']",2,"['ab', 'ductor']",2,"['▁ab', 'duct', 'or']",3,2.333333333333333,False,2,2.0,True,2,False,5,8,0
depict,"['dep', 'ict']",2,"['dep', 'ict']",2,"['▁dep', 'ict']",2,2.0,True,2,2.0,True,2,False,4,6,0
flexuosa,"['flex', 'u', 'osa']",3,"['flex', 'uosa']",2,"['▁flex', 'u', 'osa']",3,2.6666666666666665,False,3,2.5,False,3,False,5,8,0
rideshare,"['rid', 'esh', 'are']",3,"['rides', 'hare']",2,"['▁r', 'ides', 'h', 'are']",4,3.0,False,3,2.5,False,3,False,4,9,0
trifle,"['tr', 'ifle']",2,"['tr', 'ifle']",2,"['▁trif', 'le']",2,2.0,True,2,2.0,True,2,False,5,6,0
anglicisation,"['ang', 'lic', 'isation']",3,"['ang', 'lic', 'isation']",3,"['▁ang', 'lic', 'isation']",3,3.0,True,3,3.0,True,3,False,4,13,0
vegetarianism,"['veget', 'arian', 'ism']",3,"['vegetarian', 'ism']",2,"['▁veget', 'arian', 'ism']",3,2.6666666666666665,False,3,2.5,False,3,False,4,13,0
localisation,"['local', 'isation']",2,['localisation'],1,"['▁local', 'isation']",2,1.6666666666666667,False,2,1.5,False,2,True,4,12,0
diverge,"['div', 'erge']",2,"['diver', 'ge']",2,"['▁diver', 'ge']",2,2.0,True,2,2.0,True,2,False,5,7,0
grapefruit,"['gr', 'ape', 'fruit']",3,"['gra', 'pe', 'fruit']",3,"['▁gra', 'pe', 'f', 'ruit']",4,3.333333333333333,False,3,3.0,True,3,False,5,10,0
upcoming,"['up', 'coming']",2,['upcoming'],1,"['▁up', 'coming']",2,1.6666666666666667,False,2,1.5,False,2,True,5,8,0
nomarchs,"['nom', 'archs']",2,"['nom', 'arch', 's']",3,"['▁nom', 'arch', 's']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
arachnid,"['ar', 'ach', 'nid']",3,"['arach', 'nid']",2,"['▁ara', 'chn', 'id']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
shone,"['sh', 'one']",2,"['sh', 'one']",2,"['▁sh', 'one']",2,2.0,True,2,2.0,True,2,False,4,5,0
acetoacetate,"['ac', 'eto', 'acet', 'ate']",4,"['ac', 'eto', 'acetate']",3,"['▁ac', 'eto', 'ac', 'et', 'ate']",5,4.0,False,4,3.5,False,4,False,4,12,0
dynamo,"['d', 'ynamo']",2,"['dynam', 'o']",2,"['▁dynam', 'o']",2,2.0,True,2,2.0,True,2,False,5,6,0
icebox,"['ice', 'box']",2,"['ice', 'box']",2,"['▁ice', 'box']",2,2.0,True,2,2.0,True,2,False,5,6,0
aficionado,"['af', 'icion', 'ado']",3,"['af', 'icionado']",2,"['▁af', 'icion', 'ado']",3,2.6666666666666665,False,3,2.5,False,3,False,4,10,0
repent,"['rep', 'ent']",2,['repent'],1,"['▁rep', 'ent']",2,1.6666666666666667,False,2,1.5,False,2,True,4,6,0
concordat,"['con', 'cord', 'at']",3,"['con', 'cord', 'at']",3,"['▁conc', 'ord', 'at']",3,3.0,True,3,3.0,True,3,False,5,9,0
mlnghelpcontext,"['ml', 'n', 'gh', 'elp', 'context']",5,"['ml', 'ng', 'help', 'context']",4,"['▁m', 'l', 'ng', 'help', 'context']",5,4.666666666666667,False,5,4.5,False,5,False,4,15,0
palmitate,"['pal', 'mit', 'ate']",3,"['pal', 'mit', 'ate']",3,"['▁pal', 'mit', 'ate']",3,3.0,True,3,3.0,True,3,False,4,9,0
trinitatus,"['tr', 'init', 'atus']",3,"['tr', 'init', 'atus']",3,"['▁tr', 'init', 'atus']",3,3.0,True,3,3.0,True,3,False,5,10,0
stripping,"['stri', 'pping']",2,"['stri', 'pping']",2,"['▁stri', 'pping']",2,2.0,True,2,2.0,True,2,False,4,9,0
swam,"['sw', 'am']",2,"['sw', 'am']",2,"['▁sw', 'am']",2,2.0,True,2,2.0,True,2,False,5,4,0
mannerist,"['m', 'anner', 'ist']",3,"['manner', 'ist']",2,"['▁manner', 'ist']",2,2.333333333333333,False,2,2.5,False,3,False,5,9,0
glaucoma,"['gl', 'au', 'coma']",3,"['gl', 'au', 'coma']",3,"['▁gla', 'u', 'com', 'a']",4,3.333333333333333,False,3,3.0,True,3,False,4,8,0
cinnamon,"['c', 'innamon']",2,"['c', 'innamon']",2,"['▁c', 'inn', 'am', 'on']",4,2.6666666666666665,False,3,2.0,True,2,False,5,8,0
itinerary,"['it', 'inerary']",2,"['it', 'inerary']",2,"['▁it', 'iner', 'ary']",3,2.333333333333333,False,2,2.0,True,2,False,5,9,0
puddle,"['pu', 'dd', 'le']",3,"['p', 'uddle']",2,"['▁p', 'ud', 'd', 'le']",4,3.0,False,3,2.5,False,3,False,5,6,0
contraindication,"['contr', 'ain', 'd', 'ication']",4,"['contra', 'indication']",2,"['▁contra', 'ind', 'ic', 'ation']",4,3.333333333333333,False,3,3.0,False,3,False,5,16,0
zebra,"['ze', 'bra']",2,['zebra'],1,"['▁z', 'eb', 'ra']",3,2.0,False,2,1.5,False,2,True,5,5,0
stoner,"['ston', 'er']",2,"['ston', 'er']",2,"['▁st', 'on', 'er']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
behaviorism,"['behavior', 'ism']",2,"['behavior', 'ism']",2,"['▁behavior', 'ism']",2,2.0,True,2,2.0,True,2,False,4,11,0
groenlandicus,"['gro', 'en', 'land', 'icus']",4,"['gro', 'en', 'land', 'icus']",4,"['▁gro', 'en', 'land', 'icus']",4,4.0,True,4,4.0,True,4,False,4,13,0
biopolymers,"['bi', 'opol', 'ym', 'ers']",4,"['bi', 'opolymers']",2,"['▁bi', 'opol', 'ym', 'ers']",4,3.333333333333333,False,3,3.0,False,3,False,5,11,0
friday,"['fr', 'iday']",2,['friday'],1,"['▁fr', 'iday']",2,1.6666666666666667,False,2,1.5,False,2,True,5,6,0
posse,"['pos', 'se']",2,"['pos', 'se']",2,"['▁pos', 'se']",2,2.0,True,2,2.0,True,2,False,4,5,0
sidewall,"['sid', 'ew', 'all']",3,"['sid', 'ewall']",2,"['▁side', 'wall']",2,2.333333333333333,False,2,2.5,False,3,False,4,8,0
whoever,"['who', 'ever']",2,"['who', 'ever']",2,"['▁who', 'ever']",2,2.0,True,2,2.0,True,2,False,4,7,0
anastomosis,"['an', 'ast', 'om', 'osis']",4,"['an', 'astom', 'osis']",3,"['▁an', 'ast', 'om', 'osis']",4,3.6666666666666665,False,4,3.5,False,4,False,5,11,0
blaster,"['bl', 'aster']",2,"['bl', 'aster']",2,"['▁bl', 'aster']",2,2.0,True,2,2.0,True,2,False,5,7,0
arranges,"['arr', 'anges']",2,"['arr', 'anges']",2,"['▁arr', 'anges']",2,2.0,True,2,2.0,True,2,False,5,8,0
tracksuit,"['tracks', 'uit']",2,"['track', 'suit']",2,"['▁track', 'suit']",2,2.0,True,2,2.0,True,2,False,4,9,0
hemoglobin,"['hem', 'oglobin']",2,"['hem', 'oglobin']",2,"['▁hem', 'og', 'lo', 'bin']",4,2.6666666666666665,False,3,2.0,True,2,False,4,10,0
alike,"['al', 'ike']",2,['alike'],1,"['▁al', 'ike']",2,1.6666666666666667,False,2,1.5,False,2,True,4,5,0
pacemaker,"['pac', 'emaker']",2,"['pac', 'emaker']",2,"['▁pac', 'em', 'aker']",3,2.333333333333333,False,2,2.0,True,2,False,5,9,0
seaward,"['se', 'award']",2,"['se', 'award']",2,"['▁sea', 'ward']",2,2.0,True,2,2.0,True,2,False,4,7,0
ashram,"['ash', 'ram']",2,"['ash', 'ram']",2,"['▁as', 'hr', 'am']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
personhood,"['person', 'hood']",2,"['person', 'hood']",2,"['▁person', 'hood']",2,2.0,True,2,2.0,True,2,False,4,10,0
ulysses,"['uly', 'ss', 'es']",3,"['ul', 'ys', 'ses']",3,"['▁u', 'ly', 'ss', 'es']",4,3.333333333333333,False,3,3.0,True,3,False,5,7,0
heck,['heck'],1,"['he', 'ck']",2,"['▁he', 'ck']",2,1.6666666666666667,False,2,1.5,False,2,True,4,4,0
isopod,"['is', 'op', 'od']",3,"['is', 'opod']",2,"['▁is', 'op', 'od']",3,2.6666666666666665,False,3,2.5,False,3,False,4,6,0
obliquity,"['ob', 'liqu', 'ity']",3,"['ob', 'liqu', 'ity']",3,"['▁ob', 'liqu', 'ity']",3,3.0,True,3,3.0,True,3,False,5,9,0
surcharge,"['sur', 'charge']",2,"['s', 'urcharge']",2,"['▁sur', 'charge']",2,2.0,True,2,2.0,True,2,False,5,9,0
sumo,"['sum', 'o']",2,"['sum', 'o']",2,"['▁sum', 'o']",2,2.0,True,2,2.0,True,2,False,5,4,0
seduction,"['sed', 'uction']",2,"['s', 'edu', 'ction']",3,"['▁s', 'edu', 'ction']",3,2.6666666666666665,False,3,2.5,False,3,False,5,9,0
toothpaste,"['to', 'oth', 'paste']",3,['toothpaste'],1,"['▁to', 'oth', 'paste']",3,2.333333333333333,False,2,2.0,False,2,True,5,10,0
schwarzi,"['sch', 'war', 'zi']",3,"['sch', 'war', 'zi']",3,"['▁sch', 'war', 'zi']",3,3.0,True,3,3.0,True,3,False,4,8,0
epistle,"['ep', 'istle']",2,"['ep', 'istle']",2,"['▁ep', 'ist', 'le']",3,2.333333333333333,False,2,2.0,True,2,False,4,7,0
infers,"['inf', 'ers']",2,"['inf', 'ers']",2,"['▁inf', 'ers']",2,2.0,True,2,2.0,True,2,False,4,6,0
dower,"['d', 'ower']",2,"['d', 'ower']",2,"['▁d', 'ower']",2,2.0,True,2,2.0,True,2,False,4,5,0
junker,"['j', 'unker']",2,"['j', 'unker']",2,"['▁j', 'unker']",2,2.0,True,2,2.0,True,2,False,5,6,0
subtracts,"['sub', 'tracts']",2,"['subtract', 's']",2,"['▁subtract', 's']",2,2.0,True,2,2.0,True,2,False,4,9,0
armchair,"['arm', 'chair']",2,"['arm', 'chair']",2,"['▁arm', 'ch', 'air']",3,2.333333333333333,False,2,2.0,True,2,False,4,8,0
guilder,"['g', 'uilder']",2,"['guild', 'er']",2,"['▁gu', 'ilder']",2,2.0,True,2,2.0,True,2,False,5,7,0
criminalization,"['criminal', 'ization']",2,"['criminal', 'ization']",2,"['▁criminal', 'ization']",2,2.0,True,2,2.0,True,2,False,4,15,0
shouting,"['sh', 'outing']",2,"['sh', 'outing']",2,"['▁shout', 'ing']",2,2.0,True,2,2.0,True,2,False,4,8,0
revalidation,"['re', 'validation']",2,"['re', 'validation']",2,"['▁re', 'validation']",2,2.0,True,2,2.0,True,2,False,4,12,0
promiscuity,"['prom', 'isc', 'uity']",3,"['prom', 'is', 'cu', 'ity']",4,"['▁prom', 'is', 'cu', 'ity']",4,3.6666666666666665,False,4,3.5,False,4,False,5,11,0
quartzite,"['qu', 'artz', 'ite']",3,"['quartz', 'ite']",2,"['▁quart', 'z', 'ite']",3,2.6666666666666665,False,3,2.5,False,3,False,5,9,0
handkerchief,"['hand', 'ker', 'chief']",3,"['hand', 'kerchief']",2,"['▁hand', 'ker', 'ch', 'ief']",4,3.0,False,3,2.5,False,3,False,4,12,0
seldom,"['s', 'eldom']",2,"['sel', 'dom']",2,"['▁s', 'eld', 'om']",3,2.333333333333333,False,2,2.0,True,2,False,4,6,0
internee,"['inter', 'nee']",2,"['inter', 'nee']",2,"['▁inter', 'ne', 'e']",3,2.333333333333333,False,2,2.0,True,2,False,4,8,0
pike,['pike'],1,['pike'],1,"['▁pi', 'ke']",2,1.3333333333333333,False,1,1.0,True,1,True,5,4,0
canzonet,"['can', 'zon', 'et']",3,"['can', 'zon', 'et']",3,"['▁can', 'zon', 'et']",3,3.0,True,3,3.0,True,3,False,4,8,0
dialing,"['d', 'ial', 'ing']",3,"['dial', 'ing']",2,"['▁d', 'ial', 'ing']",3,2.6666666666666665,False,3,2.5,False,3,False,4,7,0
summertime,"['summ', 'ertime']",2,"['summ', 'ertime']",2,"['▁summ', 'ert', 'ime']",3,2.333333333333333,False,2,2.0,True,2,False,5,10,0
paradoxum,"['par', 'adox', 'um']",3,"['parad', 'ox', 'um']",3,"['▁par', 'ado', 'x', 'um']",4,3.333333333333333,False,3,3.0,True,3,False,5,9,0
waterwheel,"['water', 'wheel']",2,"['water', 'wheel']",2,"['▁water', 'w', 'heel']",3,2.333333333333333,False,2,2.0,True,2,False,5,10,0
fiend,"['fi', 'end']",2,"['fi', 'end']",2,"['▁fi', 'end']",2,2.0,True,2,2.0,True,2,False,5,5,0
watercolourist,"['water', 'colour', 'ist']",3,"['water', 'colour', 'ist']",3,"['▁water', 'col', 'our', 'ist']",4,3.333333333333333,False,3,3.0,True,3,False,4,14,0
lifeguard,"['l', 'if', 'eguard']",3,"['lif', 'egu', 'ard']",3,"['▁lif', 'egu', 'ard']",3,3.0,True,3,3.0,True,3,False,5,9,0
keepsake,"['ke', 'eps', 'ake']",3,"['keeps', 'ake']",2,"['▁keeps', 'ake']",2,2.333333333333333,False,2,2.5,False,3,False,4,8,0
hastings,"['h', 'ast', 'ings']",3,"['h', 'ast', 'ings']",3,"['▁hast', 'ings']",2,2.6666666666666665,False,3,3.0,True,3,False,4,8,0
trike,"['tr', 'ike']",2,"['tri', 'ke']",2,"['▁tri', 'ke']",2,2.0,True,2,2.0,True,2,False,5,5,0
maximus,"['max', 'imus']",2,"['max', 'imus']",2,"['▁maxim', 'us']",2,2.0,True,2,2.0,True,2,False,5,7,0
hedonism,"['hed', 'on', 'ism']",3,"['hed', 'on', 'ism']",3,"['▁h', 'ed', 'on', 'ism']",4,3.333333333333333,False,3,3.0,True,3,False,4,8,0
misfire,"['mis', 'fire']",2,"['m', 'isf', 'ire']",3,"['▁mis', 'fire']",2,2.333333333333333,False,2,2.5,False,3,False,4,7,0
aquaculture,"['aqu', 'ac', 'ulture']",3,"['aqu', 'aculture']",2,"['▁aqu', 'ac', 'ulture']",3,2.6666666666666665,False,3,2.5,False,3,False,4,11,0
selenocysteine,"['s', 'elen', 'oc', 'yst', 'e', 'ine']",6,"['selen', 'oc', 'ysteine']",3,"['▁s', 'elen', 'oc', 'yst', 'e', 'ine']",6,5.0,False,5,4.5,False,5,False,5,14,0
sachem,"['s', 'ach', 'em']",3,"['s', 'achem']",2,"['▁s', 'ach', 'em']",3,2.6666666666666665,False,3,2.5,False,3,False,4,6,0
sparrow,"['spar', 'row']",2,"['sp', 'arrow']",2,"['▁sp', 'arrow']",2,2.0,True,2,2.0,True,2,False,5,7,0
frontality,"['front', 'ality']",2,"['front', 'ality']",2,"['▁front', 'ality']",2,2.0,True,2,2.0,True,2,False,4,10,0
leafy,"['leaf', 'y']",2,"['leaf', 'y']",2,"['▁leaf', 'y']",2,2.0,True,2,2.0,True,2,False,4,5,0
triglyceride,"['tr', 'ig', 'lycer', 'ide']",4,"['tr', 'ig', 'lycer', 'ide']",4,"['▁trig', 'ly', 'cer', 'ide']",4,4.0,True,4,4.0,True,4,False,5,12,0
subspecialty,"['sub', 'special', 'ty']",3,"['sub', 'special', 'ty']",3,"['▁sub', 'special', 'ty']",3,3.0,True,3,3.0,True,3,False,4,12,0
reforestation,"['ref', 'orestation']",2,"['re', 'forestation']",2,"['▁re', 'for', 'est', 'ation']",4,2.6666666666666665,False,3,2.0,True,2,False,5,13,0
pearlfish,"['pear', 'lf', 'ish']",3,"['pearl', 'fish']",2,"['▁p', 'ear', 'l', 'fish']",4,3.0,False,3,2.5,False,3,False,4,9,0
dieter,"['di', 'eter']",2,"['di', 'eter']",2,"['▁di', 'eter']",2,2.0,True,2,2.0,True,2,False,4,6,0
aeroclub,"['a', 'er', 'ocl', 'ub']",4,"['aer', 'ocl', 'ub']",3,"['▁aer', 'oc', 'lub']",3,3.333333333333333,False,3,3.5,False,4,False,5,8,0
traveling,"['travel', 'ing']",2,"['travel', 'ing']",2,"['▁travel', 'ing']",2,2.0,True,2,2.0,True,2,False,5,9,0
reeve,"['ree', 've']",2,"['ree', 've']",2,"['▁re', 'e', 've']",3,2.333333333333333,False,2,2.0,True,2,False,5,5,0
plundering,"['pl', 'under', 'ing']",3,"['pl', 'undering']",2,"['▁pl', 'und', 'ering']",3,2.6666666666666665,False,3,2.5,False,3,False,4,10,0
achromogenes,"['ach', 'rom', 'ogen', 'es']",4,"['ach', 'rom', 'ogenes']",3,"['▁ach', 'rom', 'ogen', 'es']",4,3.6666666666666665,False,4,3.5,False,4,False,5,12,0
tiredness,"['t', 'ired', 'ness']",3,"['tired', 'ness']",2,"['▁tired', 'ness']",2,2.333333333333333,False,2,2.5,False,3,False,5,9,0
populaire,"['pop', 'ulaire']",2,"['pop', 'ulaire']",2,"['▁popula', 'ire']",2,2.0,True,2,2.0,True,2,False,5,9,0
heathland,"['he', 'ath', 'land']",3,"['heath', 'land']",2,"['▁he', 'ath', 'land']",3,2.6666666666666665,False,3,2.5,False,3,False,5,9,0
warping,"['w', 'arp', 'ing']",3,"['war', 'ping']",2,"['▁war', 'ping']",2,2.333333333333333,False,2,2.5,False,3,False,4,7,0
cox,['cox'],1,['cox'],1,"['▁co', 'x']",2,1.3333333333333333,False,1,1.0,True,1,True,5,3,0
grandiosity,"['grand', 'iosity']",2,"['grand', 'iosity']",2,"['▁grand', 'ios', 'ity']",3,2.333333333333333,False,2,2.0,True,2,False,4,11,0
proviso,"['pro', 'viso']",2,"['pro', 'viso']",2,"['▁prov', 'iso']",2,2.0,True,2,2.0,True,2,False,5,7,0
traditionalism,"['traditional', 'ism']",2,"['traditional', 'ism']",2,"['▁traditional', 'ism']",2,2.0,True,2,2.0,True,2,False,5,14,0
colonnade,"['col', 'onn', 'ade']",3,"['col', 'onn', 'ade']",3,"['▁colon', 'na', 'de']",3,3.0,True,3,3.0,True,3,False,5,9,0
papal,"['p', 'ap', 'al']",3,"['pap', 'al']",2,"['▁pap', 'al']",2,2.333333333333333,False,2,2.5,False,3,False,4,5,0
dyskinesia,"['d', 'ys', 'k', 'ines', 'ia']",5,"['d', 'ysk', 'ines', 'ia']",4,"['▁dy', 'sk', 'ines', 'ia']",4,4.333333333333333,False,4,4.5,False,5,False,5,10,0
seasonality,"['season', 'ality']",2,"['season', 'ality']",2,"['▁season', 'ality']",2,2.0,True,2,2.0,True,2,False,5,11,0
complainant,"['com', 'plain', 'ant']",3,"['com', 'plain', 'ant']",3,"['▁comp', 'lain', 'ant']",3,3.0,True,3,3.0,True,3,False,4,11,0
resultant,"['result', 'ant']",2,"['result', 'ant']",2,"['▁result', 'ant']",2,2.0,True,2,2.0,True,2,False,4,9,0
hirsutus,"['h', 'irs', 'ut', 'us']",4,"['h', 'irs', 'utus']",3,"['▁h', 'irs', 'ut', 'us']",4,3.6666666666666665,False,4,3.5,False,4,False,5,8,0
ranching,"['r', 'anch', 'ing']",3,"['r', 'anch', 'ing']",3,"['▁ran', 'ch', 'ing']",3,3.0,True,3,3.0,True,3,False,5,8,0
swimsuit,"['sw', 'ims', 'uit']",3,"['swim', 'suit']",2,"['▁sw', 'im', 'suit']",3,2.6666666666666665,False,3,2.5,False,3,False,4,8,0
pigmentosum,"['pig', 'ment', 'os', 'um']",4,"['pig', 'ment', 'osum']",3,"['▁p', 'ig', 'ment', 'os', 'um']",5,4.0,False,4,3.5,False,4,False,5,11,0
antisense,"['antis', 'ense']",2,"['antis', 'ense']",2,"['▁ant', 'is', 'ense']",3,2.333333333333333,False,2,2.0,True,2,False,5,9,0
rhodomystax,"['rh', 'odom', 'yst', 'ax']",4,"['rh', 'odom', 'yst', 'ax']",4,"['▁rh', 'od', 'om', 'yst', 'ax']",5,4.333333333333333,False,4,4.0,True,4,False,4,11,0
dismemberment,"['d', 'ism', 'ember', 'ment']",4,"['d', 'ism', 'ember', 'ment']",4,"['▁dis', 'member', 'ment']",3,3.6666666666666665,False,4,4.0,True,4,False,5,13,0
naturist,"['n', 'atur', 'ist']",3,"['natur', 'ist']",2,"['▁natur', 'ist']",2,2.333333333333333,False,2,2.5,False,3,False,4,8,0
displaces,"['dis', 'places']",2,"['dis', 'places']",2,"['▁disp', 'laces']",2,2.0,True,2,2.0,True,2,False,4,9,0
condemns,"['cond', 'em', 'ns']",3,"['cond', 'em', 'ns']",3,"['▁condem', 'ns']",2,2.6666666666666665,False,3,3.0,True,3,False,4,8,0
metalcore,"['metal', 'core']",2,"['metal', 'core']",2,"['▁metal', 'core']",2,2.0,True,2,2.0,True,2,False,4,9,0
scaffolding,"['s', 'caff', 'olding']",3,"['sc', 'aff', 'olding']",3,"['▁sc', 'aff', 'old', 'ing']",4,3.333333333333333,False,3,3.0,True,3,False,5,11,0
pood,"['p', 'ood']",2,"['p', 'ood']",2,"['▁po', 'od']",2,2.0,True,2,2.0,True,2,False,5,4,0
backwater,"['back', 'water']",2,"['back', 'water']",2,"['▁back', 'water']",2,2.0,True,2,2.0,True,2,False,4,9,0
bulbiferum,"['bul', 'b', 'ifer', 'um']",4,"['bulb', 'ifer', 'um']",3,"['▁bul', 'b', 'ifer', 'um']",4,3.6666666666666665,False,4,3.5,False,4,False,5,10,0
flume,"['fl', 'ume']",2,"['fl', 'ume']",2,"['▁fl', 'ume']",2,2.0,True,2,2.0,True,2,False,4,5,0
appoints,"['appoint', 's']",2,"['appoint', 's']",2,"['▁appoint', 's']",2,2.0,True,2,2.0,True,2,False,5,8,0
unspec,"['un', 'spec']",2,"['un', 'spec']",2,"['▁un', 'spec']",2,2.0,True,2,2.0,True,2,False,4,6,0
oiler,"['o', 'iler']",2,"['o', 'iler']",2,"['▁o', 'iler']",2,2.0,True,2,2.0,True,2,False,4,5,0
diaphana,"['di', 'aph', 'ana']",3,"['di', 'aph', 'ana']",3,"['▁dia', 'ph', 'ana']",3,3.0,True,3,3.0,True,3,False,4,8,0
dojo,['dojo'],1,"['do', 'jo']",2,"['▁do', 'jo']",2,1.6666666666666667,False,2,1.5,False,2,True,5,4,0
flutist,"['fl', 'ut', 'ist']",3,"['fl', 'ut', 'ist']",3,"['▁fl', 'ut', 'ist']",3,3.0,True,3,3.0,True,3,False,4,7,0
hemprichii,"['hem', 'pr', 'ich', 'ii']",4,"['hem', 'pr', 'ich', 'ii']",4,"['▁hem', 'pr', 'ich', 'ii']",4,4.0,True,4,4.0,True,4,False,4,10,0
elongate,"['elong', 'ate']",2,"['elong', 'ate']",2,"['▁el', 'ong', 'ate']",3,2.333333333333333,False,2,2.0,True,2,False,4,8,0
