word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
vole,volme,"['vol', 'me']",insertion,False,False,5,0,4,5
affect,affec,"['affe', 'c']",deletion,False,False,9,0,6,5
aging,aing,"['ai', 'ng']",deletion,False,True,7,0,5,4
watering,waterinw,"['wa', 'te', 'r', 'i', 'nw']",substitution,False,False,4,0,8,8
renown,rednown,"['red', 'n', 'own']",insertion,False,False,6,0,6,7
orch,och,"['o', 'ch']",deletion,True,True,6,0,4,3
checkout,cheyckout,"['c', 'hey', 'c', 'k', 'out']",insertion,True,True,5,0,8,9
miller,mkller,"['m', 'kl', 'ler']",substitution,False,False,8,0,6,6
laughter,laugter,"['lau', 'g', 'ter']",deletion,False,True,6,0,8,7
non,nn,"['n', 'n']",deletion,True,True,10,0,3,2
commit,commixt,"['c', 'omm', 'i', 'xt']",insertion,True,True,9,0,6,7
lowercase,lowdrcase,"['low', 'dr', 'case']",substitution,False,False,5,0,9,9
neutral,neutrl,"['neu', 'trl']",deletion,True,True,5,0,7,6
mitt,mitrt,"['mi', 'trt']",insertion,True,True,4,0,4,5
circular,circuar,"['ci', 'rc', 'u', 'ar']",deletion,False,False,10,0,8,7
carrying,carryiong,"['carry', 'ion', 'g']",insertion,False,False,6,0,8,9
posterior,posterpior,"['post', 'e', 'r', 'p', 'ior']",insertion,False,False,6,0,9,10
died,die,"['di', 'e']",deletion,False,False,4,0,4,3
macht,macyt,"['mac', 'yt']",substitution,False,False,5,0,5,5
paid,pahd,"['pah', 'd']",substitution,True,True,10,0,4,4
porn,pon,"['po', 'n']",deletion,False,True,6,0,4,3
cutoff,cutof,"['cut', 'of']",deletion,False,False,8,0,6,5
across,acwoss,"['ac', 'w', 'oss']",substitution,False,False,8,0,6,6
alum,aum,"['a', 'um']",deletion,False,False,9,0,4,3
select,sellect,"['sel', 'lec', 't']",insertion,True,True,5,0,6,7
latin,latvn,"['lat', 'vn']",substitution,True,True,5,0,5,5
inform,inforj,"['inf', 'o', 'rj']",substitution,True,True,5,0,6,6
mies,mxes,"['m', 'xes']",substitution,False,False,10,0,4,4
owne,one,"['o', 'ne']",deletion,False,False,7,0,4,3
histoire,histfoire,"['h', 'i', 's', 'tf', 'oire']",insertion,False,True,4,0,8,9
belly,bely,"['be', 'ly']",deletion,False,False,6,0,5,4
raspberry,raspbery,"['ra', 's', 'pb', 'er', 'y']",deletion,False,False,10,0,9,8
phantom,phantam,"['ph', 'a', 'nt', 'am']",substitution,False,False,4,0,7,7
defining,dekining,"['dek', 'ining']",substitution,False,False,5,0,8,8
historical,historial,"['hi', 'st', 'orial']",deletion,False,False,4,0,10,9
improv,imkrov,"['im', 'k', 'rov']",substitution,False,False,5,0,6,6
china,chna,"['ch', 'na']",deletion,False,True,7,0,5,4
upcoming,upcominl,"['u', 'pc', 'omi', 'nl']",substitution,False,False,5,0,8,8
sim,shm,"['s', 'hm']",substitution,True,True,7,0,3,3
kin,kikn,"['ki', 'kn']",insertion,True,True,9,0,3,4
spanish,spajish,"['sp', 'aj', 'ish']",substitution,False,False,4,0,7,7
bulldozer,bulldmzer,"['bull', 'dm', 'zer']",substitution,False,False,4,0,9,9
reactive,reactivbe,"['react', 'iv', 'be']",insertion,False,False,4,0,8,9
small,smal,"['s', 'mal']",deletion,True,True,5,0,5,4
fisher,fishebr,"['f', 'is', 'he', 'br']",insertion,False,False,8,0,6,7
atop,atrop,"['at', 'rop']",insertion,False,False,5,0,4,5
decorator,decoratuor,"['d', 'ec', 'or', 'atu', 'or']",insertion,False,False,9,0,9,10
compare,compre,"['com', 'pre']",deletion,True,True,5,0,7,6
nel,nsel,"['nse', 'l']",insertion,True,True,6,0,3,4
cere,ceee,"['cee', 'e']",substitution,False,False,6,0,4,4
avait,avayt,"['ava', 'yt']",substitution,False,False,4,0,5,5
jammer,jyammer,"['jy', 'amm', 'er']",insertion,False,False,4,0,6,7
describe,descrixbe,"['de', 'scri', 'xb', 'e']",insertion,True,True,5,0,8,9
italian,italisan,"['ita', 'l', 'isa', 'n']",insertion,False,False,4,0,7,8
plaintext,playntext,"['pla', 'y', 'nt', 'ext']",substitution,False,True,5,0,9,9
washing,washinqg,"['wa', 's', 'hin', 'q', 'g']",insertion,False,True,7,0,7,8
err,erwr,"['er', 'wr']",insertion,True,True,4,0,3,4
chandelier,chandeplier,"['chan', 'dep', 'l', 'i', 'er']",insertion,False,False,8,0,10,11
llama,llamba,"['ll', 'amba']",insertion,False,False,8,0,5,6
giraffe,girakffe,"['gi', 'rak', 'f', 'fe']",insertion,False,False,4,0,7,8
suggest,suggevst,"['s', 'ug', 'g', 'ev', 'st']",insertion,True,True,4,0,7,8
scoreboard,scoreboari,"['sc', 'ore', 'boa', 'ri']",substitution,False,False,6,0,10,10
typical,tyical,"['ty', 'ical']",deletion,False,False,7,0,7,6
opacity,opacioy,"['o', 'pa', 'ci', 'oy']",substitution,True,True,5,0,7,7
jay,ja,"['j', 'a']",deletion,False,True,8,0,3,2
bunny,bumnny,"['bum', 'nn', 'y']",insertion,False,False,5,0,5,6
ark,aqrk,"['aq', 'rk']",insertion,False,True,5,0,3,4
vie,vis,"['v', 'is']",substitution,True,True,5,0,3,3
valor,valopr,"['va', 'lo', 'pr']",insertion,True,True,10,0,5,6
pal,pnl,"['pn', 'l']",substitution,True,True,7,0,3,3
pie,ppe,"['pp', 'e']",substitution,True,True,21,1,3,3
evident,eviden,"['e', 'vid', 'en']",deletion,False,False,12,1,7,6
smooth,smoth,"['sm', 'oth']",deletion,True,True,14,1,6,5
robe,rbobe,"['rb', 'obe']",insertion,False,True,24,1,4,5
gum,gusm,"['gus', 'm']",insertion,False,False,26,1,3,4
lust,lus,"['l', 'us']",deletion,False,True,12,1,4,3
sens,seds,"['s', 'eds']",substitution,False,False,30,1,4,4
dba,dbga,"['db', 'ga']",insertion,False,True,11,1,3,4
hosting,hostng,"['ho', 'st', 'ng']",deletion,False,False,16,1,7,6
transparent,transpaent,"['tr', 'ans', 'pa', 'ent']",deletion,True,True,16,1,11,10
heath,hekth,"['hek', 'th']",substitution,False,False,17,1,5,5
helper,herlper,"['he', 'r', 'lp', 'er']",insertion,True,True,17,1,6,7
folder,foltder,"['fol', 't', 'de', 'r']",insertion,True,True,15,1,6,7
ignition,igition,"['ig', 'itio', 'n']",deletion,False,False,24,1,8,7
insulin,insulfin,"['in', 'su', 'l', 'fi', 'n']",insertion,False,False,20,1,7,8
chevron,chtvron,"['cht', 'vr', 'on']",substitution,False,False,13,1,7,7
aria,ardia,"['ar', 'dia']",insertion,True,True,25,1,4,5
bloc,baloc,"['bal', 'oc']",insertion,False,False,29,1,4,5
thumb,thuvmb,"['thu', 'v', 'mb']",insertion,True,True,23,1,5,6
mist,misu,"['mis', 'u']",substitution,True,True,21,1,4,4
laugh,lauh,"['la', 'uh']",deletion,False,False,26,1,5,4
camouflage,camocflage,"['cam', 'o', 'cf', 'l', 'age']",substitution,False,False,24,1,10,10
rue,rie,"['ri', 'e']",substitution,False,False,16,1,3,3
sandwich,sndwich,"['sn', 'd', 'wi', 'ch']",deletion,False,False,24,1,8,7
grading,gradifg,"['grad', 'i', 'f', 'g']",substitution,False,True,17,1,7,7
argent,aigent,"['ai', 'gent']",substitution,True,True,11,1,6,6
imam,iam,"['ia', 'm']",deletion,False,False,14,1,4,3
simple,simpe,"['sim', 'pe']",deletion,True,True,28,1,6,5
capable,capablje,"['ca', 'p', 'a', 'b', 'lje']",insertion,False,False,14,1,7,8
spa,sph,"['s', 'ph']",substitution,False,True,25,1,3,3
holy,hxly,"['hx', 'ly']",substitution,False,False,30,1,4,4
sunrise,sunrisde,"['sun', 'ri', 's', 'de']",insertion,False,False,11,1,7,8
ninja,ncinja,"['nc', 'inja']",insertion,False,False,17,1,5,6
accord,accor,"['acco', 'r']",deletion,False,False,23,1,6,5
coil,coic,"['co', 'ic']",substitution,False,True,23,1,4,4
lightning,lighfning,"['li', 'gh', 'fn', 'i', 'ng']",substitution,False,False,21,1,9,9
sufficient,sufficent,"['s', 'uf', 'f', 'icent']",deletion,False,False,11,1,10,9
torch,torrch,"['to', 'rr', 'ch']",insertion,False,True,26,1,5,6
cape,cae,"['c', 'ae']",deletion,False,True,27,1,4,3
fond,fon,"['fo', 'n']",deletion,False,False,28,1,4,3
flop,flnop,"['fl', 'nop']",insertion,False,False,21,1,4,5
quasar,queasar,"['qu', 'e', 'asar']",insertion,False,False,17,1,6,7
increment,increent,"['incr', 'e', 'ent']",deletion,True,True,26,1,9,8
breaking,breabing,"['bre', 'abi', 'ng']",substitution,True,True,20,1,8,8
marque,marqu,"['m', 'arqu']",deletion,False,False,23,1,6,5
wallet,wallt,"['wal', 'lt']",deletion,False,True,12,1,6,5
inverse,invese,"['i', 'nv', 'ese']",deletion,True,True,22,1,7,6
subsection,subsecton,"['sub', 'se', 'c', 'to', 'n']",deletion,False,True,16,1,10,9
weaving,wfeaving,"['wf', 'ea', 'ving']",insertion,False,False,21,1,7,8
miss,mciss,"['mc', 'iss']",insertion,True,True,11,1,4,5
throttle,thrlottle,"['th', 'r', 'l', 'ot', 'tle']",insertion,False,False,14,1,8,9
intro,into,"['i', 'nto']",deletion,True,True,24,1,5,4
biome,biowe,"['bio', 'we']",substitution,False,False,11,1,5,5
salmon,sslmon,"['ssl', 'mon']",substitution,False,False,28,1,6,6
decor,dcor,"['dc', 'or']",deletion,True,True,12,1,5,4
main,maivn,"['mai', 'vn']",insertion,True,True,18,1,4,5
refer,refe,"['ref', 'e']",deletion,True,True,25,1,5,4
yen,ymen,"['yme', 'n']",insertion,False,True,18,1,3,4
lighter,lhghter,"['lh', 'g', 'hte', 'r']",substitution,False,False,12,1,7,7
intern,ixntern,"['i', 'xn', 'te', 'rn']",insertion,True,True,18,1,6,7
alpha,alphia,"['a', 'lp', 'hia']",insertion,True,True,22,1,5,6
emir,emio,"['em', 'io']",substitution,False,False,15,1,4,4
chromium,chromiam,"['ch', 'r', 'o', 'mia', 'm']",substitution,False,False,11,1,8,8
quake,quaqe,"['qua', 'qe']",substitution,False,True,17,1,5,5
oven,ovxn,"['ov', 'xn']",substitution,False,True,13,1,4,4
apart,aparft,"['a', 'par', 'ft']",insertion,False,False,15,1,5,6
marketplace,maketplace,"['ma', 'ke', 'tpl', 'a', 'ce']",deletion,False,False,29,1,11,10
effector,effeuctor,"['eff', 'e', 'u', 'ct', 'or']",insertion,False,False,13,1,8,9
pri,prgi,"['pr', 'gi']",insertion,True,True,17,1,3,4
bandit,badit,"['ba', 'dit']",deletion,False,False,22,1,6,5
conservative,conservautive,"['conserv', 'a', 'ut', 'ive']",insertion,False,False,25,1,12,13
joining,joijning,"['j', 'o', 'ij', 'nin', 'g']",insertion,True,True,15,1,7,8
burner,burnoer,"['b', 'ur', 'no', 'er']",insertion,False,False,13,1,6,7
entering,entyering,"['enty', 'er', 'i', 'ng']",insertion,False,False,11,1,8,9
can,cnn,"['cn', 'n']",substitution,True,True,24,1,3,3
pdf,pdff,"['pdf', 'f']",insertion,True,True,14,1,3,4
como,csomo,"['cs', 'omo']",insertion,True,True,11,1,4,5
beard,berd,"['ber', 'd']",deletion,False,False,27,1,5,4
spinning,speinning,"['sp', 'ei', 'n', 'ni', 'ng']",insertion,False,False,12,1,8,9
aux,avx,"['a', 'vx']",substitution,True,True,18,1,3,3
pan,pn,"['p', 'n']",deletion,True,True,22,1,3,2
ranger,raunger,"['r', 'aun', 'ger']",insertion,False,False,22,1,6,7
bore,born,"['b', 'orn']",substitution,False,False,28,1,4,4
listening,ljstening,"['lj', 'ste', 'nin', 'g']",substitution,True,True,21,1,9,9
emitter,emitteo,"['em', 'itt', 'e', 'o']",substitution,False,False,30,1,7,7
speak,spek,"['spe', 'k']",deletion,False,False,19,1,5,4
fulfillment,fulfilment,"['fu', 'l', 'film', 'en', 't']",deletion,False,False,17,1,11,10
convex,conveex,"['c', 'on', 've', 'ex']",insertion,False,False,28,1,6,7
telegram,telegrtm,"['tel', 'eg', 'r', 'tm']",substitution,False,True,28,1,8,8
gable,gpable,"['gp', 'able']",insertion,False,True,30,1,5,6
cypress,cypruess,"['cy', 'prue', 's', 's']",insertion,False,False,11,1,7,8
cough,couoh,"['cou', 'oh']",substitution,False,False,14,1,5,5
coding,coaing,"['coa', 'ing']",substitution,True,True,22,1,6,6
reducer,reduce,"['red', 'u', 'ce']",deletion,False,False,15,1,7,6
auf,aui,"['au', 'i']",substitution,True,True,16,1,3,3
universal,unversal,"['un', 'versal']",deletion,True,True,20,1,9,8
mounting,mounzing,"['m', 'ou', 'n', 'zin', 'g']",substitution,False,False,17,1,8,8
jug,juy,"['j', 'uy']",substitution,True,True,17,1,3,3
harmonic,harionic,"['hari', 'onic']",substitution,False,False,12,1,8,8
cura,curva,"['cur', 'va']",insertion,True,True,11,1,4,5
composite,composie,"['compos', 'ie']",deletion,True,True,12,1,9,8
charger,charge,"['ch', 'arge']",deletion,False,True,16,1,7,6
spare,skare,"['ska', 're']",substitution,False,False,12,1,5,5
scheduling,schhduling,"['s', 'chh', 'dul', 'ing']",substitution,False,False,15,1,10,10
steak,stak,"['sta', 'k']",deletion,False,False,13,1,5,4
col,cjl,"['c', 'jl']",substitution,True,True,13,1,3,3
thorax,thforax,"['t', 'hf', 'or', 'ax']",insertion,False,False,13,1,6,7
counting,couknting,"['c', 'ouk', 'n', 'tin', 'g']",insertion,False,False,12,1,8,9
localization,localizatin,"['l', 'oc', 'al', 'izat', 'in']",deletion,False,False,20,1,12,11
first,firtst,"['fi', 'rt', 'st']",insertion,True,True,19,1,5,6
pro,po,"['p', 'o']",deletion,True,True,14,1,3,2
planting,panting,"['pan', 'ting']",deletion,False,False,30,1,8,7
promo,promc,"['prom', 'c']",substitution,False,True,22,1,5,5
tot,twt,"['tw', 't']",substitution,True,True,12,1,3,3
inertia,inerta,"['in', 'erta']",deletion,False,False,13,1,7,6
red,re,"['r', 'e']",deletion,True,True,15,1,3,2
cathode,cathde,"['cath', 'de']",deletion,False,False,12,1,7,6
singular,singula,"['sing', 'u', 'l', 'a']",deletion,True,True,21,1,8,7
jean,jan,"['ja', 'n']",deletion,False,False,17,1,4,3
additive,addtive,"['add', 't', 'ive']",deletion,False,False,15,1,8,7
amor,amo,"['am', 'o']",deletion,False,False,23,1,4,3
baseline,baselyne,"['ba', 'se', 'l', 'yn', 'e']",substitution,False,True,16,1,8,8
emerald,emserald,"['ems', 'era', 'l', 'd']",insertion,False,False,23,1,7,8
implies,imqplies,"['im', 'qp', 'lie', 's']",insertion,False,False,21,1,7,8
validation,valfdation,"['v', 'al', 'f', 'dat', 'ion']",substitution,True,True,16,1,10,10
coherent,coheresnt,"['co', 'heres', 'n', 't']",insertion,False,False,15,1,8,9
pairing,piairing,"['pia', 'irin', 'g']",insertion,False,False,29,1,7,8
treme,trevme,"['tre', 'vm', 'e']",insertion,False,False,12,1,5,6
purse,purso,"['purs', 'o']",substitution,False,False,25,1,5,5
tomorrow,tokorrow,"['to', 'ko', 'rr', 'ow']",substitution,False,False,15,1,8,8
tuning,twuning,"['t', 'w', 'uning']",insertion,False,False,13,1,6,7
backpack,bdackpack,"['bd', 'ac', 'kp', 'ac', 'k']",insertion,False,False,13,1,8,9
wrong,wroneg,"['wr', 'o', 'neg']",insertion,True,True,12,1,5,6
intelligent,intelliigent,"['int', 'ell', 'i', 'ig', 'ent']",insertion,False,False,12,1,11,12
isotope,isoope,"['i', 'soo', 'pe']",deletion,False,False,26,1,7,6
mole,molee,"['mole', 'e']",insertion,False,False,19,1,4,5
legate,legae,"['le', 'gae']",deletion,False,True,15,1,6,5
pointer,ponter,"['p', 'onte', 'r']",deletion,True,True,11,1,7,6
relaxation,relaxaion,"['rela', 'x', 'ai', 'o', 'n']",deletion,False,False,27,1,10,9
starch,stparch,"['st', 'pa', 'r', 'ch']",insertion,False,False,12,1,6,7
summary,sumary,"['sum', 'ar', 'y']",deletion,True,True,76,2,7,6
immunity,immnity,"['im', 'm', 'nit', 'y']",deletion,False,False,69,2,8,7
bite,bie,"['bi', 'e']",deletion,False,True,56,2,4,3
hobby,hoby,"['ho', 'by']",deletion,False,False,32,2,5,4
evil,eil,"['e', 'il']",deletion,True,True,42,2,4,3
leave,lesave,"['l', 'esa', 've']",insertion,True,True,48,2,5,6
knife,kife,"['ki', 'fe']",deletion,False,True,82,2,5,4
below,blow,"['blo', 'w']",deletion,True,True,42,2,5,4
thirty,tirty,"['tir', 'ty']",deletion,False,False,70,2,6,5
repository,repositorg,"['rep', 'osit', 'org']",substitution,True,True,50,2,10,10
essence,eksence,"['e', 'ksen', 'ce']",substitution,False,False,67,2,7,7
zoo,zo,"['z', 'o']",deletion,False,False,66,2,3,2
fusion,fjusion,"['fj', 'us', 'i', 'on']",insertion,True,True,84,2,6,7
accordion,acpordion,"['ac', 'po', 'r', 'di', 'on']",substitution,False,True,34,2,9,9
visibility,visiqbility,"['v', 'isi', 'q', 'b', 'ility']",insertion,True,True,43,2,10,11
independent,inependent,"['i', 'nep', 'en', 'dent']",deletion,False,False,36,2,11,10
diver,dijver,"['d', 'ij', 'ver']",insertion,False,False,78,2,5,6
sharing,sharirg,"['sh', 'ari', 'r', 'g']",substitution,True,True,49,2,7,7
mater,matevr,"['mate', 'vr']",insertion,False,False,36,2,5,6
bio,biqo,"['bi', 'qo']",insertion,True,True,72,2,3,4
starting,startihg,"['s', 'ta', 'rt', 'ih', 'g']",substitution,True,True,33,2,8,8
compression,comression,"['com', 'ress', 'i', 'on']",deletion,True,True,58,2,11,10
axis,axhis,"['ax', 'his']",insertion,True,True,77,2,4,5
ingredient,ingredieht,"['i', 'ngr', 'edi', 'e', 'ht']",substitution,False,True,84,2,10,10
noble,noblxe,"['nob', 'l', 'xe']",insertion,False,False,57,2,5,6
slide,slid,"['sl', 'id']",deletion,True,True,82,2,5,4
taxi,taqi,"['ta', 'qi']",substitution,False,False,68,2,4,4
described,descibed,"['de', 'sc', 'i', 'b', 'ed']",deletion,False,False,49,2,9,8
cold,cgold,"['cg', 'old']",insertion,True,True,41,2,4,5
diabetes,diabtes,"['di', 'abt', 'e', 's']",deletion,False,False,68,2,8,7
four,fur,"['f', 'ur']",deletion,True,True,36,2,4,3
caution,cahtion,"['c', 'a', 'ht', 'ion']",substitution,False,False,63,2,7,7
cement,cemet,"['ce', 'met']",deletion,False,False,68,2,6,5
drone,dron,"['dro', 'n']",deletion,False,False,44,2,5,4
poison,poisoo,"['pois', 'oo']",substitution,False,False,33,2,6,6
password,passworz,"['p', 'ass', 'w', 'o', 'rz']",substitution,True,True,61,2,8,8
reliance,relipnce,"['re', 'l', 'ip', 'nc', 'e']",substitution,False,False,35,2,8,8
wavelength,wdavelength,"['wd', 'avel', 'e', 'ng', 'th']",insertion,False,False,40,2,10,11
divide,diwvide,"['di', 'w', 'v', 'ide']",insertion,True,True,34,2,6,7
pin,pibn,"['pi', 'bn']",insertion,True,True,52,2,3,4
hash,hah,"['ha', 'h']",deletion,True,True,45,2,4,3
squirrel,suquirrel,"['s', 'u', 'quir', 'rel']",insertion,False,False,34,2,8,9
pig,plg,"['pl', 'g']",substitution,False,True,74,2,3,3
grove,grovx,"['gro', 'vx']",substitution,False,False,43,2,5,5
solid,sosid,"['so', 'sid']",substitution,True,True,36,2,5,5
contraction,contaaction,"['con', 't', 'aa', 'ction']",substitution,False,False,60,2,11,11
blow,bflow,"['b', 'flow']",insertion,False,False,57,2,4,5
vapor,vaopor,"['vao', 'por']",insertion,False,False,37,2,5,6
alpine,alpifne,"['alp', 'if', 'ne']",insertion,False,False,71,2,6,7
console,cfonsole,"['cf', 'on', 'sol', 'e']",insertion,True,True,81,2,7,8
cry,cr,"['c', 'r']",deletion,True,True,51,2,3,2
ape,ap,"['a', 'p']",deletion,False,True,31,2,3,2
preview,pireview,"['p', 'ir', 'evi', 'ew']",insertion,True,True,55,2,7,8
oxidation,oxdation,"['o', 'x', 'd', 'ati', 'on']",deletion,False,False,43,2,9,8
rotor,roto,"['ro', 'to']",deletion,False,False,40,2,5,4
maturity,matority,"['mato', 'r', 'it', 'y']",substitution,False,False,43,2,8,8
ionization,ionizatioin,"['ion', 'i', 'za', 'ti', 'oin']",insertion,False,False,39,2,10,11
extract,extraoct,"['ext', 'rao', 'ct']",insertion,True,True,47,2,7,8
contains,contyins,"['c', 'on', 'ty', 'in', 's']",substitution,True,True,79,2,8,8
exhaust,exhxaust,"['e', 'xh', 'x', 'au', 'st']",insertion,False,False,34,2,7,8
punt,puvt,"['pu', 'vt']",substitution,False,False,69,2,4,4
heating,hfating,"['hf', 'a', 'tin', 'g']",substitution,False,False,63,2,7,7
rendering,rnendering,"['r', 'nen', 'de', 'ri', 'ng']",insertion,False,False,34,2,9,10
skyscraper,skyscrfaper,"['sky', 'scr', 'f', 'a', 'per']",insertion,False,False,48,2,10,11
short,shot,"['s', 'hot']",deletion,True,True,59,2,5,4
flash,flah,"['fla', 'h']",deletion,True,True,53,2,5,4
inflation,inflatpion,"['in', 'f', 'lat', 'pi', 'on']",insertion,False,False,77,2,9,10
connector,conknector,"['c', 'onk', 'n', 'ector']",insertion,False,True,32,2,9,10
inn,ine,"['i', 'ne']",substitution,True,True,42,2,3,3
visualization,vasualization,"['vas', 'uali', 'z', 'atio', 'n']",substitution,False,True,34,2,13,13
def,detf,"['det', 'f']",insertion,True,True,41,2,3,4
valve,vave,"['v', 'ave']",deletion,False,False,71,2,5,4
liability,liabilify,"['li', 'ab', 'il', 'if', 'y']",substitution,False,False,57,2,9,9
checkpoint,chlckpoint,"['chl', 'ck', 'poi', 'n', 't']",substitution,False,True,40,2,10,10
quad,qxad,"['qx', 'ad']",substitution,True,True,70,2,4,4
brush,bcush,"['bc', 'ush']",substitution,False,True,32,2,5,5
special,speciil,"['s', 'pe', 'cii', 'l']",substitution,True,True,71,2,7,7
rig,riwg,"['ri', 'wg']",insertion,True,True,40,2,3,4
stanza,stanqza,"['st', 'an', 'qz', 'a']",insertion,False,False,34,2,6,7
diffusion,difusion,"['di', 'fus', 'io', 'n']",deletion,False,False,47,2,9,8
efficacy,efficacky,"['effic', 'acky']",insertion,False,False,40,2,8,9
dos,ds,"['d', 's']",deletion,True,True,71,2,3,2
interpreter,intzerpreter,"['i', 'ntz', 'er', 'p', 'reter']",insertion,True,True,68,2,11,12
abdomen,abdooen,"['abd', 'oo', 'en']",substitution,False,False,47,2,7,7
