word,tokens_babel_9b,token_num_babel_9b,tokens_gemma_12b,token_num_gemma_12b,tokens_llama_2_7b,token_num_llama_2_7b,avg_token_num,same_token_num,avg_token_num_rounded,avg_token_num2,same_token_num2,avg_token_num2_rounded,any_token_num_is_1,freq,word_len,freq_quantile
계명,"['ê³Ħ', 'ëªħ']",2,"['계', '명']",2,"['▁', '<0xEA>', '<0xB3>', '<0x84>', '명']",5,3.0,False,3,2.0,True,2,False,6,2,0
봉양,"['ë´ī', 'ìĸĳ']",2,"['봉', '양']",2,"['▁', '<0xEB>', '<0xB4>', '<0x89>', '<0xEC>', '<0x96>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
두유,"['ëĳĲ', 'ìľł']",2,"['두', '유']",2,"['▁', '<0xEB>', '<0x91>', '<0x90>', '유']",5,3.0,False,3,2.0,True,2,False,4,2,0
경사도,"['ê²½', 'ìĤ¬', 'ëıĦ']",3,"['경', '사', '도']",3,"['▁', '경', '사', '도']",4,3.333333333333333,False,3,3.0,True,3,False,5,3,0
가습기,"['ê°Ģ', 'ìĬµ', 'ê¸°']",3,"['가', '습', '기']",3,"['▁', '가', '<0xEC>', '<0x8A>', '<0xB5>', '기']",6,4.0,False,4,3.0,True,3,False,6,3,0
갑석,"['ê°ĳ', 'ìĦĿ']",2,"['갑', '석']",2,"['▁', '<0xEA>', '<0xB0>', '<0x91>', '<0xEC>', '<0x84>', '<0x9D>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
면조,"['ë©´', 'ì¡°']",2,"['면', '조']",2,"['▁', '면', '조']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
의형제,"['ìĿĺ', 'íĺķ', 'ìłľ']",3,"['의', '형', '제']",3,"['▁', '의', '<0xED>', '<0x98>', '<0x95>', '제']",6,4.0,False,4,3.0,True,3,False,4,3,0
무청,"['ë¬´', 'ì²Ń']",2,"['무', '청']",2,"['▁', '무', '<0xEC>', '<0xB2>', '<0xAD>']",5,3.0,False,3,2.0,True,2,False,6,2,0
기능사,"['ê¸°', 'ëĬ¥', 'ìĤ¬']",3,"['기', '능', '사']",3,"['▁', '기', '<0xEB>', '<0x8A>', '<0xA5>', '사']",6,4.0,False,4,3.0,True,3,False,5,3,0
쿠샨,"['ì¿ł', 'ìĥ¨']",2,"['쿠', '샨']",2,"['▁', '<0xEC>', '<0xBF>', '<0xA0>', '<0xEC>', '<0x83>', '<0xA8>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
찬성론자,"['ì°¬', 'ìĦ±', 'ë¡ł', 'ìŀĲ']",4,"['찬', '성', '론', '자']",4,"['▁', '<0xEC>', '<0xB0>', '<0xAC>', '성', '<0xEB>', '<0xA1>', '<0xA0>', '자']",9,5.666666666666667,False,6,4.0,True,4,False,4,4,0
슈퍼볼,"['ìĬĪ', 'íį¼', 'ë³¼']",3,"['슈', '퍼', '볼']",3,"['▁', '<0xEC>', '<0x8A>', '<0x88>', '<0xED>', '<0x8D>', '<0xBC>', '<0xEB>', '<0xB3>', '<0xBC>']",10,5.333333333333333,False,5,3.0,True,3,False,5,3,0
분규,"['ë¶Ħ', 'ê·ľ']",2,"['분', '규']",2,"['▁', '<0xEB>', '<0xB6>', '<0x84>', '<0xEA>', '<0xB7>', '<0x9C>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
들깨,"['ëĵ¤', 'ê¹¨']",2,"['들', '깨']",2,"['▁', '들', '<0xEA>', '<0xB9>', '<0xA8>']",5,3.0,False,3,2.0,True,2,False,4,2,0
방정,"['ë°©', 'ìłķ']",2,"['방', '정']",2,"['▁', '방', '정']",3,2.333333333333333,False,2,2.0,True,2,False,5,2,0
발명자,"['ë°ľ', 'ëªħ', 'ìŀĲ']",3,"['발', '명', '자']",3,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '명', '자']",6,4.0,False,4,3.0,True,3,False,5,3,0
로마사,"['ë¡ľ', 'ë§Ī', 'ìĤ¬']",3,"['로', '마', '사']",3,"['▁', '로', '마', '사']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
맞선,"['ë§ŀ', 'ìĦł']",2,"['맞', '선']",2,"['▁', '<0xEB>', '<0xA7>', '<0x9E>', '선']",5,3.0,False,3,2.0,True,2,False,6,2,0
카와하라,"['ì¹´', 'ìĻĢ', 'íķĺ', 'ëĿ¼']",4,"['카', '와', '하라']",3,"['▁', '<0xEC>', '<0xB9>', '<0xB4>', '<0xEC>', '<0x99>', '<0x80>', '하', '라']",9,5.333333333333333,False,5,3.5,False,4,False,4,4,0
베르나쿨라,"['ë²ł', 'ë¥´', 'ëĤĺ', 'ì¿¨', 'ëĿ¼']",5,"['베', '르', '나', '쿨', '라']",5,"['▁', '<0xEB>', '<0xB2>', '<0xA0>', '<0xEB>', '<0xA5>', '<0xB4>', '나', '<0xEC>', '<0xBF>', '<0xA8>', '라']",12,7.333333333333333,False,7,5.0,True,5,False,4,5,0
화환,"['íĻĶ', 'íĻĺ']",2,"['화', '환']",2,"['▁', '화', '<0xED>', '<0x99>', '<0x98>']",5,3.0,False,3,2.0,True,2,False,6,2,0
화이팅,"['íĻĶ', 'ìĿ´', 'íĮħ']",3,"['화', '이', '팅']",3,"['▁', '화', '이', '<0xED>', '<0x8C>', '<0x85>']",6,4.0,False,4,3.0,True,3,False,4,3,0
대학부,"['ëĮĢíķĻ', 'ë¶Ģ']",2,"['대학', '부']",2,"['▁', '대', '학', '부']",4,2.6666666666666665,False,3,2.0,True,2,False,4,3,0
유등,"['ìľł', 'ëĵ±']",2,"['유', '등']",2,"['▁', '유', '<0xEB>', '<0x93>', '<0xB1>']",5,3.0,False,3,2.0,True,2,False,6,2,0
주종목,"['ì£¼', 'ì¢ħ', 'ëª©']",3,"['주', '종', '목']",3,"['▁', '주', '종', '<0xEB>', '<0xAA>', '<0xA9>']",6,4.0,False,4,3.0,True,3,False,4,3,0
원시인,"['ìĽĲ', 'ìĭľ', 'ìĿ¸']",3,"['원', '시', '인']",3,"['▁', '원', '시', '인']",4,3.333333333333333,False,3,3.0,True,3,False,5,3,0
특장,"['íĬ¹', 'ìŀ¥']",2,"['특', '장']",2,"['▁', '<0xED>', '<0x8A>', '<0xB9>', '장']",5,3.0,False,3,2.0,True,2,False,6,2,0
안길,"['ìķĪ', 'ê¸¸']",2,"['안', '길']",2,"['▁', '안', '<0xEA>', '<0xB8>', '<0xB8>']",5,3.0,False,3,2.0,True,2,False,4,2,0
삼수,"['ìĤ¼', 'ìĪĺ']",2,"['삼', '수']",2,"['▁', '<0xEC>', '<0x82>', '<0xBC>', '수']",5,3.0,False,3,2.0,True,2,False,5,2,0
조인트,"['ì¡°', 'ìĿ¸', 'íĬ¸']",3,"['조', '인트']",2,"['▁', '조', '인', '트']",4,3.0,False,3,2.5,False,3,False,5,3,0
천대,"['ì²ľ', 'ëĮĢ']",2,"['천', '대']",2,"['▁', '천', '대']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
지구상,"['ì§Ģ', 'êµ¬', 'ìĥģ']",3,"['지', '구', '상']",3,"['▁', '지', '구', '상']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
가바네,"['ê°Ģ', 'ë°Ķ', 'ëĦ¤']",3,"['가', '바', '네']",3,"['▁', '가', '바', '<0xEB>', '<0x84>', '<0xA4>']",6,4.0,False,4,3.0,True,3,False,4,3,0
두학,"['ëĳĲ', 'íķĻ']",2,"['두', '학']",2,"['▁', '<0xEB>', '<0x91>', '<0x90>', '학']",5,3.0,False,3,2.0,True,2,False,5,2,0
고조부,"['ê³ł', 'ì¡°', 'ë¶Ģ']",3,"['고', '조', '부']",3,"['▁', '고', '조', '부']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
낙차,"['ëĤĻ', 'ì°¨']",2,"['낙', '차']",2,"['▁', '<0xEB>', '<0x82>', '<0x99>', '차']",5,3.0,False,3,2.0,True,2,False,6,2,0
정담,"['ìłķ', 'ëĭ´']",2,"['정', '담']",2,"['▁', '정', '<0xEB>', '<0x8B>', '<0xB4>']",5,3.0,False,3,2.0,True,2,False,5,2,0
금속판,"['ê¸Ī', 'ìĨį', 'íĮĲ']",3,"['금', '속', '판']",3,"['▁', '<0xEA>', '<0xB8>', '<0x88>', '<0xEC>', '<0x86>', '<0x8D>', '<0xED>', '<0x8C>', '<0x90>']",10,5.333333333333333,False,5,3.0,True,3,False,6,3,0
숨결,"['ìĪ¨', 'ê²°']",2,"['숨', '결']",2,"['▁', '<0xEC>', '<0x88>', '<0xA8>', '<0xEA>', '<0xB2>', '<0xB0>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
샤우데르,"['ìĥ¤', 'ìļ°', 'ëį°', 'ë¥´']",4,"['샤', '우', '데', '르']",4,"['▁', '<0xEC>', '<0x83>', '<0xA4>', '우', '<0xEB>', '<0x8D>', '<0xB0>', '<0xEB>', '<0xA5>', '<0xB4>']",11,6.333333333333333,False,6,4.0,True,4,False,6,4,0
루아얄,"['ë£¨', 'ìķĦ', 'ìĸĦ']",3,"['루', '아', '얄']",3,"['▁', '<0xEB>', '<0xA3>', '<0xA8>', '아', '<0xEC>', '<0x96>', '<0x84>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
투셰,"['íĪ¬', 'ìħ°']",2,"['투', '셰']",2,"['▁', '<0xED>', '<0x88>', '<0xAC>', '<0xEC>', '<0x85>', '<0xB0>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
유치장,"['ìľł', 'ì¹ĺ', 'ìŀ¥']",3,"['유', '치', '장']",3,"['▁', '유', '<0xEC>', '<0xB9>', '<0x98>', '장']",6,4.0,False,4,3.0,True,3,False,5,3,0
허상,"['íĹĪ', 'ìĥģ']",2,"['허', '상']",2,"['▁', '<0xED>', '<0x97>', '<0x88>', '상']",5,3.0,False,3,2.0,True,2,False,4,2,0
은덕,"['ìĿĢ', 'ëįķ']",2,"['은', '덕']",2,"['▁', '은', '<0xEB>', '<0x8D>', '<0x95>']",5,3.0,False,3,2.0,True,2,False,6,2,0
숲길,"['ìĪ²', 'ê¸¸']",2,"['숲', '길']",2,"['▁', '<0xEC>', '<0x88>', '<0xB2>', '<0xEA>', '<0xB8>', '<0xB8>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
사화,"['ìĤ¬', 'íĻĶ']",2,"['사', '화']",2,"['▁', '사', '화']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
성은,"['ìĦ±', 'ìĿĢ']",2,['성은'],1,"['▁', '성', '은']",3,2.0,False,2,1.5,False,2,True,4,2,0
찌꺼기,"['ì°Į', 'êº¼', 'ê¸°']",3,"['찌', '꺼', '기']",3,"['▁', '<0xEC>', '<0xB0>', '<0x8C>', '<0xEA>', '<0xBA>', '<0xBC>', '기']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
바닐라,"['ë°Ķ', 'ëĭĲ', 'ëĿ¼']",3,"['바', '닐', '라']",3,"['▁', '바', '<0xEB>', '<0x8B>', '<0x90>', '라']",6,4.0,False,4,3.0,True,3,False,6,3,0
인물상,"['ìĿ¸', 'ë¬¼', 'ìĥģ']",3,"['인', '물', '상']",3,"['▁', '인', '<0xEB>', '<0xAC>', '<0xBC>', '상']",6,4.0,False,4,3.0,True,3,False,5,3,0
의용,"['ìĿĺ', 'ìļ©']",2,"['의', '용']",2,"['▁', '의', '용']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
서울지방경찰청장,"['ìĦľ', 'ìļ¸', 'ì§Ģ', 'ë°©', 'ê²½', 'ì°°', 'ì²Ń', 'ìŀ¥']",8,"['서울', '지', '방', '경', '찰', '청', '장']",7,"['▁', '서', '<0xEC>', '<0x9A>', '<0xB8>', '지', '방', '경', '<0xEC>', '<0xB0>', '<0xB0>', '<0xEC>', '<0xB2>', '<0xAD>', '장']",15,10.0,False,10,7.5,False,8,False,4,8,0
산실,"['ìĤ°', 'ìĭ¤']",2,"['산', '실']",2,"['▁', '산', '<0xEC>', '<0x8B>', '<0xA4>']",5,3.0,False,3,2.0,True,2,False,6,2,0
써머,"['ìį¨', 'ë¨¸']",2,"['써', '머']",2,"['▁', '<0xEC>', '<0x8D>', '<0xA8>', '<0xEB>', '<0xA8>', '<0xB8>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
형사법,"['íĺķ', 'ìĤ¬', 'ë²ķ']",3,"['형', '사', '법']",3,"['▁', '<0xED>', '<0x98>', '<0x95>', '사', '<0xEB>', '<0xB2>', '<0x95>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
가호쿠군,"['ê°Ģ', 'íĺ¸', 'ì¿ł', 'êµ°']",4,"['가', '호', '쿠', '군']",4,"['▁', '가', '호', '<0xEC>', '<0xBF>', '<0xA0>', '군']",7,5.0,False,5,4.0,True,4,False,4,4,0
통제선,"['íĨµ', 'ìłľ', 'ìĦł']",3,"['통', '제', '선']",3,"['▁', '<0xED>', '<0x86>', '<0xB5>', '제', '선']",6,4.0,False,4,3.0,True,3,False,4,3,0
재취,"['ìŀ¬', 'ì·¨']",2,"['재', '취']",2,"['▁', '재', '<0xEC>', '<0xB7>', '<0xA8>']",5,3.0,False,3,2.0,True,2,False,4,2,0
청서,"['ì²Ń', 'ìĦľ']",2,"['청', '서']",2,"['▁', '<0xEC>', '<0xB2>', '<0xAD>', '서']",5,3.0,False,3,2.0,True,2,False,5,2,0
나츠키,"['ëĤĺ', 'ì¸', 'łí', 'Ĥ¤']",4,"['나', '츠', '키']",3,"['▁', '나', '<0xEC>', '<0xB8>', '<0xA0>', '<0xED>', '<0x82>', '<0xA4>']",8,5.0,False,5,3.5,False,4,False,4,3,0
납골당,"['ëĤ©', 'ê³¨', 'ëĭ¹']",3,"['납', '골', '당']",3,"['▁', '<0xEB>', '<0x82>', '<0xA9>', '<0xEA>', '<0xB3>', '<0xA8>', '<0xEB>', '<0x8B>', '<0xB9>']",10,5.333333333333333,False,5,3.0,True,3,False,4,3,0
총조사,"['ì´Ŀ', 'ì¡°ìĤ¬']",2,"['총', '조', '사']",3,"['▁', '<0xEC>', '<0xB4>', '<0x9D>', '조', '사']",6,3.6666666666666665,False,4,2.5,False,3,False,6,3,0
부역자,"['ë¶Ģ', 'ìĹŃ', 'ìŀĲ']",3,"['부', '역', '자']",3,"['▁', '부', '역', '자']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
지단,"['ì§Ģ', 'ëĭ¨']",2,"['지', '단']",2,"['▁', '지', '단']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
한계점,"['íķľ', 'ê³Ħ', 'ìłĲ']",3,"['한', '계', '점']",3,"['▁', '한', '<0xEA>', '<0xB3>', '<0x84>', '<0xEC>', '<0xA0>', '<0x90>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
마이크로미터,"['ë§Ī', 'ìĿ´', 'íģ¬', 'ë¡ľ', 'ë¯¸', 'íĦ°']",6,"['마', '이크', '로', '미', '터']",5,"['▁', '마', '이', '<0xED>', '<0x81>', '<0xAC>', '로', '미', '터']",9,6.666666666666667,False,7,5.5,False,6,False,4,6,0
네이션스리그,"['ëĦ¤', 'ìĿ´', 'ìħĺ', 'ìĬ¤', 'ë¦¬', 'ê·¸']",6,"['네', '이션', '스', '리그']",4,"['▁', '<0xEB>', '<0x84>', '<0xA4>', '이', '<0xEC>', '<0x85>', '<0x98>', '스', '리', '그']",11,7.0,False,7,5.0,False,5,False,5,6,0
한시적,"['íķľ', 'ìĭľ', 'ìłģ']",3,"['한', '시', '적']",3,"['▁', '한', '시', '<0xEC>', '<0xA0>', '<0x81>']",6,4.0,False,4,3.0,True,3,False,5,3,0
관극,"['ê´Ģ', 'ê·¹']",2,"['관', '극']",2,"['▁', '<0xEA>', '<0xB4>', '<0x80>', '<0xEA>', '<0xB7>', '<0xB9>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
간병인,"['ê°Ħ', 'ë³ĳ', 'ìĿ¸']",3,"['간', '병', '인']",3,"['▁', '<0xEA>', '<0xB0>', '<0x84>', '<0xEB>', '<0xB3>', '<0x91>', '인']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
조수석,"['ì¡°', 'ìĪĺ', 'ìĦĿ']",3,"['조', '수', '석']",3,"['▁', '조', '수', '<0xEC>', '<0x84>', '<0x9D>']",6,4.0,False,4,3.0,True,3,False,5,3,0
농기,"['ëĨį', 'ê¸°']",2,"['농', '기']",2,"['▁', '<0xEB>', '<0x86>', '<0x8D>', '기']",5,3.0,False,3,2.0,True,2,False,4,2,0
저작권법,"['ìłĢ', 'ìŀĳ', 'ê¶Į', 'ë²ķ']",4,"['저', '작', '권', '법']",4,"['▁', '<0xEC>', '<0xA0>', '<0x80>', '<0xEC>', '<0x9E>', '<0x91>', '<0xEA>', '<0xB6>', '<0x8C>', '<0xEB>', '<0xB2>', '<0x95>']",13,7.0,False,7,4.0,True,4,False,4,4,0
페르시,"['íİĺ', 'ë¥´', 'ìĭľ']",3,"['페', '르', '시']",3,"['▁', '<0xED>', '<0x8E>', '<0x98>', '<0xEB>', '<0xA5>', '<0xB4>', '시']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
스케르초,"['ìĬ¤', 'ì¼Ģ', 'ë¥´', 'ì´Ī']",4,"['스', '케', '르', '초']",4,"['▁', '스', '<0xEC>', '<0xBC>', '<0x80>', '<0xEB>', '<0xA5>', '<0xB4>', '<0xEC>', '<0xB4>', '<0x88>']",11,6.333333333333333,False,6,4.0,True,4,False,5,4,0
상담역,"['ìĥģëĭ´', 'ìĹŃ']",2,"['상', '담', '역']",3,"['▁', '상', '<0xEB>', '<0x8B>', '<0xB4>', '역']",6,3.6666666666666665,False,4,2.5,False,3,False,4,3,0
일품,"['ìĿ¼', 'íĴĪ']",2,"['일', '품']",2,"['▁', '일', '<0xED>', '<0x92>', '<0x88>']",5,3.0,False,3,2.0,True,2,False,5,2,0
판지,"['íĮĲ', 'ì§Ģ']",2,"['판', '지']",2,"['▁', '<0xED>', '<0x8C>', '<0x90>', '지']",5,3.0,False,3,2.0,True,2,False,5,2,0
김구응,"['ê¹Ģ', 'êµ¬', 'ìĿĳ']",3,"['김', '구', '응']",3,"['▁', '김', '구', '<0xEC>', '<0x9D>', '<0x91>']",6,4.0,False,4,3.0,True,3,False,4,3,0
성층권,"['ìĦ±', 'ì¸µ', 'ê¶Į']",3,"['성', '층', '권']",3,"['▁', '성', '<0xEC>', '<0xB8>', '<0xB5>', '<0xEA>', '<0xB6>', '<0x8C>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
현충,"['íĺĦ', 'ì¶©']",2,"['현', '충']",2,"['▁', '현', '<0xEC>', '<0xB6>', '<0xA9>']",5,3.0,False,3,2.0,True,2,False,6,2,0
연잎,"['ìĹ°', 'ìŀİ']",2,"['연', '잎']",2,"['▁', '연', '<0xEC>', '<0x9E>', '<0x8E>']",5,3.0,False,3,2.0,True,2,False,5,2,0
미야하라촌,"['ë¯¸', 'ìķ¼', 'íķĺ', 'ëĿ¼', 'ì´Į']",5,"['미', '야', '하라', '촌']",4,"['▁', '미', '<0xEC>', '<0x95>', '<0xBC>', '하', '라', '<0xEC>', '<0xB4>', '<0x8C>']",10,6.333333333333333,False,6,4.5,False,5,False,6,5,0
채비,"['ì±Ħ', 'ë¹Ħ']",2,"['채', '비']",2,"['▁', '<0xEC>', '<0xB1>', '<0x84>', '비']",5,3.0,False,3,2.0,True,2,False,5,2,0
올케,"['ìĺ¬', 'ì¼Ģ']",2,"['올', '케']",2,"['▁', '<0xEC>', '<0x98>', '<0xAC>', '<0xEC>', '<0xBC>', '<0x80>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
엉클,"['ìĹī', 'íģ´']",2,"['엉', '클']",2,"['▁', '<0xEC>', '<0x97>', '<0x89>', '<0xED>', '<0x81>', '<0xB4>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
우메즈,"['ìļ°', 'ë©Ķ', 'ì¦Ī']",3,"['우', '메', '즈']",3,"['▁', '우', '<0xEB>', '<0xA9>', '<0x94>', '<0xEC>', '<0xA6>', '<0x88>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
덤프,"['ëį', '¤í', 'ĶĦ']",3,"['덤', '프']",2,"['▁', '<0xEB>', '<0x8D>', '<0xA4>', '<0xED>', '<0x94>', '<0x84>']",7,4.0,False,4,2.5,False,3,False,4,2,0
발육,"['ë°ľ', 'ìľ¡']",2,"['발', '육']",2,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '<0xEC>', '<0x9C>', '<0xA1>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
위압,"['ìľĦ', 'ìķķ']",2,"['위', '압']",2,"['▁', '위', '<0xEC>', '<0x95>', '<0x95>']",5,3.0,False,3,2.0,True,2,False,5,2,0
서랍,"['ìĦľ', 'ëŀį']",2,"['서', '랍']",2,"['▁', '서', '<0xEB>', '<0x9E>', '<0x8D>']",5,3.0,False,3,2.0,True,2,False,6,2,0
하늘소,"['íķĺ', 'ëĬĺ', 'ìĨĮ']",3,"['하', '늘', '소']",3,"['▁', '하', '<0xEB>', '<0x8A>', '<0x98>', '소']",6,4.0,False,4,3.0,True,3,False,5,3,0
투숙,"['íĪ¬', 'ìĪĻ']",2,"['투', '숙']",2,"['▁', '<0xED>', '<0x88>', '<0xAC>', '<0xEC>', '<0x88>', '<0x99>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
스톰프,"['ìĬ¤', 'íĨ°', 'íĶĦ']",3,"['스', '톰', '프']",3,"['▁', '스', '<0xED>', '<0x86>', '<0xB0>', '<0xED>', '<0x94>', '<0x84>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
신의,"['ìĭł', 'ìĿĺ']",2,['신의'],1,"['▁', '신', '의']",3,2.0,False,2,1.5,False,2,True,5,2,0
후우카,"['íĽĦ', 'ìļ°', 'ì¹´']",3,"['후', '우', '카']",3,"['▁', '<0xED>', '<0x9B>', '<0x84>', '우', '<0xEC>', '<0xB9>', '<0xB4>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
응교,"['ìĿĳ', 'êµĲ']",2,"['응', '교']",2,"['▁', '<0xEC>', '<0x9D>', '<0x91>', '교']",5,3.0,False,3,2.0,True,2,False,6,2,0
니어,"['ëĭĪ', 'ìĸ´']",2,['니어'],1,"['▁', '니', '어']",3,2.0,False,2,1.5,False,2,True,4,2,0
실증주의자,"['ìĭ¤', 'ì¦Ŀ', 'ì£¼ìĿĺ', 'ìŀĲ']",4,"['실', '증', '주의', '자']",4,"['▁', '<0xEC>', '<0x8B>', '<0xA4>', '<0xEC>', '<0xA6>', '<0x9D>', '주', '의', '자']",10,6.0,False,6,4.0,True,4,False,4,5,0
은실,"['ìĿĢ', 'ìĭ¤']",2,"['은', '실']",2,"['▁', '은', '<0xEC>', '<0x8B>', '<0xA4>']",5,3.0,False,3,2.0,True,2,False,5,2,0
피습,"['íĶ¼', 'ìĬµ']",2,"['피', '습']",2,"['▁', '<0xED>', '<0x94>', '<0xBC>', '<0xEC>', '<0x8A>', '<0xB5>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
슈헤이,"['ìĬĪ', 'íĹ¤', 'ìĿ´']",3,"['슈', '헤', '이']",3,"['▁', '<0xEC>', '<0x8A>', '<0x88>', '<0xED>', '<0x97>', '<0xA4>', '이']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
부주임,"['ë¶Ģ', 'ì£¼', 'ìŀĦ']",3,"['부', '주', '임']",3,"['▁', '부', '주', '<0xEC>', '<0x9E>', '<0x84>']",6,4.0,False,4,3.0,True,3,False,6,3,0
붕당,"['ë¶ķ', 'ëĭ¹']",2,"['붕', '당']",2,"['▁', '<0xEB>', '<0xB6>', '<0x95>', '<0xEB>', '<0x8B>', '<0xB9>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
피란민,"['íĶ¼', 'ëŀĢ', 'ë¯¼']",3,"['피', '란', '민']",3,"['▁', '<0xED>', '<0x94>', '<0xBC>', '<0xEB>', '<0x9E>', '<0x80>', '민']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
콩기름,"['ì½©', 'ê¸°', 'ë¦Ħ']",3,"['콩', '기', '름']",3,"['▁', '<0xEC>', '<0xBD>', '<0xA9>', '기', '<0xEB>', '<0xA6>', '<0x84>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
호조본,"['íĺ¸', 'ì¡°', 'ë³¸']",3,"['호', '조', '본']",3,"['▁', '호', '조', '<0xEB>', '<0xB3>', '<0xB8>']",6,4.0,False,4,3.0,True,3,False,6,3,0
다트,"['ëĭ¤', 'íĬ¸']",2,"['다', '트']",2,"['▁', '다', '트']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
