word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
Ess,Esxs,"['Es', 'xs']",insertion,True,True,7,0,3,4
Trust,Truset,"['Tr', 'uset']",insertion,True,True,4,0,5,6
Jesus,Jkesus,"['J', 'kes', 'us']",insertion,True,True,5,0,5,6
Bass,Bais,"['B', 'ais']",substitution,False,False,5,0,4,4
Bot,Bo,"['B', 'o']",deletion,True,True,5,0,3,2
het,heö,"['he', 'ö']",substitution,True,True,5,0,3,3
Script,Sciript,"['S', 'cir', 'ipt']",insertion,True,True,6,0,6,7
rund,ruzd,"['ru', 'zd']",substitution,False,False,6,0,4,4
Labour,Labou,"['Lab', 'ou']",deletion,True,True,4,0,6,5
lat,ladt,"['l', 'adt']",insertion,True,True,6,0,3,4
Hab,Hb,"['H', 'b']",deletion,False,False,5,0,3,2
stark,sitark,"['si', 'tar', 'k']",insertion,False,True,5,0,5,6
municipio,municiio,"['mu', 'n', 'ic', 'ii', 'o']",deletion,False,True,5,0,9,8
Commander,Commnder,"['Com', 'm', 'nd', 'e', 'r']",deletion,False,False,8,0,9,8
Ich,Ic,"['I', 'c']",deletion,True,True,5,0,3,2
autor,autof,"['aut', 'of']",substitution,True,True,6,0,5,5
meer,mer,"['m', 'er']",deletion,True,True,4,0,4,3
gesch,geosch,"['ge', 'os', 'ch']",insertion,True,True,4,0,5,6
Van,Vun,"['V', 'un']",substitution,True,True,4,0,3,3
Altern,Alteqn,"['A', 'lt', 'eqn']",substitution,True,True,4,0,6,6
Total,Toal,"['To', 'al']",deletion,True,True,5,0,5,4
engineering,enginepring,"['engine', 'p', 'ri', 'ng']",substitution,True,True,7,0,11,11
acht,ach,"['a', 'ch']",deletion,True,True,5,0,4,3
Non,Nonn,"['N', 'onn']",insertion,True,True,7,0,3,4
name,naze,"['n', 'aze']",substitution,True,True,6,0,4,4
ten,tekn,"['tek', 'n']",insertion,True,True,4,0,3,4
finden,fiden,"['f', 'iden']",deletion,False,False,5,0,6,5
Race,Rpace,"['R', 'pace']",insertion,True,True,4,0,4,5
Play,Pplay,"['P', 'play']",insertion,True,True,8,0,4,5
Aug,Ag,"['A', 'g']",deletion,True,True,6,0,3,2
Marina,Maina,"['Ma', 'ina']",deletion,False,False,5,0,6,5
GUI,GI,"['G', 'I']",deletion,True,True,7,0,3,2
Collect,Cnollect,"['C', 'n', 'o', 'll', 'ect']",insertion,True,True,5,0,7,8
Lot,Lt,"['L', 't']",deletion,True,True,5,0,3,2
Air,Ar,"['A', 'r']",deletion,True,True,7,0,3,2
hinter,hianter,"['h', 'iante', 'r']",insertion,False,True,8,0,6,7
kind,ktind,"['kt', 'ind']",insertion,True,True,8,0,4,5
acres,acxes,"['ac', 'xes']",substitution,False,False,6,0,5,5
Linux,Linuß,"['Lin', 'uß']",substitution,True,True,7,0,5,5
Content,Conyent,"['C', 'ony', 'ent']",substitution,True,True,5,0,7,7
Lang,Lag,"['La', 'g']",deletion,True,True,7,0,4,3
über,übber,"['üb', 'ber']",insertion,True,True,8,0,4,5
wegen,wegn,"['we', 'gn']",deletion,False,False,6,0,5,4
Page,Paje,"['Pa', 'je']",substitution,True,True,6,0,4,4
geld,gelvd,"['gel', 'vd']",insertion,False,False,4,0,4,5
Learning,Lsearning,"['L', 's', 'e', 'ar', 'ning']",insertion,True,True,7,0,8,9
Hass,Hiss,"['H', 'iss']",substitution,False,True,6,0,4,4
stern,steürn,"['ste', 'ür', 'n']",insertion,False,False,4,0,5,6
Chart,Chäart,"['C', 'hä', 'art']",insertion,True,True,5,0,5,6
ver,ve,"['v', 'e']",deletion,True,True,6,0,3,2
Commission,Commiission,"['Comm', 'i', 'iss', 'io', 'n']",insertion,True,True,6,0,10,11
Papa,Paa,"['P', 'aa']",deletion,False,False,4,0,4,3
Game,Gam,"['G', 'am']",deletion,True,True,4,0,4,3
international,inernational,"['ine', 'rn', 'a', 'tion', 'al']",deletion,True,True,4,0,13,12
Board,Boarod,"['B', 'o', 'arod']",insertion,True,True,6,0,5,6
Pub,Pkb,"['P', 'kb']",substitution,True,True,8,0,3,3
Arts,Art,"['A', 'rt']",deletion,False,False,5,0,4,3
anti,awti,"['aw', 'ti']",substitution,True,True,4,0,4,4
Icon,Ison,"['I', 'son']",substitution,True,True,5,0,4,4
nord,nor,"['no', 'r']",deletion,False,False,6,0,4,3
Abstract,Abtract,"['Ab', 'tr', 'ac', 't']",deletion,True,True,4,0,8,7
Mach,Macs,"['Ma', 'cs']",substitution,False,False,5,0,4,4
District,Distict,"['Dist', 'ic', 't']",deletion,True,True,6,0,8,7
Scanner,Scnner,"['Sc', 'n', 'ner']",deletion,True,True,4,0,7,6
national,nationl,"['na', 'tion', 'l']",deletion,True,True,4,0,8,7
dit,dim,"['d', 'im']",substitution,True,True,4,0,3,3
state,sate,"['sa', 'te']",deletion,True,True,5,0,5,4
Input,Inplut,"['In', 'pl', 'ut']",insertion,True,True,6,0,5,6
Girl,Gil,"['Gi', 'l']",deletion,True,True,4,0,4,3
Hart,Hrt,"['H', 'rt']",deletion,False,False,6,0,4,3
Village,Vllage,"['V', 'l', 'lage']",deletion,False,False,5,0,7,6
Tower,Towwer,"['To', 'w', 'wer']",insertion,True,True,4,0,5,6
Stack,Stac,"['S', 'tac']",deletion,True,True,18,1,5,4
Angel,Anhgel,"['An', 'h', 'gel']",insertion,True,True,11,1,5,6
system,sysem,"['sys', 'em']",deletion,True,True,11,1,6,5
Type,Typq,"['Typ', 'q']",substitution,True,True,18,1,4,4
Stream,Streaqm,"['St', 'rea', 'q', 'm']",insertion,True,True,22,1,6,7
Hollywood,Hollywoot,"['Hol', 'ly', 'wo', 'ot']",substitution,False,False,15,1,9,9
Wild,Wil,"['W', 'il']",deletion,True,True,18,1,4,3
Print,Prißnt,"['Pr', 'iß', 'nt']",insertion,True,True,9,1,5,6
Nieder,Niedem,"['N', 'ied', 'em']",substitution,False,False,15,1,6,6
Muse,Mcuse,"['Mc', 'use']",insertion,False,False,15,1,4,5
Header,Headhr,"['Head', 'hr']",substitution,True,True,13,1,6,6
Null,Nul,"['N', 'ul']",deletion,True,True,22,1,4,3
Multi,Multj,"['Mult', 'j']",substitution,True,True,17,1,5,5
neben,nebn,"['ne', 'bn']",deletion,False,True,11,1,5,4
Qual,Quao,"['Qu', 'ao']",substitution,True,True,15,1,4,4
Meteor,Meieor,"['Me', 'i', 'eor']",substitution,True,True,11,1,6,6
bzw,bz,"['b', 'z']",deletion,False,True,18,1,3,2
Over,Ovar,"['O', 'var']",substitution,True,True,11,1,4,4
Township,Townhip,"['T', 'ow', 'n', 'hip']",deletion,False,True,11,1,8,7
sein,ssein,"['s', 'sein']",insertion,True,True,12,1,4,5
Hard,Harud,"['Har', 'ud']",insertion,True,True,13,1,4,5
Order,Orde,"['Or', 'de']",deletion,True,True,9,1,5,4
Source,Sourcje,"['So', 'u', 'rc', 'je']",insertion,True,True,14,1,6,7
Pol,Poe,"['Po', 'e']",substitution,True,True,9,1,3,3
trans,tran,"['t', 'ran']",deletion,True,True,10,1,5,4
std,sd,"['s', 'd']",deletion,True,True,10,1,3,2
Berliner,Brliner,"['Br', 'li', 'ne', 'r']",deletion,False,True,22,1,8,7
Engine,Enginge,"['E', 'ng', 'inge']",insertion,True,True,21,1,6,7
Express,Expres,"['E', 'xp', 'res']",deletion,True,True,15,1,7,6
Hockey,Hockefy,"['H', 'ock', 'ef', 'y']",insertion,False,False,17,1,6,7
bit,bt,"['b', 't']",deletion,True,True,15,1,3,2
bekannt,bekant,"['b', 'ek', 'ant']",deletion,False,True,13,1,7,6
Call,Cal,"['C', 'al']",deletion,True,True,10,1,4,3
High,Hih,"['H', 'ih']",deletion,True,True,16,1,4,3
Rom,Rm,"['R', 'm']",deletion,True,True,22,1,3,2
Theorem,Theorrem,"['The', 'orr', 'em']",insertion,False,False,17,1,7,8
Analysis,Anlysis,"['An', 'l', 'ysis']",deletion,True,True,22,1,8,7
Button,Butcon,"['B', 'ut', 'con']",substitution,True,True,11,1,6,6
Ernst,Eräst,"['Er', 'äst']",substitution,False,True,15,1,5,5
Braun,Brauwn,"['Bra', 'uw', 'n']",insertion,False,False,9,1,5,6
Future,Fußture,"['F', 'uß', 'tu', 're']",insertion,True,True,12,1,6,7
Jet,Jt,"['J', 't']",deletion,True,True,11,1,3,2
Orient,Oroient,"['Or', 'o', 'ie', 'nt']",insertion,False,False,17,1,6,7
Director,Directo,"['D', 'ire', 'c', 'to']",deletion,True,True,20,1,8,7
recht,rpcht,"['rp', 'cht']",substitution,True,True,13,1,5,5
Atlas,Atla,"['At', 'la']",deletion,True,True,17,1,5,4
Tun,Tunn,"['T', 'unn']",insertion,False,False,20,1,3,4
Vier,Viet,"['V', 'iet']",substitution,False,True,9,1,4,4
First,Ferst,"['F', 'erst']",substitution,True,True,9,1,5,5
stop,stog,"['sto', 'g']",substitution,True,True,10,1,4,4
Gros,Grs,"['G', 'rs']",deletion,False,True,13,1,4,3
Digital,Ditital,"['Di', 't', 'i', 'tal']",substitution,True,True,9,1,7,7
vol,vo,"['v', 'o']",deletion,True,True,16,1,3,2
Neu,Nu,"['N', 'u']",deletion,False,False,22,1,3,2
Captain,Captaiqn,"['Ca', 'pt', 'ai', 'q', 'n']",insertion,True,True,10,1,7,8
ups,ubps,"['ub', 'ps']",insertion,True,True,11,1,3,4
Port,Prt,"['P', 'rt']",deletion,True,True,22,1,4,3
ober,obr,"['ob', 'r']",deletion,True,True,12,1,4,3
Town,Twn,"['T', 'wn']",deletion,True,True,9,1,4,3
Framework,Framewovk,"['Fr', 'am', 'ew', 'ov', 'k']",substitution,True,True,12,1,9,9
Bart,Barß,"['Bar', 'ß']",substitution,False,False,20,1,4,4
Android,Androd,"['An', 'dr', 'od']",deletion,True,True,14,1,7,6
Mess,Mesd,"['Me', 'sd']",substitution,True,True,11,1,4,4
Frame,Fraime,"['F', 'ra', 'ime']",insertion,True,True,14,1,5,6
Müller,Mühler,"['M', 'üh', 'ler']",substitution,False,False,10,1,6,6
synchron,synchton,"['sync', 'h', 'to', 'n']",substitution,False,False,12,1,8,8
Euro,Ero,"['E', 'ro']",deletion,True,True,17,1,4,3
House,Hmouse,"['H', 'mouse']",insertion,True,True,17,1,5,6
Colonel,Coloknel,"['Col', 'o', 'k', 'ne', 'l']",insertion,False,False,13,1,7,8
Twitter,Tkwitter,"['T', 'kw', 'itter']",insertion,True,True,9,1,7,8
Real,Rel,"['Re', 'l']",deletion,True,True,12,1,4,3
klein,klsein,"['kl', 'sein']",insertion,False,True,19,1,5,6
Pass,Pas,"['Pa', 's']",deletion,True,True,14,1,4,3
Prix,Prib,"['P', 'rib']",substitution,False,False,10,1,4,4
Wiener,Wienver,"['W', 'i', 'env', 'er']",insertion,False,True,12,1,6,7
Champion,Chamnpion,"['Ch', 'am', 'np', 'ion']",insertion,False,False,17,1,8,9
zeit,zei,"['ze', 'i']",deletion,True,True,21,1,4,3
All,Al,"['A', 'l']",deletion,True,True,19,1,3,2
Super,Suer,"['S', 'uer']",deletion,True,True,14,1,5,4
Orange,Orapnge,"['O', 'ra', 'png', 'e']",insertion,True,True,18,1,6,7
Setting,Sytting,"['S', 'y', 't', 'ting']",substitution,True,True,9,1,7,7
prominent,prominznt,"['pro', 'mi', 'n', 'z', 'nt']",substitution,False,True,19,1,9,9
Plot,Plgt,"['Pl', 'gt']",substitution,True,True,13,1,4,4
Games,Gammes,"['G', 'am', 'mes']",insertion,True,True,15,1,5,6
kurz,kur,"['ku', 'r']",deletion,False,True,11,1,4,3
Wal,Wql,"['W', 'ql']",substitution,True,True,18,1,3,3
Ent,Eni,"['E', 'ni']",substitution,True,True,9,1,3,3
Kit,Kiß,"['K', 'iß']",substitution,True,True,9,1,3,3
Plus,Pus,"['P', 'us']",deletion,True,True,13,1,4,3
Grand,Gran,"['G', 'ran']",deletion,True,True,14,1,5,4
Sold,Sol,"['So', 'l']",deletion,True,True,11,1,4,3
Facebook,Facebok,"['F', 'ac', 'eb', 'ok']",deletion,True,True,9,1,8,7
how,ho,"['h', 'o']",deletion,True,True,14,1,3,2
Email,Emfail,"['Em', 'fa', 'il']",insertion,True,True,9,1,5,6
Frei,Frdi,"['Fr', 'di']",substitution,False,True,11,1,4,4
Stop,Sttop,"['St', 'top']",insertion,True,True,9,1,4,5
User,Uspr,"['Us', 'pr']",substitution,True,True,12,1,4,4
Open,Oen,"['O', 'en']",deletion,True,True,13,1,4,3
Background,Backgroujnd,"['Back', 'gro', 'uj', 'nd']",insertion,True,True,10,1,10,11
Luke,Lke,"['L', 'ke']",deletion,True,True,11,1,4,3
Web,Wob,"['W', 'ob']",substitution,True,True,15,1,3,3
Inn,Ingn,"['In', 'gn']",insertion,False,False,17,1,3,4
JavaScript,JavavScript,"['Java', 'v', 'Script']",insertion,True,True,9,1,10,11
erhalten,erhlten,"['er', 'h', 'lt', 'en']",deletion,False,True,10,1,8,7
Hall,Hal,"['Ha', 'l']",deletion,True,True,9,1,4,3
eigen,eige,"['e', 'ige']",deletion,False,False,15,1,5,4
Prime,Pkrime,"['P', 'kr', 'ime']",insertion,True,True,12,1,5,6
Site,Sitf,"['Si', 'tf']",substitution,True,True,10,1,4,4
Navigation,Navirgation,"['Nav', 'ir', 'ga', 't', 'ion']",insertion,True,True,16,1,10,11
Account,Acount,"['A', 'c', 'ount']",deletion,True,True,17,1,7,6
Guardian,Guahdian,"['G', 'ua', 'hd', 'ian']",substitution,False,False,11,1,8,8
Such,Sudh,"['Su', 'dh']",substitution,True,True,16,1,4,4
Muslim,Muplim,"['M', 'up', 'lim']",substitution,True,True,11,1,6,6
Review,Rneview,"['R', 'ne', 'v', 'iew']",insertion,True,True,20,1,6,7
Know,Kno,"['K', 'no']",deletion,True,True,17,1,4,3
Player,Ppayer,"['P', 'pa', 'yer']",substitution,True,True,13,1,6,6
Client,Cleent,"['Cl', 'e', 'ent']",substitution,True,True,17,1,6,6
Split,Splhit,"['S', 'pl', 'hit']",insertion,True,True,11,1,5,6
Store,Stoxe,"['Sto', 'xe']",substitution,True,True,9,1,5,5
Term,Terl,"['Te', 'rl']",substitution,True,True,15,1,4,4
Entertainment,Entertainnment,"['Ent', 'ert', 'ain', 'nm', 'ent']",insertion,False,False,13,1,13,14
Statist,Statit,"['St', 'at', 'it']",deletion,False,True,10,1,7,6
Kot,Kbot,"['K', 'bot']",insertion,False,False,12,1,3,4
Unicode,Unicoe,"['Un', 'ico', 'e']",deletion,True,True,19,1,7,6
Domain,Dtomain,"['D', 'tom', 'a', 'in']",insertion,True,True,18,1,6,7
Movie,Movioe,"['Mo', 'vi', 'oe']",insertion,True,True,11,1,5,6
nah,na,"['n', 'a']",deletion,True,True,22,1,3,2
Food,Foo,"['F', 'oo']",deletion,True,True,10,1,4,3
Jung,Jug,"['J', 'ug']",deletion,False,False,13,1,4,3
Dur,Du,"['D', 'u']",deletion,True,True,10,1,3,2
Expression,Expressnon,"['Express', 'n', 'on']",substitution,True,True,11,1,10,10
Wrestling,Wresthing,"['W', 'rest', 'h', 'ing']",substitution,False,False,16,1,9,9
Los,Ljos,"['L', 'jos']",insertion,True,True,11,1,3,4
Release,Releae,"['Rel', 'e', 'ae']",deletion,True,True,20,1,7,6
Baud,Bud,"['Bu', 'd']",deletion,False,True,18,1,4,3
Sau,Scu,"['S', 'cu']",substitution,False,False,13,1,3,3
Science,Sjcience,"['S', 'j', 'cie', 'n', 'ce']",insertion,True,True,12,1,7,8
Back,Bak,"['B', 'ak']",deletion,True,True,11,1,4,3
Sir,Si,"['S', 'i']",deletion,True,True,14,1,3,2
Not,Nof,"['No', 'f']",substitution,True,True,94,2,3,3
Beat,Bea,"['B', 'ea']",deletion,True,True,23,2,4,3
Lord,Lorid,"['Lo', 'rid']",insertion,True,True,32,2,4,5
Baseball,Basebpll,"['B', 'ase', 'bp', 'll']",substitution,False,False,27,2,8,8
Dom,Do,"['D', 'o']",deletion,True,True,94,2,3,2
Cent,Cen,"['C', 'en']",deletion,True,True,32,2,4,3
Sound,Souünd,"['S', 'ou', 'ünd']",insertion,True,True,62,2,5,6
Byte,Byt,"['B', 'yt']",deletion,True,True,52,2,4,3
Lieutenant,Lieutnant,"['Li', 'e', 'ut', 'n', 'ant']",deletion,False,False,26,2,10,9
groß,goß,"['go', 'ß']",deletion,False,True,93,2,4,3
Part,Paat,"['Pa', 'at']",substitution,True,True,30,2,4,4
Springer,Spriner,"['Sp', 'ri', 'n', 'er']",deletion,False,False,42,2,8,7
Blues,Bles,"['B', 'les']",deletion,False,False,78,2,5,4
ehem,eheh,"['eh', 'eh']",substitution,False,True,26,2,4,4
Forum,Forusm,"['F', 'oru', 'sm']",insertion,True,True,56,2,5,6
Ast,Asut,"['As', 'ut']",insertion,True,True,83,2,3,4
Schloss,Scploss,"['S', 'c', 'pl', 'oss']",substitution,False,True,94,2,7,7
Editor,Edihor,"['E', 'di', 'hor']",substitution,True,True,56,2,6,6
Image,Imagke,"['I', 'mag', 'ke']",insertion,True,True,43,2,5,6
Selbst,Sulbst,"['S', 'ul', 'bst']",substitution,False,True,27,2,6,6
Bitte,Bittr,"['Bit', 'tr']",substitution,True,True,71,2,5,5
Min,Mkin,"['M', 'kin']",insertion,True,True,45,2,3,4
Hospital,Hospictal,"['H', 'osp', 'ic', 'tal']",insertion,True,True,54,2,8,9
Fellow,Felow,"['Fe', 'low']",deletion,False,False,93,2,6,5
Kult,Kut,"['K', 'ut']",deletion,False,True,55,2,4,3
Filter,Filtter,"['Fil', 't', 'te', 'r']",insertion,True,True,51,2,6,7
Sex,Sx,"['S', 'x']",deletion,True,True,85,2,3,2
off,ofrf,"['of', 'rf']",insertion,True,True,33,2,3,4
Final,Finöal,"['Fin', 'ö', 'al']",insertion,True,True,32,2,5,6
Graph,Gaph,"['G', 'aph']",deletion,True,True,34,2,5,4
Double,Doumble,"['Do', 'u', 'm', 'ble']",insertion,True,True,28,2,6,7
fade,ftade,"['ft', 'ade']",insertion,True,True,35,2,4,5
Action,Actibn,"['Ac', 'ti', 'bn']",substitution,True,True,38,2,6,6
Ober,Oer,"['O', 'er']",deletion,False,False,51,2,4,3
Premier,Premiter,"['P', 'rem', 'ite', 'r']",insertion,False,False,30,2,7,8
Madonna,Mtadonna,"['M', 'ta', 'do', 'nn', 'a']",insertion,False,False,42,2,7,8
Special,Specal,"['Spe', 'cal']",deletion,True,True,28,2,7,6
Turn,Trn,"['T', 'rn']",deletion,True,True,35,2,4,3
Rose,Ros,"['R', 'os']",deletion,True,True,59,2,4,3
Testament,Tetament,"['Te', 't', 'am', 'ent']",deletion,False,True,91,2,9,8
land,lanwd,"['lan', 'wd']",insertion,True,True,41,2,4,5
Weltkrieg,Weltkrikeg,"['Wel', 'tk', 'r', 'ike', 'g']",insertion,False,False,69,2,9,10
Alt,Azt,"['Az', 't']",substitution,True,True,51,2,3,3
Hub,Hlb,"['H', 'lb']",substitution,True,True,42,2,3,3
Erz,Earz,"['E', 'arz']",insertion,False,True,41,2,3,4
Center,Cznter,"['C', 'zn', 'ter']",substitution,True,True,23,2,6,6
Argument,Argumeni,"['Ar', 'gu', 'me', 'n', 'i']",substitution,True,True,92,2,8,8
neu,nemu,"['n', 'emu']",insertion,False,False,53,2,3,4
Farm,Fatm,"['Fa', 'tm']",substitution,True,True,91,2,4,4
Transfer,Traönsfer,"['Tra', 'ön', 's', 'fe', 'r']",insertion,True,True,36,2,8,9
Camp,Caip,"['Ca', 'ip']",substitution,True,True,28,2,4,4
regional,rgional,"['rg', 'io', 'na', 'l']",deletion,False,False,26,2,8,7
Support,Suppüort,"['Supp', 'ü', 'ort']",insertion,True,True,43,2,7,8
Heil,Hetl,"['He', 'tl']",substitution,False,True,34,2,4,4
Cup,Cu,"['C', 'u']",deletion,False,False,69,2,3,2
Party,Paprty,"['Pa', 'pr', 'ty']",insertion,True,True,89,2,5,6
Feder,Foeder,"['F', 'oe', 'der']",insertion,False,False,54,2,5,6
Arena,Area,"['Are', 'a']",deletion,True,True,25,2,5,4
Sample,Samphle,"['Sa', 'mp', 'h', 'le']",insertion,True,True,38,2,6,7
gut,gutt,"['g', 'utt']",insertion,False,False,60,2,3,4
Anleitung,Aönleitung,"['A', 'ö', 'nl', 'e', 'itung']",insertion,False,True,87,2,9,10
Baron,Barfn,"['Bar', 'fn']",substitution,False,True,44,2,5,5
Turner,Turneö,"['Turn', 'e', 'ö']",substitution,False,False,42,2,6,6
Dance,Daoce,"['Da', 'oce']",substitution,False,False,24,2,5,5
mal,mil,"['m', 'il']",substitution,True,True,47,2,3,3
Terminal,Teuminal,"['Te', 'umin', 'al']",substitution,True,True,36,2,8,8
Update,Ußdate,"['U', 'ß', 'date']",substitution,True,True,59,2,6,6
Polen,Poleun,"['Po', 'le', 'un']",insertion,False,True,49,2,5,6
Wolf,Wolu,"['W', 'olu']",substitution,True,True,33,2,4,4
Bug,Buz,"['B', 'uz']",substitution,True,True,47,2,3,3
Report,Röeport,"['R', 'ö', 'ep', 'ort']",insertion,True,True,35,2,6,7
Kurz,Krz,"['K', 'rz']",deletion,False,False,36,2,4,3
DNA,DA,"['D', 'A']",deletion,True,True,88,2,3,2
Schul,Scul,"['Sc', 'ul']",deletion,False,True,41,2,5,4
Import,Impport,"['Im', 'p', 'p', 'ort']",insertion,True,True,50,2,6,7
Tool,Toöl,"['To', 'öl']",substitution,True,True,26,2,4,4
Layout,Layotut,"['La', 'yo', 'tu', 't']",insertion,True,True,42,2,6,7
Mais,Mai,"['Ma', 'i']",deletion,True,True,42,2,4,3
Eins,Ein,"['E', 'in']",deletion,False,True,23,2,4,3
Mine,Minbe,"['Min', 'be']",insertion,True,True,44,2,4,5
Chinese,Chilnese,"['Ch', 'il', 'ne', 's', 'e']",insertion,True,True,59,2,7,8
Flora,Flor,"['F', 'lor']",deletion,False,False,70,2,5,4
Lok,Lo,"['L', 'o']",deletion,False,False,46,2,3,2
zwei,zwi,"['z', 'wi']",deletion,False,True,24,2,4,3
auf,arf,"['a', 'rf']",substitution,True,True,28,2,3,3
Last,Laut,"['La', 'ut']",substitution,True,True,87,2,4,4
Arbeits,Arbeios,"['Ar', 'be', 'i', 'os']",substitution,False,False,51,2,7,7
Story,Sotory,"['So', 't', 'ory']",insertion,True,True,29,2,5,6
Kur,Ku,"['K', 'u']",deletion,False,False,33,2,3,2
Magyar,Majyar,"['M', 'aj', 'yar']",substitution,False,True,63,2,6,6
hip,hp,"['h', 'p']",deletion,True,True,89,2,3,2
Index,Inhex,"['In', 'hex']",substitution,True,True,85,2,5,5
nicht,nict,"['nic', 't']",deletion,False,False,50,2,5,4
Corps,Corhps,"['Cor', 'h', 'ps']",insertion,False,False,81,2,5,6
