word,splitted_tokens,same_token_num,same_token_num2,freq,freq_quantile,word_len
Site,"['Si', 'te']",True,True,10,1,4
Soft,"['S', 'oft']",False,True,7,1,4
Swing,"['Sw', 'ing']",False,False,13,1,5
Bluetooth,"['Blue', 'too', 'th']",False,True,8,1,9
Newsletter,"['News', 'le', 'tte', 'r']",False,True,13,1,10
Chlor,"['Ch', 'lor']",False,False,12,1,5
Safe,"['S', 'afe']",False,True,7,1,4
User,"['Use', 'r']",True,True,12,1,4
struktur,"['stru', 'ktu', 'r']",False,False,8,1,8
kind,"['k', 'ind']",True,True,8,1,4
Button,"['But', 'ton']",True,True,11,1,6
Hamburger,"['Ha', 'mb', 'ur', 'g', 'er']",False,False,12,1,9
Plot,"['Pl', 'ot']",True,True,13,1,4
Dinner,"['D', 'inner']",False,False,8,1,6
Fake,"['F', 'ake']",False,True,8,1,4
Patch,"['P', 'atch']",False,True,9,1,5
Outdoor,"['Out', 'd', 'o', 'or']",False,True,13,1,7
Elle,"['E', 'lle']",False,False,11,1,4
Premium,"['Premi', 'um']",False,True,11,1,7
Credits,"['Cre', 'd', 'its']",False,True,8,1,7
Concern,"['Co', 'nc', 'ern']",False,True,12,1,7
Magnet,"['Mag', 'ne', 't']",False,False,9,1,6
analog,"['ana', 'log']",False,False,8,1,6
Delta,"['Del', 'ta']",False,True,12,1,5
Jung,"['Ju', 'ng']",False,False,13,1,4
Wiki,"['Wi', 'ki']",False,True,7,1,4
werken,"['werke', 'n']",False,False,8,1,6
Muslim,"['Mus', 'lim']",True,True,11,1,6
trans,"['tran', 's']",True,True,10,1,5
linker,"['li', 'nk', 'er']",False,False,7,1,6
Lang,"['L', 'ang']",True,True,7,1,4
Learning,"['Learn', 'ing']",True,True,7,1,8
Bracelet,"['Br', 'acelet']",False,False,9,1,8
Batter,"['B', 'atter']",False,False,12,1,6
Salve,"['Sal', 've']",False,False,10,1,5
Highway,"['Hi', 'gh', 'wa', 'y']",False,False,8,1,7
Slave,"['Sl', 'ave']",False,True,9,1,5
Science,"['S', 'cience']",True,True,12,1,7
Hack,"['H', 'ack']",False,True,12,1,4
Look,"['L', 'ook']",True,True,8,1,4
Polar,"['Po', 'lar']",False,False,9,1,5
Massage,"['M', 'ass', 'ag', 'e']",False,True,8,1,7
Rail,"['R', 'ail']",True,True,8,1,4
Split,"['Sp', 'lit']",True,True,11,1,5
Player,"['Pl', 'ayer']",True,True,13,1,6
Prix,"['P', 'rix']",False,False,10,1,4
Future,"['Fut', 'ure']",True,True,12,1,6
Store,"['Stor', 'e']",True,True,9,1,5
Olive,"['Ol', 'ive']",False,False,7,1,5
Adapter,"['Ad', 'apte', 'r']",False,True,13,1,7
Truck,"['Tru', 'ck']",False,False,9,1,5
Call,"['Ca', 'll']",True,True,10,1,4
spiel,"['s', 'piel']",True,True,11,1,5
Dual,"['D', 'ual']",False,True,9,1,4
Facebook,"['F', 'ace', 'boo', 'k']",True,True,9,1,8
Stop,"['S', 'top']",True,True,9,1,4
Drink,"['Dr', 'ink']",False,True,13,1,5
Tutorial,"['T', 'utorial']",False,True,8,1,8
Poker,"['Po', 'ker']",False,False,11,1,5
Offset,"['Of', 'fs', 'et']",False,True,9,1,6
Insertion,"['In', 's', 'e', 'rt', 'ion']",False,False,9,1,9
Supplement,"['S', 'up', 'plement']",False,False,8,1,10
Print,"['Pri', 'nt']",True,True,9,1,5
Agenda,"['A', 'gend', 'a']",False,False,10,1,6
Diffusion,"['Dif', 'f', 'usi', 'on']",False,False,9,1,9
Play,"['P', 'lay']",True,True,8,1,4
statt,"['sta', 'tt']",True,True,8,1,5
Spot,"['Spo', 't']",False,True,8,1,4
Israeli,"['I', 's', 'rae', 'li']",False,True,7,1,7
chef,"['che', 'f']",True,True,7,1,4
Equipment,"['Equ', 'i', 'pm', 'e', 'nt']",False,True,11,1,9
HTML,"['HT', 'ML']",True,True,10,1,4
Mess,"['Me', 'ss']",True,True,11,1,4
Town,"['To', 'wn']",True,True,9,1,4
Photograph,"['Ph', 'ot', 'ogra', 'ph']",False,False,8,1,10
recht,"['rech', 't']",True,True,13,1,5
Cloud,"['Cl', 'oud']",True,True,7,1,5
Pseudo,"['P', 'seudo']",False,False,7,1,6
Deutschland,"['De', 'u', 'ts', 'ch', 'land']",False,False,8,1,11
Operand,"['Opera', 'nd']",False,True,10,1,7
Differential,"['Di', 'ffer', 'en', 'ti', 'al']",False,False,7,1,12
Outfit,"['Out', 'f', 'it']",False,False,7,1,6
Promo,"['Prom', 'o']",False,False,9,1,5
gleich,"['g', 'leich']",False,False,7,1,6
Scan,"['S', 'can']",False,True,9,1,4
Order,"['Or', 'der']",True,True,9,1,5
Braun,"['Bra', 'un']",False,False,9,1,5
Lifestyle,"['Life', 's', 't', 'yl', 'e']",False,False,8,1,9
Artwork,"['Art', 'wo', 'rk']",False,False,11,1,7
Yoga,"['Yo', 'ga']",False,False,12,1,4
Realm,"['Real', 'm']",False,True,9,1,5
featuring,"['fe', 'at', 'uring']",False,False,7,1,9
Movie,"['Mov', 'ie']",True,True,11,1,5
Bowling,"['B', 'ow', 'lin', 'g']",False,False,10,1,7
Europa,"['Eur', 'o', 'pa']",False,False,9,1,6
Rating,"['Ra', 't', 'ing']",False,True,11,1,6
Alarm,"['Al', 'arm']",False,True,13,1,5
Line,"['Li', 'ne']",True,True,7,1,4
Kost,"['Kos', 't']",False,False,12,1,4
Expression,"['Ex', 'pre', 's', 'si', 'on']",True,True,11,1,10
plus,"['pl', 'us']",True,True,10,1,4
Puzzle,"['P', 'u', 'zzle']",False,False,11,1,6
Meteor,"['Me', 'teo', 'r']",True,True,11,1,6
Median,"['M', 'ed', 'ian']",False,True,9,1,6
Statement,"['St', 'a', 'tem', 'ent']",False,True,9,1,9
Framework,"['Fram', 'ework']",True,True,12,1,9
Kalb,"['Ka', 'lb']",False,False,8,1,4
Hall,"['Ha', 'll']",True,True,9,1,4
Persona,"['Per', 'so', 'na']",False,True,8,1,7
Real,"['Re', 'al']",True,True,12,1,4
Iteration,"['I', 'tera', 'tio', 'n']",False,True,13,1,9
Chairman,"['C', 'ha', 'irman']",False,False,13,1,8
Lift,"['L', 'ift']",False,False,10,1,4
Flair,"['F', 'lair']",False,False,9,1,5
Array,"['Arr', 'ay']",True,True,8,1,5
inch,"['inc', 'h']",False,True,10,1,4
Frames,"['Fr', 'ames']",False,True,13,1,6
Tatar,"['Tat', 'ar']",False,False,11,1,5
Penalty,"['Pen', 'alt', 'y']",False,False,13,1,7
Header,"['He', 'ader']",True,True,13,1,6
Trip,"['Tr', 'ip']",False,True,13,1,4
Plugin,"['Plug', 'in']",False,True,10,1,6
Indigo,"['I', 'ndi', 'go']",False,False,7,1,6
Kernel,"['Ke', 'rne', 'l']",False,True,9,1,6
JavaScript,"['J', 'av', 'a', 'S', 'cript']",True,True,9,1,10
Prime,"['Prim', 'e']",True,True,12,1,5
arten,"['art', 'en']",False,True,9,1,5
Multimedia,"['Mult', 'imedia']",False,False,11,1,10
Dress,"['Dre', 'ss']",False,False,10,1,5
Parte,"['Part', 'e']",False,False,8,1,5
Ment,"['Me', 'nt']",False,False,13,1,4
Investment,"['I', 'n', 'ves', 't', 'ment']",False,False,9,1,10
Mini,"['M', 'ini']",False,True,12,1,4
Atlas,"['Atl', 'as']",True,True,17,2,5
Animator,"['A', 'n', 'im', 'ator']",False,True,16,2,8
Story,"['St', 'ory']",True,True,29,2,5
Euro,"['Eu', 'ro']",True,True,17,2,4
Domain,"['D', 'omain']",True,True,18,2,6
Visitation,"['Vis', 'itation']",False,False,15,2,10
Morph,"['Mor', 'ph']",False,False,17,2,5
Aware,"['Aw', 'are']",False,True,15,2,5
Fiction,"['Fi', 'ct', 'io', 'n']",False,False,27,2,7
Sketch,"['S', 'ke', 'tch']",False,True,29,2,6
fade,"['fa', 'de']",True,True,35,2,4
Upgrade,"['Up', 'gr', 'ade']",False,True,22,2,7
Turn,"['Tur', 'n']",True,True,35,2,4
Advent,"['Ad', 'vent']",False,False,26,2,6
Silhouette,"['Sil', 'ho', 'u', 'e', 'tte']",False,False,16,2,10
Compiler,"['Com', 'p', 'ile', 'r']",False,True,19,2,8
Diesel,"['Die', 's', 'el']",False,False,30,2,6
Pass,"['Pa', 'ss']",True,True,14,2,4
Quote,"['Qu', 'ote']",False,True,22,2,5
Peer,"['P', 'eer']",False,True,28,2,4
Roll,"['R', 'oll']",True,True,32,2,4
Graph,"['Gr', 'aph']",True,True,34,2,5
Syntax,"['Synt', 'a', 'x']",True,True,22,2,6
parallel,"['pa', 'r', 'all', 'el']",True,True,25,2,8
Hindu,"['Hin', 'du']",False,False,35,2,5
Manifest,"['Man', 'i', 'fest']",False,True,29,2,8
Book,"['Boo', 'k']",True,True,25,2,4
unter,"['unte', 'r']",True,True,31,2,5
Journal,"['Jou', 'r', 'nal']",True,True,30,2,7
Substitution,"['S', 'ub', 'st', 'itution']",False,False,15,2,12
Android,"['An', 'dro', 'i', 'd']",True,True,14,2,7
Integral,"['In', 'te', 'gr', 'a', 'l']",False,True,19,2,8
Profit,"['Pr', 'o', 'fit']",False,True,35,2,6
Levels,"['Lev', 'el', 's']",False,True,24,2,6
Feedback,"['Fee', 'd', 'b', 'ac', 'k']",False,True,18,2,8
Tiger,"['Ti', 'ger']",False,False,27,2,5
American,"['A', 'm', 'eri', 'c', 'an']",True,True,28,2,8
Penis,"['Pen', 'is']",False,False,14,2,5
Skin,"['Ski', 'n']",False,True,14,2,4
Lack,"['Lac', 'k']",False,False,15,2,4
Special,"['Spec', 'ia', 'l']",True,True,28,2,7
Stream,"['Stre', 'a', 'm']",True,True,22,2,6
Arena,"['Are', 'na']",True,True,25,2,5
Director,"['Di', 'r', 'e', 'c', 'tor']",True,True,20,2,8
Automat,"['A', 'utom', 'at']",False,False,21,2,7
Country,"['Cou', 'nt', 'ry']",True,True,32,2,7
Break,"['Bre', 'ak']",True,True,29,2,5
Proposition,"['P', 'ro', 'po', 's', 'ition']",False,False,30,2,11
Matching,"['Ma', 'tc', 'h', 'i', 'ng']",False,True,27,2,8
Baseball,"['Ba', 's', 'eb', 'al', 'l']",False,False,27,2,8
Teller,"['T', 'elle', 'r']",False,False,17,2,6
House,"['Hou', 'se']",True,True,17,2,5
fern,"['fer', 'n']",False,True,18,2,4
Bonus,"['Bon', 'us']",False,True,32,2,5
Genus,"['Gen', 'us']",False,False,19,2,5
Suite,"['Suit', 'e']",False,True,29,2,5
Herd,"['Her', 'd']",False,False,17,2,4
Poster,"['P', 'oste', 'r']",False,True,15,2,6
Express,"['Exp', 'r', 'ess']",True,True,15,2,7
eigen,"['ei', 'gen']",False,False,15,2,5
Notation,"['N', 'ot', 'ation']",False,False,32,2,8
Fluid,"['Fl', 'uid']",False,True,22,2,5
Klein,"['Kl', 'ein']",False,False,18,2,5
Pool,"['Po', 'ol']",True,True,25,2,4
Skeleton,"['S', 'keleton']",False,True,18,2,8
Aula,"['Au', 'la']",False,False,20,2,4
Wolf,"['Wol', 'f']",True,True,33,2,4
Beta,"['Bet', 'a']",False,True,15,2,4
Evaluation,"['Eval', 'u', 'ati', 'o', 'n']",False,True,16,2,10
Zombie,"['Z', 'ombie']",False,False,16,2,6
Clip,"['Cli', 'p']",False,True,15,2,4
Term,"['Te', 'rm']",True,True,15,2,4
Exponent,"['Exp', 'one', 'n', 't']",False,False,18,2,8
Pole,"['Pol', 'e']",False,False,22,2,4
Draft,"['Dr', 'aft']",False,True,18,2,5
Soap,"['So', 'ap']",False,True,16,2,4
Multi,"['M', 'ulti']",True,True,17,2,5
Orient,"['Or', 'ien', 't']",False,False,17,2,6
Super,"['Sup', 'er']",True,True,14,2,5
Charter,"['C', 'h', 'art', 'er']",False,False,14,2,7
Controller,"['C', 'on', 'tr', 'ol', 'ler']",True,True,28,2,10
Regression,"['Reg', 'ression']",False,True,17,2,10
Boss,"['B', 'oss']",False,True,27,2,4
Casino,"['C', 'asin', 'o']",False,False,18,2,6
Amplitude,"['Ampl', 'itude']",False,False,17,2,9
Link,"['Li', 'nk']",True,True,35,2,4
Champion,"['Champ', 'i', 'on']",False,False,17,2,8
offs,"['of', 'fs']",False,True,20,2,4
Theorem,"['The', 'o', 're', 'm']",False,False,17,2,7
Ellipse,"['E', 'lli', 'p', 'se']",False,True,22,2,7
Account,"['Ac', 'co', 'unt']",True,True,17,2,7
Distribution,"['Dis', 'trib', 'ution']",True,True,24,2,12
Portrait,"['Por', 'tr', 'ait']",False,True,22,2,8
Nickel,"['Nick', 'el']",False,False,20,2,6
Review,"['Rev', 'iew']",True,True,20,2,6
Cache,"['C', 'ache']",True,True,20,2,5
Layer,"['L', 'ayer']",False,True,15,2,5
Franc,"['Fr', 'anc']",True,True,19,2,5
Shader,"['Sh', 'ade', 'r']",False,True,14,2,6
Translation,"['Tra', 'ns', 'la', 'tion']",False,True,16,2,11
regional,"['re', 'gi', 'o', 'n', 'al']",False,False,26,2,8
Serum,"['Ser', 'um']",False,False,29,2,5
Desktop,"['De', 's', 'ktop']",False,True,32,2,7
Chrom,"['Ch', 'rom']",False,False,15,2,5
Sounds,"['So', 'und', 's']",False,True,27,2,6
rechts,"['rec', 'ht', 's']",False,False,23,2,6
Oscar,"['Os', 'car']",False,False,23,2,5
Buddhist,"['Budd', 'hist']",False,False,14,2,8
Pipeline,"['Pipe', 'line']",False,True,28,2,8
Cent,"['C', 'ent']",True,True,32,2,4
Meeting,"['Me', 'eting']",False,True,15,2,7
laut,"['lau', 't']",False,False,22,2,4
Killer,"['K', 'iller']",False,False,31,2,6
Shop,"['S', 'hop']",False,True,27,2,4
Addition,"['A', 'd', 'd', 'it', 'ion']",False,False,25,2,8
Camp,"['Ca', 'mp']",True,True,28,2,4
Spin,"['Sp', 'in']",False,True,26,2,4
Stack,"['Sta', 'ck']",True,True,18,2,5
Artist,"['Ar', 'ti', 'st']",False,True,20,2,6
Cluster,"['C', 'l', 'uster']",False,True,30,2,7
Narr,"['Nar', 'r']",False,True,16,2,4
Laptop,"['L', 'aptop']",False,False,18,2,6
Municipio,"['Munic', 'i', 'pi', 'o']",False,False,16,2,9
Community,"['Co', 'mm', 'un', 'it', 'y']",True,True,30,2,9
Relation,"['Re', 'l', 'at', 'ion']",False,True,34,2,8
Operator,"['O', 'p', 'er', 'ato', 'r']",False,True,33,2,8
Hispanic,"['Hi', 's', 'panic']",False,False,23,2,8
Photon,"['P', 'hot', 'on']",False,True,18,2,6
Deal,"['De', 'al']",False,True,16,2,4
Polygon,"['Poly', 'g', 'on']",False,True,23,2,7
Manipulation,"['Manip', 'ula', 'tio', 'n']",False,False,33,2,12
Unicode,"['U', 'n', 'ic', 'ode']",True,True,19,2,7
Assistant,"['A', 's', 's', 'istant']",False,True,35,2,9
Minimum,"['Min', 'imu', 'm']",False,True,24,2,7
Plasma,"['P', 'las', 'ma']",False,False,15,2,6
Glucose,"['G', 'lu', 'cose']",False,False,18,2,7
Fifty,"['Fif', 'ty']",False,False,20,2,5
Gradient,"['G', 'r', 'adie', 'n', 't']",False,True,30,2,8
Routine,"['Ro', 'ut', 'in', 'e']",False,True,16,2,7
Ranking,"['Rank', 'in', 'g']",False,False,26,2,7
Horn,"['H', 'orn']",False,False,87,3,4
Emission,"['E', 'mis', 'si', 'o', 'n']",False,False,67,3,8
Hybrid,"['Hy', 'bri', 'd']",False,False,40,3,6
jung,"['jun', 'g']",False,False,36,3,4
College,"['C', 'olle', 'ge']",True,True,67,3,7
Byte,"['By', 'te']",True,True,52,3,4
Bachelor,"['Bac', 'he', 'lor']",False,True,146,3,8
nicht,"['nic', 'ht']",False,False,50,3,5
Punk,"['Pu', 'nk']",False,False,59,3,4
Trend,"['Tre', 'nd']",False,False,70,3,5
Investor,"['In', 'v', 'esto', 'r']",False,False,136,3,8
Keller,"['K', 'el', 'ler']",False,False,107,3,6
Demo,"['De', 'mo']",True,True,62,3,4
Info,"['In', 'fo']",True,True,78,3,4
Gruß,"['Gru', 'ß']",False,False,44,3,4
englisch,"['en', 'g', 'li', 'sc', 'h']",False,False,123,3,8
Nest,"['Ne', 'st']",False,False,103,3,4
Fellow,"['Fel', 'lo', 'w']",False,False,93,3,6
erst,"['er', 'st']",False,False,48,3,4
Argument,"['Arg', 'u', 'm', 'en', 't']",True,True,92,3,8
Service,"['Se', 'r', 'vice']",True,True,94,3,7
Session,"['S', 'es', 'sion']",True,True,60,3,7
Last,"['Las', 't']",True,True,87,3,4
Atom,"['At', 'om']",False,True,55,3,4
Campus,"['C', 'am', 'pus']",False,False,120,3,6
Anime,"['Anim', 'e']",False,True,40,3,5
Agent,"['Age', 'nt']",True,True,151,3,5
Parameter,"['Pa', 'ra', 'm', 'et', 'er']",True,True,107,3,9
Transit,"['Tr', 'ansi', 't']",False,False,63,3,7
Uniform,"['Un', 'iform']",False,True,69,3,7
Index,"['In', 'dex']",True,True,85,3,5
Alphabet,"['Al', 'p', 'h', 'a', 'bet']",False,False,83,3,8
Budget,"['Bud', 'ge', 't']",False,True,86,3,6
Piano,"['Pi', 'ano']",False,False,48,3,5
Model,"['Mode', 'l']",True,True,145,3,5
Star,"['St', 'ar']",True,True,148,3,4
Generator,"['G', 'ene', 'rat', 'o', 'r']",False,True,73,3,9
Chip,"['Chi', 'p']",False,True,53,3,4
Bibliographie,"['Bibli', 'ographie']",False,False,79,3,13
Option,"['Opt', 'ion']",True,True,105,3,6
Dialog,"['Dia', 'log']",True,True,133,3,6
Image,"['Im', 'age']",True,True,43,3,5
Tank,"['Ta', 'nk']",False,True,39,3,4
Jährige,"['J', 'äh', 'r', 'ige']",False,False,125,3,7
dato,"['d', 'ato']",False,True,84,3,4
Pause,"['P', 'ause']",False,True,110,3,5
Governance,"['Gov', 'er', 'n', 'anc', 'e']",False,False,44,3,10
Obst,"['O', 'bst']",False,False,46,3,4
Coach,"['Co', 'ach']",False,True,45,3,5
Disposition,"['Di', 's', 'position']",False,True,121,3,11
Tourist,"['T', 'our', 'is', 't']",False,False,102,3,7
Block,"['B', 'lock']",True,True,151,3,5
Metal,"['Met', 'al']",True,True,97,3,5
Support,"['S', 'up', 'por', 't']",True,True,43,3,7
Departamento,"['De', 'p', 'art', 'amen', 'to']",False,False,57,3,12
Blog,"['Bl', 'og']",False,True,55,3,4
Dollar,"['Doll', 'a', 'r']",False,False,107,3,6
Probe,"['Prob', 'e']",False,True,109,3,5
links,"['l', 'inks']",True,True,41,3,5
Expansion,"['Ex', 'p', 'ansion']",False,True,62,3,9
Labor,"['L', 'abor']",True,True,131,3,5
Evolution,"['Ev', 'olu', 'ti', 'o', 'n']",False,False,38,3,9
Garage,"['G', 'arag', 'e']",False,False,41,3,6
Monster,"['Mo', 'ns', 't', 'er']",False,True,62,3,7
Smartphone,"['Sm', 'a', 'rt', 'ph', 'one']",False,False,41,3,10
Griff,"['G', 'riff']",False,False,59,3,5
Match,"['Ma', 'tch']",True,True,119,3,5
Migration,"['M', 'ig', 'rati', 'on']",False,True,40,3,9
Feder,"['Fed', 'er']",False,False,54,3,5
Simulation,"['Sim', 'u', 'lation']",False,True,41,3,10
County,"['Cou', 'nty']",True,True,52,3,6
Wall,"['Wal', 'l']",True,True,101,3,4
Banner,"['B', 'anner']",False,True,47,3,6
Import,"['I', 'm', 'port']",True,True,50,3,6
Administrator,"['Administ', 'rator']",False,True,126,3,13
Salon,"['Sal', 'on']",False,False,60,3,5
Habitat,"['H', 'ab', 'it', 'at']",False,False,42,3,7
Chinese,"['C', 'h', 'ine', 'se']",True,True,59,3,7
Basketball,"['Basket', 'ba', 'll']",False,False,141,3,10
Moral,"['Mo', 'ral']",False,False,43,3,5
Football,"['Foo', 'tb', 'al', 'l']",True,True,85,3,8
