word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
YouTube,YuTube,"['Yu', 'T', 'ube']",deletion,True,True,6,0,7,6
Zen,Zesn,"['Ze', 'sn']",insertion,False,True,5,0,3,4
Tape,Tpe,"['Tp', 'e']",deletion,False,False,6,0,4,3
Convention,Convvntion,"['Conv', 'v', 'n', 'tion']",substitution,True,True,4,0,10,10
Channel,Cannel,"['C', 'anne', 'l']",deletion,True,True,6,0,7,6
Decoder,Decodr,"['De', 'cod', 'r']",deletion,False,True,6,0,7,6
Venus,Vens,"['Ve', 'ns']",deletion,False,False,6,0,5,4
Binder,Bindeär,"['B', 'inde', 'ä', 'r']",insertion,False,True,5,0,6,7
Quarter,Quearter,"['Q', 'u', 'ear', 'ter']",insertion,False,True,4,0,7,8
ver,vr,"['v', 'r']",deletion,True,True,6,0,3,2
theater,thqater,"['t', 'hq', 'a', 'ter']",substitution,False,False,6,0,7,7
Initial,Iniüial,"['Ini', 'ü', 'i', 'al']",substitution,True,True,4,0,7,7
Duck,Ducck,"['Duc', 'ck']",insertion,False,False,4,0,4,5
Copyright,Copyriht,"['Co', 'pyr', 'i', 'ht']",deletion,False,True,5,0,9,8
Trust,Trusst,"['Tru', 's', 'st']",insertion,True,True,4,0,5,6
Future,Fhture,"['F', 'htu', 're']",substitution,True,True,12,1,6,6
Ment,Men,"['M', 'en']",deletion,False,False,13,1,4,3
ppm,pmpm,"['pm', 'pm']",insertion,False,False,10,1,3,4
Luke,Lune,"['L', 'une']",substitution,True,True,11,1,4,4
Rating,Ratinßg,"['Ra', 'tin', 'ß', 'g']",insertion,False,True,11,1,6,7
Puzzle,Puzwzle,"['Pu', 'zw', 'zle']",insertion,False,False,11,1,6,7
gleichen,gleiöchen,"['g', 'lei', 'ö', 'ch', 'en']",insertion,False,False,10,1,8,9
Sole,Sle,"['S', 'le']",deletion,False,False,13,1,4,3
sein,sen,"['s', 'en']",deletion,True,True,12,1,4,3
Kit,Kiüt,"['Ki', 'üt']",insertion,True,True,9,1,3,4
spiel,swpiel,"['s', 'w', 'piel']",insertion,True,True,11,1,5,6
Kate,Kte,"['K', 'te']",deletion,True,True,7,1,4,3
zwischen,zwiischen,"['zw', 'i', 'ischen']",insertion,False,False,7,1,8,9
Lifestyle,Lifecstyle,"['L', 'if', 'ec', 'sty', 'le']",insertion,False,False,8,1,9,10
Swing,Swiny,"['Sw', 'iny']",substitution,False,False,13,1,5,5
kPa,kPh,"['k', 'Ph']",substitution,False,False,9,1,3,3
First,Firs,"['Fi', 'rs']",deletion,True,True,9,1,5,4
Supplement,Supplerment,"['S', 'up', 'pler', 'm', 'ent']",insertion,False,False,8,1,10,11
Salve,Save,"['S', 'ave']",deletion,False,False,10,1,5,4
struktur,struketur,"['st', 'ru', 'ket', 'ur']",insertion,False,False,8,1,8,9
Sphere,Sphert,"['Sp', 'h', 'ert']",substitution,False,True,9,1,6,6
werken,wewrken,"['we', 'w', 'r', 'ken']",insertion,False,False,8,1,6,7
Kalb,Kealb,"['Ke', 'alb']",insertion,False,False,8,1,4,5
Persona,Perona,"['P', 'e', 'rona']",deletion,False,True,8,1,7,6
Highway,Highwa,"['High', 'wa']",deletion,False,False,8,1,7,6
Dress,Drebss,"['Dr', 'e', 'bss']",insertion,False,False,10,1,5,6
Multimedia,Mulimedia,"['Mu', 'l', 'i', 'media']",deletion,False,False,11,1,10,9
Hamburger,Hamburguer,"['Ham', 'b', 'u', 'rg', 'uer']",insertion,False,False,12,1,9,10
Guardian,Guardan,"['Guard', 'an']",deletion,False,False,11,1,8,7
kind,kqnd,"['kq', 'nd']",substitution,True,True,8,1,4,4
Audit,Audat,"['Au', 'dat']",substitution,False,True,12,1,5,5
Ferrari,Feörari,"['Fe', 'öra', 'ri']",substitution,False,False,7,1,7,7
Newsletter,Newsletster,"['News', 'lets', 'ter']",insertion,False,True,13,1,10,11
Equipment,Equipmen,"['E', 'q', 'u', 'ip', 'men']",deletion,False,True,11,1,9,8
JavaScript,JavaScripbt,"['Java', 'Scr', 'i', 'p', 'bt']",insertion,True,True,9,1,10,11
Trip,Tip,"['T', 'ip']",deletion,False,True,13,1,4,3
Outdoor,Outdohor,"['O', 'ut', 'd', 'oh', 'or']",insertion,False,True,13,1,7,8
Cursor,Cursoc,"['Cur', 'soc']",substitution,False,True,8,1,6,6
Plane,Pljne,"['Pl', 'jne']",substitution,False,True,7,1,5,5
Amin,Auin,"['A', 'uin']",substitution,False,False,10,1,4,4
Premium,Pemium,"['Pem', 'ium']",deletion,False,True,11,1,7,6
Alarm,Alam,"['Ala', 'm']",deletion,False,True,13,1,5,4
Outfit,Outfiut,"['O', 'utf', 'iu', 't']",insertion,False,False,7,1,6,7
Photograph,Phwotograph,"['Ph', 'w', 'ot', 'og', 'raph']",insertion,False,False,8,1,10,11
Header,Hveader,"['H', 've', 'a', 'der']",insertion,True,True,13,1,6,7
Massage,Masage,"['M', 'as', 'age']",deletion,False,True,8,1,7,6
Notebook,Novtebook,"['Nov', 't', 'ebook']",insertion,False,False,12,1,8,9
Offset,Ofset,"['Of', 'set']",deletion,False,True,9,1,6,5
Shell,Sell,"['Se', 'll']",deletion,False,True,11,1,5,4
Pick,Pivk,"['Pi', 'vk']",substitution,True,True,11,1,4,4
Kost,Koqt,"['Ko', 'qt']",substitution,False,False,12,1,4,4
Investment,Investmeüt,"['In', 'ves', 't', 'me', 'üt']",substitution,False,False,9,1,10,10
Meteor,Metebor,"['M', 'et', 'ebo', 'r']",insertion,True,True,11,1,6,7
Jung,Juzg,"['Ju', 'zg']",substitution,False,False,13,1,4,4
Back,Baük,"['Ba', 'ük']",substitution,True,True,11,1,4,4
Tatar,Tatoar,"['T', 'ato', 'ar']",insertion,False,False,11,1,5,6
Award,Awarn,"['Aw', 'arn']",substitution,True,True,7,1,5,5
Bob,Bo,"['B', 'o']",deletion,True,True,8,1,3,2
Chlor,Chplor,"['C', 'hp', 'lor']",insertion,False,False,12,1,5,6
User,Uaer,"['U', 'aer']",substitution,True,True,12,1,4,4
Play,Pay,"['Pa', 'y']",deletion,True,True,8,1,4,3
Strip,Sätrip,"['S', 'ät', 'rip']",insertion,False,True,12,1,5,6
Cloud,Cloxud,"['Clo', 'xu', 'd']",insertion,True,True,7,1,5,6
Plus,Pus,"['P', 'us']",deletion,True,True,13,1,4,3
Mono,Moo,"['M', 'oo']",deletion,False,True,7,1,4,3
Implementation,Impldmentation,"['I', 'm', 'p', 'ld', 'mentation']",substitution,False,True,7,1,14,14
Dinner,Dinier,"['Din', 'ier']",substitution,False,False,8,1,6,6
Differential,Differejtial,"['D', 'iffer', 'ej', 't', 'ial']",substitution,False,False,7,1,12,12
Call,Calv,"['Ca', 'lv']",substitution,True,True,10,1,4,4
Delta,Delya,"['D', 'elya']",substitution,False,True,12,1,5,5
Store,Stoöre,"['Sto', 'ör', 'e']",insertion,True,True,9,1,5,6
Food,Foof,"['Fo', 'of']",substitution,True,True,10,1,4,4
Order,Orer,"['O', 'rer']",deletion,True,True,9,1,5,4
End,Enu,"['En', 'u']",substitution,True,True,8,1,3,3
Emulator,Emulaor,"['E', 'mul', 'ao', 'r']",deletion,False,False,11,1,8,7
Background,Backgroufnd,"['Bac', 'k', 'grou', 'f', 'nd']",insertion,True,True,10,1,10,11
Air,Apr,"['Ap', 'r']",substitution,True,True,7,1,3,3
Stick,Stck,"['St', 'ck']",deletion,False,True,13,1,5,4
Statement,Satement,"['Sa', 'tem', 'en', 't']",deletion,False,True,9,1,9,8
Artwork,Artsork,"['Ar', 'ts', 'o', 'rk']",substitution,False,False,11,1,7,7
trans,traws,"['tr', 'aws']",substitution,True,True,10,1,5,5
Broker,Brnker,"['B', 'rn', 'ker']",substitution,False,True,9,1,6,6
Drink,Dink,"['Di', 'nk']",deletion,False,True,13,1,5,4
Non,Nn,"['N', 'n']",deletion,True,True,7,1,3,2
Pol,Pl,"['P', 'l']",deletion,True,True,9,1,3,2
arten,aruten,"['a', 'rut', 'en']",insertion,False,True,9,1,5,6
Promo,Pzromo,"['P', 'zr', 'omo']",insertion,False,False,9,1,5,6
Bluetooth,Blutooth,"['B', 'lu', 't', 'oot', 'h']",deletion,False,True,8,1,9,8
Handling,Handlxng,"['Han', 'd', 'lx', 'ng']",substitution,False,True,7,1,8,8
Private,Priate,"['Pri', 'ate']",deletion,True,True,8,1,7,6
Polar,Pola,"['Po', 'la']",deletion,False,False,9,1,5,4
Hindi,Hindli,"['Hind', 'li']",insertion,False,False,8,1,5,6
Tak,Tk,"['T', 'k']",deletion,False,False,8,1,3,2
west,wdest,"['w', 'dest']",insertion,True,True,8,1,4,5
chef,czef,"['cze', 'f']",substitution,True,True,7,1,4,4
Gap,Gjap,"['G', 'jap']",insertion,False,True,7,1,3,4
system,systm,"['sys', 'tm']",deletion,True,True,11,1,6,5
Captain,Captan,"['Ca', 'pta', 'n']",deletion,True,True,10,1,7,6
Poker,Poer,"['Po', 'er']",deletion,False,False,11,1,5,4
Screenshot,Screeshot,"['Scr', 'e', 'e', 's', 'hot']",deletion,False,True,9,1,10,9
Linux,Linu,"['Li', 'nu']",deletion,True,True,7,1,5,4
recht,rech,"['re', 'ch']",deletion,True,True,13,1,5,4
Slave,Snlave,"['Sn', 'la', 've']",insertion,False,True,9,1,5,6
Braun,Bdraun,"['Bd', 'rau', 'n']",insertion,False,False,9,1,5,6
über,übej,"['üb', 'ej']",substitution,True,True,8,1,4,4
Navigator,Navigato,"['N', 'av', 'i', 'ga', 'to']",deletion,False,True,8,1,9,8
Setting,Setdting,"['Se', 't', 'dt', 'i', 'ng']",insertion,True,True,9,1,7,8
Deutschland,Deutschlnd,"['D', 'e', 'utsch', 'l', 'nd']",deletion,False,False,8,1,11,10
Plugin,Pugin,"['P', 'ugin']",deletion,False,True,10,1,6,5
Pseudo,Pseeudo,"['P', 'se', 'e', 'udo']",insertion,False,False,7,1,6,7
Prime,Pnrime,"['P', 'n', 'rime']",insertion,True,True,12,1,5,6
Bracelet,Braclet,"['B', 'rac', 'le', 't']",deletion,False,False,9,1,8,7
Print,Prizt,"['Pri', 'zt']",substitution,True,True,9,1,5,5
Insertion,Inäsertion,"['I', 'n', 'äser', 'tion']",insertion,False,False,9,1,9,10
Magnet,Magsnet,"['M', 'ags', 'ne', 't']",insertion,False,False,9,1,6,7
Median,Mediaä,"['Me', 'dia', 'ä']",substitution,False,True,9,1,6,6
her,hrr,"['h', 'rr']",substitution,True,True,7,1,3,3
statt,statmt,"['st', 'atm', 't']",insertion,True,True,8,1,5,6
Interpreter,Interprefter,"['Inter', 'pre', 'ft', 'e', 'r']",insertion,False,True,9,1,11,12
Bowling,Bowlind,"['Bow', 'l', 'in', 'd']",substitution,False,False,10,1,7,7
Erd,Edd,"['Ed', 'd']",substitution,False,False,8,1,3,3
Expression,Exproession,"['Exp', 'r', 'o', 'es', 'sion']",insertion,True,True,11,1,10,11
Framework,Framewzrk,"['Fram', 'ew', 'zr', 'k']",substitution,True,True,12,1,9,9
Transmission,Trazsmission,"['Tr', 'a', 'z', 's', 'mission']",substitution,False,True,7,1,12,12
Talk,Tajlk,"['Taj', 'lk']",insertion,False,True,13,1,4,5
Spot,Sjot,"['S', 'jot']",substitution,False,True,8,1,4,4
Patch,Patc,"['Pa', 'tc']",deletion,False,True,9,1,5,4
Date,Dtate,"['Dt', 'ate']",insertion,True,True,11,1,4,5
inch,inczh,"['inc', 'zh']",insertion,False,True,10,1,4,5
Speaker,Speabker,"['Spe', 'ab', 'k', 'e', 'r']",insertion,False,True,12,1,7,8
Mess,Mes,"['M', 'es']",deletion,True,True,11,1,4,3
gleich,gleipch,"['gl', 'eip', 'ch']",insertion,False,False,7,1,6,7
Tutorial,Tuorial,"['Tu', 'ori', 'a', 'l']",deletion,False,True,8,1,8,7
Truck,Trouck,"['Tro', 'uck']",insertion,False,False,9,1,5,6
analog,analg,"['anal', 'g']",deletion,False,False,8,1,6,5
Iteration,Iterhtion,"['I', 'te', 'rh', 't', 'ion']",substitution,False,True,13,1,9,9
Rail,Ral,"['R', 'al']",deletion,True,True,8,1,4,3
Lift,Liht,"['Li', 'ht']",substitution,False,False,10,1,4,4
Frames,Fraöes,"['Fra', 'ö', 'es']",substitution,False,True,13,1,6,6
Olive,Ojlive,"['O', 'j', 'live']",insertion,False,False,7,1,5,6
Hollywood,Hollwood,"['H', 'oll', 'wood']",deletion,False,False,15,2,9,8
eigen,eige,"['eig', 'e']",deletion,False,False,15,2,5,4
Spar,Sppr,"['Sp', 'pr']",substitution,False,False,29,2,4,4
Boss,Bos,"['B', 'os']",deletion,False,True,27,2,4,3
Clique,Clvique,"['C', 'lv', 'iq', 'ue']",insertion,False,False,19,2,6,7
Orange,Ortange,"['Ort', 'ange']",insertion,True,True,18,2,6,7
Farmer,Farmr,"['Far', 'mr']",deletion,False,False,33,2,6,5
Client,Cliöent,"['Cli', 'ö', 'ent']",insertion,True,True,17,2,6,7
Analysis,Aqalysis,"['A', 'qal', 'ys', 'i', 's']",substitution,True,True,22,2,8,8
Teller,Telcer,"['Te', 'lc', 'er']",substitution,False,False,17,2,6,6
Manual,Manuaäl,"['Ma', 'nu', 'a', 'äl']",insertion,False,True,32,2,6,7
Book,Boop,"['B', 'oop']",substitution,True,True,25,2,4,4
Express,Exprss,"['Exp', 'rs', 's']",deletion,True,True,15,2,7,6
nah,na,"['n', 'a']",deletion,True,True,22,2,3,2
Soap,Ssoap,"['S', 'soap']",insertion,False,True,16,2,4,5
Veteran,Veßeran,"['V', 'e', 'ße', 'ran']",substitution,False,False,30,2,7,7
Break,Breik,"['Bre', 'ik']",substitution,True,True,29,2,5,5
Disco,Dkisco,"['D', 'ki', 'sco']",insertion,False,False,18,2,5,6
Amplitude,Ampltude,"['Am', 'plt', 'ude']",deletion,False,False,17,2,9,8
Palette,Paliette,"['Pal', 'i', 'e', 'tte']",insertion,False,True,27,2,7,8
Regression,Regsression,"['Re', 'gs', 'res', 'si', 'on']",insertion,False,True,17,2,10,11
offs,offb,"['of', 'fb']",substitution,False,True,20,2,4,4
Interface,Interfacr,"['Inter', 'f', 'a', 'cr']",substitution,True,True,25,2,9,9
vol,vos,"['v', 'os']",substitution,True,True,16,2,3,3
Gradient,Gmradient,"['Gm', 'rad', 'ient']",insertion,False,True,30,2,8,9
Balance,Balnce,"['Bal', 'n', 'ce']",deletion,False,True,14,2,7,6
Graph,Grap,"['Gra', 'p']",deletion,True,True,34,2,5,4
Double,Doble,"['Dob', 'le']",deletion,True,True,28,2,6,5
parallel,paralel,"['para', 'le', 'l']",deletion,True,True,25,2,8,7
Chief,Chiex,"['Ch', 'iex']",substitution,True,True,15,2,5,5
Camp,Casp,"['Ca', 'sp']",substitution,True,True,28,2,4,4
Cartoon,Cartüon,"['Ca', 'rt', 'ü', 'on']",substitution,False,False,25,2,7,7
Stack,Staick,"['S', 'ta', 'ick']",insertion,True,True,18,2,5,6
Unicode,Unicde,"['Un', 'ic', 'de']",deletion,True,True,19,2,7,6
Kur,Kr,"['K', 'r']",deletion,False,False,33,2,3,2
off,ofnf,"['of', 'nf']",insertion,True,True,33,2,3,4
Pipeline,Pieline,"['Pie', 'line']",deletion,False,True,28,2,8,7
Matching,Matcing,"['Ma', 'tc', 'ing']",deletion,False,True,27,2,8,7
Wild,Wid,"['Wi', 'd']",deletion,True,True,18,2,4,3
Desktop,Deskto,"['Des', 'kt', 'o']",deletion,False,True,32,2,7,6
Rom,Ro,"['R', 'o']",deletion,True,True,22,2,3,2
Terrain,Teärain,"['T', 'e', 'är', 'ain']",substitution,False,True,27,2,7,7
Killer,Kiler,"['K', 'iler']",deletion,False,False,31,2,6,5
Arena,Aren,"['A', 'ren']",deletion,True,True,25,2,5,4
Evaluation,Evaluajtion,"['Eval', 'u', 'aj', 'tion']",insertion,False,True,16,2,10,11
Reader,Reder,"['R', 'eder']",deletion,False,True,16,2,6,5
Proposition,Propositin,"['P', 'rop', 'os', 'iti', 'n']",deletion,False,False,30,2,11,10
Highlight,Higßlight,"['Hig', 'ß', 'l', 'ight']",substitution,False,True,17,2,9,9
Ski,Sk,"['S', 'k']",deletion,False,False,34,2,3,2
Gameplay,Gacmeplay,"['G', 'ac', 'me', 'pl', 'ay']",insertion,False,False,27,2,8,9
Aula,Auea,"['Au', 'ea']",substitution,False,False,20,2,4,4
Release,Releae,"['Rel', 'ea', 'e']",deletion,True,True,20,2,7,6
Photon,Photwon,"['P', 'ho', 'tw', 'on']",insertion,False,True,18,2,6,7
Sketch,Skech,"['Sk', 'ech']",deletion,False,True,29,2,6,5
Story,Strory,"['S', 'tro', 'ry']",insertion,True,True,29,2,5,6
Review,Reviee,"['Rev', 'iee']",substitution,True,True,20,2,6,6
Fee,Fje,"['F', 'je']",substitution,False,True,20,2,3,3
Rap,Ras,"['R', 'as']",substitution,False,False,32,2,3,3
Power,Powez,"['Pow', 'ez']",substitution,True,True,14,2,5,5
Qual,Qua,"['Q', 'ua']",deletion,True,True,15,2,4,3
Paragraph,Parigraph,"['Par', 'i', 'gr', 'aph']",substitution,False,True,15,2,9,9
how,hoow,"['hoo', 'w']",insertion,True,True,14,2,3,4
Grat,Grt,"['Gr', 't']",deletion,False,False,24,2,4,3
Distribution,Dijstribution,"['Dij', 'st', 'ribution']",insertion,True,True,24,2,12,13
Extra,Extr,"['Ext', 'r']",deletion,False,True,15,2,5,4
Community,Communits,"['Co', 'mm', 'u', 'ni', 'ts']",substitution,True,True,30,2,9,9
Navigation,Navgation,"['N', 'avg', 'a', 'ti', 'on']",deletion,True,True,16,2,10,9
Neu,Ne,"['N', 'e']",deletion,False,False,22,2,3,2
Layer,Lyer,"['Ly', 'er']",deletion,False,True,15,2,5,4
mittel,mittpl,"['mit', 'tpl']",substitution,False,True,16,2,6,6
Tiger,Toger,"['T', 'oger']",substitution,False,False,27,2,5,5
mRNA,meNA,"['me', 'NA']",substitution,False,False,18,2,4,4
Domain,Dnomain,"['Dn', 'om', 'a', 'in']",insertion,True,True,18,2,6,7
Country,Countpy,"['C', 'ount', 'py']",substitution,True,True,32,2,7,7
Games,Gamfes,"['Gam', 'fe', 's']",insertion,True,True,15,2,5,6
