word,splitted_tokens,same_token_num,same_token_num2,freq,freq_quantile,word_len
Convention,"['Con', 'v', 'en', 't', 'ion']",True,True,4,0,10
Kenn,"['Ke', 'nn']",True,True,6,0,4
professor,"['pr', 'of', 'ess', 'or']",False,False,4,0,9
gegen,"['ge', 'gen']",False,False,5,0,5
Death,"['De', 'ath']",True,True,5,0,5
Side,"['Si', 'de']",True,True,4,0,4
Trust,"['Tr', 'ust']",True,True,4,0,5
Sure,"['Sur', 'e']",True,True,4,0,4
Base,"['Bas', 'e']",True,True,6,0,4
Learning,"['Le', 'ar', 'n', 'i', 'ng']",True,True,7,0,8
Item,"['I', 'tem']",True,True,5,0,4
Rail,"['R', 'ail']",True,True,8,0,4
Census,"['C', 'ensus']",False,False,4,0,6
Board,"['Bo', 'ard']",True,True,6,0,5
Down,"['Do', 'wn']",True,True,4,0,4
Este,"['Est', 'e']",True,True,5,0,4
queen,"['que', 'en']",True,True,4,0,5
Baden,"['B', 'aden']",False,True,8,0,5
Character,"['C', 'h', 'ar', 'act', 'er']",True,True,4,0,9
Officer,"['O', 'ff', 'ic', 'er']",False,False,6,0,7
diesen,"['di', 'e', 'sen']",False,True,5,0,6
Linux,"['Lin', 'ux']",True,True,7,0,5
Erst,"['Er', 'st']",False,False,4,0,4
Village,"['V', 'il', 'lage']",False,False,5,0,7
Play,"['Pl', 'ay']",True,True,8,0,4
Hall,"['Ha', 'll']",True,True,9,0,4
Look,"['Lo', 'ok']",True,True,8,0,4
Page,"['Pa', 'ge']",True,True,6,0,4
Derby,"['Der', 'by']",False,True,8,0,5
Mach,"['Ma', 'ch']",False,False,5,0,4
hinter,"['h', 'int', 'er']",False,True,8,0,6
Facebook,"['Face', 'book']",True,True,9,0,8
Cross,"['Cr', 'oss']",True,True,4,0,5
Span,"['Sp', 'an']",True,True,6,0,4
Hitler,"['Hi', 't', 'ler']",False,True,6,0,6
geld,"['g', 'eld']",False,False,4,0,4
voor,"['v', 'oor']",True,True,4,0,4
Hell,"['Hel', 'l']",True,True,4,0,4
Make,"['M', 'ake']",True,True,6,0,4
municipio,"['m', 'unic', 'ip', 'io']",False,True,5,0,9
else,"['els', 'e']",True,True,4,0,4
Polit,"['Pol', 'it']",True,True,5,0,5
Time,"['T', 'ime']",True,True,6,0,4
Initial,"['Init', 'ia', 'l']",True,True,4,0,7
acht,"['a', 'cht']",True,True,5,0,4
Hart,"['Har', 't']",False,False,6,0,4
Scanner,"['S', 'can', 'ne', 'r']",True,True,4,0,7
Township,"['T', 'own', 'ship']",False,True,11,1,8
Express,"['Expr', 'ess']",True,True,15,1,7
Stream,"['St', 're', 'am']",True,True,22,1,6
Selbst,"['Se', 'lb', 'st']",False,True,27,1,6
Super,"['S', 'uper']",True,True,14,1,5
Know,"['K', 'now']",True,True,17,1,4
Jung,"['J', 'ung']",False,False,13,1,4
Framework,"['F', 'ram', 'ew', 'ork']",True,True,12,1,9
Wrestling,"['W', 'r', 'est', 'ling']",False,False,16,1,9
Qual,"['Qu', 'al']",True,True,15,1,4
Rost,"['R', 'ost']",False,True,10,1,4
Elle,"['E', 'lle']",False,False,11,1,4
spiel,"['sp', 'iel']",True,True,11,1,5
Wild,"['Wil', 'd']",True,True,18,1,4
House,"['H', 'ouse']",True,True,17,1,5
Beat,"['Be', 'at']",True,True,23,1,4
regional,"['reg', 'ional']",False,False,26,1,8
Grand,"['G', 'rand']",True,True,14,1,5
HTML,"['HT', 'ML']",True,True,10,1,4
List,"['L', 'ist']",True,True,23,1,4
ober,"['obe', 'r']",True,True,12,1,4
stop,"['sto', 'p']",True,True,10,1,4
Analysis,"['A', 'nal', 'ys', 'i', 's']",True,True,22,1,8
Prix,"['P', 'rix']",False,False,10,1,4
Hard,"['Ha', 'rd']",True,True,13,1,4
Domain,"['Dom', 'ain']",True,True,18,1,6
Angel,"['Ang', 'el']",True,True,11,1,5
Cache,"['C', 'ache']",True,True,20,1,5
hoch,"['h', 'och']",False,False,13,1,4
Plot,"['Pl', 'ot']",True,True,13,1,4
klein,"['k', 'lein']",False,True,19,1,5
ehem,"['eh', 'em']",False,True,26,1,4
Interface,"['Inter', 'face']",True,True,25,1,9
Prime,"['Pr', 'ime']",True,True,12,1,5
zeit,"['ze', 'it']",True,True,21,1,4
Player,"['Play', 'e', 'r']",True,True,13,1,6
Statist,"['S', 'ta', 't', 'ist']",False,True,10,1,7
recht,"['re', 'cht']",True,True,13,1,5
Orient,"['Ori', 'ent']",False,False,17,1,6
Tool,"['To', 'ol']",True,True,26,1,4
Back,"['B', 'ack']",True,True,11,1,4
Advent,"['A', 'd', 'vent']",False,False,26,1,6
Entertainment,"['Enter', 'tain', 'me', 'nt']",False,False,13,1,13
Background,"['B', 'ack', 'gro', 'un', 'd']",True,True,10,1,10
Broadway,"['B', 'r', 'oa', 'dw', 'ay']",False,False,10,1,8
Client,"['Cl', 'ient']",True,True,17,1,6
sein,"['s', 'ein']",True,True,12,1,4
Release,"['Rel', 'ea', 'se']",True,True,20,1,7
Book,"['Bo', 'ok']",True,True,25,1,4
Hockey,"['H', 'oc', 'key']",False,False,17,1,6
Future,"['F', 'uture']",True,True,12,1,6
Franc,"['Fran', 'c']",True,True,19,1,5
Dance,"['Dan', 'ce']",False,False,24,1,5
Muslim,"['M', 'us', 'lim']",True,True,11,1,6
trans,"['tr', 'ans']",True,True,10,1,5
Such,"['Su', 'ch']",True,True,16,1,4
Hollywood,"['Hol', 'l', 'y', 'wood']",False,False,15,1,9
bekannt,"['bek', 'ann', 't']",False,True,13,1,7
Stack,"['St', 'ack']",True,True,18,1,5
synchron,"['syn', 'ch', 'r', 'o', 'n']",False,False,12,1,8
Account,"['A', 'c', 'count']",True,True,17,1,7
Independent,"['In', 'dep', 'en', 'de', 'nt']",True,True,27,1,11
Over,"['O', 'ver']",True,True,11,1,4
Baseball,"['B', 'ase', 'b', 'al', 'l']",False,False,27,1,8
system,"['sys', 'tem']",True,True,11,1,6
Arena,"['Are', 'na']",True,True,25,1,5
Expression,"['Exp', 'ress', 'i', 'o', 'n']",True,True,11,1,10
High,"['H', 'igh']",True,True,16,1,4
kurz,"['ku', 'rz']",False,True,11,1,4
Frame,"['F', 'rame']",True,True,14,1,5
value,"['valu', 'e']",True,True,14,1,5
Müller,"['M', 'üller']",False,False,10,1,6
Unicode,"['U', 'nic', 'ode']",True,True,19,1,7
Engine,"['En', 'gi', 'ne']",True,True,21,1,6
Muse,"['M', 'use']",False,False,15,1,4
Food,"['Foo', 'd']",True,True,10,1,4
Plus,"['Pl', 'us']",True,True,13,1,4
Distribution,"['Di', 'st', 'ribution']",True,True,24,1,12
Navigation,"['Na', 'vi', 'ga', 'tion']",True,True,16,1,10
erhalten,"['e', 'r', 'hal', 'ten']",False,True,10,1,8
Colonel,"['Col', 'o', 'n', 'el']",False,False,13,1,7
Bart,"['B', 'art']",False,False,20,1,4
parallel,"['p', 'a', 'r', 'allel']",True,True,25,1,8
Center,"['C', 'en', 'ter']",True,True,23,1,6
Chief,"['Ch', 'ief']",True,True,15,1,5
Oscar,"['O', 'scar']",False,False,23,1,5
Berliner,"['Be', 'rl', 'in', 'er']",False,True,22,1,8
zwei,"['zw', 'ei']",False,True,24,1,4
Source,"['So', 'ur', 'ce']",True,True,14,1,6
Champion,"['Ch', 'amp', 'i', 'o', 'n']",False,False,17,1,8
Button,"['Butt', 'on']",True,True,11,1,6
Null,"['N', 'ull']",True,True,22,1,4
plus,"['p', 'lus']",True,True,10,1,4
Turk,"['T', 'urk']",False,True,10,1,4
Android,"['And', 'roid']",True,True,14,1,7
Euro,"['E', 'uro']",True,True,17,1,4
Pick,"['Pi', 'ck']",True,True,11,1,4
Call,"['C', 'all']",True,True,10,1,4
Theorem,"['The', 'or', 'e', 'm']",False,False,17,1,7
Eins,"['E', 'ins']",False,True,23,1,4
neben,"['n', 'eben']",False,True,11,1,5
Bayer,"['B', 'ayer']",False,True,11,1,5
Open,"['O', 'pen']",True,True,13,1,4
eigen,"['ei', 'gen']",False,False,15,1,5
Meteor,"['Me', 't', 'eor']",True,True,11,1,6
Wiener,"['W', 'iene', 'r']",False,True,12,1,6
Multi,"['Mult', 'i']",True,True,17,1,5
Director,"['D', 'ir', 'ec', 't', 'or']",True,True,20,1,8
Guardian,"['G', 'ua', 'rd', 'ian']",False,False,11,1,8
Date,"['Dat', 'e']",True,True,11,1,4
Captain,"['Ca', 'pta', 'i', 'n']",True,True,10,1,7
Atlas,"['At', 'las']",True,True,17,1,5
Gros,"['Gr', 'os']",False,True,13,1,4
Sold,"['Sol', 'd']",True,True,11,1,4
Baud,"['B', 'aud']",False,True,18,1,4
prominent,"['pr', 'omi', 'n', 'e', 'nt']",False,True,19,1,9
Split,"['S', 'plit']",True,True,11,1,5
Orange,"['O', 'range']",True,True,18,1,6
Header,"['Head', 'er']",True,True,13,1,6
Mess,"['M', 'ess']",True,True,11,1,4
Sein,"['S', 'ein']",False,True,24,1,4
Syntax,"['S', 'yntax']",True,True,22,1,6
Pass,"['Pa', 'ss']",True,True,14,1,4
Review,"['Re', 'vi', 'ew']",True,True,20,1,6
Science,"['S', 'c', 'ience']",True,True,12,1,7
Site,"['Si', 'te']",True,True,10,1,4
Klein,"['K', 'lein']",False,False,18,1,5
Power,"['P', 'ower']",True,True,14,1,5
Frei,"['Fre', 'i']",False,True,11,1,4
Lieutenant,"['Li', 'e', 'uten', 'ant']",False,False,26,1,10
Movie,"['Mo', 'vie']",True,True,11,1,5
Nieder,"['N', 'i', 'eder']",False,False,15,1,6
Luke,"['Lu', 'ke']",True,True,11,1,4
User,"['Use', 'r']",True,True,12,1,4
Type,"['T', 'ype']",True,True,18,1,4
Real,"['Re', 'al']",True,True,12,1,4
Pool,"['Po', 'ol']",True,True,25,1,4
Port,"['P', 'ort']",True,True,22,1,4
Games,"['G', 'ames']",True,True,15,1,5
Pier,"['P', 'ier']",False,False,14,1,4
Baron,"['Bar', 'on']",False,True,44,2,5
Track,"['T', 'rack']",True,True,117,2,5
Parameter,"['Par', 'ame', 'ter']",True,True,107,2,9
Metal,"['Met', 'al']",True,True,97,2,5
Block,"['B', 'lock']",True,True,151,2,5
Download,"['Do', 'w', 'nl', 'oa', 'd']",True,True,110,2,8
Madonna,"['Ma', 'd', 'onn', 'a']",False,False,42,2,7
Country,"['Co', 'u', 'nt', 'ry']",True,True,32,2,7
Horn,"['H', 'orn']",False,False,87,2,4
Anleitung,"['An', 'leitung']",False,True,87,2,9
Agent,"['Age', 'nt']",True,True,151,2,5
Arbeits,"['Ar', 'b', 'ei', 'ts']",False,False,51,2,7
Soul,"['S', 'oul']",False,False,30,2,4
Population,"['Pop', 'ul', 'ation']",True,True,88,2,10
Support,"['S', 'up', 'port']",True,True,43,2,7
Feder,"['Fe', 'der']",False,False,54,2,5
Schweizer,"['S', 'ch', 'w', 'ei', 'zer']",False,False,38,2,9
Union,"['Uni', 'on']",True,True,116,2,5
Kurz,"['K', 'urz']",False,False,36,2,4
Solo,"['S', 'olo']",True,True,150,2,4
Info,"['Inf', 'o']",True,True,78,2,4
Layout,"['La', 'y', 'out']",True,True,42,2,6
GmbH,"['G', 'mbH']",False,True,61,2,4
Roll,"['Ro', 'll']",True,True,32,2,4
Chinese,"['C', 'hin', 'es', 'e']",True,True,59,2,7
Tennis,"['Te', 'n', 'nis']",False,False,63,2,6
Unterscheidung,"['U', 'nt', 'e', 'r', 'scheidung']",False,False,141,2,14
Wikipedia,"['W', 'iki', 'p', 'edi', 'a']",False,False,104,2,9
Index,"['In', 'dex']",True,True,85,2,5
Model,"['M', 'odel']",True,True,145,2,5
Report,"['Re', 'po', 'rt']",True,True,35,2,6
Wolf,"['W', 'olf']",True,True,33,2,4
Template,"['Temp', 'l', 'a', 'te']",True,True,89,2,8
Anti,"['An', 'ti']",True,True,33,2,4
Story,"['Sto', 'ry']",True,True,29,2,5
background,"['back', 'gro', 'un', 'd']",True,True,50,2,10
Springer,"['Sp', 'ring', 'er']",False,False,42,2,8
Hospital,"['H', 'o', 'sp', 'ital']",True,True,54,2,8
Mine,"['Min', 'e']",True,True,44,2,4
Koch,"['K', 'och']",False,False,51,2,4
Proposition,"['Pr', 'op', 'osition']",False,False,30,2,11
Mail,"['M', 'ail']",True,True,81,2,4
Browser,"['Br', 'ow', 's', 'er']",True,True,42,2,7
Western,"['W', 'e', 's', 'tern']",True,True,47,2,7
Double,"['Do', 'u', 'ble']",True,True,28,2,6
Sample,"['Sam', 'ple']",True,True,38,2,6
Last,"['La', 'st']",True,True,87,2,4
Testament,"['Te', 'st', 'ame', 'n', 't']",False,True,91,2,9
erst,"['ers', 't']",False,False,48,2,4
Event,"['E', 'vent']",True,True,77,2,5
Image,"['Im', 'age']",True,True,43,2,5
Service,"['Ser', 'v', 'ice']",True,True,94,2,7
Major,"['Ma', 'jor']",True,True,139,2,5
Haut,"['H', 'aut']",False,True,126,2,4
Option,"['Op', 'tion']",True,True,105,2,6
Lehr,"['Le', 'hr']",False,True,53,2,4
links,"['lin', 'ks']",True,True,41,2,5
Break,"['Bre', 'ak']",True,True,29,2,5
Dialog,"['Di', 'alo', 'g']",True,True,133,2,6
Corps,"['Cor', 'ps']",False,False,81,2,5
Basketball,"['B', 'asketball']",False,False,141,2,10
Fischer,"['F', 'isch', 'er']",False,True,37,2,7
Eisen,"['E', 'isen']",False,False,140,2,5
lang,"['l', 'ang']",True,True,44,2,4
Cent,"['C', 'ent']",True,True,32,2,4
Journal,"['Jo', 'urn', 'al']",True,True,30,2,7
Cover,"['C', 'over']",True,True,96,2,5
Lord,"['Lo', 'rd']",True,True,32,2,4
Variable,"['Vari', 'a', 'bl', 'e']",True,True,56,2,8
County,"['Co', 'un', 'ty']",True,True,52,2,6
Stadium,"['St', 'adi', 'um']",False,False,45,2,7
Audio,"['A', 'udio']",True,True,56,2,5
groß,"['gro', 'ß']",False,True,93,2,4
College,"['Co', 'l', 'le', 'ge']",True,True,67,2,7
Schul,"['Sch', 'ul']",False,True,41,2,5
Magyar,"['Mag', 'y', 'ar']",False,True,63,2,6
Forum,"['F', 'orum']",True,True,56,2,5
Kult,"['K', 'ult']",False,True,55,2,4
Labor,"['L', 'abor']",True,True,131,2,5
Prior,"['Pr', 'ior']",True,True,37,2,5
Monument,"['Mo', 'num', 'ent']",False,False,71,2,8
Community,"['C', 'omm', 'unity']",True,True,30,2,9
Server,"['S', 'er', 'ver']",True,True,52,2,6
Special,"['S', 'pec', 'i', 'al']",True,True,28,2,7
Controller,"['Control', 'ler']",True,True,28,2,10
Update,"['U', 'pd', 'ate']",True,True,59,2,6
Fellow,"['F', 'ell', 'ow']",False,False,93,2,6
Byte,"['By', 'te']",True,True,52,2,4
Sand,"['S', 'and']",True,True,105,2,4
Demo,"['De', 'mo']",True,True,62,2,4
Administration,"['Ad', 'min', 'istration']",True,True,28,2,14
Container,"['C', 'ont', 'a', 'iner']",True,True,53,2,9
Display,"['Dis', 'pl', 'ay']",True,True,45,2,7
Match,"['Mat', 'ch']",True,True,119,2,5
Bitte,"['Bit', 'te']",True,True,71,2,5
Schloss,"['S', 'ch', 'loss']",False,True,94,2,7
weit,"['wei', 't']",True,True,46,2,4
Fernseh,"['F', 'e', 'rn', 'seh']",False,False,99,2,7
Matrix,"['Mat', 'ri', 'x']",True,True,138,2,6
Haupt,"['Ha', 'upt']",False,False,119,2,5
Flora,"['Fl', 'ora']",False,False,70,2,5
Senior,"['S', 'eni', 'or']",True,True,114,2,6
Mode,"['Mod', 'e']",True,True,109,2,4
Master,"['Ma', 's', 'ter']",True,True,124,2,6
Rose,"['Ro', 'se']",True,True,59,2,4
Football,"['F', 'oot', 'bal', 'l']",True,True,85,2,8
fade,"['fa', 'de']",True,True,35,2,4
Ressource,"['R', 'es', 'source']",False,True,109,2,9
Party,"['Part', 'y']",True,True,89,2,5
Premier,"['P', 'rem', 'ie', 'r']",False,False,30,2,7
Sozial,"['So', 'zial']",False,True,45,2,6
Session,"['S', 'ession']",True,True,60,2,7
Blues,"['Blue', 's']",False,False,78,2,5
American,"['Am', 'eri', 'can']",True,True,28,2,8
Camp,"['Ca', 'mp']",True,True,28,2,4
Link,"['L', 'ink']",True,True,35,2,4
Bibliographie,"['B', 'ibli', 'ographie']",False,False,79,2,13
Engel,"['Eng', 'el']",False,False,119,2,5
Transfer,"['Tra', 'ns', 'fer']",True,True,36,2,8
Heil,"['H', 'eil']",False,True,34,2,4
Rugby,"['R', 'ugby']",False,False,53,2,5
Islam,"['Is', 'lam']",True,True,61,2,5
Final,"['Fi', 'nal']",True,True,32,2,5
nicht,"['ni', 'cht']",False,False,50,2,5
Performance,"['Pe', 'r', 'formance']",True,True,83,2,11
Wall,"['W', 'all']",True,True,101,2,4
Ober,"['Ob', 'er']",False,False,51,2,4
Graph,"['G', 'raph']",True,True,34,2,5
Hoch,"['H', 'och']",False,False,30,2,4
Turn,"['Tu', 'rn']",True,True,35,2,4
Editor,"['E', 'd', 'itor']",True,True,56,2,6
Farm,"['F', 'arm']",True,True,91,2,4
Terminal,"['T', 'er', 'mi', 'na', 'l']",True,True,36,2,8
Note,"['No', 'te']",True,True,91,2,4
Filter,"['Fil', 'te', 'r']",True,True,51,2,6
Mais,"['M', 'ais']",True,True,42,2,4
These,"['Th', 'ese']",True,True,128,2,5
Stock,"['St', 'ock']",True,True,107,2,5
Punk,"['P', 'unk']",False,False,59,2,4
Sultan,"['Su', 'l', 'tan']",False,True,98,2,6
Akademie,"['A', 'k', 'ade', 'm', 'ie']",False,False,239,3,8
Park,"['Par', 'k']",True,True,563,3,4
Rand,"['R', 'and']",True,True,526,3,4
Einzel,"['E', 'in', 'zel']",False,False,488,3,6
Element,"['El', 'eme', 'nt']",True,True,721,3,7
Denkmal,"['D', 'enk', 'mal']",False,True,548,3,7
Fest,"['F', 'est']",False,False,228,3,4
Training,"['Tr', 'ai', 'n', 'ing']",True,True,172,3,8
Bank,"['B', 'ank']",True,True,408,3,4
Hinweis,"['H', 'i', 'n', 'weis']",False,False,416,3,7
Division,"['D', 'i', 'v', 'ision']",True,True,735,3,8
Software,"['So', 'ft', 'w', 'are']",True,True,276,3,8
Ball,"['Bal', 'l']",True,True,165,3,4
Status,"['St', 'atus']",True,True,416,3,6
Design,"['D', 'es', 'ign']",True,True,228,3,6
Halle,"['Ha', 'lle']",False,True,297,3,5
Diplom,"['Di', 'pl', 'om']",False,False,213,3,6
Zeitung,"['Ze', 'itung']",False,True,560,3,7
Show,"['S', 'how']",True,True,208,3,4
Berg,"['B', 'erg']",False,False,708,3,4
Mittel,"['M', 'itt', 'el']",False,True,397,3,6
West,"['W', 'est']",True,True,227,3,4
Grad,"['G', 'rad']",True,True,340,3,4
Radio,"['Rad', 'io']",True,True,178,3,5
Test,"['T', 'est']",True,True,325,3,4
Tour,"['T', 'our']",True,True,358,3,4
Motor,"['Mo', 'tor']",True,True,661,3,5
Start,"['Star', 't']",True,True,504,3,5
Geschäft,"['G', 'esc', 'hä', 'f', 't']",False,False,404,3,8
Volk,"['Vol', 'k']",False,True,699,3,4
Lexikon,"['Le', 'xi', 'kon']",False,True,200,3,7
Route,"['Rout', 'e']",True,True,187,3,5
Sport,"['S', 'port']",True,True,431,3,5
Fort,"['For', 't']",True,True,186,3,4
Wohn,"['W', 'ohn']",False,True,161,3,4
Ring,"['R', 'ing']",True,True,267,3,4
Astronom,"['A', 's', 'tr', 'onom']",False,False,223,3,8
Internet,"['In', 'ter', 'ne', 't']",True,True,300,3,8
Operation,"['O', 'per', 'at', 'ion']",True,True,237,3,9
Reform,"['Re', 'for', 'm']",False,False,279,3,6
Kauf,"['K', 'auf']",False,True,166,3,4
Nord,"['N', 'ord']",False,False,402,3,4
Portal,"['Port', 'a', 'l']",True,True,221,3,6
Mission,"['M', 'ission']",True,True,263,3,7
Personal,"['Person', 'al']",True,True,157,3,8
Wein,"['We', 'in']",False,False,212,3,4
Label,"['La', 'bel']",True,True,408,3,5
Hotel,"['Hot', 'el']",True,True,435,3,5
Online,"['On', 'line']",True,True,266,3,6
Reich,"['Re', 'ich']",False,True,388,3,5
Athlet,"['A', 'th', 'let']",False,True,228,3,6
Republik,"['R', 'e', 'p', 'ub', 'lik']",False,False,467,3,8
Rest,"['Re', 'st']",True,True,639,3,4
Boot,"['Bo', 'ot']",True,True,611,3,4
Feld,"['F', 'eld']",False,True,505,3,4
Rock,"['Ro', 'ck']",True,True,293,3,4
Computer,"['Co', 'm', 'put', 'e', 'r']",True,True,216,3,8
Management,"['M', 'a', 'na', 'g', 'ement']",True,True,161,3,10
Herzog,"['Her', 'z', 'og']",False,False,621,3,6
Student,"['S', 'tu', 'de', 'nt']",True,True,403,3,7
Jugend,"['J', 'ug', 'end']",False,False,653,3,6
Wind,"['W', 'ind']",True,True,211,3,4
Material,"['M', 'aterial']",True,True,647,3,8
Senator,"['Se', 'na', 'tor']",True,True,234,3,7
Code,"['C', 'ode']",True,True,183,3,4
Organ,"['Or', 'gan']",True,True,168,3,5
Heimat,"['He', 'imat']",False,True,486,3,6
Zone,"['Z', 'one']",True,True,183,3,4
Profil,"['Pro', 'fi', 'l']",False,False,301,3,6
Datenbank,"['Da', 'te', 'n', 'ban', 'k']",False,False,281,3,9
Manager,"['Man', 'a', 'g', 'er']",True,True,241,3,7
Bund,"['B', 'und']",False,False,309,3,4
Beruf,"['Be', 'ruf']",False,True,442,3,5
Archiv,"['Arch', 'iv']",False,True,365,3,6
Brigade,"['B', 'r', 'iga', 'de']",False,False,217,3,7
Junior,"['J', 'un', 'ior']",True,True,358,3,6
Definition,"['De', 'f', 'ini', 'ti', 'on']",True,True,312,3,10
Gold,"['G', 'old']",True,True,300,3,4
Chor,"['Ch', 'or']",False,True,617,3,4
Norm,"['N', 'orm']",True,True,211,3,4
Club,"['Cl', 'ub']",True,True,385,3,4
Post,"['Po', 'st']",True,True,165,3,4
Institution,"['Inst', 'it', 'ution']",False,False,281,3,11
Level,"['Le', 'vel']",True,True,157,3,5
Live,"['L', 'ive']",True,True,160,3,4
Original,"['O', 'r', 'igi', 'n', 'al']",True,True,320,3,8
Stein,"['Ste', 'in']",False,False,467,3,5
Flug,"['Fl', 'ug']",False,True,282,3,4
Video,"['V', 'ideo']",True,True,511,3,5
Fund,"['F', 'und']",True,True,355,3,4
Adel,"['Ad', 'el']",False,True,161,3,4
Biographie,"['B', 'i', 'o', 'graph', 'ie']",False,False,285,3,10
Transport,"['Trans', 'port']",True,True,250,3,9
Bürger,"['B', 'ür', 'ger']",False,False,576,3,6
Studio,"['S', 't', 'udio']",True,True,386,3,6
Grab,"['Gr', 'ab']",True,True,471,3,4
Marine,"['Mar', 'ine']",False,False,260,3,6
Parlament,"['Par', 'l', 'amen', 't']",False,False,502,3,9
Bahn,"['B', 'ahn']",False,False,638,3,4
Schutz,"['S', 'ch', 'utz']",False,True,571,3,6
