word,tokens_babel_9b,token_num_babel_9b,tokens_gemma_12b,token_num_gemma_12b,tokens_llama_2_7b,token_num_llama_2_7b,avg_token_num,same_token_num,avg_token_num_rounded,avg_token_num2,same_token_num2,avg_token_num2_rounded,any_token_num_is_1,freq,word_len,freq_quantile
멋쟁이,"['ë©ĭ', 'ìŁģ', 'ìĿ´']",3,"['멋', '쟁', '이']",3,"['▁', '<0xEB>', '<0xA9>', '<0x8B>', '<0xEC>', '<0x9F>', '<0x81>', '이']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
시업식,"['ìĭľ', 'ìĹħ', 'ìĭĿ']",3,"['시', '업', '식']",3,"['▁', '시', '<0xEC>', '<0x97>', '<0x85>', '식']",6,4.0,False,4,3.0,True,3,False,4,3,0
어획량,"['ìĸ´', 'íļį', 'ëŁī']",3,"['어', '획', '량']",3,"['▁', '어', '<0xED>', '<0x9A>', '<0x8D>', '<0xEB>', '<0x9F>', '<0x89>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
마흐,"['ë§Ī', 'íĿĲ']",2,"['마', '흐']",2,"['▁', '마', '<0xED>', '<0x9D>', '<0x90>']",5,3.0,False,3,2.0,True,2,False,4,2,0
맏며느리,"['ë§ı', 'ë©°', 'ëĬĲ', 'ë¦¬']",4,"['맏', '며', '느', '리']",4,"['▁', '<0xEB>', '<0xA7>', '<0x8F>', '<0xEB>', '<0xA9>', '<0xB0>', '<0xEB>', '<0x8A>', '<0x90>', '리']",11,6.333333333333333,False,6,4.0,True,4,False,6,4,0
새마을,"['ìĥĪ', 'ë§Ī', 'ìĿĦ']",3,"['새', '마', '을']",3,"['▁', '<0xEC>', '<0x83>', '<0x88>', '마', '을']",6,4.0,False,4,3.0,True,3,False,4,3,0
탈춤,"['íĥĪ', 'ì¶¤']",2,"['탈', '춤']",2,"['▁', '<0xED>', '<0x83>', '<0x88>', '<0xEC>', '<0xB6>', '<0xA4>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
데미,"['ëį°', 'ë¯¸']",2,"['데', '미']",2,"['▁', '<0xEB>', '<0x8D>', '<0xB0>', '미']",5,3.0,False,3,2.0,True,2,False,6,2,0
강제금,"['ê°ķ', 'ìłľ', 'ê¸Ī']",3,"['강', '제', '금']",3,"['▁', '강', '제', '<0xEA>', '<0xB8>', '<0x88>']",6,4.0,False,4,3.0,True,3,False,4,3,0
꼼수,"['ê¼¼', 'ìĪĺ']",2,"['꼼', '수']",2,"['▁', '<0xEA>', '<0xBC>', '<0xBC>', '수']",5,3.0,False,3,2.0,True,2,False,5,2,0
면조,"['ë©´', 'ì¡°']",2,"['면', '조']",2,"['▁', '면', '조']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
섭입대,"['ìĦŃ', 'ìŀħ', 'ëĮĢ']",3,"['섭', '입', '대']",3,"['▁', '<0xEC>', '<0x84>', '<0xAD>', '<0xEC>', '<0x9E>', '<0x85>', '대']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
총열,"['ì´Ŀ', 'ìĹ´']",2,"['총', '열']",2,"['▁', '<0xEC>', '<0xB4>', '<0x9D>', '<0xEC>', '<0x97>', '<0xB4>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
조의,"['ì¡°', 'ìĿĺ']",2,"['조', '의']",2,"['▁', '조', '의']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
노동요,"['ëħ¸ëıĻ', 'ìļĶ']",2,"['노', '동', '요']",3,"['▁', '<0xEB>', '<0x85>', '<0xB8>', '동', '요']",6,3.6666666666666665,False,4,2.5,False,3,False,4,3,0
카라멜,"['ì¹´', 'ëĿ¼', 'ë©ľ']",3,"['카', '라', '멜']",3,"['▁', '<0xEC>', '<0xB9>', '<0xB4>', '라', '<0xEB>', '<0xA9>', '<0x9C>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
응교,"['ìĿĳ', 'êµĲ']",2,"['응', '교']",2,"['▁', '<0xEC>', '<0x9D>', '<0x91>', '교']",5,3.0,False,3,2.0,True,2,False,6,2,0
빈소,"['ë¹Ī', 'ìĨĮ']",2,"['빈', '소']",2,"['▁', '<0xEB>', '<0xB9>', '<0x88>', '소']",5,3.0,False,3,2.0,True,2,False,6,2,0
상담역,"['ìĥģëĭ´', 'ìĹŃ']",2,"['상', '담', '역']",3,"['▁', '상', '<0xEB>', '<0x8B>', '<0xB4>', '역']",6,3.6666666666666665,False,4,2.5,False,3,False,4,3,0
배석,"['ë°°', 'ìĦĿ']",2,"['배', '석']",2,"['▁', '<0xEB>', '<0xB0>', '<0xB0>', '<0xEC>', '<0x84>', '<0x9D>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
요산,"['ìļĶ', 'ìĤ°']",2,"['요', '산']",2,"['▁', '요', '산']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
히스테리,"['íŀĪ', 'ìĬ¤', 'íħĮ', 'ë¦¬']",4,"['히', '스테', '리']",3,"['▁', '<0xED>', '<0x9E>', '<0x88>', '스', '<0xED>', '<0x85>', '<0x8C>', '리']",9,5.333333333333333,False,5,3.5,False,4,False,5,4,0
일용품,"['ìĿ¼', 'ìļ©', 'íĴĪ']",3,"['일', '용', '품']",3,"['▁', '일', '용', '<0xED>', '<0x92>', '<0x88>']",6,4.0,False,4,3.0,True,3,False,6,3,0
중동부,"['ì¤ĳ', 'ëıĻ', 'ë¶Ģ']",3,"['중', '동', '부']",3,"['▁', '중', '동', '부']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
베르나쿨라,"['ë²ł', 'ë¥´', 'ëĤĺ', 'ì¿¨', 'ëĿ¼']",5,"['베', '르', '나', '쿨', '라']",5,"['▁', '<0xEB>', '<0xB2>', '<0xA0>', '<0xEB>', '<0xA5>', '<0xB4>', '나', '<0xEC>', '<0xBF>', '<0xA8>', '라']",12,7.333333333333333,False,7,5.0,True,5,False,4,5,0
국어국문학과,"['êµŃ', 'ìĸ´', 'êµŃ', 'ë¬¸', 'íķĻ', 'ê³¼']",6,"['국', '어', '국', '문', '학과']",5,"['▁', '국', '어', '국', '문', '학', '과']",7,6.0,False,6,5.5,False,6,False,5,6,0
그린벨트,"['ê·¸', 'ë¦°', 'ë²¨', 'íĬ¸']",4,"['그', '린', '벨', '트']",4,"['▁', '그', '<0xEB>', '<0xA6>', '<0xB0>', '<0xEB>', '<0xB2>', '<0xA8>', '트']",9,5.666666666666667,False,6,4.0,True,4,False,4,4,0
크라나,"['íģ¬', 'ëĿ¼', 'ëĤĺ']",3,"['크', '라', '나']",3,"['▁', '<0xED>', '<0x81>', '<0xAC>', '라', '나']",6,4.0,False,4,3.0,True,3,False,4,3,0
지오메트리,"['ì§Ģ', 'ìĺ¤', 'ë©Ķ', 'íĬ¸', 'ë¦¬']",5,"['지', '오', '메', '트', '리']",5,"['▁', '지', '오', '<0xEB>', '<0xA9>', '<0x94>', '트', '리']",8,6.0,False,6,5.0,True,5,False,4,5,0
난상,"['ëĤľ', 'ìĥģ']",2,"['난', '상']",2,"['▁', '<0xEB>', '<0x82>', '<0x9C>', '상']",5,3.0,False,3,2.0,True,2,False,5,2,0
초헌,"['ì´Ī', 'íĹĮ']",2,"['초', '헌']",2,"['▁', '<0xEC>', '<0xB4>', '<0x88>', '<0xED>', '<0x97>', '<0x8C>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
경협,"['ê²½', 'íĺĳ']",2,"['경', '협']",2,"['▁', '경', '<0xED>', '<0x98>', '<0x91>']",5,3.0,False,3,2.0,True,2,False,6,2,0
골목길,"['ê³¨', 'ëª©', 'ê¸¸']",3,"['골', '목', '길']",3,"['▁', '<0xEA>', '<0xB3>', '<0xA8>', '<0xEB>', '<0xAA>', '<0xA9>', '<0xEA>', '<0xB8>', '<0xB8>']",10,5.333333333333333,False,5,3.0,True,3,False,5,3,0
측정법,"['ì¸¡', 'ìłķ', 'ë²ķ']",3,"['측', '정', '법']",3,"['▁', '<0xEC>', '<0xB8>', '<0xA1>', '정', '<0xEB>', '<0xB2>', '<0x95>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
가분,"['ê°Ģ', 'ë¶Ħ']",2,"['가', '분']",2,"['▁', '가', '<0xEB>', '<0xB6>', '<0x84>']",5,3.0,False,3,2.0,True,2,False,6,2,0
풍작,"['íĴį', 'ìŀĳ']",2,"['풍', '작']",2,"['▁', '<0xED>', '<0x92>', '<0x8D>', '<0xEC>', '<0x9E>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
무술인,"['ë¬´', 'ìĪł', 'ìĿ¸']",3,"['무', '술', '인']",3,"['▁', '무', '<0xEC>', '<0x88>', '<0xA0>', '인']",6,4.0,False,4,3.0,True,3,False,4,3,0
히라도시,"['íŀĪ', 'ëĿ¼ëıĦ', 'ìĭľ']",3,"['히', '라도', '시']",3,"['▁', '<0xED>', '<0x9E>', '<0x88>', '라', '도', '시']",7,4.333333333333333,False,4,3.0,True,3,False,4,4,0
지맥,"['ì§Ģ', 'ë§¥']",2,"['지', '맥']",2,"['▁', '지', '<0xEB>', '<0xA7>', '<0xA5>']",5,3.0,False,3,2.0,True,2,False,4,2,0
주권자,"['ì£¼', 'ê¶Į', 'ìŀĲ']",3,"['주', '권', '자']",3,"['▁', '주', '<0xEA>', '<0xB6>', '<0x8C>', '자']",6,4.0,False,4,3.0,True,3,False,6,3,0
주인장,"['ì£¼', 'ìĿ¸', 'ìŀ¥']",3,"['주', '인', '장']",3,"['▁', '주', '인', '장']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
승냥이,"['ìĬ¹', 'ëĥ¥', 'ìĿ´']",3,"['승', '냥', '이']",3,"['▁', '<0xEC>', '<0x8A>', '<0xB9>', '<0xEB>', '<0x83>', '<0xA5>', '이']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
안성맞춤,"['ìķĪ', 'ìĦ±', 'ë§ŀ', 'ì¶¤']",4,"['안', '성', '맞', '춤']",4,"['▁', '안', '성', '<0xEB>', '<0xA7>', '<0x9E>', '<0xEC>', '<0xB6>', '<0xA4>']",9,5.666666666666667,False,6,4.0,True,4,False,5,4,0
당나귀,"['ëĭ¹', 'ëĤĺ', 'ê·Ģ']",3,"['당', '나', '귀']",3,"['▁', '<0xEB>', '<0x8B>', '<0xB9>', '나', '<0xEA>', '<0xB7>', '<0x80>']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
찌개,"['ì°Į', 'ê°ľ']",2,"['찌', '개']",2,"['▁', '<0xEC>', '<0xB0>', '<0x8C>', '개']",5,3.0,False,3,2.0,True,2,False,6,2,0
개발비,"['ê°ľë°ľ', 'ë¹Ħ']",2,"['개발', '비']",2,"['▁', '개', '<0xEB>', '<0xB0>', '<0x9C>', '비']",6,3.333333333333333,False,3,2.0,True,2,False,4,3,0
덱사메타손,"['ëį±', 'ìĤ¬', 'ë©Ķ', 'íĥĢ', 'ìĨĲ']",5,"['덱', '사', '메', '타', '손']",5,"['▁', '<0xEB>', '<0x8D>', '<0xB1>', '사', '<0xEB>', '<0xA9>', '<0x94>', '타', '<0xEC>', '<0x86>', '<0x90>']",12,7.333333333333333,False,7,5.0,True,5,False,4,5,0
곡절,"['ê³¡', 'ìłĪ']",2,"['곡', '절']",2,"['▁', '<0xEA>', '<0xB3>', '<0xA1>', '<0xEC>', '<0xA0>', '<0x88>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
누진,"['ëĪĦ', 'ì§Ħ']",2,"['누', '진']",2,"['▁', '<0xEB>', '<0x88>', '<0x84>', '진']",5,3.0,False,3,2.0,True,2,False,6,2,0
거즈제,"['ê±°', 'ì¦Ī', 'ìłľ']",3,"['거', '즈', '제']",3,"['▁', '<0xEA>', '<0xB1>', '<0xB0>', '<0xEC>', '<0xA6>', '<0x88>', '제']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
창립총회,"['ì°½', 'ë¦½', 'ì´Ŀ', 'íļĮ']",4,"['창', '립', '총', '회']",4,"['▁', '<0xEC>', '<0xB0>', '<0xBD>', '<0xEB>', '<0xA6>', '<0xBD>', '<0xEC>', '<0xB4>', '<0x9D>', '회']",11,6.333333333333333,False,6,4.0,True,4,False,4,4,0
농산품,"['ëĨį', 'ìĤ°', 'íĴĪ']",3,"['농', '산', '품']",3,"['▁', '<0xEB>', '<0x86>', '<0x8D>', '산', '<0xED>', '<0x92>', '<0x88>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
월어,"['ìĽĶ', 'ìĸ´']",2,"['월', '어']",2,"['▁', '월', '어']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
스발바르,"['ìĬ¤', 'ë°ľ', 'ë°Ķ', 'ë¥´']",4,"['스', '발', '바', '르']",4,"['▁', '스', '<0xEB>', '<0xB0>', '<0x9C>', '바', '<0xEB>', '<0xA5>', '<0xB4>']",9,5.666666666666667,False,6,4.0,True,4,False,4,4,0
금원,"['ê¸Ī', 'ìĽĲ']",2,"['금', '원']",2,"['▁', '<0xEA>', '<0xB8>', '<0x88>', '원']",5,3.0,False,3,2.0,True,2,False,4,2,0
오토시요리,"['ìĺ', '¤í', 'Ĩ', 'ł', 'ìĭľ', 'ìļĶ', 'ë¦¬']",7,"['오', '토', '시', '요', '리']",5,"['▁', '오', '<0xED>', '<0x86>', '<0xA0>', '시', '요', '리']",8,6.666666666666667,False,7,6.0,False,6,False,4,5,0
방추,"['ë°©', 'ì¶Ķ']",2,"['방', '추']",2,"['▁', '방', '<0xEC>', '<0xB6>', '<0x94>']",5,3.0,False,3,2.0,True,2,False,5,2,0
돋보기,"['ëıĭ', 'ë³´', 'ê¸°']",3,"['돋', '보기']",2,"['▁', '<0xEB>', '<0x8F>', '<0x8B>', '보', '기']",6,3.6666666666666665,False,4,2.5,False,3,False,4,3,0
보루,"['ë³´', 'ë£¨']",2,"['보', '루']",2,"['▁', '보', '<0xEB>', '<0xA3>', '<0xA8>']",5,3.0,False,3,2.0,True,2,False,6,2,0
강담사,"['ê°ķ', 'ëĭ´', 'ìĤ¬']",3,"['강', '담', '사']",3,"['▁', '강', '<0xEB>', '<0x8B>', '<0xB4>', '사']",6,4.0,False,4,3.0,True,3,False,4,3,0
군화,"['êµ°', 'íĻĶ']",2,"['군', '화']",2,"['▁', '군', '화']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
검약,"['ê²Ģ', 'ìķ½']",2,"['검', '약']",2,"['▁', '<0xEA>', '<0xB2>', '<0x80>', '<0xEC>', '<0x95>', '<0xBD>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
원저자,"['ìĽĲ', 'ìłĢ', 'ìŀĲ']",3,"['원', '저', '자']",3,"['▁', '원', '<0xEC>', '<0xA0>', '<0x80>', '자']",6,4.0,False,4,3.0,True,3,False,4,3,0
경력자,"['ê²½', 'ëł¥', 'ìŀĲ']",3,"['경', '력', '자']",3,"['▁', '경', '<0xEB>', '<0xA0>', '<0xA5>', '자']",6,4.0,False,4,3.0,True,3,False,4,3,0
완간,"['ìĻĦ', 'ê°Ħ']",2,"['완', '간']",2,"['▁', '<0xEC>', '<0x99>', '<0x84>', '<0xEA>', '<0xB0>', '<0x84>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
야마노테,"['ìķ¼', 'ë§Ī', 'ëħ¸', 'íħĮ']",4,"['야', '마', '노', '테']",4,"['▁', '<0xEC>', '<0x95>', '<0xBC>', '마', '<0xEB>', '<0x85>', '<0xB8>', '<0xED>', '<0x85>', '<0x8C>']",11,6.333333333333333,False,6,4.0,True,4,False,6,4,0
분류사,"['ë¶Ħ', 'ë¥ĺ', 'ìĤ¬']",3,"['분', '류', '사']",3,"['▁', '<0xEB>', '<0xB6>', '<0x84>', '<0xEB>', '<0xA5>', '<0x98>', '사']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
발군,"['ë°ľ', 'êµ°']",2,"['발', '군']",2,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '군']",5,3.0,False,3,2.0,True,2,False,4,2,0
호넷,"['íĺ¸', 'ëĦ·']",2,"['호', '넷']",2,"['▁', '호', '<0xEB>', '<0x84>', '<0xB7>']",5,3.0,False,3,2.0,True,2,False,6,2,0
포승,"['íı¬', 'ìĬ¹']",2,"['포', '승']",2,"['▁', '<0xED>', '<0x8F>', '<0xAC>', '<0xEC>', '<0x8A>', '<0xB9>']",7,3.6666666666666665,False,4,2.0,True,2,False,5,2,0
발인,"['ë°ľ', 'ìĿ¸']",2,"['발', '인']",2,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '인']",5,3.0,False,3,2.0,True,2,False,5,2,0
소몰이,"['ìĨĮ', 'ëª°', 'ìĿ´']",3,"['소', '몰', '이']",3,"['▁', '소', '<0xEB>', '<0xAA>', '<0xB0>', '이']",6,4.0,False,4,3.0,True,3,False,5,3,0
토론방,"['íĨł', 'ë¡ł', 'ë°©']",3,"['토', '론', '방']",3,"['▁', '<0xED>', '<0x86>', '<0xA0>', '<0xEB>', '<0xA1>', '<0xA0>', '방']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
내리막길,"['ëĤ´', 'ë¦¬', 'ë§ī', 'ê¸¸']",4,"['내', '리', '막', '길']",4,"['▁', '내', '리', '<0xEB>', '<0xA7>', '<0x89>', '<0xEA>', '<0xB8>', '<0xB8>']",9,5.666666666666667,False,6,4.0,True,4,False,6,4,0
미성년,"['ë¯¸', 'ìĦ±', 'ëħĦ']",3,"['미', '성', '년']",3,"['▁', '미', '성', '년']",4,3.333333333333333,False,3,3.0,True,3,False,4,3,0
암매장,"['ìķĶ', 'ë§¤', 'ìŀ¥']",3,"['암', '매', '장']",3,"['▁', '<0xEC>', '<0x95>', '<0x94>', '<0xEB>', '<0xA7>', '<0xA4>', '장']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
미노오,"['ë¯¸', 'ëħ¸', 'ìĺ¤']",3,"['미', '노', '오']",3,"['▁', '미', '<0xEB>', '<0x85>', '<0xB8>', '오']",6,4.0,False,4,3.0,True,3,False,4,3,0
총구,"['ì´Ŀ', 'êµ¬']",2,"['총', '구']",2,"['▁', '<0xEC>', '<0xB4>', '<0x9D>', '구']",5,3.0,False,3,2.0,True,2,False,6,2,0
엽록소,"['ìĹ½', 'ë¡Ŀ', 'ìĨĮ']",3,"['엽', '록', '소']",3,"['▁', '<0xEC>', '<0x97>', '<0xBD>', '<0xEB>', '<0xA1>', '<0x9D>', '소']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
천대,"['ì²ľ', 'ëĮĢ']",2,"['천', '대']",2,"['▁', '천', '대']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
원시인,"['ìĽĲ', 'ìĭľ', 'ìĿ¸']",3,"['원', '시', '인']",3,"['▁', '원', '시', '인']",4,3.333333333333333,False,3,3.0,True,3,False,5,3,0
명부전,"['ëªħ', 'ë¶Ģ', 'ìłĦ']",3,"['명', '부', '전']",3,"['▁', '명', '부', '전']",4,3.333333333333333,False,3,3.0,True,3,False,6,3,0
사생,"['ìĤ¬', 'ìĥĿ']",2,"['사', '생']",2,"['▁', '사', '<0xEC>', '<0x83>', '<0x9D>']",5,3.0,False,3,2.0,True,2,False,5,2,0
선혈,"['ìĦł', 'íĺĪ']",2,"['선', '혈']",2,"['▁', '선', '<0xED>', '<0x98>', '<0x88>']",5,3.0,False,3,2.0,True,2,False,4,2,0
순산,"['ìĪľ', 'ìĤ°']",2,"['순', '산']",2,"['▁', '<0xEC>', '<0x88>', '<0x9C>', '산']",5,3.0,False,3,2.0,True,2,False,4,2,0
군경,"['êµ°', 'ê²½']",2,"['군', '경']",2,"['▁', '군', '경']",3,2.333333333333333,False,2,2.0,True,2,False,6,2,0
흠집,"['íĿł', 'ì§ĳ']",2,"['흠', '집']",2,"['▁', '<0xED>', '<0x9D>', '<0xA0>', '<0xEC>', '<0xA7>', '<0x91>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
맞불,"['ë§ŀ', 'ë¶Ī']",2,"['맞', '불']",2,"['▁', '<0xEB>', '<0xA7>', '<0x9E>', '<0xEB>', '<0xB6>', '<0x88>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
상념,"['ìĥģ', 'ëħĲ']",2,"['상', '념']",2,"['▁', '상', '<0xEB>', '<0x85>', '<0x90>']",5,3.0,False,3,2.0,True,2,False,4,2,0
결합력,"['ê²°', 'íķ©', 'ëł¥']",3,"['결', '합', '력']",3,"['▁', '<0xEA>', '<0xB2>', '<0xB0>', '합', '<0xEB>', '<0xA0>', '<0xA5>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
석두패,"['ìĦĿ', 'ëĳĲ', 'íĮ¨']",3,"['석', '두', '패']",3,"['▁', '<0xEC>', '<0x84>', '<0x9D>', '<0xEB>', '<0x91>', '<0x90>', '<0xED>', '<0x8C>', '<0xA8>']",10,5.333333333333333,False,5,3.0,True,3,False,4,3,0
후우카,"['íĽĦ', 'ìļ°', 'ì¹´']",3,"['후', '우', '카']",3,"['▁', '<0xED>', '<0x9B>', '<0x84>', '우', '<0xEC>', '<0xB9>', '<0xB4>']",8,4.666666666666667,False,5,3.0,True,3,False,6,3,0
이발,"['ìĿ´', 'ë°ľ']",2,"['이', '발']",2,"['▁', '이', '<0xEB>', '<0xB0>', '<0x9C>']",5,3.0,False,3,2.0,True,2,False,4,2,0
충성도,"['ì¶©', 'ìĦ±', 'ëıĦ']",3,"['충', '성', '도']",3,"['▁', '<0xEC>', '<0xB6>', '<0xA9>', '성', '도']",6,4.0,False,4,3.0,True,3,False,6,3,0
감탄사,"['ê°Ĳ', 'íĥĦ', 'ìĤ¬']",3,"['감', '탄', '사']",3,"['▁', '<0xEA>', '<0xB0>', '<0x90>', '<0xED>', '<0x83>', '<0x84>', '사']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
호통,"['íĺ¸', 'íĨµ']",2,"['호', '통']",2,"['▁', '호', '<0xED>', '<0x86>', '<0xB5>']",5,3.0,False,3,2.0,True,2,False,4,2,0
운동복,"['ìļ´ëıĻ', 'ë³µ']",2,"['운동', '복']",2,"['▁', '<0xEC>', '<0x9A>', '<0xB4>', '동', '<0xEB>', '<0xB3>', '<0xB5>']",8,4.0,False,4,2.0,True,2,False,4,3,0
철괴,"['ì²ł', 'ê´´']",2,"['철', '괴']",2,"['▁', '<0xEC>', '<0xB2>', '<0xA0>', '<0xEA>', '<0xB4>', '<0xB4>']",7,3.6666666666666665,False,4,2.0,True,2,False,4,2,0
신봉자,"['ìĭł', 'ë´ī', 'ìŀĲ']",3,"['신', '봉', '자']",3,"['▁', '신', '<0xEB>', '<0xB4>', '<0x89>', '자']",6,4.0,False,4,3.0,True,3,False,6,3,0
빙상장,"['ë¹Ļ', 'ìĥģ', 'ìŀ¥']",3,"['빙', '상', '장']",3,"['▁', '<0xEB>', '<0xB9>', '<0x99>', '상', '장']",6,4.0,False,4,3.0,True,3,False,6,3,0
발육,"['ë°ľ', 'ìľ¡']",2,"['발', '육']",2,"['▁', '<0xEB>', '<0xB0>', '<0x9C>', '<0xEC>', '<0x9C>', '<0xA1>']",7,3.6666666666666665,False,4,2.0,True,2,False,6,2,0
기술인,"['ê¸°ìĪł', 'ìĿ¸']",2,"['기술', '인']",2,"['▁', '기', '<0xEC>', '<0x88>', '<0xA0>', '인']",6,3.333333333333333,False,3,2.0,True,2,False,5,3,0
에타,"['ìĹĲ', 'íĥĢ']",2,"['에', '타']",2,"['▁', '에', '타']",3,2.333333333333333,False,2,2.0,True,2,False,4,2,0
녹차,"['ëħ¹', 'ì°¨']",2,"['녹', '차']",2,"['▁', '<0xEB>', '<0x85>', '<0xB9>', '차']",5,3.0,False,3,2.0,True,2,False,6,2,0
도외,"['ëıĦ', 'ìĻ¸']",2,"['도', '외']",2,"['▁', '도', '<0xEC>', '<0x99>', '<0xB8>']",5,3.0,False,3,2.0,True,2,False,4,2,0
부침,"['ë¶Ģ', 'ì¹¨']",2,"['부', '침']",2,"['▁', '부', '<0xEC>', '<0xB9>', '<0xA8>']",5,3.0,False,3,2.0,True,2,False,6,2,0
공출,"['ê³µ', 'ì¶ľ']",2,"['공', '출']",2,"['▁', '공', '<0xEC>', '<0xB6>', '<0x9C>']",5,3.0,False,3,2.0,True,2,False,6,2,0
베이퐁,"['ë²ł', 'ìĿ´', 'íĲģ']",3,"['베', '이', '퐁']",3,"['▁', '<0xEB>', '<0xB2>', '<0xA0>', '이', '<0xED>', '<0x90>', '<0x81>']",8,4.666666666666667,False,5,3.0,True,3,False,5,3,0
남풍,"['ëĤ¨', 'íĴį']",2,"['남', '풍']",2,"['▁', '남', '<0xED>', '<0x92>', '<0x8D>']",5,3.0,False,3,2.0,True,2,False,4,2,0
기벨린,"['ê¸°', 'ë²¨', 'ë¦°']",3,"['기', '벨', '린']",3,"['▁', '기', '<0xEB>', '<0xB2>', '<0xA8>', '<0xEB>', '<0xA6>', '<0xB0>']",8,4.666666666666667,False,5,3.0,True,3,False,4,3,0
