word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
낭관,"그해 선공감 제조(繕工監提調)와 한성부 우윤을 거쳐 11월 전라도 관찰사가 되었으나, 대간으로부터 낭관(郞官)으로 있을 때부터 내력(來歷)이 없었으며, 당상관(堂上官)이 되어서도 우윤(右尹) 등을 지내는 등 경력이 없다는 점과 전라도는 지역이 넓고 송사가 많아 소임을 감당하기 어렵다는 점이 지적되어 논박받고 체직되었다.",37,4,"['ëĤŃ', 'ê´Ģ']",2,0
가챠,"또한 〈명일방주〉는 F2P 가챠 게임으로, 게임 내에서 획득한 재화나 실제 돈으로 구매한 재화를 통해 무작위로 오퍼레이터를 획득할 수 있다.",19,5,"['ê°Ģ', 'ì±ł']",2,0
채록,"야시로 구니지(八代國治) 야시로 구니지는 「아즈마카가미, 의 연구」에서 와다와 마찬가지로 《아즈마카가미》 자체가 후세의 편집물이라 보았고, 나아가 '편집 과정의 오류', '산 자와 죽은 자의 혼동' 및 '위조문서의 여과없는 채록' 등 '기사의 오류'를 철저히 지적하였다.",32,4,"['ì±Ħ', 'ë¡Ŀ']",2,0
증비,"L51, L52 편성 1999년 야마가타 신칸센 추가 개업 당시의 증비 차량.",11,4,"['ì¦Ŀ', 'ë¹Ħ']",2,0
단오,130년 출생 143년 사망 후한 사람 단오,7,5,"['ëĭ¨', 'ìĺ¤']",2,0
인지도,Nofollow 링크 링크 주스를 전달하지 않지만 트래픽 향상과 인지도 향상에 도움을 주는 링크이다.,13,6,"['ìĿ¸', 'ì§ĢëıĦ']",2,0
아헌,"아헌 아헌(亞獻)은 둘째 잔을 드리는 순서인데, 제주의 부인이나 형제가 잔을 올린다.",11,6,"['ìķĦ', 'íĹĮ']",2,0
응답,"자동 응답 제안을 제공한 가상 비서, 그리고 시크릿 모드로 알려진 선택적 암호화 모드를 포함하였다.",14,6,"['ìĿĳ', 'ëĭµ']",2,0
기술력,"경기 방식 주로 플레이메이커로 활약한 도세나는 근면하고, 창의적인 선수로, 체력, 시야, 기술력, 그리고 중원에서의 공넘김으로 정평이 났고, 공격을 주도하고 먼 거리에서도 골문을 공략할 수 있었다.",25,5,"['ê¸°ìĪł', 'ëł¥']",2,0
패거리,재복과 다시 만나게 됨) 한가인 - 강은주 역 이정진 - 김우식 역 이종혁 - 차종훈 역(현수에게 폭행을 당하다가 다쳐 병원까지 신세지게 됨) 백봉기 - 치타 (백봉학) 역 김인권 - 찍새 (전준식) 역 서동원 - 박성춘 역 최재환 - 여드름 역 박효준 - 햄버거(함재복) 역(마지막에는 음란책 때문에 학교를 그만두게 되고 현수와 재회하게 됨) 박혁민 - 뱁새 (천남식) 역 조진웅 - 야생마 패거리 역(종훈과 똑같이 현수에게 얻어맞고 폭행을 당해 병원에서 신세를 지게 되자 입원을 함),73,4,"['íĮ¨', 'ê±°ë¦¬']",2,0
운동부,미시간 대학교 포털 미시간 대학교 평의회 미시간 대학교 총장 캠퍼스 지도 미시간 대학교 운동부 미시간 대학교 연감 교정을 찍은 사진,20,6,"['ìļ´ëıĻ', 'ë¶Ģ']",2,0
위염,"위염이 만성 상태로 지속되면 위축성 위염, 유문 협착증, 위암을 비롯한 여러 질병과 관련이 있다.",14,4,"['ìľĦ', 'ìĹ¼']",2,0
심취,자신을 커보이고 싶다는 이유로 불량해졌지만 되받아 피를 흘리는 스케이번 시절의 미라와 만나 그녀에게 심취.,14,5,"['ìĭ¬', 'ì·¨']",2,0
회합,남쪽으로는 백마강이 강경 쪽의 바다로 흘러가는 모습을 조망할 수 있어 문인들의 회합 때에 자주 이용되었다.,15,6,"['íļĮ', 'íķ©']",2,0
과민,"대표적인 세 가지 가설으로는 구전 현상 가설, 지구에너지 가설, 전기 과민 알레르기 가설 등이 있다.",15,4,"['ê³¼', 'ë¯¼']",2,0
괘불,경기도의 보물 청룡사 영산회 괘불탱 조선의 불화 1658년 작품 괘불 영산회상도,11,4,"['ê´ĺ', 'ë¶Ī']",2,0
멘트,시보 멘트 생명사랑 FM 101.1㎒ 기쁜소식 밝은세상 부산가톨릭평화방송입니다.,8,5,"['ë©ĺ', 'íĬ¸']",2,0
공갈,모금 절도·강도·공갈 모금 상자를 절도하는 사건과 모금을 빼앗는 강도 사건 공갈 사건 등이 발생했다.,14,4,"['ê³µ', 'ê°Ī']",2,0
현주,"황제와 황태자의 딸은 공주, 친왕의 딸은 군주(郡主), 군왕의 딸은 현주(縣主)로 임명하고, 황제와 태자의 사위는 부마, 친왕과 군왕의 사위는 의빈으로 하라고 직접 지시하였다.",22,5,"['íĺĦ', 'ì£¼']",2,0
이완,"스트레스는 작은 역할을 하는 것으로 보이지만, 특정 이완 기법은 입증되지 않았다.",11,4,"['ìĿ´', 'ìĻĦ']",2,0
재갈,마구로 쓰이는 재갈(bit)은 말의 주둥이에 가로로 물려 행동을 제어하는 데 사용한다.,11,4,"['ìŀ¬', 'ê°Ī']",2,0
북상,"일본군은 부산(釜山)을 침공한 뒤 북상, 수도 한양(漢陽)을 점령하고 임진강(臨津江)을 건너 평양(平壤)을 차지하였다.",12,6,"['ë¶ģ', 'ìĥģ']",2,0
타국,일본의 우익 성향을 대표하는 사이트인 탓에 주로 정치나 타국 관련 항목에서는 우익의 관점이 노골적으로 드러난다.,15,6,"['íĥĢ', 'êµŃ']",2,0
쿄카,"우젠 쿄카 (羽前 京香, うぜん きょうか） 성우 - 키토 아카리(鬼頭明里) 나이 : 21세 / 신장 : 167cm / 생일 : 9월 4일 / 혈액형: O형.",25,5,"['ì¿Ħ', 'ì¹´']",2,0
땀띠,땀띠() 또는 한진(汗疹)은 조그맣고 간지러운 발진으로 대표되는 피부 질환의 하나이다.,10,5,"['ëķĢ', 'ëĿł']",2,0
태실,태실(胎室)을 가봉(加封)하는데 따른 경위와 과정 또는 의식절차 등 모든 관련사실을 적은 영조대왕태실석난간조배의궤는 대한민국의 보물 제1901-11호로 청주고인쇄박물관에 있다.,17,5,"['íĥľ', 'ìĭ¤']",2,0
칼날,이와는 대조적으로서 스페나코돈과 크텐오스폰딜루스는 평평한 칼날 모양의 신경 가시로 형성된 아래쪽 등관절을 가지고 있으며 스페나코돈은 상대적으로 낮고 크텐오스폰딜루스는 더 크다.,20,4,"['ì¹¼', 'ëĤł']",2,0
의부,헨리 7세는 의부 스탠리 남작에게 자신을 왕위에 올린 공으로 더비 백작위를 수여하였다.,12,4,"['ìĿĺ', 'ë¶Ģ']",2,0
실습,지도내용 양조학 기초이론과 주류품질관리 주류 시험양조 및 분석 실습 교육 주류제조와 관련한 신기술 보급,14,6,"['ìĭ¤', 'ìĬµ']",2,0
알골,발사에 사용되는 리틀 조 II 로켓은 알골(ALGOL) 모터가 6기까지 증설되어 아폴로 사령·기계선의 모형과 LES를 탑재해서 발사되었다.,16,5,"['ìķĮ', 'ê³¨']",2,0
트레이,같이 보기 컵케이크 잉글리시 머핀 DC 컵케익 볼루 드 아호스 머핀 트레이,12,4,"['íĬ¸', 'ëłĪìĿ´']",2,0
디니,"이 판정법은 다음과 같은 형태를 가지는데, 아벨-디니 판정법의 수렴 부분에서 조금 더 강한 형태이다.",14,6,"['ëĶĶ', 'ëĭĪ']",2,0
혼담,혼담 루이즈는 몇번의 혼담이 오갔으며 그중 한번은 약혼까지 했으나 결국 성사되지 못했다.,12,6,"['íĺ¼', 'ëĭ´']",2,0
벼락,벼락 등이 산림에 떨어질 경우 발생한다.,6,5,"['ë²¼', 'ëĿ½']",2,0
긴축,"2016년에 경제 성장은 둔화되었지만, 2016년 말에 정부의 경기 부양책과 긴축 노동 시장이 결합되면서 새로운 성장이 시작되었다.",16,6,"['ê¸´', 'ì¶ķ']",2,0
강호,"자는 자배(子培), 호는 강호(江湖), 강호산인(江湖散人).",5,4,"['ê°ķ', 'íĺ¸']",2,0
기형,해부학적으로 적절한 방식으로 가상 심장을 무한 평면에서 슬라이스하고 해부학적 구조의 3차원 이미지를 재구성하는 능력은 선천적으로 기형 심장을 이해하는 데 독특하다.,20,5,"['ê¸°', 'íĺķ']",2,0
대함,크게 나누면 연안 경비와 내수 영역에서의 ‘대함 전투’를 목적으로 한 것과 ‘대지 공격’을 목적으로 한 것으로 분류할 수 있다.,19,5,"['ëĮĢ', 'íķ¨']",2,0
계략,"고종과 명성황후에 대한 계략 당시 일본은 조선에 대한 계략으로 왕실을 회유 혹은 매수하여 경계심을 누그러뜨리게 하는 것이었으며, 또 바로 황후 시해였다.",21,4,"['ê³Ħ', 'ëŀµ']",2,0
양손,첫 종목인 양손 경기는 현재 우리가 알고 있는 용상 방식으로 진행되었다.,11,4,"['ìĸĳ', 'ìĨĲ']",2,0
소라이,"오규 소라이(, 1666년 3월 21일 ~ 1728년 2월 28일)는 에도(江戶) 중기의 유학자(儒學者)·사상가·문헌학자이다.",12,4,"['ìĨĮ', 'ëĿ¼ìĿ´']",2,0
느뵈,"정의 그로스-느뵈 모형은 1+1차원의 시공간에서 개의 디랙 스피너 페르미온 ()을 포함하는 양자장론이며, 그 라그랑지언은 다음과 같다.",16,4,"['ëĬĲ', 'ëµĪ']",2,0
전단,금전이나 쌀·보리쌀을 맡기는 관계가 그 예로서 소비대차와 유사하기 때문에 법률상 소비대차와 같이 취급된다(702조 전단).,14,6,"['ìłĦ', 'ëĭ¨']",2,0
아펠,셰퍼 다항식열의 군 은 아펠 다항식열의 군 과 이항형 다항식열의 군 의 반직접곱이다.,13,4,"['ìķĦ', 'íİł']",2,0
분조,노리요시 친왕은 다가 성에서 도호쿠 지방에서의 조정을 따르는 무장들을 모으고 도호쿠 지방에서의 고다이고 천황의 분조(分朝)격이었던 오우 쇼군부(도호쿠 쇼군부)를 세웠다.,19,5,"['ë¶Ħ', 'ì¡°']",2,0
명망,"여느 명망 높은 대도시처럼 페트라에도 최대 8,000명이 수용 가능한 극장이 있었다.",11,4,"['ëªħ', 'ë§Ŀ']",2,0
무도,상규에 주둔 중이던 곽회가 진식을 견제하려 했으나 제갈량이 무도 북부의 건위로 향한다는 소식을 듣자 퇴각한다.,15,5,"['ë¬´', 'ëıĦ']",2,0
기안,기안 84의 친구이며 기안 84가 과거 이말년과 같은 자취방에서 오랫동안 동거동락을 했었다.,12,4,"['ê¸°', 'ìķĪ']",2,0
더미,어린 더미 역 (이요원 아역) 2006년 SBS 아침연속극 《사랑하고 싶다》 ...,11,4,"['ëįĶ', 'ë¯¸']",2,0
정악,한국음악의 음높이 (韓國音樂－音高) 한국음악의 정악(正樂)에서는 음높이가 일정하나 민속음악에서는 음높이가 고정되지 않았다.,11,6,"['ìłķ', 'ìķħ']",2,0
추록,는 조선 초기의 문신인 하연 (1376년) 선생이 역대 경상도지역 관찰사의 명단을 1426년(세종 8) 처음 필사하여 제작한 이래 몇 차례의 추록(追錄)을 거쳐 완성된 것이다.,23,4,"['ì¶Ķ', 'ë¡Ŀ']",2,0
유혈,시리즈를 통해 좀처럼 등장하지 않던 유혈 장면(단 붉은색이 아닌 흰색으로 나오며 딱 한 컷만 등장한다)이 나온다.,16,6,"['ìľł', 'íĺĪ']",2,0
탄화,나프탄트론 하우세인: 탄소 골격이 집을 닮은 다환 탄화수소 바스케테인: 탄소 골격이 바구니를 닮은 다환 탄화 수소,16,5,"['íĥĦ', 'íĻĶ']",2,0
고글,수영 고글 및 수술용 마스크(최루 가스로부터 보호하기 위해) 판매자와 수박 판매자도 있었다.,12,6,"['ê³ł', 'ê¸Ģ']",2,0
단형,"20세기 전체에 걸쳐, 현존 종들은 남아프리카뜀토끼(P. capensis)로 통합(선사시대에 한 종)되어 단형 속이 만들어졌다.",13,4,"['ëĭ¨', 'íĺķ']",2,0
첩자,정근 : 손택수 역 - 박진한을 역적으로 몰았던 무위소 내부의 첩자,11,4,"['ì²©', 'ìŀĲ']",2,0
로주,1725년 출생 1766년 사망 이노우에씨 가사마번주 이와키 다이라번주 하마마쓰번주 에도 막부 로주 에도 막부 지사부교 오사카 조다이 교토소사대,18,6,"['ë¡ľ', 'ì£¼']",2,0
증여,2009년 8월 14일 삼성 에버랜드 전환사채 편법 증여 사건 파기환송심에서 김인주는 징역 3년에 집행유예 5년을 선고 받았다.,17,5,"['ì¦Ŀ', 'ìĹ¬']",2,0
과반,"더불어 모든 음반은 수록곡의 과반, 연주시간의 과반이 새롭게 제작된 작품이어야 한다.",11,5,"['ê³¼', 'ë°ĺ']",2,0
율동,경주오르골소리박물관은 경상북도 경주시 서라벌대로 420(율동)에 위치한 경주IC 휴게소 내에 있다.,10,4,"['ìľ¨', 'ëıĻ']",2,0
소성,철종이 친정을 시작한 소성 원년부터는 신당이 세력을 얻어 다시 어려움에 처했다.,11,4,"['ìĨĮ', 'ìĦ±']",2,0
아만,"아만(我慢)은 5온, 즉 자신[我]의 육체[색]감수성[수]사고력[상]의지력[행]지식[식]에 대해 남들보다 뛰어나다고 생각하여 자신을 높이는[慢, 高舉] 것이므로 아만이라고 한다.",15,4,"['ìķĦ', 'ë§Į']",2,0
서한,예전에는 타이셴(泰县)으로 불렸고 서한 왕조 말엽에 설치되었다.,7,4,"['ìĦľ', 'íķľ']",2,0
골목,골목 또는 골목길()은 건물 사이나 뒷면에 형성된 길을 가리키는 말이다.,10,6,"['ê³¨', 'ëª©']",2,0
몸짓,"터치스크린이나 버튼을 사용한 별도의 입력없이 사용자의 행동이나 몸짓 자체만으로 기기를 조작할 수 있기 때문에, 사용자는 기기를 직관적이고 편하게 사용할 수 있다.",21,4,"['ëª¸', 'ì§ĵ']",2,0
산단,산단 구간,2,4,"['ìĤ°', 'ëĭ¨']",2,0
한역,"구역의 번역어를 구역어(舊譯語), 신역의 번역어를 신역어(新譯語)라고 한다.(참고: 중국의 불교#불경의 한역)",10,4,"['íķľ', 'ìĹŃ']",2,0
도드리,"3장(章)으로 구성되었는데, 각 장이 도드리 두 장단으로 구성되어 매우 짧다.",10,4,"['ëıĦ', 'ëĵľë¦¬']",2,0
한시,부여 군민중 향교 유림들의 한시 대회가 열리던 장소 이기도 하다.,10,6,"['íķľ', 'ìĭľ']",2,0
성비,성비 출생시: 남성 1.05명/여성 1명,5,4,"['ìĦ±', 'ë¹Ħ']",2,0
천성,개원 승성(承聖) 4년 5월 27일(555년 7월 1일)에 연호를 천성(天成)으로 개원함.,10,6,"['ì²ľ', 'ìĦ±']",2,0
서학,1788년에 8월에 이경명이 서학 엄벌을 청하는 상소를 올리자 정조는 천주교를 사교(邪敎)로 규정하고 금령을 내렸다.,14,6,"['ìĦľ', 'íķĻ']",2,0
핸드,다리 부분에는 핸드 그레네이드를 장비할 수 있는 전용 락이 설치되어 있다.,11,4,"['íķ¸', 'ëĵľ']",2,0
표명,전통적으로는 사상 또는 의견의 자유로운 표명(전달의 자유와) 그것을 전파할 자유(전달할 자유)를 의미하는 것으로서 사인간 소통을 위한 자유권에 해당한다.,18,6,"['íĳľ', 'ëªħ']",2,0
황달,"만성 간 질환은 복부에 체액 축적, 피부 또는 눈의 황달, 면역억제, 여성화를 초래할 수 있으며 멍이 들이 쉬워질 수도 있다.",20,4,"['íĻ©', 'ëĭ¬']",2,0
녹훈,1728년(영조 4) 의금부도사로 이인좌의 난을 토평하는데 공을 세워 분무일등공신(奮武一等功臣)에 양무원종훈에 표한 뒤 공신녹권을 내려 녹훈(錄勳)되었고 음죽현감을 지냈다.,17,5,"['ëħ¹', 'íĽĪ']",2,0
백과,"라는 말이 하나의 낱말로 정착이 되었다면 ""위키""와 ""백과""는 이 낱말의 근원형태소가 된다.""",12,5,"['ë°±', 'ê³¼']",2,0
환수,주한 미군 주한미군지위협정 한미연합사령부 카투사 제8군 (미국) 대한민국의 전시작전권 환수 전시 작전통제권,12,5,"['íĻĺ', 'ìĪĺ']",2,0
잠깐,"1920년부터 1921년까지 공공사업부 장관을 지냈으며, 1922년 잠깐 동안 외무장관을 역임했다.",10,4,"['ìŀł', 'ê¹Ĳ']",2,0
타협,"리이쿠니는 그런 타협 때문에 세상이 악으로 물들었다고 믿지만, 시로츠구는 타협하는 삶이 더 편하다고 믿는다.",14,5,"['íĥĢ', 'íĺĳ']",2,0
송사,유쟁(有諍)은 번뇌가 능히 투송쟁경(鬪訟諍競)의 즉 송사[鬪訟]와 다툼[諍競]의 직접적 원인[因]이 된다는 것을 뜻한다.,12,6,"['ìĨ¡', 'ìĤ¬']",2,0
주스,Dofollow 링크 링크 주스 (Link Juice)를 전달할 수 있는 링크이다.,10,6,"['ì£¼', 'ìĬ¤']",2,0
즉결,"쿠데타는 실패했고, 공모자들은 성난 피렌체 시민들에 의해 즉결 처형 되었다.",10,6,"['ì¦ī', 'ê²°']",2,0
양발,"플레이스타일 주로 수비수로 기용되었지만, 브레메는 자주 전방으로 전진하는 성향이 있었고, 수 차례 골망을 흔들기도 했는데, 양발 모두 강력하고 정확하게 찰 수 있는 장점이 이를 가능케 했다.",26,4,"['ìĸĳ', 'ë°ľ']",2,0
율관,이와 같이 일정한 수값으로 잘린 관을 율관(律管)이라 하고 율관의 길이를 정하는 법을 율관법이라 한다.,14,6,"['ìľ¨', 'ê´Ģ']",2,0
안성,"다시 두 번 사직상소를 올려 두 번째 사직소를 올린 뒤에 허락받아, 마침내 안성(安城)으로 돌아왔다.",14,5,"['ìķĪ', 'ìĦ±']",2,0
하지메,"사토 하지메(佐藤一) 저, 《시모야마 사건 완전연구》(下山事件全研究), 1976년 시사통신사(時事通信社) 발행. 《형사시대 히라쓰카 하치베의 쇼와 사건사》(刑事一代 平塚八兵衛の昭和事件史),",15,4,"['íķĺì§Ģ', 'ë©Ķ']",2,0
정쟁,입헌 자유주의자였던 그는 1823년과 1828년 페드로 4세와 동 미겔 친왕(親王)과의 정쟁(政爭)에 의한 내란 때문에 두 차례에 걸쳐 영국으로 망명했다.,19,4,"['ìłķ', 'ìŁģ']",2,0
맞불,이슬람 혁명 수비대 산하의 민병대인 바시즈는 테헤란에서 친정부 맞불 시위를 벌였다.,11,4,"['ë§ŀ', 'ë¶Ī']",2,0
교육령,그러나 이들의 기본의도가 다른 곳에 있었음은 자명한 일이었고 '2차 교육령'에 담긴 '문화'란 이름의 교육정책 내면에는 다른 목적이 있었다.,18,4,"['êµĲìľ¡', 'ëł¹']",2,0
예복,"한 일원이 다른 일원의 지위를 우월하다고 인정하고, 그 우월한 일원은 다른 이들에게 왕관, 인장, 예복 등을 수여하여 군왕으로 인정하는 것이다.",20,4,"['ìĺĪ', 'ë³µ']",2,0
몸값,공납과 나포 선원들의 몸값 협상을 위해 합리적인 비용을 이끌어내기 위한 외교 회담은 돌파구를 찾지 못했다.,15,6,"['ëª¸', 'ê°Ĵ']",2,0
포터,현대자동차 - 포터 기아자동차 - 봉고 삼성자동차 - 야무진 SV110,10,5,"['íı¬', 'íĦ°']",2,0
폐하,"하지만 소심했던 루이즈는 자신이 ""폐하"" (Your Mejesty)라고 불리는 것에 익숙하지 않다고 이야기했다.",12,6,"['íıĲ', 'íķĺ']",2,0
금욕,"일례로 6세기 당시 마니교의 일파인 마즈다크교는 경제, 문화, 정치 등 모든 영역에서 철저한 금욕, 계급제도의 철폐와 완벽한 평등을 추구했다.",19,6,"['ê¸Ī', 'ìļķ']",2,0
탐욕,"7기 (2004, 7대 죄악) 색욕/ 미스트레스 데모니카 (Lust/Mistress Demonika) 허영/ 마담 디스모르픽 (Vanity/Madame Dysmorphic) 분노/ 배드 베티 제인 (Wrath/Bad Bette Jane) 질투/ 이브 아 고 고 (Envy/Eve-A-Go-Go) 나태/ 베드 타임 새디 (Sloth/Bed Time Sadie) 탐욕/ 미스 맥그리디 (Greed/Miss McGreedy) 식욕/ 벌거 더 옵신 (Gluttony/Vulgar the Obscene)",46,4,"['íĥĲ', 'ìļķ']",2,0
보어,에밀리 홉하우스가 남아프리카의 제2차 보어 전쟁에서 영국의 보어인 여성 및 어린이 수용소 45곳의 실태를 고발.,15,4,"['ë³´', 'ìĸ´']",2,0
중학,중학 입시에 실패하면서 극성스런 어머니에게 반발하고 양키 스타일이 됐다.,9,4,"['ì¤ĳ', 'íķĻ']",2,0
안료,적색조 자주색조 천연 안료 유기 브로민 화합물 비잔틴 문화 비잔티움의 의상,11,5,"['ìķĪ', 'ë£Į']",2,0
배트,배트 밴 성우: 토타니 코지/이재명 흡혈귀 드라큐라의 송곳니에서 만들어진 샤먼의 부하.,11,5,"['ë°°', 'íĬ¸']",2,0
공존,"예를 들어, 낡은 부분과 새로운 부분의 공존, 황야나 거리가 이어지는 방식 등이었다.",12,4,"['ê³µ', 'ì¡´']",2,0
홀릭,"300쪽, 2008년 07월, 《어나더 홀릭 란돌트 고리 에어로졸 : XXX홀릭 소설판 ()》 CLAMP 그림.",14,4,"['íĻĢ', 'ë¦Ń']",2,0
