word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
bekannt,Am Tag darauf erhielt der Kaiser Elisabeths Zustimmung und die Verlobung wurde öffentlich bekannt gegeben.,15,5,"['bek', 'annt']",2,0
Therme,Vermutlich im letzten Viertel des ersten Jahrhunderts nach Christus wurde eine zweite Therme im Bereich des heutigen Aachener Doms errichtet.,20,4,"['Ther', 'me']",2,0
Vagina,"Handlung Hannah hat eine Hassliebe zu ihrer Vagina, die sie Mumu nennt.",12,5,"['V', 'agina']",2,0
Actionspiel,Actionspiel Amstrad-CPC-Spiel Apple-II-Spiel Atari-8-Bit-Spiel C64-Spiel Computerspiel 1985 Computer-Strategiespiel MSX2-Spiel Sinclair-Spiel,10,5,"['Action', 'spiel']",2,0
Synthetics,"aus Angst, dass sich Androidenarbeiter („Synthetics“) gegen die Menschen erheben könnten, griff das Militär unbewaffnete Synthetics an.",17,5,"['Synt', 'hetics']",2,0
Pappe,Die Insel bei dieser Version besteht lediglich aus Plättchen aus Pappe.,11,5,"['P', 'appe']",2,0
Terran,Das Lampert-Terran wird durch den Lampert-Graben vom Ruker-Terran und der Rayner-Provinz in den nördlichen Prince Charles Mountains getrennt.,18,5,"['Terr', 'an']",2,0
Aufbrechen,Durch ihr Aufbrechen in den Raum wird die Säule zu einem eindrucksvollen Zeichen der Hoffnung.,15,4,"['Auf', 'brechen']",2,0
Romanband,Der limitierte achte Romanband vom 23. Juni 2015 und siebte Mangaband vom 26. Januar 2016 enthielten je eine weitere Bonusfolge (OVA).,21,4,"['Roman', 'band']",2,0
Markstein,Deez to Blues sei ein Markstein in einer durchweg außergewöhnlichen Diskographie.,11,4,"['Mark', 'stein']",2,0
Storch,"Wenn eine Möwe einen Fisch oder ein Storch einen Frosch verschluckt, heben sie in erster Linie den Kopf, so dass der Schnabel nach oben zeigt und die Beute nach unten gleiten kann.",32,5,"['St', 'orch']",2,0
Boxkampf,"Auf vielfache Weise damit verknüpft schildert eine zweite Handlungsebene den Boxkampf zwischen Muhammad Ali und Joe Frazier im März 1971, den sogenannten Fight of the Century.",26,5,"['Box', 'kampf']",2,0
Rabe,"Die Erkerfensterverglasungen stellen verschiedene Vögel dar: ein Rabe mit Schreibutensilien (Papier, Tintenglas und Federkiel):",14,4,"['R', 'abe']",2,0
Landstadt,San Germán ist eine Landstadt im Departamento Santa Cruz im Tiefland des südamerikanischen Anden-Staates Bolivien.,15,4,"['Land', 'stadt']",2,0
Bitumen,"Bitumen und Teer sind zwei deutlich verschiedene Substanzen, auch wenn beide braunschwarz und dickflüssig sind.",15,4,"['Bit', 'umen']",2,0
Kinderwagen,Die gut ausgebauten Wege eignen sich auch für einen Spaziergang mit Kinderwagen oder Rollstuhl.,14,5,"['Kinder', 'wagen']",2,0
Herbarium,180 Blätter von Bredemeyers Herbarium befinden sich heute im Botanischen Museum Berlin-Dahlem.,12,5,"['Herb', 'arium']",2,0
Dunst,"Literatur Dieter Roos: Nicht nur blauer Dunst ...: ... über Tabak, Zigarren und Pfeifen;",14,5,"['D', 'unst']",2,0
Verbinder,Die Bezeichnung Slot wird besonders bei Steckplätzen mit Direktsteckverbinder (Card-Edge-Verbinder) verwendet.,11,4,"['Verb', 'inder']",2,0
Personalplanung,"Planung von Arbeitsverfahren und Arbeitsabläufen, Abs. 2 BetrVG; Planung der Arbeitsplätze, Abs. 2 BetrVG; Personalplanung, Abs. 1 Satz 2 BetrVG;",20,5,"['Personal', 'planung']",2,0
Bauordnung,"Die erste kommunale Bauordnung stammt aus dem Jahr 1962, die Gemeinde erliess 1967 den ersten Zonenplan.",16,4,"['Bau', 'ordnung']",2,0
Regionalteil,"Sie bestehen also aus einem gemeinsamen Mantel für alle Regionen, einem Regionalteil und einem Lokalteil.",15,4,"['Regional', 'teil']",2,0
Ostgruppe,Hinzu kamen der jeweils beste Gruppendritte aus der West- und Ostgruppe.,11,5,"['Ost', 'gruppe']",2,0
Frontmotor,"Das 24-Stunden-Rennen von 1962 war das letzte Le-Mans-Rennen, das von einem Frontmotor-Rennwagen gewonnen werden konnte.",15,5,"['Front', 'motor']",2,0
Marge,Die Marge ist die Handelsspanne für Kreditinstitute und wird damit Bestandteil des Kurswerts.,13,4,"['M', 'arge']",2,0
Hauptamt,Am 5. Juni 1945 berichtete der Direktor der Berliner Caritas: „Im Hauptamt für Volkswohlfahrt […] wurde schwer gekämpft.,18,5,"['Haupt', 'amt']",2,0
Slipanlage,"An der Südseite geht eine weitere, deutlich kleinere Slipanlage ab.",10,4,"['Slip', 'anlage']",2,0
Tableau,"Im Jahr 1846 wurde er dem Weihbischof Daniel Latussek vorgestellt, in dessen Anwesenheit er ein Tableau fertigte.",17,4,"['Table', 'au']",2,0
mensch,Sol denn das spiell der zeitt / der leichte mensch bestehn.,11,5,"['m', 'ensch']",2,0
Hafer,"1948 kam eine Hafer- und Reismühle hinzu, die jedoch bereits 1951/52 wieder stillgelegt und für Büronutzung umgebaut wurde.",18,4,"['Ha', 'fer']",2,0
Sportchef,"Am 23. Februar 2017 verkündete der Sportchef von Floorball Köniz, dass der Vertrag mit dem Defensivakteur verlängert wurde.",18,4,"['Sport', 'chef']",2,0
Formfehler,"In Gurué bestätigte die nationale Wahlkommission CNE das Wahlergebnis zugunsten FRELIMOs, da die klageführende Partei MDM Formfehler begangen habe.",19,4,"['Form', 'fehler']",2,0
Petroleum,Das zweite Hotel baute die „Ölheimer Petroleum Industrie Gesellschaft“ (August Sternberg) und verpachtete es an einen Hotelier.,17,5,"['Pet', 'roleum']",2,0
Fachblatt,Die Publikation des Patents im Fachblatt Horseless Age erregte wenig Aufmerksamkeit;,11,5,"['Fach', 'blatt']",2,0
Brise,"Seine Besonderheit ist, dass er bis zu einer Windstärke von 4 (mäßige Brise) auf dem offenen Meer eingesetzt werden kann.",20,5,"['Br', 'ise']",2,0
Fuzzy,Die Entstehung der Fuzzy Set Theorie und ihrer ersten Anwendungen –,11,5,"['F', 'uzzy']",2,0
Bagger,"„Während Bauarbeiter und Bagger […] bereits ihr Tun beginnen, wölbt Hildebrand […] eine schützende Glocke über Kirche und Dorf.“",19,4,"['B', 'agger']",2,0
Textedition,In der Einleitung zu seiner Textedition lenkt Zuhayr ʿUthmān ʿAlī Nūr die Aufmerksamkeit auf die Unterschiedenheit des Titels.,18,4,"['Text', 'edition']",2,0
Neckar,Tauberland ist ein Naturraum der Neckar- und Tauber-Gäuplatten (Haupteinheitengruppe 12) im Südwestdeutschen Schichtstufenland.,13,4,"['Neck', 'ar']",2,0
Probejahr,Das Probejahr absolvierte er 1874/75 an der Hohen Landesschule (Hanau).,10,5,"['Probe', 'jahr']",2,0
Booster,"Der Booster übernahm dann auch die Stromversorgung des Gerätes, der interne Antennenanschluss wurde automatisch deaktiviert.",15,5,"['Bo', 'oster']",2,0
Hausberg,Arthur’s Seat ist der hohe Hausberg der schottischen Hauptstadt Edinburgh.,10,5,"['Haus', 'berg']",2,0
Ionosphäre,"CASSIOPE ist ein kanadischer Forschungssatellit der Canadian Space Agency, der die Ionosphäre erforschen soll.",14,4,"['Ion', 'osphäre']",2,0
Personengesellschaft,Außerdem kann diese Rechtsform auch steuerlich wie eine Personengesellschaft ausgestaltet werden.,11,4,"['Person', 'engesellschaft']",2,0
Einrede,"Wirkungen der Verjährung Der Schuldner bekommt ein (dauerndes) Leistungsverweigerungsrecht, die „Einrede der Verjährung“ ( BGB).",15,4,"['Ein', 'rede']",2,0
Reede,Der gesamtstaatliche Patriotismus wurde durch die Rücknahme der Druckfreiheit 1799 und die Schlacht auf der Reede Kopenhagens 1801 erschüttert.,19,4,"['Re', 'ede']",2,0
Burgtheater,Das Burgtheater entließ Teichtmeister am 13. Jänner 2023 mit sofortiger Wirkung.,11,4,"['Burg', 'theater']",2,0
Reit,Jahrhunderts vor allem der Versorgung des markgräflichen Hofes und des Amtsdienstes mit Reit- und Zugpferden.,15,4,"['Re', 'it']",2,0
Initiierung,"Wie schon bei der Initiierung des ÖABV war Reicher nicht nur Spieler, sondern ich Funktionär.",15,4,"['Initi', 'ierung']",2,0
Spitz,"Das neue Kastell, laut den Quellen Castra Batava oder ad Batavos genannt, stand wohl zwischen Spitz- und Domberg.",18,4,"['Sp', 'itz']",2,0
Daker,"Es finden sich allerdings auch zahlreiche Hinterlassenschaften aus der Eisenzeit, der Daker und der Römer.",15,4,"['D', 'aker']",2,0
Schalt,Er war wahlweise mit Schalt- oder Automatikgetriebe erhältlich und mit versenkbaren Scheinwerfern und einer rundlicheren Frontpartie mit Integralspoiler ausgestattet.,19,4,"['Sch', 'alt']",2,0
Starterin,NOKs mit einer Starterin im Einzelwettbewerb,6,4,"['Starter', 'in']",2,0
Imperator,"Die Grundsteinlegung der 42,97 m hohen Säule mit Napoleon als Imperator erfolgte am 25.",14,4,"['Imper', 'ator']",2,0
Blattform,Für die Überweisungen wurden Formulare in Blattform (zur Versendung in Briefen) und Giropostkarten ausgegeben.,14,5,"['Bl', 'attform']",2,0
Duden,Im Duden und in allgemein gültigen deutschen Wörterbüchern wird dieser Baum nach der deutschen Rechtschreibung Hängebirke geschrieben.,17,5,"['D', 'uden']",2,0
Misswirtschaft,In Wirklichkeit herrschte in den JZD häufig Misswirtschaft.,8,4,"['Miss', 'wirtschaft']",2,0
Datenbasis,"Die Datenbasis wird dabei von den Nutzern selbst bereitgestellt (Crowdsourcing), indem sie Betankungsdaten ihrer Fahrzeuge in die Datenbank eintragen.",19,5,"['Daten', 'basis']",2,0
Kehl,"Die Kehl- und Halsseiten, die Brust und die Flanken sind rötlichbraun.",11,4,"['Ke', 'hl']",2,0
piste,Richard Jones bei Racing Sports Cars Richard Jones bei der Driver Database Richard Jones bei 24-h-en-piste,16,4,"['p', 'iste']",2,0
Preisklasse,Der Bahnhof Winden (Pfalz) befindet sich am südöstlichen Ortsrand von Winden (Pfalz) und gehört der Preisklasse 4 an.,18,5,"['Preis', 'klasse']",2,0
Perücke,"Nicht einmal die langen Haare von KG sind echt, sondern nur eine Perücke.",13,5,"['Per', 'ücke']",2,0
Stute,"Der Ortsname weist auf Pferdezucht, das niedersorbische Wort Kobyła und das obersorbische Wort Kobła bedeuten Stute.",16,4,"['St', 'ute']",2,0
Fiasko,Aufgrund der häufig ungünstigen Wetterbedingungen und der schlechten Verkehrsanbindung entwickelte sich die Spielstätte zu einem finanziellen Fiasko und wurde vollständig abgebrochen.,21,4,"['Fi', 'asko']",2,0
Aphel,"Im Jahr 2067 erreicht er sein Aphel, also seine größte Entfernung von der Sonne.",14,5,"['Ap', 'hel']",2,0
Kleine,"Zu Lebzeiten des Autors wurde die kleine Geschichte ins Bulgarische, Ungarische, Deutsche, Polnische, Rumänische, Serbokroatische, Slowakische, Finnische, Tschechische und Schwedische übertragen.",21,4,"['K', 'leine']",2,0
Transfrau,Im September 2019 fasste Kellermann während eines Aufenthalts in den USA den Entschluss zu ihrem Coming-out als Transfrau.,18,4,"['Trans', 'frau']",2,0
Zielpunkt,Corvara ist Zielpunkt des alljährlich Ende Juni/Anfang Juli stattfindenden Dolomiten-Radmarathons (147 km) rund um die Sella mit über 7000 Teilnehmern.,20,5,"['Ziel', 'punkt']",2,0
Jockey,"Hintergrundinformation Clüver war bereits während seiner Studentenzeit, mit Freunden in verschiedenen Lokalen im Mannheimer Raum, als „Rock- und Underground-Disc-Jockey“ tätig.",20,5,"['J', 'ockey']",2,0
Fliese,Jahrhundert begann auch bei der Fliese die Industrialisierung.,8,4,"['Fl', 'iese']",2,0
Regal,"Am 24. November griff er Regal und Kozlov an, nachdem Kozlov ihn beschuldigte, an einer Niederlage Regals schuld zu sein.",20,4,"['Reg', 'al']",2,0
Stockente,"Vögel Singdrossel, Amsel, Hirtenstar, Star, Haussperling, Perlhalstaube, Felsentaube und Stockente",10,4,"['Stock', 'ente']",2,0
Viscount,"Peerage of the United Kingdom gehören, werden seit 1925 als nachgeordnete Titel vom jeweiligen Viscount geführt.",16,5,"['Vis', 'count']",2,0
Parther,"Später führte Marcus Antonius einen Feldzug gegen die Parther durch Armenien und Atropatene, scheiterte jedoch bei der Belagerung von Gazaka.",20,4,"['Par', 'ther']",2,0
Filmforum,Neben dem Kleinkunsttheater „Die Säule“ und dem Kulturhaus Grammatikoff befindet sich dort das Filmforum und die Hausbrauerei Webster.,18,4,"['Film', 'forum']",2,0
Unterton,Er wirkt sehr grobschlächtig und spricht meist mit einem ironischen Unterton.,11,4,"['Unter', 'ton']",2,0
Steinplatte,"Die Kammer besteht aus sieben sich gegenseitig stützenden, nach innen geneigten grazilen Orthostaten, die von einer großen Steinplatte bedeckt werden.",20,5,"['Stein', 'platte']",2,0
Diner,"Nach dem Kurs gehen Jamie und Beth gemeinsam in ein Diner und essen zu Abend, wobei sie ins Gespräch kommen.",20,5,"['D', 'iner']",2,0
Videoaufnahme,Erstmals wurde ein Teil der sechs damals üblichen Belehrungsfahrten je Richtung dabei (versuchsweise) durch eine Videoaufnahme ersetzt.,17,5,"['Video', 'aufnahme']",2,0
Fachhandel,Im Fachhandel setzt sich die Farbkodierung nach der DIN-Norm 46228 zunehmend durch.,12,4,"['Fach', 'handel']",2,0
Soldatin,"September: André-Ernest-Modeste Grétry, französischer Komponist (* 1741) 5. Oktober: Eleonore Prochaska, deutsche Soldatin (* 1785) 11.",16,4,"['Sold', 'atin']",2,0
Suchtest,"HIV-Infektionen, die sechs Wochen oder mehr zurückliegen, werden in der Regel per Antikörper/Antigen-Suchtest statt PCR diagnostiziert.",16,5,"['Such', 'test']",2,0
Fernsehgerät,Als Ausgabegerät wird gewöhnlicherweise ein Fernsehgerät über den Antenneneingang angeschlossen.,10,5,"['Fernseh', 'gerät']",2,0
Ekel,In der menschlichen Wahrnehmung wird Schmutz meist mit Wertlosigkeit und eventuell Ekel verbunden.,13,5,"['E', 'kel']",2,0
Morast,"Rutscht man in den Morast, hat man kaum die Möglichkeit, sich alleine wieder zu befreien.",15,4,"['Mor', 'ast']",2,0
Rangstufe,Anmerkungen: Silva listet in dieser Ordnung keine Familien (die Rangstufe entfällt dort).,12,4,"['Rang', 'stufe']",2,0
Sexualwissenschaft,Wissenschaftliche Zeitschrift (Deutschland) Zeitschrift (Stuttgart) Sexualforschung Sexualwissenschaft Thieme Gruppe Ersterscheinung 1988,11,5,"['Sexual', 'wissenschaft']",2,0
Eigenpotential,Bei vorgegebener Dichte und Volumen ist das Eigenpotential eines solchen Ellipsoids abhängig von der numerischen Exzentrizität ε des Ellipsoids:,19,5,"['Eigen', 'potential']",2,0
Sounddesign,"Sie hob besonders das Sounddesign und die Bildgestaltung hervor und dass der Film ohne Erklärungen oder eingefügte Texttafeln mit Informationen über den Holocaust auskomme, worauf deutsche Geldgeber Wert gelegt hätten.",30,4,"['Sound', 'design']",2,0
Literaturhaus,Premiere November 2004 im Literaturhaus Frankfurt am Main Wie der Tod in die Welt kam.,15,5,"['Literatur', 'haus']",2,0
Longplay,"Bei Nachvertonung diese nur in Mono 6 Köpfe: vier Videoköpfe für Standard- und Longplay, sowie besseres Standbild und zwei Audioköpfe für Hi-Fi-Stereo;",22,4,"['Long', 'play']",2,0
Kartause,"Er förderte die Kartause Güterstein bei Urach, vermutlich auch die Stadtkirche und das Heilig-Geist-Spital in Grüningen.",16,5,"['Kart', 'ause']",2,0
Countyverwaltung,1837 wurde Orange (der frühere Name von Sycamore) Sitz der Countyverwaltung.,11,4,"['County', 'verwaltung']",2,0
Wasserstelle,"Wasserrohre aus römischer Zeit an den Außenmauern lassen darauf schließen, dass hier über einer Wasserstelle ein Brunnenheiligtum errichtet wurde.",19,4,"['Wasser', 'stelle']",2,0
Würzung,"Neben der normalen Leblebi ohne Würzung gibt es auch Leblebi mit Salz, scharfen Gewürzen oder Gewürznelken und Zucker.",18,4,"['Wür', 'zung']",2,0
spanisch,Weblinks Real Academia Gallega Übersetzungsprogramm Galicisch-Spanisch der Universität Vigo der Universität Santiago de Compostela Tageszeitung La Voz de Galicia,19,4,"['span', 'isch']",2,0
Materialprüfung,Materialprüfung Die vielfältigen Materialprüfungen werden entsprechend den Standards der jeweiligen Länder durchgeführt.,12,4,"['Material', 'prüfung']",2,0
Netlabel,en:Netlabel,1,4,"['Net', 'label']",2,0
FIV,Für die Interaktion zwischen FIV gp95 und CD134 wird CXCR4 als essentieller Korezeptor benötigt.,14,4,"['F', 'IV']",2,0
Laborgerät,Der erste FCKW-freie Kühlschrank dieser Art wurde durch die Lare GmbH als Laborgerät für das Hygieneinstitut Dortmund umgebaut.,18,4,"['Labor', 'gerät']",2,0
Kickoff,Der Super Bowl begann mit einem Kickoff der Pittsburgh Steelers.,10,4,"['Kick', 'off']",2,0
Hauptbogen,Konstruktion und Daten Länge: 65 m Breite: 4 m Höhe: 18 m Spannweite Hauptbogen: 16 m Erbaut: 1025–1031,18,4,"['Haupt', 'bogen']",2,0
Sherry,Aus der untersten Reihe Fässer wird etwa ein Drittel des fertig gereiften Sherry oder Brandy abgefüllt.,16,4,"['Sher', 'ry']",2,0
Buchserie,Ab Mai 1903 erschien die bis Mitte Juni 1905 auf 50 Bände ausgedehnte Buchserie Bibliothek berühmter Autoren.,17,4,"['Buch', 'serie']",2,0
Oxidase,Von anderen Arten der Gattung Pseudomonas wird es durch eine negative Reaktion in Oxidase- und Arginin-Dihydrolase-Tests unterschieden.,17,4,"['Ox', 'idase']",2,0
Generierung,"Das Ultimate-3D-Effekt-Dateiformat (*.ufx) Unterstützung für Post-screen Shader Generierung von Echtzeitschatten Ein System, große Landschaften effizient zu rendern",17,5,"['Gener', 'ierung']",2,0
Requisite,"Trivia Für die Dreharbeiten wurde die Requisite der ""Hispaniola"" aus der deutsch-französischen Koproduktion Die Schatzinsel verwandt.",16,4,"['Re', 'quisite']",2,0
Patchpanel,"Das Keystone-Konzept eignet sich besonders für heterogene Verkabelungen, die viele verschiedene Signalübertragungen säuberlich auf ein Patchpanel bringen sollen, wie es in der Verdrahtung von modernen Wohnhäusern anzutreffen ist (LAN, Telefonie, Kabelfernsehen etc.)",32,5,"['Patch', 'panel']",2,0
Taglung,"Vertreter der Reihe, er ist eines der drei Oberhäupter der Taglung-Kagyü-Schule.",11,5,"['Tag', 'lung']",2,0
Romanfigur,"Wie seine Romanfigur, der Fälscher Dennison, erkennt er seine ihn bislang bestimmende Ethik als „Fälschung“ einer moralisch korrumpierten Gesellschaft.",19,4,"['Roman', 'figur']",2,0
Tunika,"Der gefesselte, von Pfeilen durchbohrte, blond gelockte Sebastian trägt außer einem kurzen Beinkleid eine rote Tunika mit einer goldenen Schließe.",20,4,"['Tun', 'ika']",2,0
Melde,Er leitete die Melde- und Leitstelle für Spätausgesiedelte katholische Jugendliche.,10,4,"['Mel', 'de']",2,0
Toxin,Als mögliche Ursachen gelten nicht ausreichende Refugienflächen oder unautorisierte Vermehrung von Bt-Baumwolle mit zu geringem Gehalt an Bt-Toxin.,18,5,"['T', 'oxin']",2,0
Kurgan,In Kurgan 7 hatte der Kurgan dagegen einen äußeren Steinring.,10,5,"['Kur', 'gan']",2,0
Zeitdokument,"Denn die Wahrhaftigkeit, mit der It's a Sin als Zeitdokument funktioniert, aber auch allgemein den Weg queerer Selbstfindung nachzeichnet, sucht ihresgleichen.",21,4,"['Zeit', 'dokument']",2,0
Chlorierung,oder durch Reaktion von Phosphorpentasulfid mit Ethanol und anschließende Chlorierung des entstandenen Zwischenproduktes gewonnen werden.,15,4,"['Chlor', 'ierung']",2,0
Weinbauer,Als Weinbauer notiert er mehrere durch Spätfröste oder Hagelschlag verschuldete Ernteausfälle und dokumentiert damit Wetterereignisse der Kleinen Eiszeit.,18,4,"['Wein', 'bauer']",2,0
Grundriss,"Der Grundriss des Hauses ist fast quadratisch, flankiert von einer Garage in Kubus-Form.",13,4,"['Grund', 'riss']",2,0
Bundesanstalt,Damit wurde die Bundesanstalt in ein „Institut für allgemeine und analytische Chemie“ und in das ehemalige DGFett-Institut gegliedert.,18,4,"['Bundes', 'anstalt']",2,0
Zeitlichkeit,"Die Zeitlichkeit des Verfalls ist eben das, was sie nicht darstellen können.",12,4,"['Zeit', 'lichkeit']",2,0
Ostportal,Vor dem heutigen Ostportal war ursprünglich ein weiterer Torbogen in Verlängerung der heutigen Fresken der Pferdeschwemme angebracht.,17,4,"['Ost', 'portal']",2,0
Fahrenheit,Das von Angelo Badalamenti geschriebene Hauptthema zu Fahrenheit tritt an markanten Stellen des Spiels immer wieder in unterschiedlichen Besetzungen und Variationen auf.,22,4,"['F', 'ahrenheit']",2,0
Waldfläche,Der immergrüne tropische Regenwald des Amazonasgebiets ist die größte zusammenhängende Waldfläche Brasiliens.,12,5,"['Wald', 'fläche']",2,0
Compagnie,Im Jahre 1860 fanden erstmals Tanzabende mit einer Ballett-Compagnie aus Rom statt.,12,4,"['Comp', 'agnie']",2,0
Transportphase,Ösophageale Transportphase Nach Eintritt des Speisebolus in die Speiseröhre schließt sich der Sphinkter wieder.,14,4,"['Transport', 'phase']",2,0
Lehne,Der Pfarrstuhl von 1792 ist aus Holzbrettern mit Lehne und Armstützen gefertigt.,12,4,"['Le', 'hne']",2,0
Topteil,"Sind Verstärker und Lautsprecherbox getrennt, so spricht man von Topteil (englisch Head) und Box (englisch Cabinet).",16,4,"['Top', 'teil']",2,0
Huben,die Dörfer Mořina mit 30 Huben und Mořinka mit 18 Huben Land dem Prager Slawenkloster.,15,5,"['Hub', 'en']",2,0
Ostpolitik,In der Ostpolitik konnten die Jagiellonen das Kräftegleichgewicht angesichts der wachsenden Macht des Großfürstentums Moskau bewahren.,16,5,"['Ost', 'politik']",2,0
Hyeong,"Formenlauf (Teul, Hyeong, Pumsae – Taegeuk/Palgue): festgelegte Techniken werden in vorgegebener Reihenfolge durchgeführt.",13,5,"['H', 'yeong']",2,0
Musikstreaming,"Tidal ist ein kostenpflichtiger Musikstreaming-Dienst, der 2014 von der Technologiefirma Aspiro AB gegründet wurde.",14,4,"['Musik', 'streaming']",2,0
Schüssel,"Auch zu seinen Monologen schweigt Magda, sie hilft ihm sogar noch, seine blutenden Füße in einer Schüssel zu baden.",19,4,"['Sch', 'üssel']",2,0
Messstation,Die Messstation von MeteoSchweiz liegt auf einer Höhe von,9,5,"['Mess', 'station']",2,0
Videoanalyse,Auf diese Weise soll die Informationsaufnahme der konsumierenden Sportler einer Videoanalyse gesichert oder idealer Weise auch erhöht werden.,18,4,"['Video', 'analyse']",2,0
Butadien,"Zudem wird s-Butyllithium als Katalysator für technische Polymerisationen von Isopren, Butadien und Styrol verwendet.",14,4,"['But', 'adien']",2,0
Portwein,Bis 2012 wurde in Südafrika ein Portwein unter dem Namen Allesverloren Port angeboten.,13,4,"['Port', 'wein']",2,0
Kinderstar,So war er 1938 in Just Around the Corner nur noch in der zweiten Hauptrolle hinter Kinderstar Shirley Temple zu sehen.,21,4,"['Kinder', 'star']",2,0
Sportsendung,"Sport unter der Lupe war eine Sportsendung des Südwestfunks, ab 1998 des Nachfolgers Südwestrundfunk.",14,5,"['Sports', 'endung']",2,0
Adaptivität,"Adaptivität Wenn die Musik in Videospielen auf die Handlungen des Spielers reagiert, spricht man von Adaptivität.",16,5,"['Adapt', 'ivität']",2,0
Hirse,"Es wurden hauptsächlich Mais, Hirse, Tabak, Kaffeebohnen, Tee und Baumwolle angebaut.",11,4,"['H', 'irse']",2,0
Exodus,"Der Bandname wurde von Broderick vorgeschlagen, wurde jedoch laut Drover nicht dem Exodus-Lied The Last Act of Defiance entliehen.",19,4,"['Ex', 'odus']",2,0
Hausrecht,So kam es erst 1561 zum Streit zwischen der Bürgerschaft und dem Stiftskapitel über das „Hausrecht“ im Dom.,18,4,"['Haus', 'recht']",2,0
Gastfahrer,"Carlos Pace, Gunnar Nilsson und Brabham-Gastfahrer Rolf Stommelen komplettierten die Punkteränge.",11,5,"['Gast', 'fahrer']",2,0
Einzelmeister,1987–1993 wurde Žitkus Einzelmeister bei der 36. Europameisterschaft im Fernschach.,10,5,"['Einzel', 'meister']",2,0
Championat,"Pius Schwizer nahm erstmals 2007 an einem internationalen Championat, den Europameisterschaften der Springreiter in Mannheim, teil.",16,4,"['Champion', 'at']",2,0
Freier,"Als Lily von einem verrückten Freier mit einer Pistole bedroht wird, rettet sie Lotte aus der Gefahr.",17,4,"['Fre', 'ier']",2,0
Orthografie,"Für Konkani, die Sprache Goas, wurde im 16. Jahrhundert eine Orthografie auf Grundlage des Portugiesischen geschaffen.",16,4,"['Orth', 'ografie']",2,0
Crau,"Zerstörung der Crau Es gibt viele unterschiedliche Aspekte, die die Zerstörung der Crau vorantreiben.",14,4,"['Cra', 'u']",2,0
