word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
Performer,Laut U-Multirank ist die Hochschule Reutlingen weltweiter „Top-Performer“ beim Indikator Wissenstransfer (2018) und beim Indikator Kontakt zur Berufspraxis (2019).,19,5,"['Per', 'former']",2,0
Melde,Er leitete die Melde- und Leitstelle für Spätausgesiedelte katholische Jugendliche.,10,4,"['Mel', 'de']",2,0
Gogo,"Als Regent fungierte bis 581 in Austrasien der Hausmeier Gogo, der bereits zuvor eine wichtige Rolle am Hof gespielt hatte.",20,4,"['G', 'ogo']",2,0
Elfter,David Ludwig konnte nur Elfter werden und erreichte nicht die letzte Runde.,12,5,"['El', 'fter']",2,0
kDa,Sie sind sowohl bei Prokaryoten als auch bei Eukaryoten zu finden und bestehen aus zwei Untereinheiten mit ungefähr 100 kDa.,20,4,"['k', 'Da']",2,0
Eigenpotential,Bei vorgegebener Dichte und Volumen ist das Eigenpotential eines solchen Ellipsoids abhängig von der numerischen Exzentrizität ε des Ellipsoids:,19,5,"['Eigen', 'potential']",2,0
Schlund,Die gelblich weißen Blüten besitzen einen bräunlich roten Schlund und sind bis 2 Zentimeter lang.,15,5,"['Sch', 'lund']",2,0
Wards,"Verwaltung Der Greater Geelong City Council hat zwölf Mitglieder, die von den Bewohnern der zwölf Wards gewählt werden.",18,5,"['W', 'ards']",2,0
Satellite,"Arabsat, geostationären Telekommunikationis-Satelliten der Arab Satellite Communications Organization, (Arabsat) in Riad.",11,4,"['Sat', 'ellite']",2,0
Suchtest,"HIV-Infektionen, die sechs Wochen oder mehr zurückliegen, werden in der Regel per Antikörper/Antigen-Suchtest statt PCR diagnostiziert.",16,5,"['Such', 'test']",2,0
Stute,"Der Ortsname weist auf Pferdezucht, das niedersorbische Wort Kobyła und das obersorbische Wort Kobła bedeuten Stute.",16,4,"['St', 'ute']",2,0
Trustee,"Leslie Ferrar gehört der römisch-katholischen Kirche an und ist in ihr vielfältig engagiert, darunter als Trustee des Erzbistums Westminster.",19,5,"['Trust', 'ee']",2,0
Dritt,"Die Gruppensieger und -zweiten qualifizieren sich für das Viertelfinale, die Dritt- und Viertplatzierten scheiden aus dem Wettbewerb aus.",18,4,"['D', 'ritt']",2,0
Dualband,Im Gegensatz zum UV6D ist dieses Modell nur in einer 2-m-/70-cm-Dualband-Variante verfügbar.,12,5,"['Dual', 'band']",2,0
Dialogsystem,"Neben der Integration von Spracherkennung und Sprachausgabe hat DialogOS eine Programmierschnittstelle, um externe Geräte in das Dialogsystem einzuklinken.",18,4,"['Dialog', 'system']",2,0
Formierung,Cripps trat bereits früh für die Formierung einer Einheitsfront gegen die anwachsende Bedrohung des Faschismus ein.,16,5,"['Form', 'ierung']",2,0
Frontfrau,Sein neuestes Werk ist die Zusammenarbeit mit Ex-Guano-Apes-Frontfrau Sandra Nasić.,10,4,"['Front', 'frau']",2,0
Initiation,"Papus war der Erste, der eine Initiation Constants durch den exzentrischen polnischen Exilanten Józef Maria Hoëné-Wroński behauptete.",17,5,"['Init', 'iation']",2,0
Shaker,Zubereitung im Cocktail-Shaker Instantkaffee wird zusammen mit etwas kaltem Wasser und gegebenenfalls etwas Zucker in einem Cocktail-Shaker schaumig geschüttelt.,19,4,"['Sh', 'aker']",2,0
Einrede,"Wirkungen der Verjährung Der Schuldner bekommt ein (dauerndes) Leistungsverweigerungsrecht, die „Einrede der Verjährung“ ( BGB).",15,4,"['Ein', 'rede']",2,0
Balise,"Bei Balisengruppen, die nur aus einer Balise bestehen, muss per Verkettung auf die Richtung geschlossen werden, in der sie befahren wird.",21,4,"['Bal', 'ise']",2,0
Sequel,Die Hauptserie sowie das erste Sequel wurden jeweils zu einem Film zusammengeschnitten.,12,4,"['Se', 'quel']",2,0
Absenz,"Die Verlässlichkeit einer künstlichen Welt stellt sich über die realen Ungewissheiten, weil deren Absenz erwünscht ist:",16,4,"['Abs', 'enz']",2,0
Radlast,"Auch die Beschleunigung in Richtung der Hochachse, beispielsweise durch Fahrbahnunebenheiten, bewirkt eine dynamische Änderung der Radlast.",16,4,"['Rad', 'last']",2,0
Seiler,Leben Simnacher absolvierte zunächst in der Familientradition eine Ausbildung als Seiler.,11,4,"['Se', 'iler']",2,0
Affront,was nichts anderes als einen Affront gegen die USA bedeutete.,10,5,"['Aff', 'ront']",2,0
Radiologie,Radiologie Diagnostisches Verfahren in der Gastroenterologie Bildgebendes Verfahren (Medizin),9,5,"['Radi', 'ologie']",2,0
finden,In ihm finden sich die bekannten Figuren aus den Angry-Birds-Spielen.,10,5,"['find', 'en']",2,0
Electro,Das Electro-House-Duo Twocolors übernahm zusammen mit den beiden Produzenten die Abmischung und darüber hinaus das Mastering der Aufnahme.,18,4,"['Elect', 'ro']",2,0
Leasing,"Ab dem 25. Oktober 2002 folgte ein Leasing an Brit Air, aus dem die Maschine zum 30. Juni 2003 zurückkehrte.",20,4,"['Le', 'asing']",2,0
Spitz,"Das neue Kastell, laut den Quellen Castra Batava oder ad Batavos genannt, stand wohl zwischen Spitz- und Domberg.",18,4,"['Sp', 'itz']",2,0
Konversation,"Kurz darauf simuliert HAL eine Störung im Kommunikationssystem, um von der Konversation abzulenken.",13,4,"['Kon', 'versation']",2,0
Paranoia,"Der Stress reichte von Angst bis Paranoia, dass bestimmte öffentliche Räume nicht sicher sind.",14,4,"['Par', 'anoia']",2,0
Einhalten,in Folge dieses Berichts versprach das Unternehmen die Erarbeitung von Vorschlägen zum Einhalten der Grenzwerte und eine höhere Transparenz.,19,4,"['Ein', 'halten']",2,0
Generalprobe,Die Bad Homburg Open gelten in der Saison als Generalprobe vor dem Grand-Slam-Turnier in Wimbledon.,15,5,"['General', 'probe']",2,0
Seta,"Die Kapsel auf der purpurnen Seta ist aufrecht und zylindrisch, der Kapseldeckel kegelig und kurz geschnäbelt.",16,4,"['Set', 'a']",2,0
Standplatz,"In Harlösa wurde am östlichen Bahnhofsende ein Lokschuppen mit einem Standplatz gebaut, dazu wurde ein Wasserturm und eine 15-Meter-Drehscheibe errichtet.",20,4,"['Stand', 'platz']",2,0
Toter,Die Handlung beginnt in Indien im Jahre 1023 n. C. Während einer Schlacht formt sich aus den Resten umherliegender Toter Premutos.,21,5,"['T', 'oter']",2,0
Heizen,Das Bad benötigte große Mengen Wasser und vor allem Kohle zum Heizen.,12,4,"['He', 'izen']",2,0
Dispersion,Die relativ hohe Rotationsgeschwindigkeit in den äußeren Spiralarmen mit kleiner Dispersion liefert einen Hinweis auf Dunkle Materie (vgl. Rotationskurve).,19,5,"['Disp', 'ersion']",2,0
Unterton,Er wirkt sehr grobschlächtig und spricht meist mit einem ironischen Unterton.,11,4,"['Unt', 'erton']",2,0
Superior,The Charles Hotel München ist ein 5-Sterne-Superior-Hotel im Stadtteil Maxvorstadt in München (Sophienstraße 28).,14,5,"['Super', 'ior']",2,0
Graduation,Nach seiner Graduation wurde er als Leutnant der Feldartillerie in das Offizierskorps des US-Heeres aufgenommen.,15,4,"['Grad', 'uation']",2,0
Quinte,"Bei historischen Instrumenten waren offenbar nur die Oktave und Quinte gestimmt, während die Grifflöcher der übrigen Töne in gleichmäßigen Abständen verteilt wurden.",22,5,"['Qu', 'inte']",2,0
Storch,"Wenn eine Möwe einen Fisch oder ein Storch einen Frosch verschluckt, heben sie in erster Linie den Kopf, so dass der Schnabel nach oben zeigt und die Beute nach unten gleiten kann.",32,5,"['St', 'orch']",2,0
piste,Richard Jones bei Racing Sports Cars Richard Jones bei der Driver Database Richard Jones bei 24-h-en-piste,16,4,"['p', 'iste']",2,0
Trab,Zur Vermeidung einer Belastungsrehe sollten Trab und Galopp auf harten Untergründen vermieden werden.,13,4,"['Tr', 'ab']",2,0
Lenken,Dadurch kann sich das Federbein beim Lenken gegenüber der Karosserie drehen.,11,5,"['Len', 'ken']",2,0
Allod,Ein Teil dieses Familienzweigs nannte sich nach ihrem Allod von Lage.,11,4,"['All', 'od']",2,0
Tadel,Die Edemisser Feuerwehr und der Ortsvorsteher erhielten vom Amt Meinersen einen Tadel wegen unterlassener Hilfsleistung.,15,5,"['T', 'adel']",2,0
chop,"Der Ruf des Männchens wird als gleichförmiges chop, chop, chop, chop beschrieben, vom Erdboden aus gerufen, sowie als melodisch lachendes whip hululululu im Fluge.",24,4,"['ch', 'op']",2,0
Souvenir,Im Jahre 1918 gab es erstmals die besonderen Souvenir-Messeabzeichen zu kaufen.,11,4,"['Sou', 'venir']",2,0
Krätze,"Viele starben an Hunger oder an Krankheiten wie Typhus, Ruhr und der Krätze.",13,4,"['Kr', 'Ã¤tze']",2,0
Beatband,"Als erfolgreichste portugiesische Beatband, und auf Grund ihres Musikstils, werden sie häufig als die portugiesischen Beatles bezeichnet.",17,4,"['Beat', 'band']",2,0
Provision,"Der Händler, der die zehn Käufer vermittelt hatte, hatte einen vertraglich Anspruch auf 500 Dollar Provision pro Auto.",18,4,"['Pro', 'vision']",2,0
Prosoma,"Das Prosoma ist grau, bräunlich oder schwarz, auch eine gelbe Form kommt vor.",13,4,"['Pros', 'oma']",2,0
gewees,Die banke moes oop gewees het „Die Banken hätten geöffnet (= offen) sein sollen“.,14,4,"['gew', 'ees']",2,0
Wecker,Sechs Jahre später stellte Eterna an der Schweizerischen Landesausstellung die weltweit erste Armbanduhr mit Wecker vor.,16,4,"['We', 'cker']",2,0
Shunt,Nach erfolgreicher Punktion der Pfortader wird mittels Ballondilatation eine intrahepatische Verbindung (Shunt) zwischen der Lebervene und einem Ast der Pfortader geschaffen.,21,5,"['Sh', 'unt']",2,0
Skat,Skat ist ein Strategiespiel für mindestens drei Personen mit einem Blatt aus 32 Karten.,14,4,"['Sk', 'at']",2,0
Tibia,Das Unternehmen ist bekannt für das 1997 veröffentlichte Online-Rollenspiel Tibia.,10,4,"['T', 'ibia']",2,0
Lumen,"Durch Veränderung der Zellgestalt der Endothelzellen entsteht aus diesem Zellzwischenraum das Lumen eines Blutgefäßes, durch das Blut fließen kann.",19,4,"['L', 'umen']",2,0
Geh,"Der ehemals begeisterte Skifahrer erholte sich jedoch gut, so dass er wieder Geh- und Laufübungen absolvieren konnte.",17,4,"['G', 'eh']",2,0
Landmann,Er besuchte die Schule in Eutin und wurde Landmann.,9,4,"['Land', 'mann']",2,0
Wallach,"Im Juli 2019 war er mit seinem Wallach Leonidas II Mitglied der neuseeländischen Mannschaft, die den irischen Nationenpreis gewann.",19,4,"['Wall', 'ach']",2,0
Trank,"Dort wird Alvin gerade von Frankenstein ein Trank eingeflößt, der einen starken elektrischen Schlag auslöst.",15,4,"['Tr', 'ank']",2,0
Fis,"FIS-Rennen 11 Platzierungen unter den besten 10, davon 1 Podestplatz",10,4,"['F', 'is']",2,0
Punt,"Viertel einen missglückten Punt von Chip Andrews blocken konnte, lief Georgia-Quarterback John Lastinger zu einem 17-Yard-Touchdown bei 3:22 Minuten Restspielzeit.",20,4,"['P', 'unt']",2,0
Personalform,"Clause [] ist die Wortgruppe im Satz, die aus einem finiten Verb (Personalform eines Verbs) und den von ihm abhängigen Wörtern besteht.",22,4,"['Personal', 'form']",2,0
Personalchef,"1937–56 arbeitete er in der eidgenössischen Militärverwaltung (bis 1945 Personalchef, 1946–50 Vizedirektor, 1951–57 Direktor).",14,4,"['Personal', 'chef']",2,0
Rhodium,"Die Edelmetalle Ruthenium, Rhodium, Palladium, Osmium, Iridium und Platin werden als Platinmetalle zusammengefasst.",13,4,"['Rh', 'odium']",2,0
Netlabel,en:Netlabel,1,4,"['Net', 'label']",2,0
Geomarker,"Geomarker sind chemische Verbindungen, die als Indikatoren für Umweltbelastungen herangezogen werden.",11,4,"['Geom', 'arker']",2,0
Hab,"Sein Hab und Gut wurde bereits verkauft, doch seine Schulden sind weiterhin erdrückend.",13,5,"['H', 'ab']",2,0
MMA,Auf Grundlage der Statistiken der deutschen Kämpfe innerhalb der MMA-Szene wurde er 2003 als erfolgreichster MMA-Trainer Deutschlands geehrt.,18,5,"['M', 'MA']",2,0
kunden,"In Supermärkten werden spezielle offene Kühlgeräte verwendet, um Lebensmittel, die einer dauerhaften Kühlung bedürfen, für Kunden leicht zugänglich aufzubewahren.",19,4,"['k', 'unden']",2,0
Okt,Okt. 1960 Der Turm der St. Johanniskirche erhält Kugel und Kreuz.,11,4,"['O', 'kt']",2,0
Romanband,Der limitierte achte Romanband vom 23. Juni 2015 und siebte Mangaband vom 26. Januar 2016 enthielten je eine weitere Bonusfolge (OVA).,21,4,"['Roman', 'band']",2,0
Absprung,"Dabei sichern auch sie sich stets mit einem Faden ab, der vor dem Absprung an der Unterlage befestigt wird.",19,5,"['Abs', 'prung']",2,0
Unionist,"Dort führte Lord French, ein Ire und begeisterter Unionist, den Oberbefehl und schickte nicht weniger als vier Divisionen nach Irland.",20,4,"['Union', 'ist']",2,0
Grabrede,Bei der Beerdigung von Martin Heidegger 1976 in Meßkirch hielt Welte die Grabrede.,13,5,"['Grab', 'rede']",2,0
Volvox,"Van Leeuwenhoek beschrieb bereits die charakteristische, rollende Bewegungsweise der Volvox-Kugeln im Wasser.",12,4,"['Vol', 'vox']",2,0
Ekel,In der menschlichen Wahrnehmung wird Schmutz meist mit Wertlosigkeit und eventuell Ekel verbunden.,13,5,"['E', 'kel']",2,0
Exporteur,Deutschland ist weltweit drittgrößter Importeur (110 Mrd. €) und größter Exporteur (153 Mrd. €) von chemisch-pharmazeutischen Erzeugnissen.,17,4,"['Export', 'eur']",2,0
Bagger,"„Während Bauarbeiter und Bagger […] bereits ihr Tun beginnen, wölbt Hildebrand […] eine schützende Glocke über Kirche und Dorf.“",19,4,"['B', 'agger']",2,0
klein,"Für den neuen Turm von 1901 wären die alten Glocken zu klein gewesen, deshalb ließ man drei neue Glocken gießen.",20,4,"['kle', 'in']",2,0
Faktion,Von 1979 bis 1986 war er der Vorsitzende der LDP-Faktion Seiwa Seisaku Kenkyūkai.,13,4,"['F', 'aktion']",2,0
Biker,"Einer der Biker beschließt, mit seiner Armbrust auf die Kneipe zu schießen.",12,5,"['B', 'iker']",2,0
Mastering,"Cervini übernahm auch die Abmischung, während er sich das Mastering mit Chris Gehringer teilte.",14,4,"['Master', 'ing']",2,0
Neutra,"Außer für alle substantivischen Neutra gilt das auch für die (vorhandenen) Neutrum-Formen aller Adjektive, Partizipien, Pronomina und Numeralia.",18,5,"['Ne', 'utra']",2,0
Scholle,Auf einer solchen Scholle liegt folglich auch die Uranlagerstätte Kayelekera.,10,5,"['Sch', 'olle']",2,0
Akquisition,Zum Zeitpunkt der Akquisition sollte Withings als Marke zumindest vorerst bestehen bleiben.,12,5,"['Ak', 'quisition']",2,0
Abriss,Seit dem Abriss von Frescati House gibt es Roches Stores nicht mehr.,12,4,"['Abr', 'iss']",2,0
Leut,Jahrhundert 1612 beschliesst der Rat die Aufstellung einer steinernen Schandbank für «unnütze und liederliche Leut» an der unteren Kirchenstiege.,19,4,"['Le', 'ut']",2,0
Luxation,Schwere Dysplasien mit nicht reponierbarer Luxation des Gelenkes müssen auf jeden Fall operativ versorgt werden.,15,4,"['Lux', 'ation']",2,0
Morast,"Rutscht man in den Morast, hat man kaum die Möglichkeit, sich alleine wieder zu befreien.",15,4,"['Mor', 'ast']",2,0
Aggregator,Der Filmkritiken-Aggregator Rotten Tomatoes hat in einer Auswertung ein Publikumsergebnis von 25 Prozent positiver Bewertungen ermittelt.,16,4,"['Ag', 'gregator']",2,0
Auslegen,"‚Im Auslegen seid frisch und munter!Legt ihrs nicht aus, so legt was unter!‘“",13,5,"['Aus', 'legen']",2,0
Berner,"Zu Beginn des Jahres 1798 rückten die Franzosen immer weiter vor, und das Ende der Berner Herrschaft war absehbar.",19,4,"['B', 'erner']",2,0
Caldera,Die Blanchebucht ist eine große Caldera mit zahlreichen Eruptionsstellen und Fumarolen.,11,4,"['Cal', 'dera']",2,0
Raga,An acoustical gallery of the great masters of Indian music (Masters of Raga).,13,5,"['R', 'aga']",2,0
Animationsstudio,Anime Auf Grundlage des Mangas produzierte das Animationsstudio Bridge die gleichnamige Anime-Fernsehserie Mitsudomoe.,13,5,"['Animations', 'studio']",2,0
Profession,Neben seiner Profession als Schauspieler ist Davis auch als Autor für Kinderbücher tätig.,13,4,"['Prof', 'ession']",2,0
Linker,"Die LIB-Datei wird vom Linker benötigt, damit er „Platzhalter“ für die später aus der DLL aufgerufenen Funktionen einbauen kann.",19,4,"['Link', 'er']",2,0
Schalt,Er war wahlweise mit Schalt- oder Automatikgetriebe erhältlich und mit versenkbaren Scheinwerfern und einer rundlicheren Frontpartie mit Integralspoiler ausgestattet.,19,4,"['Sch', 'alt']",2,0
Essenz,Die großen Meister der Kampfkünste haben oft den Aspekt der Höflichkeit betont: „Ohne Höflichkeit geht die Essenz des Karate-Dō verloren.“,20,5,"['Ess', 'enz']",2,0
Sportchef,"Am 23. Februar 2017 verkündete der Sportchef von Floorball Köniz, dass der Vertrag mit dem Defensivakteur verlängert wurde.",18,4,"['Sport', 'chef']",2,0
Pult,"Neben alten Lehrplänen und Zeugnissen findet man auch Katheder, Pult und Rohrstock.",12,5,"['P', 'ult']",2,0
Moratorium,"Bankschließung Die BaFin verhängte am 18. August 2010 ein Moratorium, also ein Veräußerungs- und Zahlungsverbot gegen die noa bank.",19,5,"['Mor', 'atorium']",2,0
Eigenrotation,Weitere Idealisierungen sind die Vernachlässigung eventueller Verformungen des Hauptkörpers durch Gezeitenkräfte oder dessen Eigenrotation sowie die Eigenrotation des Satelliten.,19,4,"['Eigen', 'rotation']",2,0
Inhuman,"Daisy, die schnell als Inhuman enttarnt wird, wird ebenfalls ein solches Implantat verpasst.",13,5,"['In', 'human']",2,0
Labelchef,"Juni 1975 als Antoine Konrad in Sissach BL) ist ein Schweizer House-DJ, Produzent, Labelchef und Lifestyle-Unternehmer.",16,4,"['Label', 'chef']",2,0
Brechen,Das Brechen der Welle machte den backbordseitigen Auftriebshilfenmechanismus unwirksam.,9,4,"['Bre', 'chen']",2,0
Herze,Im Mittelteil wird Obgleich dein Herze liegt in viel Bekümmernissen durch Moll-Trübung ausgedrückt.,13,4,"['Her', 'ze']",2,0
Idiot,Der Idiot wurde am 7. Juni 1946 in Frankreich uraufgeführt.,10,4,"['Id', 'iot']",2,0
Eigenbau,Neben den bekannten Herstellern tauchen auch „Eigenbau-Konstruktionen“ in den Programmheften und Siegerlisten auf.,13,5,"['Eigen', 'bau']",2,0
Dandy,"Laut Custis war Hercules ein „gefeierter Dandy“, der sein Geld für teure Kleidung und Luxus ausgab.",16,4,"['D', 'andy']",2,0
Splitt,"Trotz der Vorteile eines sauberen Streubildes und der Ausbringung von sauberem Splitt, konnte sich dieser Typ nicht durchsetzen.",18,5,"['Spl', 'itt']",2,0
Bonusmaterial,A Esperança Está Onde Menos Se Espera erschien 2010 bei ZON/Lusomundo als Doppel-DVD mit umfangreichem Bonusmaterial.,16,5,"['Bonus', 'material']",2,0
Endlichkeit,Der Klang der Glocken von Gion Shoja spricht von der Endlichkeit der Dinge.,13,5,"['End', 'lichkeit']",2,0
Sek,"1973 in Belgrad 100 m Freistil: Bronze in 58,87 Sek. hinter Kornelia Ender (Gold in 57,54 Sek.) und Shirley Babashoff (Silber in 58,87 Sek.) 200 m Rücken: Silber in 2:22,15 Min. hinter der Amerikanerin Melissa Belote (Gold in 2:20,52 Min.) und vor der Ungarin Andrea Gyarmati (Bronze in 2:22,48 Min.)",50,4,"['S', 'ek']",2,0
Skinhead,Das Urteil geht auf die Zugehörigkeit Skinhead-Szene ein und stützt sich dabei auf das psychiatrische Gutachten.,16,5,"['Skin', 'head']",2,0
Eichel,"Weiterhin war dieser Larnax noch ein herrlich gearbeitetes Eichenblatt aus getriebenem Gold und eine Eichel-Krone beigelegt, was darauf hinweist, dass die Knochen einem König gehörten.",25,4,"['E', 'ichel']",2,0
Regionalwahl,Die Regionalwahl in der Basilikata 1985 fand am 12. und 13.,11,4,"['Regional', 'wahl']",2,0
Standardplay,die Informationen werden induktiv über einen Luftspalt übertragen.Mögliche Anzahl an Köpfen auf der Kopfscheibe: 2 Köpfe: zwei Videoköpfe für Standardplay oder kombiniert für Standardplay und Longplay mit Mono-Längsspur-Ton 4 Köpfe: zwei Videoköpfe für Standardplay oder kombiniert für Standardplay und Longplay und zwei rotierende Audioköpfe für Hi-Fi-Stereo-Ton.,46,4,"['Standard', 'play']",2,0
Bestnote,"Ohne die Übersicherung hätte eine Durchschnittsbewertung daher nicht die Bestnote AAA ergeben, was die Kreditaufnahme durch die EFSF verteuert hätte.",20,5,"['Best', 'note']",2,0
Generatorzahl,"Multiplikation mit der Generatorzahl ergibt eine Folge von Neunen, z. B. 142857 × 7 = 999999.",16,5,"['Generator', 'zahl']",2,0
Essayistik,"Jutranjice za Slovenijo (Roman, 2000) Smer Nova Zemlja (christliche Essayistik, 1972).",11,4,"['Essay', 'istik']",2,0
Fender,"Steg Van Halen baute zunächst ein Fender Tremolo System ein, das er aus seiner '58 Fender Stratocaster ausgebaut hatte.",19,5,"['F', 'ender']",2,0
Instrumentation,Liszt schrieb seinen Prometheus zunächst in Skizzenform nieder und erteilte dazu Anweisungen für die Instrumentation.,15,5,"['Instrument', 'ation']",2,0
analyse,"DESG und Synergies Européennes schließen Kooperationsabkommen, in: analyse & kritik (1997a), H. 403, S. 21.",15,4,"['analy', 'se']",2,0
Requisite,"Trivia Für die Dreharbeiten wurde die Requisite der ""Hispaniola"" aus der deutsch-französischen Koproduktion Die Schatzinsel verwandt.",16,4,"['Re', 'quisite']",2,0
Holunder,"Bauform Der Korpus moderner Pibgorns ist aus Holz, meist Hartholz, während historische Instrumente Melodierohre aus Holunder oder Knochen besaßen.",19,5,"['Hol', 'under']",2,0
Transportphase,Ösophageale Transportphase Nach Eintritt des Speisebolus in die Speiseröhre schließt sich der Sphinkter wieder.,14,4,"['Transport', 'phase']",2,0
Boards,"Aufgerüstet werden kann das K2661 durch einen optionalen Ribbon-Controller und die Sampling-Option sowie die neuen ROM-Boards für E-Piano, Kirchenorgel und Stereo-Piano.",21,4,"['Bo', 'ards']",2,0
Flagelle,Je nach Art ist jeweils eine polare Flagelle oder bipolare Büschel von Flagellen vorhanden.,14,4,"['Flag', 'elle']",2,0
Languste,Innerhalb dieser Region zählt die Kalifornische Languste zu den kommerziell bedeutsamen Langusten.,12,4,"['Lang', 'uste']",2,0
Dotierung,"Um diese jedoch für die Änderung der elektrischen Eigenschaften (Dotierung) nutzen zu können, müssen die eingebrachten Atome und Ionen auf regulären Gitterplätzen sitzen.",23,4,"['Dot', 'ierung']",2,0
Bitumen,"Bitumen und Teer sind zwei deutlich verschiedene Substanzen, auch wenn beide braunschwarz und dickflüssig sind.",15,4,"['Bit', 'umen']",2,0
Landstück,Thomas Coats erwarb das Landstück und ließ den Park herrichten.,10,5,"['Land', 'stÃ¼ck']",2,0
Reprise,"Er versichert ihr jedoch, dass sie für immer seine Mutter bleiben werde (Dir gehört mein Herz (Reprise)).",17,4,"['Re', 'prise']",2,0
Slideshow,Zudem ist der Export der fertigen Slideshow nur begrenzt möglich.,10,4,"['Sl', 'ideshow']",2,0
Sensorik,"Da die Kabine im Vergleich zur PL-Variante frei von Sensorik in der Kabine ist, konnten 12 Klappsitze installiert werden.",19,5,"['Sensor', 'ik']",2,0
Litauer,Am 15. Januar 1923 besetzten über 1.000 bewaffnete Litauer das Memelland und die Stadt Memel.,15,5,"['Lit', 'auer']",2,0
Tornado,"Nach dem Tornado in Südmähren 2021 in Tschechien gründete Lev Architekti Pro Bono, eine Initiative tschechischer Architekten, die den Opfern helfen.",21,4,"['T', 'ornado']",2,0
Duathlon,"Sie ist zweimalige Duathlon-Staatsmeisterin auf der Langdistanz (2015, 2016) und Staatsmeisterin im Halbmarathon (2019).",14,4,"['Du', 'athlon']",2,0
Brise,"Seine Besonderheit ist, dass er bis zu einer Windstärke von 4 (mäßige Brise) auf dem offenen Meer eingesetzt werden kann.",20,5,"['Br', 'ise']",2,0
Aas,"Laut Schudt würden die Juden nach einer Interpretation von Deuteronomium 21,14 Aas und verendete Tiere an Christen veräußern.",18,4,"['A', 'as']",2,0
Trag,Die 3 bis 5 mm langen Trag- und Deckblätter sind früh vergänglich.,12,5,"['Tr', 'ag']",2,0
Thorium,Modifikationen und Varietäten Uranothorit ist eine Varietät mit hohen Gehalten an Thorium.,12,4,"['Thor', 'ium']",2,0
Numerik,"Zudem entwickelte er viele, auch heute noch in der Numerik verwendete, stabile Verfahren.",13,4,"['Numer', 'ik']",2,0
Persisch,"Für manche Sprachen werden parallel mehrere Schriften verwendet: Kashmiri wird in Pakistan in persisch-arabischer Schrift, in Indien in Devanagari geschrieben.",20,4,"['Pers', 'isch']",2,0
Legen,Das hohe Eigengewicht und die fehlenden Stellfüße erfordern das das Legen eines Fundaments.,13,4,"['Leg', 'en']",2,0
gleichen,"Die wichtigsten gelösten Salzionen des Meerwassers haben in den Weltmeeren den gleichen Anteil an der Salinität, sie sind konservativ.",19,4,"['gle', 'ichen']",2,0
Setzung,"In diesen Passagen, die eine Art chorischer Funktion annehmen, werden die Ereignisse und Romangeschehen vielsagend umrahmt durch die Setzung zusätzlicher Sinnakzente, die nicht übersehbar sind.",25,4,"['Set', 'zung']",2,0
Magnet,"Magnet, Körper mit magnetischen Eigenschaften Elektromagnet, ein elektrotechnisches Gerät Magnet, Einwohner der antiken Landschaft Magnesia (Thessalien) MagNet, ein Rechnernetz",19,5,"['M', 'agnet']",2,0
Runabout,Der Aufbau war je nach Quelle ein Runabout oder ein Tonneau.,11,5,"['Run', 'about']",2,0
Engpass,Renate Stemmer (2021): Beruflich Pflegende – Engpass oder Treiber von Veränderungen?,11,5,"['Eng', 'pass']",2,0
Isomer,"Diese Beobachtung lässt sich folgendermaßen erklären: Der Bis(phosphin)-Komplex kann eine cis-trans-Isomerisierung durchlaufen, um das sterisch bevorzugte trans-Isomer zu erhalten.",19,4,"['Is', 'omer']",2,0
