word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
tantrik,"After Sampath and the others leave, the snake kills the tantrik and saves Upendra Raju's soul.",16,4,"['▁tant', 'rik']",2,0
goth,"In ""The Internet Is Coming"", he is seen in his original goth costume again.",14,5,"['▁g', 'oth']",2,0
apparition,"Later, Renai begins seeing a fiendish, long-haired apparition that tries to attack her.",13,4,"['▁appar', 'ition']",2,0
torrent,"Here, a torrent of water drops 80 feet (24 m) over a cliff face of bare rock.",17,4,"['▁tor', 'rent']",2,0
errand,"When Jim comes home, he briefly tries to entice her, then announces he has an errand to run.",18,4,"['▁err', 'and']",2,0
draves,"Both of them accept Fetting's ministry and messages, but not Draves'.",11,4,"['▁dra', 'ves']",2,0
radiant,"In optical physics, transmittance of the surface of a material is its effectiveness in transmitting radiant energy.",17,4,"['▁radi', 'ant']",2,0
superba,"References External links Integrated Taxonimic Information System (ITIS): Gaza superba (Dall, 1881) Taxonomic Serial No.",15,4,"['▁super', 'ba']",2,0
tarento,"Sayuri Uenishi (上西 小百合) (born April 30, 1983) is a Japanese politician and tarento.",14,4,"['▁tar', 'ento']",2,0
intricate,"The software is notable for its intricate, often confusing layout which incorporates multimedia elements.",14,4,"['▁intr', 'icate']",2,0
wilting,This initial leaf and stem discoloration is usually followed by plant wilting and death.,14,4,"['▁wil', 'ting']",2,0
palmer,"She released a self-titled mixtape Keke Palmer on October 1, 2012.",11,5,"['▁pal', 'mer']",2,0
parlance,"Motherwell has been described in classic twentieth century parlance as the ""working class Tory made good"".",16,5,"['▁parl', 'ance']",2,0
rocky,This species is found at depths down to on inshore rocky and coral reefs.,14,4,"['▁rock', 'y']",2,0
sailplane,"The wings were extremely long, and resembled those of a high-performance sailplane.",12,5,"['▁sail', 'plane']",2,0
watchmaker,"While still a law student, in 1663, or possibly in 1665, he stabbed an unarmed watchmaker, who died six days later.",21,5,"['▁watch', 'maker']",2,0
novena,An annual novena is held each March in honor of St. Francis Xavier.,13,4,"['▁nov', 'ena']",2,0
activator,The most common activator is silica gel/phosphoric acid for Pb.,10,4,"['▁activ', 'ator']",2,0
speedometer,"1975-1976 In 1975, the car was slightly modified- a more conventional speedometer and more convenient outside rearview mirror.",18,4,"['▁speed', 'ometer']",2,0
foundress,"Founding stage In this initial stage, a single female individual or small group of female individuals, often called the foundress(es), queen(s) (and kings for termites) or primary reproductive(s), establish a new colony.",32,5,"['▁found', 'ress']",2,0
crrit,"It makes ""a wider variety of short, mellow calls"" when perched, and on take-off ""may produce a faster and longer series of “crrit” notes.""",24,4,"['▁cr', 'rit']",2,0
fons,"Like his friend Stephen of Tournai, to whom he dedicated Fons philosophiae, he may have studied law at Bologna.",19,4,"['▁f', 'ons']",2,0
typist,"She began working as a typist at the age of 17, after the war, and was employed by Unilever in 1946.",21,4,"['▁typ', 'ist']",2,0
freezone,"History On the 1st of May 2002, then-Crown Prince of Dubai Mohammed bin Rashid Al Maktoum issued directing the establishment of the free zone and the objective of the freezone to be a center of commodities trading.",37,4,"['▁free', 'zone']",2,0
xiii,Season 2012/13 brought success and promotion again after beating US Ferrals XIII.,12,5,"['▁x', 'iii']",2,0
oncle,"Saval A Little Virtuous (1968) - Marcel dit 'Lajoie' - l'homme du bar Under the Sign of the Bull (1969) - Vacher - le ferrailleur Mon oncle Benjamin (1969) - Le sergent Le Prussien (1971, TV Movie) - Victor Ursule et Grelu (1974) - Le capitaine Juliette and Juliette (1974) - M. Rozenec - le père d'une Juliettte Que la fête commence (1975) - Le maréchal de Villeroy The Porter from Maxim's (1976) - Le patron de chez Maxim's Nous maigrirons ensemble (1979) - Le producteur Blangenstein References External links 1908 births 1982 deaths French male film actors Troupe of the Comédie-Française 20th-century French male actors",106,4,"['▁on', 'cle']",2,0
restorer,"Mária Spoločníková (25 October 1926 – 9 September 2021) was a Slovak art restorer, painter and art historian.",18,5,"['▁rest', 'orer']",2,0
interpreting,"RWS Language Services provides software localization services, and commercial translation and interpreting services.",13,5,"['▁interpre', 'ting']",2,0
flashlight,"""Suddenly, Smith appeared before them with a flashlight and a gun.",11,5,"['▁flash', 'light']",2,0
locos,"The smoke box doors and air pump positions were different between the two locos, aiding identification of them in later photos.",21,5,"['▁loc', 'os']",2,0
pouch,"If a paintball is fired, it will exit the muzzle and be caught immediately by the pouch.",17,4,"['▁p', 'ouch']",2,0
brisk,"Cherry's brisk and somewhat nasal intonations on 'The Blessing' mimic those of Miles Davis, albeit with shorter flourishes and heavily improvised lines.",22,5,"['▁br', 'isk']",2,0
slop,"Jocasta was the only player who ran out of time, but she took the slop and still lost.",18,4,"['▁s', 'lop']",2,0
examines,"Rudelius' photographic and video work examines complex notions of emotional dependency, social power, abuse, identity, and cultural hegemony.",18,4,"['▁exam', 'ines']",2,0
deepening,Another period of rapid deepening began late on September 8 as its motion turned to the west-northwest.,17,5,"['▁deep', 'ening']",2,0
macht,Macht Kunst Geld?,3,5,"['▁m', 'acht']",2,0
stockholm,"However, he chose the academic path and became the first professor of history at Stockholm University College in 1928.",19,4,"['▁stock', 'holm']",2,0
proposes,Penrose proposes that a quantum state remains in superposition until the difference of space-time curvature attains a significant level.,19,4,"['▁propos', 'es']",2,0
instar,"First instar larvae are characterised by a black head capsule, whereas later instars have a brown head capsule.",18,4,"['▁inst', 'ar']",2,0
linden,"Linnaeus' family name in turn is derived from the Swedish word , indicating the linden (lime tree).",17,5,"['▁l', 'inden']",2,0
pruni,Phage therapy has been heavily studied for X. pruni and some treatments have been very successful.,16,4,"['▁pr', 'uni']",2,0
civitas,The Roman civitas was closely linked with the Greek polis—another common root appearing in English words such as metropolis.,19,5,"['▁civ', 'itas']",2,0
sloyd,"Currently, sloyd is still part of the compulsory school curriculum in Finland, Sweden and Norway.",15,5,"['▁s', 'loyd']",2,0
reprises,Without reprises of the ritournelle the music lasts about 8 minutes.,11,4,"['▁repr', 'ises']",2,0
modesta,Dioscorea mitis C.V.Morton Dioscorea mitoensis R.Knuth Dioscorea modesta Phil.,9,5,"['▁mod', 'esta']",2,0
movl,"Example: The same Fibonacci number calculator as above, but in x86-64 assembly language using AT&T syntax: fib: movl %edi, %eax ; put the argument into %eax testl %edi, %edi ; is it zero?",33,4,"['▁mov', 'l']",2,0
rattle,"The motor runs continuously as long as power is on, generating a familiar humming and slight rattle from its vibration.",20,5,"['▁r', 'attle']",2,0
jay,"Other species of the area include the lesser black-backed gull, capercaillie, willow grouse, bean goose, Eurasian golden plover, and the Siberian jay.",22,4,"['▁j', 'ay']",2,0
heterodox,"Quietist Salafi scholarship in turn, denounce Salafi jihadism as a heterodox ideology far-removed from Salafi orthodoxy.",16,4,"['▁heter', 'odox']",2,0
rotary,Ramps A total of six ramps and an elevated rotary with 100 spans form part of the elevated structure.,19,5,"['▁rot', 'ary']",2,0
intensifier,These electron are then focus using electron lenses inside the intensifier to an output screen coated with phosphorescent materials.,19,4,"['▁intens', 'ifier']",2,0
dreaming,"Curated by Tamryn Spruill, The Twitter Hive Mind is Dreaming, Robocup Press.",12,5,"['▁dream', 'ing']",2,0
companionway,"The galley is at the bottom of the companionway stairs to starboard and includes a sink, stove and an icebox.",20,5,"['▁companion', 'way']",2,0
swath,A large swath of Visalia Heights was destroyed to build the apartment complexes.,13,5,"['▁sw', 'ath']",2,0
displaces,"It has a length overall of , a waterline length of , displaces and carries of ballast.",17,4,"['▁disp', 'laces']",2,0
auricle,This has been tagged and coined Darwin's tubercle of the auricle.,11,4,"['▁aur', 'icle']",2,0
dieter,"The dieter then seeks to lose the regained weight, and the cycle begins again.",14,4,"['▁di', 'eter']",2,0
kapos,"In contrast, Tuerkheimer argued that ""even in the horrid environment of the camp, kapos could make choices.",17,5,"['▁kap', 'os']",2,0
vanishment,"To take the students out of vanishment, the name of Agatha's first familiar must be said.",16,4,"['▁van', 'ishment']",2,0
severus,"A Academics - Thomas Aquinas, Alfred the Great Actors - Genesius Comic actors - Maturinus Accountants - Matthew Advertisers - Bernard of Clairvaux, Bernardine of Siena Air travellers - Joseph of Cupertino Altar servers - John Berchmans, Stephen, Tarcisius, Lorenzo Ruiz Ambassadors - Gabriel the Archangel Anesthesiologists - René Goupil Animal rights activists - Francis of Assisi Apprentices - John Bosco Archeologists - Helen of Constantinople Archers - George, Nicholas of Myra, Ursula Archivists - Lawrence Architects - Barbara, Benedict of Nursia, Bernward of Hildesheim, Thomas the Apostle Armourers - George Arms dealers - Adrian of Nicomedia Art dealers - John the Evangelist Artillerymen - Barbara Artists - Luke the Evangelist, Philip Neri, Eligius Astronauts - Joseph of Cupertino Astronomers - Dominic Athletes - Sebastian, Christopher, St Hyacinth Attorneys - Genesius Authors - Francis de Sales, John the Evangelist, Lucy Aviators - Joseph of Cupertino, Our Lady of Loreto, Thérèse of Lisieux (The Little Flower) B Bakers - Agatha of Sicily, Elizabeth of Hungary, Honorius of Amiens, Peter the Apostle Bakers of altar bread - Honorius of Amiens Bankers - Bernardine of Feltre, Matthew, Michael the Archangel Barbers - Cosmas, Damian Barristers - Genesius Bartenders - Amand Basket makers - Anthony the Abbot, Anne – miners, Beekeepers - Ambrose of Milan, Bernard of Clairvaux, Valentine Beggars - Ambrose of Milan, Elisabeth of Hungary, Giles Bell makers - Agatha of Sicily Belt makers - Alexius of Rome, Theobald of Provins Bird dealers - John the Baptist Blacksmiths - Dunstan, Peter the Apostle Boatmen - Julian the Hospitaller Bookbinders - Christopher, Pope Celestine V Bookkeepers - Matthew Booksellers - John of God Bombardiers - Quentin Box makers - Fiacre Boy Scouts - George Brewers - Amand, Arnold of Soissons, Augustine of Hippo, Dorothea of Caesarea, Nicholas of Myra Bridge builders - Bénézet, Peter the Apostle Bricklayers - Stephen Broadcasters - Gabriel the Archangel Brush makers - Anthony of Padua Builders - Barbara, Vincent Ferrer Businessmen - Homobonus Butchers - Adrian of Nicomedia, Andrew the Apostle, Anthony the Abbot, George, Peter the Apostle C Cabinet makers - Andrew the Apostle, Joseph Candle makers - Ambrose of Milan Canon lawyers - Raymond of Penyafort Carpenters - Joseph, Matthias, Peter the Apostle Casket makers - Stephen Cattlemen - Andrew the Apostle Catechists - Charles Borromeo, Robert Bellarmine Catholic students - Aloysius Gonzaga Cavalry - George Chandlers - Ambrose of Milan, Bernard of Clairvaux Chaplains - Quentin Charcoal burners - Alexander of Comana, Theobald of Provins Chefs - Francis Caracciolo, Lawrence Pastry chefs - Honorius of Amiens, Philip Chess players - Teresa of Ávila Children - Nicholas Chimney sweeps - Erasmus of Formiae, Florian Cinema - Genesius Civil engineers - Dominic de la Calzada Civil servants - Thomas More Clergy of Korea - Andrew Kim Clerics - Gabriel of Our Lady of Sorrows Clock makers - Peter the Apostle Clothworkers - Homobonus, Peter the Apostle Clowns - Genesius, Maturinus Cobblers - Crispin Coffee house owners - Drogo of Sebourg Comedians - Genesius, Lawrence, Philip Neri, Vitus Communications workers - Gabriel the Archangel Computer programmers - Isidore of Seville Computer scientists - Isidore of Seville Computer technicians - Isidore of Seville Computer users - Isidore of Seville Confectioners - Honorius of Amiens Cooks - Lawrence, Martha Coopers - Urban of Langres Couriers - Bona of Pisa Court clerks - Thomas More Craftsmen - Joseph, Macarius of Unzha, Eligius Cream clotters - Piran Battle - George Curriers - Bartholomew the Apostle, Crispin Customs agents - Matthew Cutlers - Lucy Cyclists - Sebastian D Dairy workers - Brigid of Ireland Dancers - Vitus Deacons - Stephen, Marinus Dentists - Antipas, Apollonia, Foillan Dietitians - Martha Diplomats - Gabriel the Archangel Doctors - Cosmas, Damian, Luke the Evangelist, Pantaleon, Raphael the Archangel, Gianna Beretta Molla Domestic servants - Zita Drapers - Severus of Avranches Drivers - Christopher, Fiacre, Frances of Rome Dyers - Maurice and Lydia E Ecologists - Francis of Assisi, Kateri Editors - John Bosco, John the Evangelist Educators - Ignatius of Loyola, John Baptist de la Salle, Marcellin Champagnat, Scholastica Electricians – Virgin of Candelaria Embroiderers - Clare of Assisi, Rose of Lima Emergency dispatchers - Gabriel the Archangel Engineers - Benedict of Nursia, Ferdinand III, Patrick Military engineers - Barbara English writers - Bede Environmentalists - Kateri Equestrians - Andrew the Apostle, George, James (son of Zebedee) Exorcists - Anastasia of Sirmium F Farmers - Benedict of Nursia, Bernard of Vienne, Botolph, Eligius, Isidore the Farmer, Notburga, Phocas the Gardener, Theobald of Provins, Walstan Farm workers - Andrew the Apostle, Benedict of Nursia, Bernard of Vienne, Eligius, George, Isidore the Farmer, Notburga, Phocas the Gardener, Walstan Farriers - Eligius, John the Baptist Field workers - Medard Firefighters - Eustace, Florian Brazilian firefighters - George Military firefighters - Barbara Fireworks makers - Barbara Fishermen - Andrew the Apostle, Benno, Our Lady of Salambao, Peter the Apostle, Zeno of Verona Fishmongers - Andrew the Apostle, Magnus of Avignon, Peter the Apostle Flight attendants - Bona of Pisa Florists - Dorothea of Caesarea, Fiacre, Honorius of Amiens, Thérèse of Lisieux (The Little Flower) Flour merchants - Honorius of Amiens Foresters - John Gualbert Foundry workers - Barbara Fullers - Anastasius the Fuller Funeral directors - Joseph of Arimathea Furriers - Hubertus, James (son of Zebedee) G Gamblers - Cajetan Gardeners - Ansovinus, Christopher, Fiacre, Phocas the Gardener, Rose of Lima, Urban of Langres Geoscientists - Barbara Glass makers - Peter the Apostle Glaziers - Lucy Gilders - Clare of Assisi Goldsmiths - Clare of Assisi, Dunstan, Eligius Grave diggers - Anthony the Abbot, Roch Grocers - Michael the Archangel Guards - Adrian of Nicomedia, Peter of Alcantara Guides - Bona of Pisa H Hairdressers - Mary Magdalene Harness makers - Eligius Harvesters - Peter the Apostle Hat makers - Severus of Avranches Healers - Anastasia of Sirmium, Brigid of Ireland Heralds - Benedict of Nursia Herbalists - Fiacre Historians - Bede, Isidore of Seville The homeless - Peter of Saint Joseph de Betancur, Thérèse of Lisieux Homemakers - Andrew the Apostle Horsemen - George Horticulture - Dorothea of Caesarea, Fiacre Hosiers - Fiacre Hospital administrators - Basil the Great, Frances Xavier Cabrini Hospital public relations - Paul the Apostle Hospital workers - Camillus of Lellis, John of God, Jude Husbandry - Benedict of Nursia, Bernard of Vienne, Eligius, George, Isidore the Farmer, Phocas the Gardener, Walstan Hunters - Eustace, Hubertus I Ice skaters - Lidwina Immigrants - Frances Xavier Cabrini Infantrymen - Maurice Innkeepers - Amand J Janitors - Zita Jesters - Maturinus Jesuit scholastics - Aloysius Gonzaga Jewelers - Eligius Job seekers - Cajetan Joiners - Matthew Journalists - Francis de Sales Jurors - Catherine of Siena Jurists - John of Capistrano K Kings - Edward the Confessor Knights - George Knights Hospitaller - John the Almoner, John the Baptist L Laborers - Joseph, Lucy Lace workers - Teresa of Ávila Land surveyors - Thomas the Apostle Laundry workers - Clare of Assisi, Hunna, Veronica Lawyers - Genesius, Thomas More, Yves Leatherworkers - Bartholomew the Apostle, Crispin Librarians - Catherine of Alexandria, Jerome, Lawrence Lighthouse keepers - Verena Linguists - Gottschalk Locksmiths - Dunstan, Quentin Lumberjacks - Gummarus M Marble workers - Clement Marines Italian marines - Barbara Manual laborers - Isidore the Farmer Makers of images of the crucifix - John of Damascus Mariners - Brendan the Navigator, Christopher, Clement, Nicholas of Tolentine Martyrs - Anastasia of Sirmium, Lucy Matchmakers - Raphael the Archangel Mathematicians - Barbara Mechanics - Catherine of Alexandria, Eligius Medical record librarians - Raymond of Penyafort Medical social workers - John Regis Medical technicians - Albertus Magnus Mental health professionals - Dymphna Merchants - Amand, Francis of Assisi, Macarius of Unzha, Nicholas of Myra Messengers - Gabriel the Archangel Metal workers - Eligius Meteorologists - Medard Midwives - Pantaleon, Raymond Nonnatus Millers - Arnulph, Christina the Astonishing, Leodegar, Winnoc Miners - Barbara Missionaries - Francis Xavier, Mother Teresa of Calcutta, Thérèse of Lisieux ( The Little Flower ) Motorcyclists - Columbanus Motorists - Anthony the Abbot Mountaineers - Bernard of Menthon Musicians - Cecilia, Dunstan N Natural scientists - Albertus Magnus Navigators - Brendan the Navigator Nomadic travelers - Anthony of Padua Numismatists - Eligius Notaries - Luke the Evangelist Nuns - Brigid of Ireland Benedictine nuns - Scholastica Nurses - Agatha of Sicily, Alexius of Rome, Camillus of Lellis, Catherine of Alexandria, John of God, Margaret of Antioch, Raphael the Archangel Children's nurses - Foillan Nursing services - Elisabeth of Hungary Italian nurses - Catherine of Siena Nurse anesthetists - René Goupil Nursing mothers - Basilissa O Obstetricians - Raymond Nonnatus Odd lot dealers - Cajetan Officers at arms - Benedict of Nursia Oil refiners - Honorius of Amiens Orphans - Gerolamo Emiliani , Thérèse of Lisieux, Ursula Overseas workers - Lorenzo Ruiz P Painters - Luke the Evangelist Papal delegates - Pope John XXIII Paramedics - Michael the Archangel Paralegals - Patrick Paratroopers - Michael the Archangel Parish clerks - Cassian of Imola Pasty crimpers - Piran Pawnbrokers - Bernardine of Feltre, Nicholas of Myra Peasants - Lucy Perfumers - Matthew Pewterers - Fiacre Pharmacists - Cosmas, Damian, Gemma Galgani, James (son of Alphaeus), James (son of Zebedee), Mary Magdalene, Raphael the Archangel Philosophers - Albertus Magnus, Boethius, Catherine of Alexandria Photographers - Veronica Physicists - Rebekah Pig keepers - Anthony the Abbot, Malo Pilgrims - Bona of Pisa, James (son of Zebedee) Pilots - Christopher Plasterers - Bartholomew the Apostle Plowboys - Fiacre Plumbers - Maturinus Poets - John Henry Newman Police dispatchers - Gabriel the Archangel Police officers - Jude, Michael the Archangel Brazilian police officers - George Politicians - Thomas the Apostle, Thomas More, Marinus Polytechnic engineering - Ferdinand III of Castile Poor students - Joseph of Cupertino Popes - Peter the Apostle Porters - Quentin Postal workers - Gabriel the Archangel Potters - Justa and Rufina, Peter the Apostle Preachers - Catherine of Alexandria Pregnant women - Gerard Majella Priests - John Vianney Diocesan priests - Thomas Becket Princes - Gottschalk Printers - Augustine of Hippo, John Bosco Prison officers Italian prison officers - Basilides Psychiatrists - Christina the Astonishing, Dymphna Publishers - John Bosco Pyrotechnicians - Erasmus of Formiae Q Queens - Jadwiga of Poland R Radio workers - Gabriel the Archangel Radiologists - Gabriel the Archangel Royal Electrical Mechanical Engineers soldiers - Eligius S Saddle makers - Crispin, George Saddlers - Lucy Sailors - Botolph, Brendan the Navigator, Elizabeth Seton, Erasmus of Formiae, Nicholas of Myra, Peter the Apostle, Phocas the Gardener Sailors in Brittany - Maturinus French Canadian voyagers and sailors - Andrew the Apostle Salespeople - Lucy Scholars - Brigid of Ireland School children - Isidore of Seville, Madeleine Sophie Barat School teachers - Cassian of Imola Scientists - Albertus Magnus, Dominic Scribes - Catherine of Alexandria Sculptors - Claude Seafarers - Brendan the Navigator Second hand dealers - Roch Secretaries - Catherine of Alexandria, Claude Security guards - Matthew, Michael the Archangel Seminarians - Charles Borromeo, Gabriel of Our Lady of Sorrows Service men of the Russian Strategic Rocket Forces - Barbara Servers the sick - Saint Peter of Saint Joseph de Betancur Shepherds - Bernadette of Lourdes, Cuthbert, Cuthman, Dominic of Silos, Drogo of Sebourg, George, Germaine Cousin, Julian the Hospitaller, Raphael the Archangel, Regina, Solange Shoemakers - Crispin, Gangulphus, Peter the Apostle, Theobald of Provins Shorthand writers - Cassian of Imola Skiers - Bernard of Menthon Silk makers - Severus of Avranches Software engineers - Isidore of Seville Soldiers - Adrian of Nicomedia, George, Ignatius of Loyola, Joan of Arc, Martin of Tours, Michael the Archangel, Sebastian, Theodore, Heahmund Special forces - Philip Neri Spectacle makers - Jerome Speleologists Italian speleologists - Benedict of Nursia Spiritual directors - Ephrem the Syrian Spur makers - Giles Stablemen - Andrew the Apostle Stained glass workers - Lucy Statesmen - Thomas More Steeplejacks - Erasmus of Formiae Stenographers - Cassian of Imola, Catherine of Alexandria Stonecutters - Clement Stonemasons - Barbara, Blaise, Reinold, Marinus Students - Albertus Magnus, Benedict of Nursia, Catherine of Alexandria, Gabriel of Our Lady of Sorrows, Gemma Galgani, Isidore of Seville, Lawrence, Tatiana of Rome, Thomas Aquinas, Ursula, Wolbodo, St Alfred the Great Students in various European cities - Nicholas of Myra Surfers - Christopher Surgeons - Cosmas, Damian, Foillan, Luke the Evangelist, Quentin, Roch T Tailors - Homobonus, Matthias, Quentin Tanners - Bartholomew the Apostle, Catherine of Alexandria, Clement, Crispin, Gangulphus, James (son of Zebedee), John the Apostle, John the Evangelist, Lawrence, Mary Magdalene, Simon Tax collectors - Matthew Teachers - Andrew the Apostle, Gregory the Great, Marcellin Champagnat, Thomas Aquinas Christian teachers - John Baptist de la Salle Television workers - Gabriel the Archangel Test takers - Joseph of Cupertino Teutonic Knights - George Tin miners - Piran Tinsmiths - Joseph of Arimathea, Piran Tinsmiths in Paris - Maturinus Theater performers - Clare of Assisi, Genesius Thieves who repent - Nicholas of Myra Theologians - Augustine of Hippo, John the Evangelist Therapists - Dymphna Thomasites - Kateri Those seeking lost items or people - Anthony of Padua Those who work at great heights - Erasmus of Formiae Tile makers - Fiacre, Roch Town criers - Blaise Translators - Gottschalk, Jerome Trappers - Bartholomew the Apostle, Eustachius Travellers - Bona of Pisa, Botolph, Christopher, James (son of Zebedee), Joseph, Macarius of Unzha, Raphael the Archangel Truss makers - Foillan U Undertakers - Dismas Unemployed - Cajetan V Veterinarians - Blaise, Eligius, James (son of Zebedee) Vinegar makers - Vincent of Saragossa Vine dressers - Urban of Langres Vine growers - Amand, Urban of Langres Vintners - Amand, Urban of Langres Volunteers - Vincent de Paul W Waiters - Zita Washer women - Hunna Wax melters and refiners - Ambrose of Milan, Bernard of Clairvaux Weavers - Anastasia of Sirmium, Anthony Mary Claret Wheelwrights - Catherine of Alexandria Wine growers - Theobald of Provins Wine makers - Vincent of Saragossa Working people - Joseph Women seeking a husband - Anthony of Padua Wood carvers - Wolfgang of Regensburg Wood workers - Wolfgang of Regensburg Wool combers and weavers - Blaise Wool makers - Severus of Avranches Writers - Francis de Sales, Philip Neri, Teresa of Ávila X Y Z Zoology - Albertus Magnus, Francis of Assisi See also Patron saints of ailments, illness, and dangers Patron saints of places Patronage of the Blessed Virgin Mary Saint symbolism References patron saints by occupation and activity",2395,4,"['▁sever', 'us']",2,0
pinguis,Hyloxalus pinguis is a species of frog in the family Dendrobatidae.,11,4,"['▁ping', 'uis']",2,0
portland,The first New England League champion was the Portland club.,10,4,"['▁port', 'land']",2,0
accumulator,6.6 kg without oil) and simpler as it didn't contain an oil pressure accumulator.,14,4,"['▁accum', 'ulator']",2,0
slaveholder,"They further stated that in 30 years, no slaveholder had applied to be a missionary.",15,4,"['▁slave', 'holder']",2,0
sinkhole,Subway construction was delayed during the investigation and repairs of the sinkhole.,12,5,"['▁sink', 'hole']",2,0
paintwork,The solution is alkaline and its uses include cleaning paintwork in preparation for repainting.,14,5,"['▁paint', 'work']",2,0
imperative,"Educators have an ethical imperative to do something with students, and that is why meaningful student involvement is vital to school improvement.",22,4,"['▁imper', 'ative']",2,0
