word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
성병,1946년 과테말라 1947년 과테말라 1948년 과테말라 매독 과테말라-미국 관계 미국 공중보건국 성병 의료 윤리 인체 실험 의료 스캔들,18,6,"['성', '병']",2,0
도토리,예전에 싸이월드에서 도토리 충전하듯이 뱅카 앱에 뱅크머니를 충전하면 된다. <모바일트랜드2015>,10,6,"['도', '토리']",2,0
태주,삼분손익법 (三分損益法) 황종관이 9치9푼 되며 이를 기준하여 12율관을 셈하되 격팔상생법을 따라서 황종·임종·태주·남려…차례로 셈한다.,13,6,"['태', '주']",2,0
혈서,"친일 행적 태평양 전쟁 시기에 지원병으로 참전하는 것이 소원이라는 내용의 〈혈서지원〉을 비롯하여 〈아들의 혈서〉, 〈결사대의 안해〉, 〈목단강 편지〉 등의 친일 가요를 작곡한 바 있다.",24,4,"['혈', '서']",2,0
금세기,금세기 초에 헨들리리시는 육생동물의 진화 중심지는 어떤 특정한 지역이 아니라고 주장하면서 새로운 동물군이 세계 도처에서 기원했다고 하는 '범기원설(汎起源說)'을 제창했다.,19,4,"['금', '세기']",2,0
친지,그는 또다른 친지 한 명과 함께 아마록을 찾아 나선다.,9,5,"['친', '지']",2,0
열흘,제30회 하계 올림픽 육상 경기는 2012년 8월 3일부터 12일까지 열흘 동안 영국 런던 올림픽 경기장에서 열렸다.,16,4,"['열', '흘']",2,0
투자금,"그러나 폰지는 자로시 은행이 안 좋은 부동산 대출 때문에 재정 위기에 놓였다는 것, 그리고 자로시가 투자금 이익이 아닌 신규 고객의 통장에서 돈을 빼다가 이자를 땜빵한다는 것을 알게 됐다.",28,5,"['투자', '금']",2,0
포자,"동물의 생식 세포를 난자, 정자라 하며 식물은 꽃가루, 밑씨, 포자 등으로 불린다.",12,6,"['포', '자']",2,0
밀물,"제65동원보병사단 ""밀물""; 1974년 10월 1일 ~ 2017년 11월 30일 제62동원보병사단 ""충룡""; 1976년 ~ 2008년 12월 1일에 제32사단에 통합됨.",18,4,"['밀', '물']",2,0
번호판,또한 은행 인근에 위치한 주유소에서는 뉴욕주 자동차 번호판(4U-13-41-N.Y)을 부착한 차량이 드나든 행적이 발견되었다.,13,6,"['번호', '판']",2,0
첩자,정근 : 손택수 역 - 박진한을 역적으로 몰았던 무위소 내부의 첩자,11,4,"['첩', '자']",2,0
향사,또한 북쪽의 안동 단층과 거의 평행한 주향의 축을 가지는 향사 습곡 구조를 취하고 있다.,14,5,"['향', '사']",2,0
생계,"배우자가 군대 생활을 하고 있어 육아와 생계 유지를 모두 맡으며 수험생활을 했고, 몇 번의 낙방 끝에 1985년 제27회 사법시험에 합격했다.",20,5,"['생', '계']",2,0
형편,생애 한성부 출신으로 어려운 가정 형편 속에서 인현공립보통학교와 혜화공립보통학교 부설 상급실습학교를 졸업했다.,12,4,"['형', '편']",2,0
명수,당나라의 작가 송나라의 작가 중국의 문장가 명수 8 중국의 수필가,10,4,"['명', '수']",2,0
스타팅,본작과 《포켓몬스터 파이어 레드·리프 그린》에서도 얻을 수 없는 일부 2세대 포켓몬들(2세대 스타팅 등)은 에메랄드 버전과의 통신도 필요하다.,17,5,"['스타', '팅']",2,0
테넷,"《테넷》()은 2020년 개봉된 SF 첩보 영화로, 크리스토퍼 놀런 감독의 11번째 장편 영화이다.",12,6,"['테', '넷']",2,0
순조,같이 보기 헌종실록 조선 왕 가계도 순조 숙의 김씨 기해박해 병오박해 효명세자 신정왕후 순원왕후 조만영 조인영 김조근 헌종가례진하도 병풍,19,6,"['순', '조']",2,0
세분,"분할의 세분 구간 [a,b]의 분할 와 에 대해, 가 의 모든 점을 포함할 때 를 의 세분()이라 하고 가 보다 섬세하다고 한다.",22,5,"['세', '분']",2,0
삼도,"귀는 거의 어깨에 닿을 만큼 길게 내려와 있으며, 목에는 3줄의 삼도(三道)가 있다.",12,5,"['삼', '도']",2,0
공범,"다음날 시체가 발견되어 장례가 치러지고, 장례식장에서 구둣방 주인 플라이크 아저씨는 교장선생과 학교 교사들을 가리켜서 '한스를 죽인 공범'이라고 비판한다.",18,5,"['공', '범']",2,0
눈병,쓰임새 중국에서는 민간에서 만성 비염을 비롯한 콧병·눈병 및 두통 치료에 사용한다.,11,4,"['눈', '병']",2,0
내지,"용산동은 용강과 화산(꼿메), 월남동은 월동(칠전)과 주남, 내남동은 내지(육판이)와 남계, 선교동은 선동과 교항(다리목)이 각각 합해져 생긴 이름이다.",16,6,"['내', '지']",2,0
소용,영화 2014년 《시야 플랫폼》 - 배우들 역 2022년 《올빼미》 - 소용 조씨 역,13,4,"['소', '용']",2,0
환송,"사건의 전개 로마켓 변호사 수임 사건 내역과 승패율, 전문분야 등을 보여주는 서비스 시작 2005.12. 20 서울지방 변호사회 명예훼손 및 업무방해 혐의로 로마켓을 검찰에 고소 검찰의 무혐의 처리 2007. 2. 16 서울고법에 항고, 3. 28 항고도 기각 2006. 1. 11 서울지방 변호사회 서울중앙지법에 정보공개중지가처분신청 서울중앙지법은 인용결정, 그러나 개인정보제공서비스금지 신청은 기각결정 2006. 3. 16 서울지방 변호사회 로마켓에 정보게시금지 등 청구소송 2007. 7. 6 서울중앙지법은 원고일부 승소판결, 손해배상과 변호사 개인신상 정보제공 금지신청은 기각 이에 대해 서울지방 변호사회는 고등법원에 항소 서울고법은 인맥지수는 허용, 개인별 승소율과 전문성지수 공개는 제한 서울지방 변호사회 대법원에 상고 2011. 9. 2 대법원 전원합의체 원심 파기, 환송 법률신문사 로마켓 상대 데이터베이스침해 금지 가처분신청 서울중앙지법, 인용결정 로마켓, 저작권법 위반과 정보통신망침해 등으로 기소당함",110,6,"['환', '송']",2,0
투서,"임시정부, “안경신무죄주장”총독부에 투서 안경신은 무죄를 주장하며 1심 판결을 불복하고 평양복심법원에 공소하였다.",11,4,"['투', '서']",2,0
형조,그해 6월 형조 참판이 되었다.,5,4,"['형', '조']",2,0
홍어,"경북에 인접한 지역은 대구포, 상어포, 가오리포, 오징어, 피문어 등의 건어물을 올리고 전북에 인접한 지역은 말린 홍어, 병어, 가자미, 낙지, 서대묵 등을 올린다.",22,4,"['홍', '어']",2,0
양지,영화 《젊은이의 양지》는 1951년에 개봉한 미국의 드라마 영화이다. 《젊은이의 양지》,10,4,"['양', '지']",2,0
즉흥,그는 즉흥 연주자로 유명하며 또한 듀크 엘링턴 다음으로 가장 많은 재즈 곡을 녹음한 재즈 작곡가로도 유명하다.,16,4,"['즉', '흥']",2,0
포그,"또, 포그 컴퓨팅은 처리를 위해 데이터를 원격 지점으로 보내는 대신 스마트 장치와 최종 사용자 클라이언트 사이드의 네트워크 레벨에서 데이터를 관리한다.",20,5,"['포', '그']",2,0
선창,1910년대 중반에 다맥출신 윤을두가 선창 숙당에 있던 양포사립개진학교를 옮겨와서 1919년 5월에 선전리 210-11번지에 서포사립개진학교를 세웠다.,15,6,"['선', '창']",2,0
도매,"도매 회사들의 많은 수는 또한 올버니, 버펄로와 롱아일랜드에 지사를 두고 있다.",11,4,"['도', '매']",2,0
자발,"맛깔 대칭은 깨지지 않지만, 손지기 대칭은 (양자 색역학의 손지기 대칭과 유사하게) 자발 대칭 깨짐을 겪는다.",15,6,"['자', '발']",2,0
산단,산단 구간,2,4,"['산', '단']",2,0
전곡,그런데 보컬트랙없는 MR 버전 녹음을 하지 않은 탓에 전곡 재녹음을 해야해서 발매일이 1주일 변경되었다..,14,5,"['전', '곡']",2,0
고사리,"탄지(Tanacetum vulgare, Tansy)는 원산지가 북유럽인 고사리 잎을 닮은 허브이다.",9,4,"['고사', '리']",2,0
폐점,"폐점 며칠 전에 여기에서 마지막으로 연주한 것은 네덜란드의 밴드, 포커스였다.",10,4,"['폐', '점']",2,0
셀화,"예를 들어, 텔레비전 화면이 등장하는 장면에서는, 형광등 커버에 쓰이는 아크릴판을 방송 영상 셀화 위에 놓고 움직여서, 안테나 상태가 좋지 않은 화면처럼 보이게 했다.",23,4,"['셀', '화']",2,0
소름,2021년 영화 소름(정범식 감독)과 드라마 구필수는 없다에 출연하면서 배우로도 활동하게 되었다.,11,4,"['소', '름']",2,0
서편,"등과정은 경복궁 서편 인왕산 기슭 옥동(玉洞)에 있던 등용정(登龍亭)· 삼청동의 운용정(雲龍亭)·사직동의 대송정(大松亭, 太極亭)·누상동의 풍소정(風嘯亭, 白虎亭)과 함께 인왕산 아래 서촌(西村) 오사정(五射亭)이라고 불렸다.",20,4,"['서', '편']",2,0
친북,같이 보기 조선민주주의인민공화국 주체 사상 선군정치 반미주의 주체사상파 반제국주의 민족해방파 친북,11,4,"['친', '북']",2,0
완주,"그날의 결승점을 가장 먼저 통과한 선수나 개인 타임트라이얼의 경우, 코스 완주 시간이 가장 짧은 선수가 스테이지 승자가 된다.",18,6,"['완', '주']",2,0
천적,포르투갈은 8강전에서 나중에 준우승을 차지하는 천적 독일에 2-3으로 패해 탈락했다.,10,6,"['천', '적']",2,0
아집,"다른 학자에 따르면, 취(取)는 번뇌가 강화되고 이에 따라 아집(我執) 즉 번뇌장(煩惱障)이 형성되는 것을 말한다.",14,6,"['아', '집']",2,0
정찬,줄거리 대장장이 아버지를 둔 창수(조민기 분)와 창기(정찬 분)는 성격과 기질이 완전히 대조적 형제다.,13,6,"['정', '찬']",2,0
여지,"의심할 여지 없이, 시는 분위기 변화와 마지막 두 개의 연의 음악적 결합을 제안한다.",13,6,"['여', '지']",2,0
촉발,계류된 촉발 수뢰 일반적으로 이러한 유형의 수뢰는 수면 바로 아래 또는 5미터 깊이에 떠 있도록 설정된다.,16,4,"['촉', '발']",2,0
케투,라후와 케투,2,4,"['케', '투']",2,0
활주,공전 활주 검지 장치를 차축 발전기 방식에서 전기자 전류의 변화를 검지하는 방식으로 변경.,13,6,"['활', '주']",2,0
잠자리,"먹이로 삼는 것으로는 거미, 각다귀, 나방, 하루살이, 잠자리, 물잠자리, 메뚜기, 집게벌레, 풀잠자리, 날도래, 파리, 딱정벌레, 잎벌, 꿀벌, 말벌, 개미 등이 있다.",21,4,"['잠', '자리']",2,0
논변,네이글의 논변 - 박쥐가 된다는 것은 무엇과 같은 것일까?,9,6,"['논', '변']",2,0
토의,이 기간은 1년을 5등분한 것에 토의 계절을 배분하기 위해서 4등분한 길이가 된다.,12,5,"['토', '의']",2,0
피쉬,피쉬 앤 칩스(생선을 튀긴 요리에다 프렌치 프라이를 곁들인 영국의 대표 간식)를 좋아함,12,4,"['피', '쉬']",2,0
흉터,삼미(三眉)라는 별명은 어릴 적에 걸렸던 천연두가 나으면서 생긴 흉터 때문에 눈썹이 세 개 생겼다는 뜻이다.,15,4,"['흉', '터']",2,0
수트,"이외에 추가로 구매 가능한 여름 교복, 비치 아이템, 스포츠웨어, 비즈니스 수트, RPG 코스튬 등의 컬렉션이 있다.",16,6,"['수', '트']",2,0
콩트,매일코너 <1부> 차차차 퀴즈 - 매일 다른 콩트!,8,5,"['콩', '트']",2,0
도공,"10년 겨울에, 도공, 초영왕, 채영후, 진애공, 돈공, 심자, 서인, 월인이 오를 쳤다.",12,4,"['도', '공']",2,0
다툼,유쟁(有諍)은 번뇌가 능히 투송쟁경(鬪訟諍競)의 즉 송사[鬪訟]와 다툼[諍競]의 직접적 원인[因]이 된다는 것을 뜻한다.,12,6,"['다', '툼']",2,0
단짝,박상현 성우 - 임은정 작중의 단짝 친구로 버그펫 소탕 작전에 대해 알고 있는 유일한 친구이다.,15,5,"['단', '짝']",2,0
조석,지구와 달 사이의 중력 작용으로 조석 현상이 발생한다.,8,4,"['조', '석']",2,0
트리오,"그곳에서 평범한 단골들 외에도 유명한 동화 트리오 Long, Broad 및 Sharp-eyed 도 나타난다.",13,6,"['트', '리오']",2,0
기고자,월스트리트 저널 기고자 위원회의 일원으로서 그는 1972년부터 1997년까지 월간 칼럼에 기고했다.,11,4,"['기', '고자']",2,0
말벌,"먹이로 삼는 것으로는 거미, 각다귀, 나방, 하루살이, 잠자리, 물잠자리, 메뚜기, 집게벌레, 풀잠자리, 날도래, 파리, 딱정벌레, 잎벌, 꿀벌, 말벌, 개미 등이 있다.",21,4,"['말', '벌']",2,0
민병,이때 아카이아 민병 부대를 이끈 필로포이멘은 일리리아 부대 옆에 배치되었다.,10,5,"['민', '병']",2,0
환란,"IMF 구제금융 사태를 불러일으킨 책임으로 사임했던 강경식 재정경제부 장관은 '환란 사건'의 직무유기 등의 혐의로 재판을 받았지만, 무죄판결을 받았다.",18,6,"['환', '란']",2,0
지지대,계단 위로 박스형 형광등이 있는 도금형 입석심 금속 캐노피는 약간의 세로홈과 주두가 있는 좁은 지지대 위에 놓여있다.,17,4,"['지지', '대']",2,0
상회,"해설 본조에 따라 국회법 제2조에서는 국회의 상회(정기회)에 대해 ""매년 1월 중에 소집하는 것을 상례로 한다""라고 규정하고 있다.",17,4,"['상', '회']",2,0
석화,"발타자르의 손에는, 닿은 물체를 삽시간에 석화(石化)시켜 버리는 단백질 결정화 효소가 분비되고 있으며, 이 효소에 닿으면 차갑게 돌로 굳어 죽음을 맞이한다.",20,4,"['석', '화']",2,0
나루,대전 대덕구의 법정동 대전 대덕구의 행정동 금강의 나루 1989년 설치 1997년 설치,12,4,"['나', '루']",2,0
헌팅,아돌프 역 아브라함 링컨 VS 좀비 (2012년) - 아브라함 링컨 역 비비드 (2011년) 악마의 탄생 (2011년) - 개리 역 헌팅 인 살렘 : 악령의 마을 (2011년) 캐리비안의 해적: 낯선 조류 (2011년) - 이매쉬에이트 파이럿 역 데저트 선 (2010년) - 의붓아버지 역 비기너스 (2010년) 디즈멀 (2009년) 아임 얼라이브 (2009년) 천가지 죽는 방법 (2008년) 벌들의 비밀생활 (2008년),55,4,"['헌', '팅']",2,0
빙수,남캥 사이 바오빙 빙수 셰이브 아이스 스노 콘 아이스 카창 에스 참푸르 할로할로 빙수 (한국 음식),16,6,"['빙', '수']",2,0
진전,"2020년 4월, 픽셀과 크롬북 장치용 맞춤형 ARM 기반 프로세서(코드명 화이트채플)로 ""큰 진전""을 이루었다.",13,6,"['진', '전']",2,0
바리,"바리 2012년 12월 8일, 팔레르모는 그의 바리 임대를 공식적으로 발표했다.",10,4,"['바', '리']",2,0
도료,막부와의 협조와 겐지(源氏)의 도료(棟梁)로써의 자부심이 강한 한편으로 혈기왕성한 아들 다카우지를 아낀다.,11,4,"['도', '료']",2,0
책방,그리고 조명조가 책방을 수행하며 남긴 <서관일기>는 조선 후기 책방 연구에 도움이 될 귀한 자료로서 조선 후기의 수령권과 지방통치 방식을 연구하는 데도 도움이 될 것이다.,24,6,"['책', '방']",2,0
율동,경주오르골소리박물관은 경상북도 경주시 서라벌대로 420(율동)에 위치한 경주IC 휴게소 내에 있다.,10,4,"['율', '동']",2,0
동헌,강화유수부 동헌(江華留守府 東軒)은 인천광역시 강화군 강화읍 관청리에 있는 조선시대의 동헌 건축물이다.,11,6,"['동', '헌']",2,0
광구,시할구 한산구(邯山区) 충타이구(丛台区) 푸싱구(复兴区) 펑펑 광구(峰峰矿区) 페이샹구(肥乡区) 융녠구(永年区),8,5,"['광', '구']",2,0
유구,왜성은 남해안뿐만 아니라 내륙 지역에서도 축조되었을 것으로 생각되나 현재 그 유구(遺構)가 거의 알려져 있지 않기 때문에 실상은 알 수 없다.,20,4,"['유', '구']",2,0
체납,교통법규 위반과 과태료 체납으로 차량 압류 박범계가 교통법규 위반과 과태료 체납 등으로 일곱 차례나 차량이 압류됐다.,16,4,"['체', '납']",2,0
체격,"타임로드 종족은 13개의 목숨이 있어 자신이 죽을 때가 되면 지식과 기억을 제외한 얼굴, 체격, 말투 등 생체적 특성을 모두 바꿔 완전히 새로운 타임로드가 된다.",24,5,"['체', '격']",2,0
후자,후자 방식의 장점은 시스템 상태를 모니터링하는 프로그램이 다른 모든 태스크와 더불어 유휴 태스크를 볼 수 있다는 것이다.,17,4,"['후', '자']",2,0
큐브,같이 보기 루빅스 큐브 메가밍크스 헬리콥터 큐브 피라밍크스 크리스탈 골드버그 다면체,11,5,"['큐', '브']",2,0
료모,철도 도부 철도 기류 선: 신키류 역 - 아이오이 역 동일본 여객철도 료모 선: 기류역 와타라세 계곡 철도 와타라세 계곡선,20,4,"['료', '모']",2,0
봉토,처음부터 봉토(vassalage)는 토지 소유권을 주고받는 것을 의미하지 않았으나 8세기 즈음에 토지 소유권을 제공하는 일은 표준으로 자리잡혔다.,16,4,"['봉', '토']",2,0
수거,"결국 의병들의 러시아 활동 사실을 파악한 일본은 제정 러시아를 압박했고, 러시아 국적의 조선인 청년의 징집, 무기 수거 등으로 의병 활동을 방해했다.",21,5,"['수', '거']",2,0
영화판,그는 영화판 아담스 패밀리의 후속작 《아담스 패밀리 2》에서도 같은 역을 맡아 연기하였다.,12,4,"['영화', '판']",2,0
문선,"원단은 아들 효정제가 황제로 즉위할 당시에도 생존해 있었으며, 537년 사망하자 효정제에게 문선(文宣)이란 시호를 받았다.",14,6,"['문', '선']",2,0
펄프,"흑설탕 시럽, 커피 또는 카라멜 시럽으로 맛을 낸 쿠로쿠마(검은 곰)와 망고 펄프 시럽으로 맛을 낸 키구마(기쁜 곰)은 일부 커피숍에서 만들어진다.",20,4,"['펄', '프']",2,0
관리실,"교도소 시설은 오각별 형태의 패놉티콘형 남성 교도소, 치료 시설이 있는 소형 남성 교도소, 여성 교도소, 조리실, 관리실, 사택으로 구성되어 있다.",20,5,"['관리', '실']",2,0
종래,계획에 있어서는 형식의 변경도 있었으나 노동 조합과의 사이에서 신형 기관차 도입에 관한 어려운 협상 문제로 종래 기관차의 마이너 체인지(신규 번대 구분) 취급이라고 할 수 있다.,25,4,"['종', '래']",2,0
미동,전조현상으로서는 화산성 미동(微動)·지형변동·지온분기용천(地溫噴氣湧泉)의 변화·지자기·지전류중력(地電流重力)의 변화 등이 있다.,7,4,"['미', '동']",2,0
송사,유쟁(有諍)은 번뇌가 능히 투송쟁경(鬪訟諍競)의 즉 송사[鬪訟]와 다툼[諍競]의 직접적 원인[因]이 된다는 것을 뜻한다.,12,6,"['송', '사']",2,0
유착,이로 인해 이석기는 민노당과의 유착 관계를 통해 자신의 재산을 치부했다는 의혹을 받았다.,12,5,"['유', '착']",2,0
적장,"계속되는 제１차 북경성 공략전에서는, 여성 두령인 고대수(顧大嫂), 손이랑(孫二娘)과 함께 부대를 인솔하여 관승(關勝)과의 전투에서는 적장 학사문(郝思文)을 생포하는 공훈을 세웠다.",18,6,"['적', '장']",2,0
불복,따라서 이 42수진언집은 고려후기 밀교(密敎)가 유행했던 당시 송(宋)으로부터 수입되어 고려에서 중간된 것으로 보이며 불복(佛腹)에서 발견된 것으로 추정된다.,17,5,"['불', '복']",2,0
존경,개요 본래 도쿠가와 이에야스가 오고쇼()로 만년을 보낸 곳이라 오늘날에도 '오고쇼'에 대한 존경 의식이 강하다.,14,5,"['존', '경']",2,0
숙영,"로마군은 숙영 준비중이었기에 전투용 진형을 갖추고 있지 않았고, 곳곳에 비전투원인 군속들이 섞여 난장판이었다.",13,4,"['숙', '영']",2,0
갑사,"특징 갑사 종각에 있는 조선 시대에 만들어진 종으로, 높이는 132.5cm, 입지름은 92cm나 된다.",13,5,"['갑', '사']",2,0
만추,출연 작품 애적다미낙 (2014) 만추 (2012) 독자 (2012) 차생차애 (2007) 엔드레스 러브 (2005) 원앙루 (1987),15,6,"['만', '추']",2,0
재석,라디오 드라마 라디오 극장 (KBS 한민족 방송) 2012.10.01 ~ 2012.10.31 고정욱 <까칠한 재석이 돌아왔다> (재석),15,5,"['재', '석']",2,0
보디,"2도어형과 4도어형이 있었으며, 보디 온 프레임 타입이다.",7,4,"['보', '디']",2,0
포스,대통령 전용차량 (미국) 에어 포스 원 국가원수 의전차 미국 대통령의 이동수단,11,4,"['포', '스']",2,0
처가,처가 주변 개천 건너 지동(地東)이라 부르는 작은 바위 아래에 조그마한 서재를 짓고 한훤당(寒暄堂)이라는 당호를 붙였다.,15,6,"['처', '가']",2,0
레헨,"이런 관계가 반복되어 국왕으로부터 가장 하급 영주, 즉 기사에 이르기까지 봉건 영주 계급이 레헨 제도에 의하여 위에서 아래로 연결되는 것이다.",20,4,"['레', '헨']",2,0
해삼,"해삼 사내 원래는 오니마루의 부하이고, 적이었으나 게로타 게로자에몽처럼 야이바의 편이 되는 팔귀 중 하나.",14,4,"['해', '삼']",2,0
