word,selected_sentence,sentence_length,original_frequency,tokens,token_num
시즌,2005년 시즌 종료 후 왼발을 피로골절했지만 개막을 제때에 맞추었고 처음으로 개막전 선발 투수를 맡아 7이닝 1실점으로 승리 투수가 되었다.,19,3348,"['시', '즌']",2
드라마,"블랙폭스 - 폭렬닌자시대(Black Fox: Age of the Ninja)는 일본에서 제작된 사카모토 코이치 감독의 2019년 액션, 드라마, 모험 영화이다.",18,3330,"['드', '라마']",2
텔레비전,문화방송의 예능 프로그램 2020년대 대한민국의 텔레비전 프로그램 2023년에 시작한 대한민국 TV 프로그램 2023년에 종료한 대한민국 TV 프로그램,17,3290,"['텔', '레', '비', '전']",4
당시,"생애 대한민국 육군사관학교 제11기 출신으로, 국방부 병무담당관 등을 지낸 그는 1979년 육군 제71방위사단장 당시 발생한 12.12 군사 반란에 가담했다.",19,3272,"['당', '시']",2
지역,"또, 수많은 시스템은 지역 번호를 누르지 않고도 가까운 지역에서 전화를 걸 수 있게 도와준다.",14,3228,['지역'],1
경기,카타르의 축구 경기 시설 2022년 FIFA 월드컵 경기장 2023년 AFC 아시안컵 경기장,12,3212,['경기'],1
올림픽,"올림픽 금메달로 유종의 미를 거두고 현역에서 은퇴한 후, 남자 유도 국가대표팀 코치로 선임되었다.",13,3204,"['올', '림픽']",2
사망,1883년 출생 1955년 사망 일제강점기의 기업인 일제강점기의 교육인 대한민국의 기업인 대한민국의 교육인 신안군 출신 문태고등학교,15,2919,"['사', '망']",2
감독,"로렌 스카파리아(Lorene Scafaria, 1978년 5월 1일 ~ )는 미국의 영화 감독, 극작가, 배우, 가수이다.",14,2860,['감독'],1
프로그램,다음은 문화방송의 텔레비전 프로그램 관련 작품을 통해 발표된 순서로 나열 및 정리한 것이다.,13,2776,"['프로', '그램']",2
방송,라디오 방송 일본 시리즈는 NPB 주최이기 때문에 정규 시즌의 방송권 유무에 관계없이 평등하게 중계할 수 있다.,16,2738,['방송'],1
학교,달리기 어린이 놀이 운동회 유형별 스포츠 자선 행사 파티 게임 학교 문화,12,2634,['학교'],1
음악,"그레이스 아나토미의 음악 총괄자는 호텔 카페 웹사이트를 통해 드라마에 사용할 새로운 음악을 찾고, 아델 등의 여가수도 온라인 상으로 발굴되었다.",19,2525,"['음', '악']",2
팀,2018년 FIFA U-20 여자 월드컵 참가 팀 다음 3개 팀은 프랑스에서 열린 2018년 FIFA U-20 여자 월드컵 참가 자격을 획득했다.,20,2520,['팀'],1
도시,1646~1788년 동안 다리 인근의 가옥이 모두 도시 정비의 일환으로 파괴되었다.,10,2421,['도시'],1
전쟁,1953년에는 대한민국 영역에 남은 유격대의 지위에 대한 언급 없이 한국 전쟁 휴전협정이 체결되었다.,13,2409,"['전', '쟁']",2
참가,2018년 FIFA U-20 여자 월드컵 참가 팀 다음 3개 팀은 프랑스에서 열린 2018년 FIFA U-20 여자 월드컵 참가 자격을 획득했다.,20,2407,"['참', '가']",2
대회,"2014년 11월, 호날두는 (예선전 포함) 23골로 UEFA 유럽 축구 선수권 대회 최다 득점자가 되었다.",14,2366,"['대', '회']",2
인구,"14세 이하의 유소년 인구의 비율은 10.1%로 부천시 평균 15.8%보다 낮고 노년 인구 비율은 11.0%이고, 가장 인구가 많은 연령대는 25~29세이다.",19,2292,"['인', '구']",2
선거,"1909년 쿠아우일라 주지사 선거에 도전했고 1910년 새 대통령 프란시스코 I. 마데로의 선거 운동을 후원하여, 1911년 8월 쿠아우일라 주지사로 당선되었다.",19,2251,"['선', '거']",2
출연,2021년 4월 - 드라마 《청천을 찔러라》로 NHK 대하드라마 첫 출연.,10,2214,"['출', '연']",2
다음,2018년 FIFA U-20 여자 월드컵 참가 팀 다음 3개 팀은 프랑스에서 열린 2018년 FIFA U-20 여자 월드컵 참가 자격을 획득했다.,20,2197,['다음'],1
대학,1906년 출생 2000년 사망 일본의 천문학자 일본의 과학사학자 교토 대학 동문 효고현 출신 천문학사학자,14,2157,['대학'],1
공식,외부 링크 KBS 웹드라마 공식 홈페이지 네이버 TV 어바웃 러브,10,2152,"['공', '식']",2
일부,완모식표본인 ZCDM V0010 은 불완전한 두개골로 두개골 위쪽은 대부분 잘 보존되어 있고 뇌머리뼈도 일부 보존되었다.,15,2141,"['일', '부']",2
동안,"국가 주요 정책 결정에 있어서 정치적 합의를 중시했기 때문에 5년간의 짧은 통치 기간 동안, 5 차례나 코르테스(의회)를 소집하였다.",18,2136,['동안'],1
주,주 내의 여러 후보 지역들은 신설대학을 유치하고자 자금과 토지를 제안했다.,10,2133,['주'],1
수상,극장용 애니메이션 《슈퍼 차일드》 (MBC) - 철민 《마징가 Z: 인피니티》 - 윤 수상,13,2103,['수상'],1
전,등장 인물 주요 인물 태민영 : 박가 (새 남편) 역 양미경 : 김씨부인 역 문창길 : 안생 (전 남편) 역,20,2090,['전'],1
국가,하지만 주요 산업 국가 중 미국만이 이러한 참상에서 떨어져 있었다.,10,2078,"['국', '가']",2
참고,"참고 문헌 Cheney, Frank. (2002) Boston's Red Line: Bridging the Charles from Alewife to Braintree, Arcadia Publishing. ISBN 9780738510477",19,2027,"['참', '고']",2
사건,"대표적인 사례로는 ‘보아스 발라스 사건’, ‘디오니시모 랑카 사건’, ‘신시아 애플톤 사건’이 있다.",12,1994,"['사', '건']",2
가수,SDN48의 일원 구마모토현 출신 1987년 출생 살아있는 사람 일본의 여자 가수 아이돌 가수 일본의 아이돌 도시샤 대학 동문,18,1965,"['가', '수']",2
기록,UEFA 유럽축구선수권대회 기록 1960년 ~ 2012년 : 비회원국 2016년 ~ 2020년 : 예선 탈락,14,1930,"['기', '록']",2
뒤,하지만 2012년 민주통합당 후보로 대전 서을에서 당선된 뒤 2020년까지 8년간 재산신고 내역에 해당 토지를 포함하지 않았다.,16,1917,['뒤'],1
우승,포항 스틸러스 K리그1 우승 (1): 2013 FA컵 우승 (1): 2013,10,1906,"['우', '승']",2
목록,외부 링크 대한민국 A매치 목록 (1990년~1994년) 일본 A매치 목록 (1990년대) 조선민주주의인민공화국 A매치 목록 중국 A매치 목록,16,1890,"['목', '록']",2
인물,등장 인물 주요 인물 태민영 : 박가 (새 남편) 역 양미경 : 김씨부인 역 문창길 : 안생 (전 남편) 역,20,1876,"['인', '물']",2
주요,"국가 주요 정책 결정에 있어서 정치적 합의를 중시했기 때문에 5년간의 짧은 통치 기간 동안, 5 차례나 코르테스(의회)를 소집하였다.",18,1869,"['주', '요']",2
결과,개표 결과 총선거인수: 총투표자수: 투표율: 정당별 당선자수 새정치국민회의 : 1명 자유민주연합 : 1명,13,1863,"['결', '과']",2
애니메이션,도라에몽 (2005년 애니메이션) - TV 아사히계에서 2005년 4월부터 방송중인 TV 애니메이션 작품.,12,1845,"['애', '니', '메이션']",3
사용,집속탄 사용 집속탄 사용에 대한 보고는 즉각적인 민간인 사상자의 막대한 피해와 불발탄의 장기적 위험에 대한 우려를 불러일으켰다.,17,1824,['사용'],1
대학교,"텍사스 텍 대학교, 웨스트민스터 신학교, 옥스퍼드 대학교에서 앨리스터 맥그래스 지도하에 박사학위를 받았고 미국 웨스트민스터 신학교에서도 박사학위를 받았다.",17,1783,['대학교'],1
시대,전국 시대 말기에 활약한 진나라의 명장 왕전의 손자이자 왕분의 아들이다.,10,1771,['시대'],1
수,며칠밤 고생해서 보토 몇 마리를 잡으면 550달러가량을 벌 수 있다.,10,1771,['수'],1
정부,일부 토착 친추축국 지도자의 정부 지방 공동 행정부 통치 지역 친추축국 세력의 직접 지배 지역,15,1752,"['정', '부']",2
노래,"호흡, 말하기, 재채기, 기침, 노래 부르기의 결과로 자연스럽게 생성될 수 있다.",11,1752,"['노', '래']",2
군,고산넨역()은 일본 아키타현 센보쿠 군 미사토 정에 위치한 동일본 여객철도 오우 본선의 철도역이다.,13,1751,['군'],1
여성,"2007년 11월 한국은행에 의해 ""백범 김구는 독립애국지사, 신사임당은 여성·문화예술인의 대표적인 상징성이 있다""며 50000원 지폐 도안 인물로 선정되었다.",17,1725,"['여', '성']",2
사회,"조선민주주의인민공화국의 선전포스터는 군사력과 유토피아 사회, 국가에 대한 헌신, 그리고 지도자의 개성에 초점을 맞추고 있다.",14,1707,['사회'],1
교육,"타이응우옌은 교육 중심지로 알려져 있으며, 21개 대학과 전문대학을 갖춰서 전국 3위의 순위를 가지고 있다.",14,1626,['교육'],1
시,매드맨의 시대 배경은 1960년대이며 공간 배경은 뉴욕 시 매디슨 거리에 위치한 가상의 광고회사인 ‘스털링 쿠퍼’이다.,15,1590,['시'],1
시리즈,"일본 선수권 시리즈(, )는 일본 프로 야구의 센트럴 리그와 퍼시픽 리그 각각의 클라이맥스 시리즈 우승팀이 우승을 결정짓는 시리즈 경기이다.",19,1581,"['시', '리즈']",2
연구,관찰 내용을 해석하고 새로운 가설을 제시하는 이들의 상호 작용은 연구소 연구 프로젝트의 성공적인 진행의 기초가 된다.,16,1563,['연구'],1
문화,문화 단체 문화재청 소속 사단법인 서울 종로구 2004년 설립된 단체,10,1550,['문화'],1
아들,전주이씨 광평대군파 묘역(全州李氏 廣平大君派 墓域)은 서울특별시 강남구 수서동에 있는 조선시대 세종대왕의 아들 광평대군(1425∼1444)의 묘이다.,14,1539,"['아', '들']",2
기타,기타 미술: 페르난도 카레르 의상: 켄트 제임스 배역: 린 스터마스터,10,1538,"['기', '타']",2
기업,1969년 설립된 기업 동원의 자회사 대한민국의 식품회사 대한민국의 운수 기업,10,1534,['기업'],1
설립,1942년 설립 1946년 폐지 1946년 설립 미국 육군의 의무부대 미국 육군의 군수부대 미국 육군의 센터 의료물자원 칠곡군 소재의 관공서,19,1526,"['설', '립']",2
말,"11월에 벨라루스는 의회 의원들을 조지아, 압하지야, 남오세티야로 파견하였으며, 조지아는 벨라루스에게 분쟁 지역을 독립국으로 인정하지 말 것을 촉구했다.",17,1523,['말'],1
대통령,존 애덤스 대통령 당선과 함께 연방당 의석 증가로 여대야소 의회가 구성된다.,11,1523,"['대', '통령']",2
국제,외부 링크 마리카 버수 - 국제 펜싱 연맹 마리카 버수 - Sports Reference.com 마리카 버수 - 에스토니아 스포츠 전기 사전,20,1523,"['국', '제']",2
관련,다음은 문화방송의 텔레비전 프로그램 관련 작품을 통해 발표된 순서로 나열 및 정리한 것이다.,13,1487,"['관', '련']",2
활동,솔루션 파트너 활동 LG화학의 고객사는 대기업 뿐 아니라 여러 중소기업을 포함한다.,11,1482,['활동'],1
이상,가우스의 관심이 수론이 아닌 다른 분야로 옮겨갔기 때문으로 1809년을 마지막으로 더 이상 서신을 주고받지 않게 되었다.,16,1482,['이상'],1
경제,"2005년 기준으로 1차 경제 부문에 17명이 고용되어 있으며, 이 부문에 약 7개 기업이 참여하고 있다.",15,1473,['경제'],1
철도,고모토역()은 일본 아이치현 나고야시 나카가와구에 위치한 나고야 임해 고속 철도 니시나고야코 선의 역이다.,13,1455,"['철', '도']",2
그룹,지치목 워킹 그룹(Boraginales Working Group)의 2016년 분류에 따른 지치과의 아과 3개 가운데 하나이다.,13,1438,['그룹'],1
성,"에는 톈진에서 가장 큰 천주교(天主教) 성당인 성 요셉 주교 성당 (톈진)(圣若瑟主教座堂,西开教堂)이 있다.",12,1423,['성'],1
경력,경력 LG화학 경영혁신담당 상무 LG화학 고무/특수수지사업부장 LG화학 소형전지사업부장 LG화학 자동차전지사업부장 LG화학 전지사업본부장,12,1414,"['경', '력']",2
곡,"한편 두 번째 싱글인 발라드의 곡 ""Cast the Spirit""은 차트 진입에 실패했다.",12,1412,['곡'],1
행정,행정 구역 검암리 덕산리 반월리 성만리 신호리 오방리 신월리 봉황리 명성리 금포리 대곡리 범평리,14,1391,"['행', '정']",2
하계,1992년 스페인 바르셀로나에서 열린 1992년 하계 올림픽에 참가했고 25위를 기록했다.,10,1386,"['하', '계']",2
정치,"중화인민공화국 하이난섬 보아오에서 아시아 각국의 정치, 경제 지도자들이 참여하는 보아오 포럼이 개막되었다.",12,1335,"['정', '치']",2
교수,"Robert Hube (생화학자, 노벨상 수상) - 뒤스부르크-에센 대학교 (University of Duisburg-Essen) 교수.",12,1326,"['교', '수']",2
야구,같이 보기 일본 프로 야구 올스타전 일본 야구 기구(주최) 산요 전기(특별 협찬),12,1319,"['야', '구']",2
자료,"참고 자료 「유럽」, 마드리드, 곽정란 저, 삼성출판사(2008년, 1002~1003p) 「역사를 바꾼 신무기」, 투척도끼 프랑시스카, 계동혁 저, 플래닛미디어(2009년, 152~157p)",17,1319,"['자', '료']",2
졸업,학력 영주중앙국민학교 (졸업) 영주중학교 (졸업) 영주농업고등학교 (졸업) 경북전문대학교 경영학과 동양대학교 경영학과 동양대학교 정보대학원 (경영정보학 / 전공)(정보관리학 / 석사),18,1314,"['졸', '업']",2
앨범,"2008년 3월 가수로 데뷔했으며, 5월 14일 1집 사오리밴드 앨범《Happy Virus》서 발매하였다.",11,1284,"['앨', '범']",2
기준,"플라토상트랄주()는 부르키나파소 중부에 위치한 주로 주도는 지니아레이며 면적은 8,545km2, 인구는 647,516명(2006년 기준)이다.",12,1265,['기준'],1
개발,수상내역 1990년 노벨 경제학상 (주식 옵션과 다른 파생물의 가치 측정 공식 개발),12,1241,['개발'],1
싱글,초회한정 자켓(2종류)+통상 자켓(1종류)의 3종류가 동시 발매되어 3종류 전부 구매한 사람에게 특전으로 〈TRUTH·에도가와 코난 버전〉싱글 CD 증정 캠페인을 개최하였다.,18,1234,"['싱', '글']",2
제작,열다섯의 그대에게~〉 (에픽 레코드 재팬) 배급 - 아스믹 에이스 제작 - 〈입술에 노래를〉 제작 위원회,15,1221,"['제', '작']",2
도로,서울특별시의 도로 서울 중구의 교통 서울 서대문구의 교통 서울 마포구의 교통,11,1206,['도로'],1
관계,총비트 레이트와의 관계 심볼 속도는 bit/s로 표현되는 총비트 레이트와 관련이 있지만 혼동 되어서는 안된다.,14,1196,['관계'],1
구역,"마리오 발로텔리는 전반전에 이탈리아의 가장 좋은 득점 기회를 잡았는데, 페널티 구역 안에서 공을 발에 얹어 쏜 것이 벗어났다.",18,1189,"['구', '역']",2
홈페이지,외부 링크 KBS 웹드라마 공식 홈페이지 네이버 TV 어바웃 러브,10,1172,"['홈', '페이지']",2
월드컵,카타르의 축구 경기 시설 2022년 FIFA 월드컵 경기장 2023년 AFC 아시안컵 경기장,12,1170,"['월', '드', '컵']",3
비디오,"비디오 채널 myMBC TV 부산, 울산, 경남의 문화방송이 운영하는 채널이다.",10,1156,"['비', '디오']",2
주연,주연 안톤 옐친 저스틴 팀버레이크 에밀 허쉬 벤 포스터 아만다 사이프리드 브루스 윌리스 샤론 스톤,15,1136,"['주', '연']",2
언어,"또한, 웅변가는 선한 도덕적 품성을 소유하고, 자유과의 교양을 충분히 습득해야 하며, 언어 표현력이 능숙해야 한다고 말하고 있다.",17,1105,"['언', '어']",2
메달리스트,올림픽에서 메달 6개를 획득하여 역대 대한민국 동계 올림픽 메달리스트 중 가장 많은 올림픽 메달을 획득했다.,15,1100,"['메', '달', '리', '스트']",4
아버지,아버지 박윤창은 음보로 관직에 올랐으며 세종11년 동진사시험에 합격하여 사예 등을 지내고 승문원지사에 이르렀다.,13,1093,['아버지'],1
전투,"이 때문에 동맹국들은 아테네이로 전향하였고, 전투 끝에 파우사니아스가 포로로 잡은 페르시아 왕 크세르크세스 1세의 친족을 탈옥을 가장하여 비밀리에 돌려보냈다.",19,1088,"['전', '투']",2
선,역사 1935년 4월 17일: 후타마타 선 가케가와 ~ 도토미모리 구간이 개통.,11,1087,['선'],1
과학,"음악 활동 2018년 EP [SS2S Sky]로 데뷔했으며, 은유법과 상징을 통해 가사에 과학 이론을 활용하는 것이 특징이다.",16,1086,['과학'],1
가운데,"이 책은 금강경에 대한 여러 명의 풀이집을 모아 편집한 것으로, 전체 32분(分) 가운데 제15분(分)부터 제32분(分)까지 수록되어 있다.",17,1074,"['가', '운데']",2
딸,"딸 메건 엘리슨은 안나푸르나 픽처스 대표, 아들 데이비드 엘리슨은 스카이댄스 픽처스 대표이다.",12,1073,['딸'],1
스포츠,외부 링크 마리카 버수 - 국제 펜싱 연맹 마리카 버수 - Sports Reference.com 마리카 버수 - 에스토니아 스포츠 전기 사전,20,1071,['스포츠'],1
개요,개요 1989년 언더그라운드 연극 음악을 의뢰받은 후와 다이스케가 객석도 텅텅 비었는데 밴드맨이나 많이 모아 채우고 싶다는 제안을 받고 결성했다.,19,1068,"['개', '요']",2
노선,"운행 노선 이 곳은 동서울, 서울경부 방면 고속버스 및 수도권 방면 시외버스에 한해서 중간 승차 및 하차만 하는 곳이다.",19,1067,"['노', '선']",2
이름,유안은 BC 122년에 회남국이 폐지되고 주장 군(BC 203년 전의 이름)이 설치될 때 자살하였다.,13,1065,"['이', '름']",2
역대,역대 조선민주주의인민공화국 최고층 마천루 1979년부터 현재까지 조선민주주의인민공화국의 최고층 마천루 목록이다.,10,1058,"['역', '대']",2
변경,"내) Be@t B@by!! →火曜Junk (2000년 10월 3일 - 2003년 9월 23일, 2002년 4월부터 제목 변경.",15,1057,['변경'],1
현재,사실 현재 조선민주주의인민공화국은 이념적으로 보면 딱히 주체사상적이지도 않은 그냥 적색파시즘 국가다.,11,1056,['현재'],1
교통,서울특별시의 도로 서울 중구의 교통 서울 서대문구의 교통 서울 마포구의 교통,11,1052,"['교', '통']",2
서비스,"보조 서비스 DR은 송배전 전력망의 안정적인 운영을 위해 필요한 여러 가지 특수 서비스로 구성되며, 과거에는 발전기가 주로 역할을 하고 있었다.",20,1051,['서비스'],1
시간,"평균 연산 은 하나의 계의 시간 변화에 따른 평균일 수도 있고, 아니면 어떤 앙상블에 대한 평균일 수도 있다.",18,1038,['시간'],1
생애,생애 크리스텔은 네덜란드 위트레흐트주 위트레흐트에서 여관을 운영하던 피에트와 장 니콜라스의 딸로 태어났다.,12,1034,"['생', '애']",2
프로,"일본 선수권 시리즈(, )는 일본 프로 야구의 센트럴 리그와 퍼시픽 리그 각각의 클라이맥스 시리즈 우승팀이 우승을 결정짓는 시리즈 경기이다.",19,1030,['프로'],1
정보,외부 링크 서울특별시청 서울특별시 도시기반시설본부 서울특별시 한강사업본부 서울특별시 대중교통 정보 안내,11,1028,['정보'],1
시스템,이를 통해 운영자나 시스템 유지보수 담당자가 각 공정과 장비가 어떤 방식으로 HMI프로그램에 표시될지를 직접 바꾸고 결정할 수 있다.,18,1015,['시스템'],1
처음,라는 제목은 조선 정조 19년(1795년) 왕명으로 간행된 《이충무공전서》(李忠武公全書)에서 처음 붙여졌다.,10,1012,"['처', '음']",2
문헌,"참고 문헌 Cheney, Frank. (2002) Boston's Red Line: Bridging the Charles from Alewife to Braintree, Arcadia Publishing. ISBN 9780738510477",19,999,"['문', '헌']",2
지방,상미겔시()는 카보베르데를 구성하는 22개 지방 자치체 가운데 하나로 산티아구섬 북동부에 위치한다.,11,995,"['지', '방']",2
보기,"같이 보기 신비한TV 서프라이즈, 심야괴담회 (MBC TV) 백만불 미스터리 (SBS TV) 세계 다크투어 (JTBC) 차트를 달리는 남자 (KBS Joy)",19,992,['보기'],1
라디오,라디오 방송 일본 시리즈는 NPB 주최이기 때문에 정규 시즌의 방송권 유무에 관계없이 평등하게 중계할 수 있다.,16,989,"['라', '디오']",2
해,"동일한 해, 국회대중문화 & 미디어연구회에서 주최하는 문예진흥법 개정안에 관한 심포지엄을 후원했으며 국정감사모니터링 및 대한민국 제16대 국회 문화관광부 의정모니터링을 실시했다.",19,987,['해'],1
육군,드레드 스콧은 세인트루이스 출신의 미국 육군 군의관 존 에머슨(John Emerson) 소유의 노예였다.,12,979,"['육', '군']",2
문제,기년 전한 문제 전13년 (1월 ~ 9월) 전한 문제 전14년 (10월 ~ 12월),13,975,['문제'],1
운동,"척수신경은 감각과 운동 정보를 모두 전달하는 혼합신경으로, 자율신경절(sympathetic ganglia)과 연결되기 위해 교통가지(ramus communicans)를 낸다.",14,969,['운동'],1
개교,전라남도의 공립 고등학교 광양시의 고등학교 일반계 고등학교 대한민국의 여자 고등학교 1973년 개교,12,961,"['개', '교']",2
인간,"인간 어머니와 외계인 아버지 사이에 아들로 태어난, 퀼은 우주 자경단 스타로드의 역할을 맡는다.",13,954,"['인', '간']",2
부문,"활강에서 금메달, 슈퍼대회전에서 동메달을 획득했으며, 복합에서는 활강 부문에서 1위를 달렸으나, 회전 부문 경기 도중 넘어져 실격당했다.",16,923,"['부', '문']",2
제국,"바르바라는 브란덴부르크의 변경백 요한 폰 호엔촐레른과 바르바라 폰 아스카니엔(Barbara von Askanier) 사이에서 태어났으며, 신성 로마 제국 황제 지기스문트의 질녀이기도 하다.",20,923,"['제', '국']",2
대상,성질 시작 대상 을 가진 범주 위의 점을 가진 범주 는 항상 영 대상 을 가진다.,16,922,['대상'],1
마지막,마지막 업데이트된 버전으로는 2013년 4월 10일 php-wathermap-0.96c 버전이 발표 되었다.,10,918,"['마', '지막']",2
고등학교,대한민국의 고등학교 축구단 인천 유나이티드 FC U-18 2008년 설립된 축구단 인천대건고등학교 2019년 설립된 축구단 인천광역시의 축구단,16,918,"['고', '등학교']",2
구간,"코스를 더욱 엄선하기 위해, 경주는 힘든 오르막 구간, 빠른 내려오기, 때로는 기술적인 노면(파리-루베이 경기의 자갈길같은) 힘든 구간을 포함시킨다.",18,918,"['구', '간']",2
해당,하지만 2012년 민주통합당 후보로 대전 서을에서 당선된 뒤 2020년까지 8년간 재산신고 내역에 해당 토지를 포함하지 않았다.,16,913,"['해', '당']",2
공격,"집속탄은 3월 7일, 11일, 13일의 개별 공격 동안 미콜라이우에서도 반복적으로 사용되어 민간인 사상자와 비군사물체의 광범위한 파괴를 초래했다.",17,912,"['공', '격']",2
시절,"팜뉴투언( / 范如淳, 1975년 10월 22일 ~ )은 베트남의 은퇴한 축구 선수로 현역 시절 포지션은 수비수이다.",16,904,"['시', '절']",2
발매,"엘튼 존, 코트니 러브 등이 참여한 이 앨범은 발매 첫 주에 154,000 장의 판매고를 올리며 빌보드 200 1위를 기록하였다.",19,903,"['발', '매']",2
등장,등장 인물 주요 인물 태민영 : 박가 (새 남편) 역 양미경 : 김씨부인 역 문창길 : 안생 (전 남편) 역,20,902,"['등', '장']",2
클럽,"이 책은 북 오브 더 먼스 클럽(BOMC)의 주요 작품으로 선정되었으며, 《더 뉴요커》에 연재되기도 하였다.",14,898,"['클', '럽']",2
사업,"재단법인 공공 텔레비전 문화 사업 기금회(, )는 중화민국의 공영 방송을 운영하는 재단법인 단체이다.",13,886,['사업'],1
기술,목조는 특히 만드는 사람의 정신과 기술 연마의 정도가 그대로 드러나게 마련이다.,11,886,['기술'],1
컴퓨터,"이러한 웹사이트 방문 이후, 컴퓨터 시스템은 감염되고 개인 정보가 수집되고 다른 개인으로 보내질 수 있다.",15,886,"['컴', '퓨', '터']",3
평가,저서 1973년 《합리적 옵션 평가 이론 》 1990년 《시연속 재정학》,10,884,"['평', '가']",2
일반,"바보-일반-천재를 가리키는 특정 IQ의 지점이 존재하고, 천재를 넘어선 지점에 광인이 존재하는 것이다.",12,883,"['일', '반']",2
단체,문화 단체 문화재청 소속 사단법인 서울 종로구 2004년 설립된 단체,10,881,['단체'],1
이전,데뷔 이전 2011년 3월 14일에 은영이 팀의 리더로 임명되었는데 그는 배우 신하균의 조카뻘 먼친척이기도 하였다.,15,874,"['이', '전']",2
초기,대규모 벌채로 인한 숲 지역의 축소는 초기 분포 지역을 감소시켰다.,10,873,"['초', '기']",2
시작,"저작 내 어둠의 근원(제임스 엘로이, 시작) 뉴욕을 털어라(도널드 웨스트레이크, 시작)",10,866,"['시', '작']",2
등장인물,술의 나라의 등장인물 VIP의 등장인물 피리부는 사나이의 등장인물 이 구역의 미친 X의 등장인물 조아서 구독중의 등장인물 블루버스데이의 등장인물,18,863,"['등', '장', '인', '물']",4
지원,"그런 까닭에 각 메이커는 본체 디자인이나 조작성, 혹은 지원 체제의 충실 등에 부가 가치를 요구해 다른 제품과의 차별화를 도모하고 있다.",20,863,['지원'],1
