word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
주정,"진리(Правда)와 오류(Ошибка): 진리는 주정(主情)적이거나, 고정된 무언가가 아니며, 실천 없이 예견할 수 있는 것이 아니다.",14,4,"['▁', '주', '정']",3,0
동해,"노무라입깃해파리는 한반도 인근의 동중국해에서 발견되어, 2009년부터는 남해뿐만 아리라, 황해, 동해 등에서도 많이 발견되고 있다.",14,5,"['▁', '동', '해']",3,0
전소,퉁구스카 폭발사건으로 시베리아의 산림 수천 제곱킬로미터 전소.,7,6,"['▁', '전', '소']",3,0
월동,"용산동은 용강과 화산(꼿메), 월남동은 월동(칠전)과 주남, 내남동은 내지(육판이)와 남계, 선교동은 선동과 교항(다리목)이 각각 합해져 생긴 이름이다.",16,4,"['▁', '월', '동']",3,0
화인,같이 보기 말레이시아화인협회 인도계 말레이시아인 인도네시아 화교 중화민족 한자 문화권 화인,11,5,"['▁', '화', '인']",3,0
음대,이후 서울대학교 음대 입학시험에서 역사상 최고의 점수를 받고 입학했다.,9,6,"['▁', '음', '대']",3,0
교서,"교서(敎書)는 동양의 봉건 군주국가, 특히 제후국 단계에서 그 국가의 군주(임금)이 내리는 명령서의 한 형식이다.",14,5,"['▁', '교', '서']",3,0
지조,"교목 - 소나무(지조, 절개) : 우리나라 전역에 걸쳐 분포하면서 우리 민족의 생활 속에 친숙한 나무로 사시사철 푸르름을 자랑한다.",18,6,"['▁', '지', '조']",3,0
한강,"광진교(廣津橋)는 서울특별시 광진구 광장동과 강동구 천호동을 잇는 총연장 1,056m의 한강 다리이다.",11,4,"['▁', '한', '강']",3,0
주산,또한 영국인들이 주로 활동하고 있던 주산(舟山)과 하문(아모이)의 항을 폐항하고 광주항만 개항을 허락하였다.,12,5,"['▁', '주', '산']",3,0
천마,"충남 일화 천마 춘계한국여자축구연맹전 준우승 1회: 2007 전국여자축구선수권대회 우승 2회: 2007, 2011 전국여자축구선수권대회 준우승 1회: 2008 전국체육대회 우승 1회: 2008",20,6,"['▁', '천', '마']",3,0
산기,"이들은 대부분 산기 또는 주나곤에 그쳤지만, 요시후루는 다이나곤까지 올랐다.",9,4,"['▁', '산', '기']",3,0
유연,"좀더 최근의 연구는 스페노스테몬속과 파라크리피아속 사이의 유연 관계를 시사하고 있으며, 이 때문에 속씨식물 계통발생론 웹사이트는 스페노테몬속을 파라크리피아과에 포함시킬 것을 제안하고 있다.",21,6,"['▁', '유', '연']",3,0
수트,"이외에 추가로 구매 가능한 여름 교복, 비치 아이템, 스포츠웨어, 비즈니스 수트, RPG 코스튬 등의 컬렉션이 있다.",16,6,"['▁', '수', '트']",3,0
우리,2023 만약에 내가 (풀빛) 2021 나는 나 나혜석 (우주나무) 2020 작은 배가 동동동 (시공주니어) 2020 펭귄 (비룡소) 2017 우리 손잡고 갈래? (문학과지성사),22,4,"['▁', '우', '리']",3,0
상회,"해설 본조에 따라 국회법 제2조에서는 국회의 상회(정기회)에 대해 ""매년 1월 중에 소집하는 것을 상례로 한다""라고 규정하고 있다.",17,4,"['▁', '상', '회']",3,0
부동,"멘델 집단의 조건을 모두 만족하는 집단이 없어 돌연변이, 자연선택, 유전적 부동, 이주, 격리 등의 이유로 인해 유전자풀이 변하기 때문이다.",19,5,"['▁', '부', '동']",3,0
전모,증조부 김형직 증조모 강반석 진외조부 김중산 친조부 김일성 친조모 김정숙 (1917년 12월 외증조부 고영옥 큰외조부 고경찬 외조부 고경택 외조모 이맹인 부친 김정일 전모 홍일천 이복언니 김혜경 전모 성혜림 이복오빠 김정남 전모 김영숙 이복언니 김설송 이복언니 김춘송 생모 고용희 큰오빠 김정철 조카 작은오빠 김정은 자신 김여정 남편 최성 딸 조카 김정주 조카 김주애 조카 이름 불명(남자) 계모 김옥 이복여동생 이름 불명(2008년생),60,4,"['▁', '전', '모']",3,0
경조,기원 미(米)씨는 중국 경조(京兆:지금의 협서성 관중도 장안현에 속한 지명)에서 계출된 성씨이다.,11,5,"['▁', '경', '조']",3,0
명조,나아가 예수회는 중국에 서구의 학술·공예를 전파하며 문화적 공헌에 앞장서서 명조·청조에게서 우대를 받아 선교의 자유를 누려왔다.,15,4,"['▁', '명', '조']",3,0
민원,"또한 원격조정으로 의료·교육·민원·업무를 처리할 수 있으며, 국민 생활에 큰 변혁이 일어날 것으로 보인다.",13,5,"['▁', '민', '원']",3,0
군기,경상남도의 유형문화재 양국대장 사령 깃발 임진왜란 군기,7,6,"['▁', '군', '기']",3,0
전년,"또 실업률은 전년 대비 1.6%포인트 감소하고 있으나, 이전의 조사 수치인 30.1%보다 높은 수준이다.",13,6,"['▁', '전', '년']",3,0
하오,"예술감독상 무협 - 해중문 수상 푸주한, 요리사, 그리고 검객 - 하오 이 이소룡전 - 장세굉 시디그 발레 - 타네다 요헤이",20,4,"['▁', '하', '오']",3,0
경신,"성은 김(金)이고, 휘는 경신(敬信)이며 묘호는 열조(烈祖)이다.",6,4,"['▁', '경', '신']",3,0
용해,"정제한 셀룰로스, 주로 화학적으로 변환된 가용성 화합물인 용해 펄프로부터 만든다.",10,5,"['▁', '용', '해']",3,0
기제,1915년 모건은 수년 간의 연구 결과를 정리하여 《멘델 유전법칙의 기제》를 발표하여 염색체가 유전형질을 전달한다는 것을 증명하였다.,16,5,"['▁', '기', '제']",3,0
의부,헨리 7세는 의부 스탠리 남작에게 자신을 왕위에 올린 공으로 더비 백작위를 수여하였다.,12,4,"['▁', '의', '부']",3,0
종단,다른 트램 노선과 마찬가지로 이 노선은 다중 종단 신호를 사용하며 교차로에는 신호등이 장착되어 있다.,14,5,"['▁', '종', '단']",3,0
수제,"일단 넓고 건조한 널라버 평원이 자연 장벽으로 작용해 주었고, 새로운 수제 수단을 도입하여 향후 30년에 걸쳐 55,000 마리의 흰점찌르레기를 잡았다.",20,4,"['▁', '수', '제']",3,0
교의,"그리고 그것은 단순한 교의(敎義)만으로서의 전래가 아니라 철학에서, 문학에서, 그리고 건축을 비롯한 모든 조형문화의 전래이기도 하였다.",15,5,"['▁', '교', '의']",3,0
마중,219년 한중 전투에서 황충은 군량수송을 끊는 역할을 맡았는데 때가 돼도 돌아오지 않자 조운이 마중 나가 황충을 도와주었다.,17,4,"['▁', '마', '중']",3,0
인해,"1946년 3월, 소련 당국의 발표에 따르면 전쟁으로 인해 총 7백만 명의 러시아인이 죽었다.",13,6,"['▁', '인', '해']",3,0
상모,진상모 : 열두 발 상모를 말하며 쇠가락이 진 상모 놀이가락으로 바뀌면 놀이꾼이 수줍은 듯이 조심해서 나오며 진 상모놀이를 한다.,19,4,"['▁', '상', '모']",3,0
면식,"반, 미식, 면식",3,5,"['▁', '면', '식']",3,0
시구,스포츠 2021년 KBO리그 개막전 두산 베어스 VS 기아 타이거즈 축하공연 및 시구,12,5,"['▁', '시', '구']",3,0
연세,"연세 교육 방송국 : 연세 교육 방송국(Yonsei Educational Broadcasting Station, YBS)은 1959년 체신부로부터 방송국 인가를 받아 대학방송국으로 개국하였다.",18,4,"['▁', '연', '세']",3,0
연지,중국 포로 생활 곽거병은 휴저왕의 부인 연지(閼氏)와 장남 일제 및 어린 동생 윤(胤)을 사로잡아 장안으로 돌아왔다.,16,6,"['▁', '연', '지']",3,0
성신,"성신(成信, ? ~ 기원전 101년)은 전한 중기의 관료이다.",8,4,"['▁', '성', '신']",3,0
정종,"이름은 정(貞), 어머니는 신명순성왕후 유씨(神明王后劉氏)이며, 태자 태, 정종 요, 광종 소의 친동생이다.",12,4,"['▁', '정', '종']",3,0
자스,2010-2011 학년도 동안 자스-그룬트 학교 시스템에는 총 201명의 학생이 있었다.,10,4,"['▁', '자', '스']",3,0
국고,그해 후반 양 대전 사이의 폴란드에서 국고 서기였던 이그나치 마투셰프스키 대령과 결혼하였다.,12,6,"['▁', '국', '고']",3,0
용선,그리하여 결국 용선 생산을 우리식대로 하자는 결심에 따라 주체철 연구 생산 집단을 만들고 5.17 공장을 신설하여 이론상 코크스 배합을 실현하면서 자철광과 무연탄을 기초 연료로 삼는 계기가 되었고 특히 팽윤토를 점결제로 활용하는 계획을 세웠고 특히 회전로의 냉각 절차를 생략한 산소 용융으로 용선 생산을 하자는 계기를 삼게 되었음을 알수가 있었다.,48,5,"['▁', '용', '선']",3,0
신왕,신왕(神王) 유스토마() 성우 : 하마 고로우 / 코스기 쥬로타 신왕이며 리시안사스의 아버지다.,12,4,"['▁', '신', '왕']",3,0
수교,"2011 한,호 수교 50주년 호주 시드니 초청 공연 2011 서울 G20정상회의 만찬공연.",12,6,"['▁', '수', '교']",3,0
한국,외부 링크 노장금Nohcook 유튜브 노고은 인스타그램 교하 노씨 대한민국의 요리사 대한민국의 유튜버 한국 요리 연구가 대한민국의 요리업체 살아있는 사람,19,4,"['▁', '한', '국']",3,0
하호,"신분계급은 왕과 그 밑에 마가(馬加)우가(牛加)저가(猪加)구가(狗加) 등 4가(四加) 등의 지배층, 그 밑에 하호(下戶)라고 불리던 읍인으로 구성된 계급의 둘로 나뉘었다.",18,6,"['▁', '하', '호']",3,0
용인,"마테오 리치를 통해 중국에 가톨릭을 처음 전도한 예수회는 유교를 용인(容認)하고, 기독교의 유일신을 천주(天主) 또는 상제(上帝), 천(天, 하늘)이라고 번역하였으며, 공자를 숭배하는 의식을 인정함으로써 중국 고유의 전통·관습 사이의 마찰을 피하였다.",28,6,"['▁', '용', '인']",3,0
단소,"단소와 생황, 양금과 단소, 당적과 운라, 거문고와 대금 등의 편성은 모두 아름답고 깨끗하고 병주로 유명하다.",15,5,"['▁', '단', '소']",3,0
모세,"의 모세, 《벤허》의 주인공 역으로 출연하였으며 1960년 아카데미 남우주연상을 수상하였다.",10,6,"['▁', '모', '세']",3,0
백가,"백가(苩加, ? ~ 502년)는 대성팔족의 하나인 백씨 출신의 위사좌평으로 가림성(加林城, 부여군 임천면 성흥산성) 성주로 있다가 백제 동성왕을 시해하였다.",18,4,"['▁', '백', '가']",3,0
구명,"가장 단순한 화합물인 수소화 리튬은 600~700 °C에서 만들어지며, 로켓 연료나 수소로 단시간에 부풀려야 하는 구명 조끼 등에 쓰인다.",18,5,"['▁', '구', '명']",3,0
왕성,마침 떠돌이 극단이 왕성 엘시노르에 도착하자 햄릿은 이들을 이용해보기로 한다.,10,5,"['▁', '왕', '성']",3,0
가해,이 정보는 후에 소련군이 파상 공격을 세 차례 가해 독일 비행기 500대를 파괴하는 데 큰 역할을 하게 되었다.,18,6,"['▁', '가', '해']",3,0
어민,"지역 주민들과 어민, 시민단체들은 해당 결정에 반발하였고 주변국이었던 대한민국은 물론, 중국에서도 비판에 가세했다.",13,4,"['▁', '어', '민']",3,0
도용,"제소 이유는 상표 위반, 사이버공간에서의 도용, 계약 위반, 그리고 기타 위에서 논쟁된 문제들을 이유로 하는 것이었다.",16,5,"['▁', '도', '용']",3,0
화용,"등장 인물 박유천 : 이각 / 용태용 역 - 조선시대 왕세자 / 여길남의 손자 최원홍 : 어린 이각 역 한지민 : 박하(박인주) / 부용 역 전민서 : 어린 박하 / 어린 부용 역 정유미 : 홍세나 / 화용 역 - 박하의 이부언니, 여길남의 비서 / 부용의 언니, 세자빈 김소현 : 어린 세나 / 어린 화용 역 이태성 : 용태무 / 무창군 역 - '홈&쇼핑' 전략기획 본부장, 태용의 사촌 형 / 태용의 이복 형 이민호 : 송만보 역 - 세자시강원 정6품 사서 특채 정석원 : 우용술 역 - 세자익위사 정6품 익찬 최우식 : 도치산 역 - 내시부 정6품 상시 특별채용",99,4,"['▁', '화', '용']",3,0
소성,철종이 친정을 시작한 소성 원년부터는 신당이 세력을 얻어 다시 어려움에 처했다.,11,4,"['▁', '소', '성']",3,0
화합,같이 보기 화합 화학반응 화학합성 복분해 열분해 전기 분해,9,4,"['▁', '화', '합']",3,0
경단,에도 시대로부터 하나미에는 하나미 경단()가 빠질 수 없는 것이라고 생각되어 왔다.,11,6,"['▁', '경', '단']",3,0
고의,"불교 경전에 ""무상한 까닭에 고인 것이다""라고 설명되어 있는 것과 같이 무상은 고의 전제이다.",13,5,"['▁', '고', '의']",3,0
우대,각 은행들은 금리 우대 및 각종수수료 면제 등의 혜택을 제공했다.,10,5,"['▁', '우', '대']",3,0
대한,상훈 2010년 아이티 지진 현장에서 의료 봉사 활동에 대한 공적으로 보건복지부의 응급의료 유공자에 선정됐다.,14,6,"['▁', '대', '한']",3,0
방미,"5월 20일 - 문재인 대통령이 버지니아주에 위치한 알링턴 국립묘지를 찾아 헌화를 하였으며, 본격적인 방미 공식일정이 시작되었다.",16,6,"['▁', '방', '미']",3,0
기만,"1862년 - 미국 남북 전쟁, 한달에 걸친 조지 맥클레란의 공격준비를 알고 있던 조지프 E. 존스턴이 기만 포격 후 전군 철수하다.",20,6,"['▁', '기', '만']",3,0
공문,"경력사(經歷司) 경력(經歷) - 정6품, 관아 간의 공문 출납을 관장함, 종실을 임명한다.",11,5,"['▁', '공', '문']",3,0
학제,"과학 科学、농학 農学、서양학 洋学、서양풍 洋風、규소 珪素、비소 砒素、전자기 電磁、면죄 冤罪、검사 検事、의회 議会、영사 領事、영사관 領事館、압정 圧政、학제 学制、원가 原価、자금 資金, 외채 外債、사교 社交、社用、관권 官権、광고 広告、眼識、痴呆、열심 熱心、보건 保健、확보 確保、확립 確立、과식 過食、완구 玩具、현상 現象、공장 工場、신고 申告",31,4,"['▁', '학', '제']",3,0
장방,선정전 바로 앞에는 선전관청(宣傳官廳)과 장방(長房)이 자리 잡고 있는 마당이 동서로 길게 붙어 있었다.,13,4,"['▁', '장', '방']",3,0
민전,장재성은 민전 준비위원회에서 총무부 소속으로 활동하지만 웬일인지 민전의 부서 책임자 선발에서는 배제되었다.,12,4,"['▁', '민', '전']",3,0
조왕,가족 관계(대왕 가) 조 도양왕(趙 悼襄王) 대왕 가 아들: 불불명 동생: 조왕 천(趙王 遷),14,6,"['▁', '조', '왕']",3,0
용수,"《백론》(百論, )은, 용수(龍樹)의 제자인 제바(提婆)에 의해 저술되었다고 전하는 불교 논서이다.",10,4,"['▁', '용', '수']",3,0
대정,연호 남송(南宋) 순희(淳熙) 5년 금(金) 대정(大定) 18년 일본(日本) 지쇼() 2년 서하(西夏) 건우(乾祐) 9년 리 왕조(李朝) 찐푸(貞符) 3년,17,5,"['▁', '대', '정']",3,0
용상,"8월 16일 대한민국의 역도선수인 장미란이 인상 140kg, 용상 186kg으로 총 326kg을 들어올려 세계 신기록을 수립하였다.",15,6,"['▁', '용', '상']",3,0
역무,"대합실(맞이방) 및 역무 시설은 서울교통공사(1번 출구) 측과 한국철도공사(2번 출구) 측에 각각 별도로 개설되어 있으며, 개찰구와 출구가 각각 하나씩 있다.",19,4,"['▁', '역', '무']",3,0
고명,식재료 혼돈자피 청경채 새우살 부추 건새우 김 고수 계란 고명,10,6,"['▁', '고', '명']",3,0
이방,제10장 성경은 유일하고 참되신 하나님을 제시하여 모든 이방 신들을 물리치고 모든 미신을 교정함,13,6,"['▁', '이', '방']",3,0
학구,학구 교육 시스템은 연말에 구두 및 필기 기말고사가 관리되는 프랑스식 방식을 따른다.,12,6,"['▁', '학', '구']",3,0
원호,뒷면의 경우에는 아래쪽에 있던 대나무 잎이 사라지고 제조 연도를 가리키는 연호 표기가 가장자리로 옮겨져서 원호 형상을 띤 직렬 배치로 바뀐다.,20,4,"['▁', '원', '호']",3,0
도고,"참의원 구성원이었던 총리 스즈키 간타로, 일본 해군성 해군대장 요나이 미쓰마사, 그리고 외무대신 도고 시게노리는 히로히토에게 포츠담 선언과 무조건 항복을 수용할 것을 요구했다.",22,5,"['▁', '도', '고']",3,0
상식,"이후 미경의 남편 상식(박광정 분)은 둘 사이를 의심하지만, 행여 아내가 떠나버릴까 전전긍긍한다.",12,6,"['▁', '상', '식']",3,0
차일,배설방은 전설사에 소속된 관청으로 궐내에서 임금이 주관하는 행사 때 햇볕을 가리기 위해 치는 천막인 차일(遮日)과 휘장을 치는 일을 맡았다.,19,5,"['▁', '차', '일']",3,0
내지,"용산동은 용강과 화산(꼿메), 월남동은 월동(칠전)과 주남, 내남동은 내지(육판이)와 남계, 선교동은 선동과 교항(다리목)이 각각 합해져 생긴 이름이다.",16,6,"['▁', '내', '지']",3,0
주해,"1525년에는 《세례에 대하여》(of Baptism), 《재세례와 유아세례에 관하여》(Of Rebaptism and Infant Baptism,5월), 《주의 만찬에 관하여》, 《신앙 주해》 등의 저술을 남겼다.",19,6,"['▁', '주', '해']",3,0
대시,2년 8월 27일 개원 (대시 개원) 닌난 - 3년 2월 19일 양위,12,5,"['▁', '대', '시']",3,0
음영,"적 잠수함을 탐지하는 소나 역시 선측배열소나를 장착해, 전 방위에서 음영 구역 없이 적 잠수함을 포착할 수 있게 되었다.",18,4,"['▁', '음', '영']",3,0
모공,"두피가 햇빛에 붉게 달아오르면서 가렵고, 모공 크기가 넓어지는 것도 영향을 미친다.",11,5,"['▁', '모', '공']",3,0
화신,"츠빙글리는 또한 이 신조에서 로마 가톨릭교회의 교황을 ""거짓 사도""요(55조), ""시몬과 발람의 동료이며, 사탄의 화신""이라고 칭하였다(56조).",15,5,"['▁', '화', '신']",3,0
현자,산자야는 현자 비야사의 제자였으며 그의 주인 드리타라슈트라 왕에게 엄청나게 헌신했다.,10,6,"['▁', '현', '자']",3,0
기안,기안 84의 친구이며 기안 84가 과거 이말년과 같은 자취방에서 오랫동안 동거동락을 했었다.,12,4,"['▁', '기', '안']",3,0
어사,"1927년에는 탄압을 피해 독일로 유학을 떠났으며, 유학하던 당시에 공산당 활동을 하면서 루쉰의 <어사(語絲)>를 통해서 쑨빙원을 향한 애도를 표하기도 했다.",19,5,"['▁', '어', '사']",3,0
유구,왜성은 남해안뿐만 아니라 내륙 지역에서도 축조되었을 것으로 생각되나 현재 그 유구(遺構)가 거의 알려져 있지 않기 때문에 실상은 알 수 없다.,20,4,"['▁', '유', '구']",3,0
서역,"1794년(정조 18) 화성 서역 중에 완성되었으며, 봉수당 남쪽에, 동향으로 세워졌다.",10,5,"['▁', '서', '역']",3,0
장신,그러나 장신 수비수들은 헤딩 등을 위해 때때로 코너킥이나 프리킥 기회에 전방으로 전진하여 플레이하기도 한다.,14,5,"['▁', '장', '신']",3,0
문선,"원단은 아들 효정제가 황제로 즉위할 당시에도 생존해 있었으며, 537년 사망하자 효정제에게 문선(文宣)이란 시호를 받았다.",14,6,"['▁', '문', '선']",3,0
공의,"공인구: 공의 둘레가 22.9 센티미터에서 23.1 센티미터로 커지고, 공의 반발력도 높였다.",11,4,"['▁', '공', '의']",3,0
우하,우하 우하는 따뜻한 생선 수프이긴 하지만 정확히 생선수프는 아니다.,9,4,"['▁', '우', '하']",3,0
한라,"국제천문연맹은 한국천문연구원에서 제출한 백두를 작은곰자리 8에, '한라'를 작은곰자리 8 b에 부여하였다.",11,4,"['▁', '한', '라']",3,0
공이,리바운드는 공이 바스켓의 언저리에 맞고 되돌아 나오는 것을 높이 뛰어올라 잡아 내는 기술이다.,13,5,"['▁', '공', '이']",3,0
은수,말년 베네딕토의 동굴에서의 은수 생활에 대해 그레고리오 1세는 우리에게 짧막한 이야기를 전하고 있다.,13,4,"['▁', '은', '수']",3,0
한도,"가입 및 한도 13개 은행, 19개 증권사 그리고 1곳의 생보사에서 가입이 가능하다.",12,5,"['▁', '한', '도']",3,0
오니,사람에게 홀려 현생에 드러나려는 오니.,5,4,"['▁', '오', '니']",3,0
아미,주인공인 진가구의 애인인 아미 역을 담당한 장만옥이 마지막으로 등장한 시리즈이기도 하다.,11,4,"['▁', '아', '미']",3,0
안도,야노 료코 - 안도 세이 (제6화) 나가노 신용 금고 직원.,10,6,"['▁', '안', '도']",3,0
정성,1999년 정성(精省) 시행 후 타이완성 정부 산하 은행이 보유한 TTV 지분이 중앙정부 부처로 이전됐다.,14,6,"['▁', '정', '성']",3,0
호구,"청주에 속하였으며, 원시 2년(2년)의 인구조사에 따르면 호구 154,826호, 인구 554,444명이었다.",10,4,"['▁', '호', '구']",3,0
경합,"1994년 인화와의 경합 날, 전주 어르신께 받은 영조대왕의 곤룡포를 갖고 집으로 오던 중 욕심에 먼 인화의 차를 피하려다 교통사고를 당한다.",20,4,"['▁', '경', '합']",3,0
수문,수문 캐나다의 주요 생물 군계: 툰드라 아한림 혼합림 활엽수림 초원 로 산맥 - 여러 종류의 툰드라와 숲들을 포함하는 식물 온대 침엽수림 - BC주 해변의 온대 침엽수림이 그 예,28,4,"['▁', '수', '문']",3,0
중학,중학 입시에 실패하면서 극성스런 어머니에게 반발하고 양키 스타일이 됐다.,9,4,"['▁', '중', '학']",3,0
합주,요한 제바스티안 바흐의 작품 합주 협주곡 하프시코드 협주곡 바이올린 협주곡,10,5,"['▁', '합', '주']",3,0
원대,청대 선통 3년에 유성추(聊城鄒)의 석인본 지정집 제35중에는 원대 허유임이 쓴 《대원대일통지》의 서문인 대일통지서가 실려 있다.,15,5,"['▁', '원', '대']",3,0
여아,"2020년 : 한국방송광고진흥공사(KOBACO) 사회공헌 프로그램 브로애드 참여, 10개 TV, 라디오 방송에 캠페인광고 방영, 아프리카 여아 자립 캠페인 진행",18,5,"['▁', '여', '아']",3,0
구어,이와 같이 화이트스네이크의 프론트맨 데이비드 커버데일은 이 음반에서 작은 구어 파트를 가지고 있다.,13,4,"['▁', '구', '어']",3,0
바드,"캐논 - 바드(Cannon-Bard) 이론은 제임스-랑게 이론에 대한 대안으로 나오게 되었는데,",10,4,"['▁', '바', '드']",3,0
진전,"2020년 4월, 픽셀과 크롬북 장치용 맞춤형 ARM 기반 프로세서(코드명 화이트채플)로 ""큰 진전""을 이루었다.",13,6,"['▁', '진', '전']",3,0
동진,"325년에 전조의 군대를 격파하여 낙양 동쪽 지역에서의 패권을 확보하였으며, 그 결과 동진(東晉)으로부터 회하(淮河) 이북의 영토를 대부분 빼앗아 장악하였다.",18,5,"['▁', '동', '진']",3,0
오소,"건안(建安) 5년(200년) 10월, 원소와 조조(曹操)의 싸움이 종반에 다다르고 있을 때 원소는 도독(都督) 순우경(淳于瓊)에게 군량기지인 오소(烏巢)를 수비하도록 하였다.",17,5,"['▁', '오', '소']",3,0
재사,동생 : 재사(再思) - 태조대왕의 아버지이다.,6,4,"['▁', '재', '사']",3,0
오수,스카다 시스템은 오수 밸브를 열도록 지시하고 있었지만 설계 프로토콜상에서는 닫힌 상태를 유지하게 되어 있었다.,14,4,"['▁', '오', '수']",3,0
선천,연호 당(唐) 경운(景雲) 3년 / 태극(太極) 원년 / 연화(延和) 원년 / 선천(先天) 원년 일본(日本) 와도(和銅) 5년 발해(渤海) 천통(天統) 15년,19,5,"['▁', '선', '천']",3,0
성비,성비 출생시: 남성 1.05명/여성 1명,5,4,"['▁', '성', '비']",3,0
무스,"청소년 시절에는 웨스턴 하키 리그(WHL)의 무스 조 워리어스에서 3년 동안 뛰었으며, 1993-94 시즌에 105득점을 기록했다.",15,4,"['▁', '무', '스']",3,0
미드,"수상 3회의 아메리칸 리그 올스타 (1996, 2001, 2010) 2회의 미국 야구 작가 협회의 휴스턴 집회로부터 ""올해의 그레이터 휴스턴 지역의 메이저 리그 선수"" 상 (1996, 2003) 1회 아메리칸 리그 챔피언십 MVP 상 (2001) 1회 워런 스판 상 (2003) 1회 양키스 미드 시즌 사이 영 상 (2010)",45,4,"['▁', '미', '드']",3,0
보대,"막부군은 막부육군과 기본(旗本), 친번 다이묘, 보대 다이묘들의 혼성군이었다.",8,4,"['▁', '보', '대']",3,0
장중,장중 니콜라의 시총은 300억달러를 웃돈 반면 포드 시총은 288억달러에 그쳤다.,10,4,"['▁', '장', '중']",3,0
방아,"유형 토속민요는 서민들이 여러 상황에서 부르던 입에서 입으로 전해진 노래로 모내기, 소몰이, 방아 찧기와 같은 노동을 하면서 부른 노동요가 많다.",20,4,"['▁', '방', '아']",3,0
남진,고구려가 4세기 후반부터 남진 정책으로 한반도 남부의 백제와 가야에 무차별적인 공격을 가하면서 일본 열도로 피난 오는 사람들이 급증하였기 때문이다.,19,4,"['▁', '남', '진']",3,0
명현,"창녕성씨 문행열전 목판 도학과 문장에 뛰어나고 충과 효, 덕망이 높은 창녕 성씨의 명현 147명의 행적을 담은 책판이다.",17,4,"['▁', '명', '현']",3,0
회합,남쪽으로는 백마강이 강경 쪽의 바다로 흘러가는 모습을 조망할 수 있어 문인들의 회합 때에 자주 이용되었다.,15,6,"['▁', '회', '합']",3,0
천성,개원 승성(承聖) 4년 5월 27일(555년 7월 1일)에 연호를 천성(天成)으로 개원함.,10,6,"['▁', '천', '성']",3,0
음차,"데바닷타(, 음차: 提婆達多·提婆·調婆達·調達, 뜻: 하늘이 내려주다(天授)·하늘의 뜨거움(天熱))는 석가모니의 제자였지만 나중에 석가모니를 배반한 자이다.",13,6,"['▁', '음', '차']",3,0
소명,"1569년 종친부 전첨(宗親府典籤) 벼슬에 임명되었지만 사퇴했고, 1570년 선조의 소명(召命)에도 응하지 않았다.",11,4,"['▁', '소', '명']",3,0
유보,브리유니 협정으로 3개월간의 독립 유보 이후 1991년 10월 8일 정식으로 독립이 효력을 발휘하였다.,13,5,"['▁', '유', '보']",3,0
현무,10월 4일 강릉에서 현무-IIC 미사일 낙탄 사고가 일어났다.,8,4,"['▁', '현', '무']",3,0
남안,"그리고 촉한군에게 항복한 천수(天水), 남안(南安),안정(安定)의 삼군을 평정하였다.",7,6,"['▁', '남', '안']",3,0
