word,tokens,token_num,freq,freq_quantile,label
Elementar,"['Element', 'ar']",2,5.0,0.0,realword
Hangbereich,"['Hang', 'bereich']",2,4.0,0.0,realword
Menagerie,"['Men', 'agerie']",2,4.0,0.0,realword
Terzett,"['Ter', 'zett']",2,5.0,0.0,realword
Startwert,"['Start', 'wert']",2,5.0,0.0,realword
Impressum,"['Impress', 'um']",2,4.0,0.0,realword
Renn,"['R', 'enn']",2,5.0,0.0,realword
Polis,"['Pol', 'is']",2,5.0,0.0,realword
Tourer,"['Tour', 'er']",2,4.0,0.0,realword
Übermaß,"['Über', 'maß']",2,4.0,0.0,realword
Personalrat,"['Personal', 'rat']",2,5.0,0.0,realword
Andocke,"['And', 'ocke']",2,4.0,0.0,realword
Manguste,"['Mang', 'uste']",2,4.0,0.0,realword
Aufstehen,"['Auf', 'stehen']",2,5.0,0.0,realword
Trainerteam,"['Trainer', 'team']",2,5.0,0.0,realword
Interactiondesign,"['Interaction', 'design']",2,4.0,0.0,realword
Bildthema,"['Bild', 'thema']",2,4.0,0.0,realword
Kunstfigur,"['Kunst', 'figur']",2,5.0,0.0,realword
Literaturforum,"['Literatur', 'forum']",2,4.0,0.0,realword
Programmsteuerung,"['Programm', 'steuerung']",2,4.0,0.0,realword
Pavian,"['P', 'avian']",2,4.0,0.0,realword
Morphin,"['Morph', 'in']",2,4.0,0.0,realword
Theaterfestival,"['Theater', 'festival']",2,5.0,0.0,realword
Romanisierung,"['Roman', 'isierung']",2,4.0,0.0,realword
Mainufer,"['Main', 'ufer']",2,4.0,0.0,realword
Niederdeutsch,"['Nieder', 'deutsch']",2,4.0,0.0,realword
Entstellung,"['Ent', 'stellung']",2,4.0,0.0,realword
Wasserseite,"['Wasser', 'seite']",2,4.0,0.0,realword
Zund,"['Z', 'und']",2,5.0,0.0,realword
Endsieg,"['Ends', 'ieg']",2,5.0,0.0,realword
Trustee,"['Trust', 'ee']",2,5.0,0.0,realword
Treib,"['T', 'reib']",2,5.0,0.0,realword
Dellplatz,"['Dell', 'platz']",2,4.0,0.0,realword
Musikwerk,"['Musik', 'werk']",2,5.0,0.0,realword
Abwind,"['Ab', 'wind']",2,4.0,0.0,realword
Lobus,"['Lob', 'us']",2,4.0,0.0,realword
Fallrat,"['Fall', 'rat']",2,4.0,0.0,realword
Kreml,"['Kre', 'ml']",2,4.0,0.0,realword
Kontaktzone,"['Kontakt', 'zone']",2,5.0,0.0,realword
Stadtgas,"['Stadt', 'gas']",2,5.0,0.0,realword
Chlorierung,"['Chlor', 'ierung']",2,4.0,0.0,realword
Postministerium,"['Post', 'ministerium']",2,4.0,0.0,realword
Ausheben,"['Aus', 'heben']",2,4.0,0.0,realword
Vorverfahren,"['Vor', 'verfahren']",2,5.0,0.0,realword
Parsifal,"['Pars', 'ifal']",2,4.0,0.0,realword
Unterlass,"['Unter', 'lass']",2,5.0,0.0,realword
Charity,"['Char', 'ity']",2,5.0,0.0,realword
Richtfunk,"['Richt', 'funk']",2,5.0,0.0,realword
Herzschild,"['Herz', 'schild']",2,5.0,0.0,realword
Einhalten,"['Ein', 'halten']",2,4.0,0.0,realword
Dandy,"['D', 'andy']",2,4.0,0.0,realword
Patchpanel,"['Patch', 'panel']",2,5.0,0.0,realword
Verbau,"['Ver', 'bau']",2,4.0,0.0,realword
Animationsserie,"['Animations', 'serie']",2,4.0,0.0,realword
Westernfilm,"['Western', 'film']",2,5.0,0.0,realword
Feige,"['Fe', 'ige']",2,5.0,0.0,realword
Mitwirken,"['Mit', 'wirken']",2,5.0,0.0,realword
Volvox,"['Vol', 'vox']",2,4.0,0.0,realword
Metallindustrie,"['Metall', 'industrie']",2,5.0,0.0,realword
Rufnummer,"['Ruf', 'nummer']",2,4.0,0.0,realword
Rentmeister,"['Rent', 'meister']",2,4.0,0.0,realword
Briefverkehr,"['Brief', 'verkehr']",2,4.0,0.0,realword
Talmud,"['Tal', 'mud']",2,5.0,0.0,realword
Geoid,"['Ge', 'oid']",2,4.0,0.0,realword
Lenken,"['Len', 'ken']",2,5.0,0.0,realword
Entwertung,"['Ent', 'wertung']",2,5.0,0.0,realword
Kunstmusik,"['Kunst', 'musik']",2,5.0,0.0,realword
Inkling,"['Ink', 'ling']",2,5.0,0.0,realword
Carltheater,"['Carl', 'theater']",2,4.0,0.0,realword
Reprise,"['Rep', 'rise']",2,4.0,0.0,realword
Toter,"['T', 'oter']",2,5.0,0.0,realword
Musikprogramm,"['Musik', 'programm']",2,4.0,0.0,realword
Stadtgut,"['Stadt', 'gut']",2,5.0,0.0,realword
Suspension,"['Susp', 'ension']",2,4.0,0.0,realword
Undercover,"['Under', 'cover']",2,4.0,0.0,realword
Legislatur,"['Legisl', 'atur']",2,5.0,0.0,realword
Jurorin,"['Jur', 'orin']",2,5.0,0.0,realword
Erdball,"['Erd', 'ball']",2,4.0,0.0,realword
Topteil,"['Top', 'teil']",2,4.0,0.0,realword
Salmonelle,"['Salmon', 'elle']",2,4.0,0.0,realword
Postbank,"['Post', 'bank']",2,4.0,0.0,realword
Hochtour,"['Hoch', 'tour']",2,4.0,0.0,realword
dbA,"['db', 'A']",2,4.0,0.0,realword
Subregen,"['Sub', 'regen']",2,5.0,0.0,realword
Ensign,"['En', 'sign']",2,4.0,0.0,realword
Förder,"['För', 'der']",2,5.0,0.0,realword
Untot,"['Unt', 'ot']",2,4.0,0.0,realword
Postunternehmen,"['Post', 'unternehmen']",2,4.0,0.0,realword
Generalprobe,"['General', 'probe']",2,5.0,0.0,realword
Gallert,"['Gall', 'ert']",2,4.0,0.0,realword
Meinungs,"['Mein', 'ungs']",2,4.0,0.0,realword
Personlichkeit,"['Person', 'lichkeit']",2,5.0,0.0,realword
Labelchef,"['Label', 'chef']",2,5.0,0.0,realword
Anrecht,"['An', 'recht']",2,5.0,0.0,realword
Milliliter,"['Mill', 'iliter']",2,5.0,0.0,realword
Hauptstädter,"['Haupt', 'städter']",2,5.0,0.0,realword
Zielperson,"['Ziel', 'person']",2,4.0,0.0,realword
Lautschrift,"['Laut', 'schrift']",2,4.0,0.0,realword
Chloroplast,"['Chlor', 'oplast']",2,5.0,0.0,realword
Slipanlage,"['Slip', 'anlage']",2,4.0,0.0,realword
Iridium,"['I', 'ridium']",2,4.0,0.0,realword
Sentenz,"['Sent', 'enz']",2,5.0,0.0,realword
Bassin,"['B', 'assin']",2,4.0,0.0,realword
Badende,"['Bad', 'ende']",2,4.0,0.0,realword
Basketballliga,"['Basketball', 'liga']",2,4.0,0.0,realword
Altistin,"['Alt', 'istin']",2,5.0,0.0,realword
Zeitmaschine,"['Zeit', 'maschine']",2,4.0,0.0,realword
Jackpot,"['Jack', 'pot']",2,5.0,0.0,realword
Preisgestaltung,"['Preis', 'gestaltung']",2,4.0,0.0,realword
Schnelle,"['Schn', 'elle']",2,4.0,0.0,realword
Hybridisierung,"['Hybrid', 'isierung']",2,5.0,0.0,realword
Affront,"['Aff', 'ront']",2,5.0,0.0,realword
Coautor,"['Co', 'autor']",2,5.0,0.0,realword
Zischen,"['Z', 'ischen']",2,4.0,0.0,realword
offen,"['off', 'en']",2,4.0,0.0,realword
Minispiel,"['Min', 'ispiel']",2,5.0,0.0,realword
Turbomotor,"['Turb', 'omotor']",2,5.0,0.0,realword
Rancher,"['R', 'ancher']",2,5.0,0.0,realword
WLAN,"['W', 'LAN']",2,5.0,0.0,realword
Perihel,"['Peri', 'hel']",2,5.0,0.0,realword
Megahertz,"['Meg', 'ahertz']",2,4.0,0.0,realword
Collegezeit,"['College', 'zeit']",2,5.0,0.0,realword
Platzgrund,"['Platz', 'grund']",2,5.0,0.0,realword
Demoaufnahme,"['Demo', 'aufnahme']",2,4.0,0.0,realword
Adaptivität,"['Adapt', 'ivität']",2,5.0,0.0,realword
Verarbeit,"['Ver', 'arbeit']",2,5.0,0.0,realword
Bedacht,"['Bed', 'acht']",2,4.0,0.0,realword
Weberin,"['Weber', 'in']",2,5.0,0.0,realword
Kübel,"['Kü', 'bel']",2,4.0,0.0,realword
Tonboden,"['Ton', 'boden']",2,4.0,0.0,realword
progressiv,"['progress', 'iv']",2,5.0,0.0,realword
Sandwich,"['Sand', 'wich']",2,5.0,0.0,realword
Fachprüfung,"['Fach', 'prüfung']",2,5.0,0.0,realword
Federweg,"['Feder', 'weg']",2,5.0,0.0,realword
Hexose,"['Hex', 'ose']",2,4.0,0.0,realword
Datenkanal,"['Daten', 'kanal']",2,4.0,0.0,realword
Probebetrieb,"['Probe', 'betrieb']",2,4.0,0.0,realword
Sternklasse,"['Stern', 'klasse']",2,4.0,0.0,realword
Hostie,"['Host', 'ie']",2,5.0,0.0,realword
Giftgas,"['Gift', 'gas']",2,4.0,0.0,realword
Ohm,"['O', 'hm']",2,5.0,0.0,realword
Öse,"['Ö', 'se']",2,4.0,0.0,realword
Lesbarkeit,"['Les', 'barkeit']",2,5.0,0.0,realword
Protease,"['Prote', 'ase']",2,4.0,0.0,realword
Programmmanagement,"['Programm', 'management']",2,5.0,0.0,realword
Generierung,"['Gener', 'ierung']",2,5.0,0.0,realword
Dreier,"['Dre', 'ier']",2,5.0,0.0,realword
Anzahlung,"['An', 'zahlung']",2,5.0,0.0,realword
Neutra,"['Ne', 'utra']",2,5.0,0.0,realword
Melodik,"['Mel', 'odik']",2,4.0,0.0,realword
Perforation,"['Per', 'foration']",2,5.0,0.0,realword
Fachhandel,"['Fach', 'handel']",2,4.0,0.0,realword
Musikfest,"['Musik', 'fest']",2,4.0,0.0,realword
Steiger,"['Ste', 'iger']",2,4.0,0.0,realword
Henkel,"['Hen', 'kel']",2,5.0,0.0,realword
Pelikan,"['Pel', 'ikan']",2,5.0,0.0,realword
Bergseite,"['Berg', 'seite']",2,4.0,0.0,realword
Langform,"['Lang', 'form']",2,4.0,0.0,realword
Armhaltung,"['Arm', 'haltung']",2,4.0,0.0,realword
Fundmaterial,"['Fund', 'material']",2,4.0,0.0,realword
Standardversion,"['Standard', 'version']",2,5.0,0.0,realword
Trunk,"['Tr', 'unk']",2,4.0,0.0,realword
Spitz,"['Sp', 'itz']",2,4.0,0.0,realword
Buten,"['But', 'en']",2,4.0,0.0,realword
Bitumen,"['Bit', 'umen']",2,4.0,0.0,realword
Audienz,"['Aud', 'ienz']",2,5.0,0.0,realword
Sensorik,"['Sensor', 'ik']",2,5.0,0.0,realword
Schelde,"['Sche', 'lde']",2,5.0,0.0,realword
Sinto,"['S', 'into']",2,4.0,0.0,realword
Freier,"['Fre', 'ier']",2,5.0,0.0,realword
Kinderstück,"['Kinder', 'stück']",2,4.0,0.0,realword
Riviera,"['Riv', 'iera']",2,4.0,0.0,realword
Alkyl,"['Al', 'kyl']",2,5.0,0.0,realword
Hyeong,"['H', 'yeong']",2,5.0,0.0,realword
Quarte,"['Qu', 'arte']",2,4.0,0.0,realword
Stadtbach,"['Stadt', 'bach']",2,4.0,0.0,realword
Gigawatt,"['Gig', 'awatt']",2,4.0,0.0,realword
Golfstrom,"['Golf', 'strom']",2,4.0,0.0,realword
Satan,"['S', 'atan']",2,4.0,0.0,realword
Messetag,"['Mess', 'etag']",2,4.0,0.0,realword
Nebenjob,"['Neben', 'job']",2,5.0,0.0,realword
Grundierung,"['Grund', 'ierung']",2,5.0,0.0,realword
Abscheidung,"['Abs', 'cheidung']",2,5.0,0.0,realword
Timecode,"['Time', 'code']",2,4.0,0.0,realword
Professionalität,"['Professional', 'ität']",2,5.0,0.0,realword
Freiin,"['Fre', 'iin']",2,5.0,0.0,realword
Sportsitz,"['Sports', 'itz']",2,4.0,0.0,realword
Sommelier,"['Som', 'melier']",2,4.0,0.0,realword
Deutschtum,"['Deutsch', 'tum']",2,4.0,0.0,realword
Untier,"['Unt', 'ier']",2,4.0,0.0,realword
Schoner,"['Sch', 'oner']",2,5.0,0.0,realword
Kunststück,"['Kunst', 'stück']",2,4.0,0.0,realword
Westwind,"['West', 'wind']",2,4.0,0.0,realword
Donner,"['Don', 'ner']",2,5.0,0.0,realword
Rabatte,"['Rab', 'atte']",2,4.0,0.0,realword
Kontaktwinkel,"['Kontakt', 'winkel']",2,4.0,0.0,realword
Isomerase,"['Is', 'omerase']",2,4.0,0.0,realword
Branding,"['Br', 'anding']",2,4.0,0.0,realword
Patin,"['P', 'atin']",2,4.0,0.0,realword
Knagge,"['Kn', 'agge']",2,4.0,0.0,realword
Schalt,"['Sch', 'alt']",2,4.0,0.0,realword
Binne,"['Bin', 'ne']",2,5.0,0.0,realword
Tunika,"['Tun', 'ika']",2,4.0,0.0,realword
Packprogramm,"['Pack', 'programm']",2,5.0,0.0,realword
Tibeter,"['Tib', 'eter']",2,4.0,0.0,realword
Tierheim,"['Tier', 'heim']",2,4.0,0.0,realword
Pkt,"['P', 'kt']",2,4.0,0.0,realword
Sparverein,"['Spar', 'verein']",2,4.0,0.0,realword
Irre,"['Ir', 're']",2,5.0,0.0,realword
Callwert,"['Call', 'wert']",2,4.0,0.0,realword
Jobcenter,"['Job', 'center']",2,4.0,0.0,realword
Einzelkind,"['Einzel', 'kind']",2,5.0,0.0,realword
Nachrede,"['Nach', 'rede']",2,4.0,0.0,realword
Oberer,"['Ober', 'er']",2,4.0,0.0,realword
Kanaren,"['Kan', 'aren']",2,5.0,0.0,realword
Sunnit,"['Sun', 'nit']",2,5.0,0.0,realword
Parfum,"['Par', 'fum']",2,4.0,0.0,realword
Internationalität,"['International', 'ität']",2,4.0,0.0,realword
Textfeld,"['Text', 'feld']",2,4.0,0.0,realword
Leichter,"['Le', 'ichter']",2,5.0,0.0,realword
Mops,"['M', 'ops']",2,5.0,0.0,realword
Moratorium,"['Mor', 'atorium']",2,5.0,0.0,realword
Propstes,"['Prop', 'stes']",2,4.0,0.0,realword
restlich,"['rest', 'lich']",2,5.0,0.0,realword
Reede,"['Re', 'ede']",2,5.0,0.0,realword
Steinrelief,"['Stein', 'relief']",2,4.0,0.0,realword
Musikclub,"['Musik', 'club']",2,4.0,0.0,realword
Projektierung,"['Projekt', 'ierung']",2,5.0,0.0,realword
Rollbewegung,"['Roll', 'bewegung']",2,4.0,0.0,realword
Sinter,"['S', 'inter']",2,4.0,0.0,realword
Kennnummer,"['Kenn', 'nummer']",2,4.0,0.0,realword
Westnetz,"['West', 'netz']",2,4.0,0.0,realword
Stadtfarbe,"['Stadt', 'farbe']",2,4.0,0.0,realword
Temperament,"['Temper', 'ament']",2,5.0,0.0,realword
Alken,"['Al', 'ken']",2,4.0,0.0,realword
Fürchten,"['Für', 'chten']",2,4.0,0.0,realword
Wittum,"['Witt', 'um']",2,4.0,0.0,realword
Engstelle,"['Eng', 'stelle']",2,4.0,0.0,realword
Eisenoxid,"['Eisen', 'oxid']",2,5.0,0.0,realword
checken,"['check', 'en']",2,5.0,0.0,realword
Transportphase,"['Transport', 'phase']",2,4.0,0.0,realword
Kunstinstallation,"['Kunst', 'installation']",2,4.0,0.0,realword
Tagblatt,"['Tag', 'blatt']",2,5.0,0.0,realword
Angelpunkt,"['Angel', 'punkt']",2,5.0,0.0,realword
Boxkampf,"['Box', 'kampf']",2,5.0,0.0,realword
Hightech,"['Hight', 'ech']",2,5.0,0.0,realword
Behältnis,"['Be', 'hältnis']",2,5.0,0.0,realword
Klare,"['Kl', 'are']",2,5.0,0.0,realword
Substandard,"['Sub', 'standard']",2,4.0,0.0,realword
Morast,"['Mor', 'ast']",2,4.0,0.0,realword
Bundespolitik,"['Bundes', 'politik']",2,4.0,0.0,realword
Fallzahl,"['Fall', 'zahl']",2,4.0,0.0,realword
Zeitgrund,"['Zeit', 'grund']",2,5.0,0.0,realword
Literaturhaus,"['Literatur', 'haus']",2,5.0,0.0,realword
Observanz,"['Observ', 'anz']",2,4.0,0.0,realword
Platzhalter,"['Platz', 'halter']",2,5.0,0.0,realword
Oberdeck,"['Ober', 'deck']",2,4.0,0.0,realword
Profilseite,"['Profil', 'seite']",2,4.0,0.0,realword
Tibien,"['Tib', 'ien']",2,5.0,0.0,realword
Hauptstelle,"['Haupt', 'stelle']",2,5.0,0.0,realword
Leit,"['Le', 'it']",2,5.0,0.0,realword
Piaster,"['Pi', 'aster']",2,5.0,0.0,realword
Showbusiness,"['Show', 'business']",2,4.0,0.0,realword
Windkraft,"['Wind', 'kraft']",2,5.0,0.0,realword
Kodifizierung,"['Kod', 'ifizierung']",2,4.0,0.0,realword
Anis,"['An', 'is']",2,4.0,0.0,realword
Legen,"['L', 'egen']",2,4.0,0.0,realword
Facebookseite,"['Facebook', 'seite']",2,4.0,0.0,realword
Seekuh,"['Seek', 'uh']",2,4.0,0.0,realword
Countyverwaltung,"['County', 'verwaltung']",2,4.0,0.0,realword
Versmaß,"['Vers', 'maß']",2,5.0,0.0,realword
Startliste,"['Start', 'liste']",2,5.0,0.0,realword
Vorleben,"['Vor', 'leben']",2,4.0,0.0,realword
Prosoma,"['Pros', 'oma']",2,4.0,0.0,realword
Passus,"['Pass', 'us']",2,4.0,0.0,realword
Palmwein,"['Palm', 'wein']",2,4.0,0.0,realword
Diner,"['D', 'iner']",2,5.0,0.0,realword
Stillzeit,"['Still', 'zeit']",2,4.0,0.0,realword
Zugverhalten,"['Zug', 'verhalten']",2,4.0,0.0,realword
Unterboden,"['Unter', 'boden']",2,5.0,0.0,realword
Partialdruck,"['Partial', 'druck']",2,4.0,0.0,realword
Stromfluss,"['Strom', 'fluss']",2,4.0,0.0,realword
Rath,"['R', 'ath']",2,5.0,0.0,realword
Sequel,"['Sequ', 'el']",2,5.0,0.0,realword
Sichel,"['Sic', 'hel']",2,5.0,0.0,realword
Geber,"['Ge', 'ber']",2,4.0,0.0,realword
Fernsehpreis,"['Fernseh', 'preis']",2,5.0,0.0,realword
Triplett,"['Triple', 'tt']",2,5.0,0.0,realword
Torchance,"['Tor', 'chance']",2,4.0,0.0,realword
Flach,"['Fl', 'ach']",2,5.0,0.0,realword
Texaner,"['Tex', 'aner']",2,4.0,0.0,realword
Bundessteuer,"['Bundes', 'steuer']",2,5.0,0.0,realword
Varix,"['Vari', 'x']",2,4.0,0.0,realword
Landbund,"['Land', 'bund']",2,5.0,0.0,realword
Rochen,"['R', 'ochen']",2,4.0,0.0,realword
Prosodie,"['Pros', 'odie']",2,4.0,0.0,realword
Krake,"['K', 'rake']",2,5.0,0.0,realword
jetzig,"['jet', 'zig']",2,5.0,0.0,realword
Bekond,"['Bek', 'ond']",2,4.0,0.0,realword
Peterskirche,"['Peters', 'kirche']",2,5.0,0.0,realword
Bahnreform,"['Bahn', 'reform']",2,4.0,0.0,realword
Bure,"['B', 'ure']",2,5.0,0.0,realword
Homonym,"['Hom', 'onym']",2,4.0,0.0,realword
Locke,"['Lock', 'e']",2,4.0,0.0,realword
Durchbrechen,"['Durch', 'brechen']",2,4.0,0.0,realword
Skat,"['S', 'kat']",2,4.0,0.0,realword
Superchampion,"['Super', 'champion']",2,4.0,0.0,realword
Seigneur,"['Se', 'igneur']",2,4.0,0.0,realword
Schelle,"['Sche', 'lle']",2,4.0,0.0,realword
Hochfest,"['Hoch', 'fest']",2,5.0,0.0,realword
Subgenre,"['Sub', 'genre']",2,5.0,0.0,realword
Neckar,"['Neck', 'ar']",2,4.0,0.0,realword
Heiland,"['He', 'iland']",2,4.0,0.0,realword
Moralist,"['Moral', 'ist']",2,4.0,0.0,realword
Kinderzimmer,"['Kinder', 'zimmer']",2,4.0,0.0,realword
Feuerung,"['Fe', 'uerung']",2,4.0,0.0,realword
Rück,"['R', 'ück']",2,5.0,0.0,realword
Verwenden,"['Ver', 'wenden']",2,5.0,0.0,realword
Produktreihe,"['Produkt', 'reihe']",2,4.0,0.0,realword
Optionspreis,"['Options', 'preis']",2,5.0,0.0,realword
Venusmission,"['Venus', 'mission']",2,4.0,0.0,realword
Elbait,"['El', 'bait']",2,5.0,0.0,realword
Lehne,"['Le', 'hne']",2,4.0,0.0,realword
galerie,"['gal', 'erie']",2,4.0,0.0,realword
Erhaben,"['Er', 'haben']",2,5.0,0.0,realword
Unterpunkt,"['Unter', 'punkt']",2,5.0,0.0,realword
Infix,"['In', 'fix']",2,5.0,0.0,realword
Rhein,"['R', 'hein']",2,5.0,0.0,realword
Kolibri,"['Kol', 'ibri']",2,4.0,0.0,realword
Zeitform,"['Zeit', 'form']",2,5.0,0.0,realword
Handstand,"['Hand', 'stand']",2,5.0,0.0,realword
GAA,"['G', 'AA']",2,4.0,0.0,realword
Nazismus,"['Naz', 'ismus']",2,4.0,0.0,realword
Buffet,"['Buff', 'et']",2,4.0,0.0,realword
Graduation,"['Grad', 'uation']",2,4.0,0.0,realword
Panther,"['Pan', 'ther']",2,5.0,0.0,realword
Sparen,"['Sp', 'aren']",2,5.0,0.0,realword
Initiation,"['Initi', 'ation']",2,5.0,0.0,realword
Beladen,"['Bel', 'aden']",2,4.0,0.0,realword
Fis,"['F', 'is']",2,4.0,0.0,realword
dBm,"['dB', 'm']",2,4.0,0.0,realword
Hauptpunkt,"['Haupt', 'punkt']",2,4.0,0.0,realword
Speedloader,"['Speed', 'loader']",2,5.0,0.0,realword
Spartaner,"['Spart', 'aner']",2,4.0,0.0,realword
Gnosis,"['G', 'nosis']",2,4.0,0.0,realword
Hauptkette,"['Haupt', 'kette']",2,4.0,0.0,realword
Grabrede,"['Grab', 'rede']",2,5.0,0.0,realword
Blattform,"['Bl', 'attform']",2,5.0,0.0,realword
Universalist,"['Universal', 'ist']",2,4.0,0.0,realword
Grunddaten,"['Grund', 'daten']",2,4.0,0.0,realword
Hacke,"['Hack', 'e']",2,4.0,0.0,realword
Mastering,"['Master', 'ing']",2,4.0,0.0,realword
Torquote,"['Tor', 'quote']",2,5.0,0.0,realword
Rassist,"['R', 'assist']",2,5.0,0.0,realword
Slam,"['S', 'lam']",2,5.0,0.0,realword
Parlement,"['Par', 'lement']",2,5.0,0.0,realword
Öko,"['Ö', 'ko']",2,5.0,0.0,realword
Hauptprobe,"['Haupt', 'probe']",2,4.0,0.0,realword
Reit,"['Re', 'it']",2,4.0,0.0,realword
Fernsehinterview,"['Fernseh', 'interview']",2,4.0,0.0,realword
Literaturfestival,"['Literatur', 'festival']",2,4.0,0.0,realword
gess,"['g', 'ess']",2,5.0,0.0,realword
Solequelle,"['Sole', 'quelle']",2,5.0,0.0,realword
Hauptbogen,"['Haupt', 'bogen']",2,4.0,0.0,realword
AGs,"['AG', 's']",2,4.0,0.0,realword
Deutschlandradio,"['Deutschland', 'radio']",2,4.0,0.0,realword
Blindheit,"['Blind', 'heit']",2,5.0,0.0,realword
Schwarzmarkt,"['Schwarz', 'markt']",2,5.0,0.0,realword
Razorback,"['Razor', 'back']",2,5.0,0.0,realword
Suco,"['Su', 'co']",2,5.0,0.0,realword
Microdrive,"['Micro', 'drive']",2,4.0,0.0,realword
Crosslinking,"['Cross', 'linking']",2,5.0,0.0,realword
Orgie,"['Or', 'gie']",2,5.0,0.0,realword
Rodel,"['R', 'odel']",2,4.0,0.0,realword
Missal,"['Miss', 'al']",2,5.0,0.0,realword
Regionalplanung,"['Regional', 'planung']",2,4.0,0.0,realword
Somali,"['Som', 'ali']",2,4.0,0.0,realword
Anarchie,"['An', 'archie']",2,4.0,0.0,realword
Metallbau,"['Metall', 'bau']",2,4.0,0.0,realword
Umsetzen,"['Um', 'setzen']",2,5.0,0.0,realword
Ocker,"['O', 'cker']",2,5.0,0.0,realword
